"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권배후지_코드","상권배후지_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20242","A","골목상권","3110263","면목역 1번","7509421","3450516","4058904","686874","1201077","1430292","1071212","1257960","1862005","2190134","1511689","778117","780785","1205851","1042845","1059699","1045851","1064787","1047961","1050468","1112974","1127683"
"20242","A","골목상권","3110262","상봉역 3번","6511616","2989117","3522499","502621","1278428","1405492","917574","993470","1414030","1762210","1258888","719860","736070","1142267","892320","905901","890202","918528","897184","910662","1004370","984770"
"20242","A","골목상권","3110261","사가정역 4번","7966762","3744188","4222572","940144","1059499","1219144","1204775","1329946","2213254","2178930","1599297","861649","887842","1337086","1101958","1135241","1111701","1125026","1106597","1110718","1173079","1204401"
"20242","A","골목상권","3110260","면목역 3번","4207674","1961019","2246654","424309","613775","723603","642077","731089","1072821","1154871","863126","455984","463355","700599","569740","598289","590652","597189","590446","592328","618291","620479"
"20242","A","골목상권","3110259","사가정역 1번","4145886","1962172","2183714","500932","574122","673456","670492","687982","1038902","1147326","814090","453618","465593","699277","565981","589128","579905","587989","582730","584721","612277","609133"
"20242","A","골목상권","3110258","면동초등학교","5556812","2599814","2956997","666541","775488","893559","851240","967425","1402557","1600688","1134118","589232","599164","888523","745085","790235","776750","787129","777930","776872","817586","830310"
"20242","A","골목상권","3110257","상봉역 7번","5142614","2387268","2755345","633755","808202","979690","759208","760746","1201011","1427041","1050895","554067","557589","848111","704910","731410","715278","726060","715972","718846","764544","770503"
"20242","A","골목상권","3110256","면목2동체육관","6803033","3218817","3584216","754606","959987","1115250","1042194","1201880","1729117","1964643","1406981","726171","720020","1068898","916322","966153","952844","965635","953630","951898","995307","1017566"
"20242","A","골목상권","3110255","상봉역 4번","6434107","3023269","3410838","638061","1128602","1218744","959502","1019080","1470116","1835751","1311705","703244","699848","1034117","849442","909046","898739","915030","902958","906506","950253","951576"
"20242","A","골목상권","3110254","오거리공원","6458398","3103535","3354863","854731","766456","905921","1035058","1113251","1782984","1807058","1296248","692223","713199","1056286","893384","920109","900392","913035","902100","901123","944276","977361"
"20242","A","골목상권","3110253","중곡초등학교","5091707","2422535","2669171","681183","624420","760235","807025","865647","1353197","1427934","1029807","552788","559091","829091","692994","721452","707940","721298","710357","709395","745167","776101"
"20242","A","골목상권","3110252","장안제일시장","4633450","2202421","2431031","579440","544333","726468","736061","826408","1220741","1360754","959040","490195","491169","719370","612923","657913","647963","659335","648275","642471","678193","699299"
"20242","A","골목상권","3110251","장안중학교","6244336","2932496","3311840","994977","777871","1005418","884561","952656","1628852","1719013","1296932","694820","679250","1000496","853824","901067","886070","890097","882256","879826","889823","915198"
"20242","A","골목상권","3110250","화랑대역 7번","2461847","1158774","1303073","485711","344063","345599","383725","358430","544319","585587","511228","304377","309906","437938","312814","346047","344786","347979","342625","342341","364691","373377"
"20242","A","골목상권","3110249","중화역 1번","6209925","2930994","3278929","971475","731953","907253","904312","1037482","1657449","1643022","1272271","716182","706014","1038208","834228","892315","884379","886082","878507","877679","884361","906600"
"20242","A","골목상권","3110248","먹골파출소","2164351","1006458","1157894","329516","297660","333277","340234","323812","539851","585015","440292","239871","242569","367934","288671","302600","297830","304040","298605","298241","326090","336946"
"20242","A","골목상권","3110247","먹골역 1번","5390140","2456665","2933475","680780","743152","825310","794031","871084","1475781","1518101","1087372","578292","583766","888659","733950","769304","754754","765552","756534","752555","787198","804244"
"20242","A","골목상권","3110246","월드순복음교회","5201597","2482307","2719289","612905","779206","851644","806119","877864","1273860","1441518","1059621","566288","574684","855322","704163","743285","729462","740065","728127","731649","758092","770917"
"20242","A","골목상권","3110245","KB국민은행 중화동지점","3801866","1856185","1945681","460438","473081","591548","534909","638787","1103103","1032847","771814","414013","427841","645524","509825","539358","532222","538144","530804","532226","557012","572101"
"20242","A","골목상권","3110244","중화역 4번","4049820","1943978","2105843","573652","469984","593132","590445","705962","1116644","1011339","802819","470078","484144","730387","551052","575602","572073","574033","568406","572341","589574","597793"
"20242","A","골목상권","3110243","중랑노인종합복지관","4804575","2306987","2497588","696261","563085","698198","729128","873185","1244719","1372447","980586","522599","521405","762100","645439","682999","672346","679905","671906","669635","703795","723990"
"20242","A","골목상권","3110242","면목5동주민센터","2792933","1329830","1463102","392354","291318","423039","435612","509370","741241","809212","578406","294260","292818","441133","377104","394449","389580","396564","389823","387006","410038","425473"
"20242","A","골목상권","3110241","먹골역 5번","5154943","2376418","2778526","640003","694934","795488","766221","873795","1384503","1384406","1026322","576366","589823","882873","695153","732360","721144","730467","719826","720829","760673","769645"
"20242","A","골목상권","3110240","태릉시장 특화거리","3658487","1817028","1841457","430556","442693","555139","508271","632589","1089239","1002570","731176","393036","408837","625449","497417","515833","509586","516079","508855","509060","541003","558071"
"20242","A","골목상권","3110239","중랑역 2번","2296335","1128129","1168205","218492","311546","353983","329052","413468","669792","622074","463613","244762","254016","400113","311758","322058","317161","322146","317451","319511","343550","354457"
"20242","A","골목상권","3110238","배꽃어린이공원","2084340","1002448","1081892","271038","246810","303482","312508","380270","570230","533418","415726","235646","244974","374451","280124","293312","290727","294534","290051","291604","309638","314475"
"20242","A","골목상권","3110237","메가박스 상봉","4587767","2233010","2354756","579948","658613","706565","708903","803465","1130272","1193661","907038","517413","539322","807589","622743","651787","638050","649436","638411","639647","677662","692775"
"20242","A","골목상권","3110236","신묵초등학교","6157013","2844713","3312300","741888","839894","957279","959585","1057979","1600387","1667711","1217234","679019","700925","1059291","832832","868217","854858","869972","854207","858505","922948","928305"
"20242","A","골목상권","3110235","세화어린이공원","2612637","1313840","1298797","290485","316280","393977","364282","464534","783079","785859","529662","261912","266346","412903","355956","365976","360394","367893","360932","359612","390903","406928"
"20242","A","골목상권","3110234","중랑역 4번","3233643","1570124","1663519","303663","523596","522902","493275","569798","820408","821823","647196","361206","383682","583642","436095","457264","448345","457751","448293","452629","480307","489053"
"20242","A","골목상권","3110233","중랑역 1번","4524131","2217415","2306713","438371","657733","709140","671162","815904","1231819","1263838","915987","472915","492060","762502","616828","637565","625147","638056","625009","626426","675122","696809"
"20242","A","골목상권","3110232","동대부고","2693664","1308365","1385300","627335","254648","355588","494017","405831","556246","697008","554065","316868","317868","459250","348606","383578","384282","386517","384299","383589","383428","387972"
"20242","A","골목상권","3110231","장안교","1061470","493829","567641","246769","110713","127727","171468","171558","233233","288750","221695","121536","123816","168997","136676","150372","149177","150090","148890","147633","154565","160744"
"20242","A","골목상권","3110230","장안현대홈타운1차아파트","4707438","2225318","2482121","715416","709997","904450","854991","649264","873319","1352527","962743","505139","498853","749668","638507","670240","665006","667669","661730","667004","686785","689006"
"20242","A","골목상권","3110229","장평중학교","4985740","2445965","2539775","627161","711314","949901","929416","708200","1059751","1290610","1050117","622201","599561","796887","626362","720400","719582","719030","722012","725327","686756","692633"
"20242","A","골목상권","3110228","장안근린공원","5507360","2587850","2919509","947192","585836","785924","955518","927620","1305269","1337908","1104695","661575","681403","1007801","713977","779657","778802","783878","780408","778559","802655","803402"
"20242","A","골목상권","3110227","답십리공원","3608374","1681886","1926486","561379","370805","516317","610634","626761","922477","921407","731269","417974","427202","634957","475565","510118","507632","510432","509867","506724","527517","536084"
"20242","A","골목상권","3110226","장안1동주민센터","8004317","3848913","4155403","926575","1119475","1472076","1447016","1283046","1756128","2095319","1618972","932606","931731","1363900","1061791","1149805","1145925","1139300","1135869","1138212","1149375","1145830"
"20242","A","골목상권","3110225","촬영소사거리","2381328","1151861","1229466","273240","260060","398956","429810","414116","605145","635624","466204","270101","283089","409201","317106","337302","335562","336648","333373","331041","351086","356315"
"20242","A","골목상권","3110224","외대앞역 2번","4486728","2063571","2423159","546954","1187521","619492","570860","619007","942895","1200188","951815","496379","499464","744182","594702","639204","636837","643808","641507","636322","647596","641454"
"20242","A","골목상권","3110223","군자초등학교","1943789","969160","974630","154853","274891","375248","354614","323955","460227","518050","403134","235923","226967","308595","251122","281186","283221","280086","282383","282878","268343","265692"
"20242","A","골목상권","3110222","회기역 2번","1997765","908960","1088805","240107","670952","277505","224528","227034","357640","505992","440154","233423","234270","329279","254644","285090","284391","285016","283649","280839","287079","291701"
"20242","A","골목상권","3110221","의릉","2683471","1244715","1438754","443631","514980","303372","413354","391954","616179","773073","558320","289682","289048","423312","350035","383093","381116","389529","381147","373059","385877","389650"
"20242","A","골목상권","3110220","외대앞역 1번","7528247","3391429","4136818","1015074","3066243","865557","738552","774636","1068185","1945998","1601793","917263","880007","1218009","965179","1083819","1105056","1094119","1098726","1069263","1031876","1045388"
"20242","A","골목상권","3110219","삼육보건대학교","5623766","2610595","3013170","689074","2101281","736608","577706","579939","939156","1540743","1242745","624009","607882","875918","732466","809258","807459","812474","806109","792850","789435","806181"
"20242","A","골목상권","3110218","답십리사거리","5221530","2409855","2811674","807912","597117","855382","902453","787622","1271044","1421734","1021126","567437","599364","906500","705370","733676","722276","740977","729273","728544","774517","792265"
"20242","A","골목상권","3110217","자동차부품상가","3083632","1520978","1562655","307172","421671","563898","543794","506927","740171","788212","627829","374879","383300","518960","390452","441188","438380","438555","435995","437140","444102","448268"
"20242","A","골목상권","3110216","전농중학교","2908722","1358510","1550212","510255","468910","423782","472593","414930","618252","604230","578002","392983","420866","563851","348789","411361","408558","414595","412463","409972","423612","428161"
"20242","A","골목상권","3110215","회기역 1번","4798629","2084340","2714289","601914","2255227","559855","399309","403692","578632","1229897","1066483","576803","548882","775013","601552","684651","688353","691228","686745","681200","673324","693127"
"20242","A","골목상권","3110214","경희대후문","5246698","2385144","2861553","779692","2712350","481576","375046","389282","508751","1434064","1125640","656314","602805","768564","659310","768656","801213","779574","788097","741303","675788","692066"
"20242","A","골목상권","3110213","청량초등학교","5584467","2393726","3190741","767620","2805316","582933","434469","422146","571983","1410047","1171076","706121","662543","915080","719600","809192","827913","816576","818046","799579","749856","763308"
"20242","A","골목상권","3110212","답십리초등학교","5771289","2640991","3130299","958853","659486","939631","1010392","857936","1344992","1583973","1152794","634626","649625","973675","776598","813791","804116","826590","815912","816775","843545","850559"
"20242","A","골목상권","3110211","전곡마을마당공원","6869503","3251832","3617670","1122437","1236235","975816","1058502","963491","1513022","1700712","1414942","844423","843051","1180792","885584","980565","982024","987492","986541","973593","973326","985961"
"20242","A","골목상권","3110210","서울시립대","7588700","3620282","3968418","1127881","2512545","938898","811863","825115","1372397","2048951","1670745","893084","835524","1165173","975223","1100493","1110849","1106796","1106803","1083030","1031721","1049008"
"20242","A","골목상권","3110209","답십리 장령당공원","3131029","1440769","1690261","477052","415599","549791","559999","467833","660755","885012","670508","344808","330639","481382","418680","448551","441038","448021","444341","443618","449320","456140"
"20242","A","골목상권","3110208","시조사삼거리","5969762","2715133","3254628","844464","2172041","689161","610321","608839","1044937","1529478","1271399","719794","689251","991170","768670","856340","861328","861624","857291","854811","832510","845857"
"20242","A","골목상권","3110207","시립대앞사거리","5220311","2505060","2715251","751248","1361710","669288","625883","659423","1152758","1391482","1135087","632730","595943","800271","664797","753100","759364","756859","758790","743745","716273","732179"
"20242","A","골목상권","3110206","텃골근린공원","5807296","2740642","3066653","919080","928017","837939","959487","837708","1325067","1503970","1178950","688421","695241","984222","756491","819660","816619","827528","823545","819939","841680","858326"
"20242","A","골목상권","3110205","경희대삼거리","6125853","2660175","3465677","915643","2595095","681906","587598","516426","829187","1485335","1289593","787170","741211","1039351","783194","887123","908620","899544","899659","891629","827655","811622"
"20242","A","골목상권","3110204","간데메공원","4245446","1978038","2267409","693204","526950","711431","756436","651604","905822","1104000","887315","502645","496657","700955","553873","606561","598138","601512","597670","596199","614778","630588"
"20242","A","골목상권","3110203","떡전교사거리","3641079","1683968","1957110","375358","588619","476851","496337","567756","1136159","972262","767494","433625","426268","581479","459948","512252","510060","515483","512387","514132","529807","546958"
"20242","A","골목상권","3110202","전농1동주민센터(전농시장)","1669961","795237","874725","264404","211859","242506","290422","264988","395781","428393","340251","201161","202646","282893","214618","234396","233952","235738","235719","238022","245325","246810"
"20242","A","골목상권","3110201","전농119안전센터","1980248","948472","1031776","305036","243273","307209","333380","320783","470567","502664","410597","238583","237587","335703","255115","279212","278403","279522","279111","279159","289743","295096"
"20242","A","골목상권","3110200","동대문경찰서","2648228","1248889","1399338","215563","319169","336436","375347","454220","947491","611656","543688","354308","361035","461111","316429","371253","369406","370498","373714","375568","395657","392130"
"20242","A","골목상권","3110199","홍릉시장","4000599","1884348","2116250","318860","486782","508050","553066","689815","1444027","842971","825683","582315","590675","703487","455465","566317","564697","563030","564876","573858","593154","574669"
"20242","A","골목상권","3110198","동대문중앙새마을금고본점","2717950","1323030","1394922","148950","361760","354713","374535","482085","995908","420877","557749","477304","488841","507860","265319","388478","388114","384297","385878","398361","406860","365964"
"20242","A","골목상권","3110197","세종대왕기념관교차로","1698195","785939","912255","175253","244642","216361","215980","263932","582027","551587","362187","164997","153776","226904","238742","239785","239678","239366","238646","239101","246853","254763"
"20242","A","골목상권","3110196","홍릉근린공원","3205755","1461724","1744032","346139","412367","396167","412311","515883","1122888","922701","683545","349057","337552","480385","432517","455473","454405","453311","452713","455530","461613","472711"
"20242","A","골목상권","3110195","동대문구청","3780414","1851091","1929324","292905","597301","617919","580531","597274","1094485","827782","786858","534415","535926","650444","444987","543170","545862","541882","539889","540827","542043","526739"
"20242","A","골목상권","3110194","홍파초등학교","3874000","1830328","2043671","344621","505451","482191","511341","664543","1365854","833578","827593","558762","553655","655222","445189","555833","555586","550585","553153","561285","558561","538997"
"20242","A","골목상권","3110193","고려대역 4번","3743406","1731428","2011977","424449","1005574","451150","410013","473716","978503","1104363","800504","408148","393739","548982","487671","540978","543423","537497","537736","526984","523993","532795"
"20242","A","골목상권","3110192","동의보감타워","2729067","1332506","1396559","189631","439227","405205","395242","439683","860077","498281","568986","442919","450205","483640","285035","390570","399930","394262","398322","399153","388233","358596"
"20242","A","골목상권","3110191","고려대역 6번","4476966","2085383","2391582","582805","1572426","502092","429364","479958","910320","1179325","931005","542263","538808","716153","569413","657368","667960","654812","658992","627893","604655","605286"
"20242","A","골목상권","3110190","고대앞사거리","7731219","3772271","3958948","1239553","3037393","789391","712426","748744","1203712","1819422","1543329","1021093","1007102","1350864","989410","1144533","1180624","1151670","1163941","1085603","1008448","996401"
"20242","A","골목상권","3110189","제기동역 1번","5377803","2597087","2780715","664782","1052879","772078","766632","781430","1340002","1318253","1156769","705704","689468","854071","653538","777514","782809","777897","781335","773165","750470","734614"
"20242","A","골목상권","3110188","용두동신동아아파트","4684496","2276006","2408489","481225","706225","801030","797488","806067","1092461","1211542","1016618","569186","567522","741588","578042","678869","677230","679020","675718","672466","647214","653979"
"20242","A","골목상권","3110187","제기동역 6번","6710038","3200596","3509441","671798","1172972","1121444","1053343","1081594","1608887","1678605","1427495","852149","839693","1085604","826491","971403","972889","972873","968657","962763","935593","925858"
"20242","A","골목상권","3110186","종암초등학교","3517596","1843241","1674355","545385","1223994","416307","392794","384871","554246","926813","714275","427683","413751","573461","461615","517139","525345","519181","518531","503021","464673","469708"
"20242","A","골목상권","3110185","용두초등학교","3612747","1753858","1858889","322601","688409","621401","577105","590098","813132","845455","780095","479789","471599","606107","429702","525227","527160","526372","524869","525613","494475","489032"
"20242","A","골목상권","3110184","용두사거리","4244210","2033543","2210667","426791","831250","736878","663548","669834","915908","1044633","912817","538915","521672","702310","523864","618674","618358","618256","614844","613407","583472","577201"
"20242","A","골목상권","3110183","한국의류시험연구원","3764264","1817517","1946746","437879","791101","648182","577032","550262","759809","949134","823848","484613","457532","595709","453426","552244","552380","550500","551259","549097","505959","502826"
"20242","A","골목상권","3110182","용두희망어린이공원","4396694","2269281","2127414","587971","1272849","622711","568215","567654","777296","1083934","932630","574270","547857","717937","540064","648853","653153","647844","651104","640562","574328","580850"
"20242","A","골목상권","3110181","신설동역 9번","6538454","3159001","3379453","625653","1211239","1187558","1092299","1003126","1418580","1500060","1415279","909272","900934","1067999","744909","937798","938851","941515","939586","949092","911106","920509"
"20242","A","골목상권","3110180","광진정보도서관","963759","443313","520446","116734","136073","143881","170498","163689","232885","229031","197123","130780","129296","166689","110842","137444","138723","138441","139076","138849","139735","131492"
"20242","A","골목상권","3110179","광나루역 1번","1524711","687831","836880","277211","209419","198520","274947","238308","326308","377618","328342","200040","189454","246400","182857","218069","220035","216529","217916","214554","218067","219543"
"20242","A","골목상권","3110178","장로회신학대학교","1170761","524121","646639","189104","172615","162150","208543","178855","259492","289080","248039","158446","148402","189116","137677","168437","169666","166503","167634","163634","166301","168583"
"20242","A","골목상권","3110177","동의초등학교","1796959","791810","1005151","287698","215217","259521","299813","275238","459473","591925","354253","168826","162455","265105","254395","249116","243828","254009","247754","244542","274149","283560"
"20242","A","골목상권","3110176","해오름공원","4588211","2075122","2513090","563962","576127","684937","665123","787447","1310616","1431375","923092","443170","445724","701568","643282","647118","629346","649102","635473","624271","684143","718757"
"20242","A","골목상권","3110175","푸른동산공원","5853984","2681455","3172529","1039615","966148","983294","969305","866450","1029173","1689170","1182258","614744","633565","958288","775959","829947","817187","832845","824008","826139","859165","864695"
"20242","A","골목상권","3110174","아차산역 1번","5515118","2461654","3053463","771240","728580","840899","845468","881506","1447426","1664110","1087549","556930","561421","879394","765714","770611","759321","781476","767201","760561","824580","851368"
"20242","A","골목상권","3110173","구남초등학교","1506811","734102","772709","193619","226951","274411","245238","249138","317455","346356","326879","200704","197932","255488","179453","217799","215751","215603","216240","221393","214882","205143"
"20242","A","골목상권","3110172","광진초등학교","4384178","1956250","2427928","835030","582877","699591","738431","650795","877454","1218020","920202","480995","483015","695688","586256","624697","620131","624874","620129","618454","630855","645038"
"20242","A","골목상권","3110171","중곡4동주민센터","2615224","1190064","1425160","350543","326443","390808","371977","461739","713713","773380","543551","278399","271361","402065","346468","373900","367192","372174","368436","362354","378685","392485"
"20242","A","골목상권","3110170","동대부여고","6600622","3032896","3567726","875960","1238037","1240159","1056352","972235","1217877","1997733","1368294","680402","671386","1000040","882768","941300","927474","941581","931666","928516","957719","972370"
"20242","A","골목상권","3110169","성동초등학교","2531477","1233807","1297669","362983","354214","450267","380962","406962","576088","651397","553569","305587","291135","401654","328133","366875","366387","362745","364073","366327","354250","350821"
"20242","A","골목상권","3110168","대원고등학교","2156251","992140","1164110","421199","278777","350662","314687","328298","462628","623055","482560","244819","224822","304248","276748","317036","316463","310784","315606","310648","287614","298100"
"20242","A","골목상권","3110167","용마초등학교","5277703","2417850","2859852","767463","765352","907236","817291","825945","1194417","1573206","1076893","545108","539390","815626","727479","751852","740848","751068","744988","739085","765144","784720"
"20242","A","골목상권","3110166","구의1동주민센터","6859409","3214426","3644984","852159","1405801","1333817","1046025","977903","1243707","2014417","1445587","742050","713095","1034922","909338","987537","983250","984116","980135","973928","971115","979328"
"20242","A","골목상권","3110165","국립정신건강센터","3760983","1726201","2034783","653009","495599","634966","577693","589181","810536","1095131","793606","409776","392994","567160","502315","543821","538941","538484","539704","533986","525178","540868"
"20242","A","골목상권","3110164","아차산역 5번","2013434","888997","1124438","309451","341552","399753","301593","266457","394629","485655","419293","249165","249030","350793","259498","280692","285104","288901","288273","287895","291279","291290"
"20242","A","골목상권","3110163","성자초등학교","3814216","1810297","2003919","652144","475274","643887","595314","572301","875297","1099236","804835","410246","400106","583477","516317","549113","543908","545989","542214","539512","542045","551435"
"20242","A","골목상권","3110162","군자역 4번","3373371","1549532","1823837","494662","538607","622887","543390","489119","684706","1005168","683211","347426","345889","523655","468021","479827","473021","479836","476825","473131","490550","500180"
"20242","A","골목상권","3110161","중곡역 3번","6115562","2861786","3253776","733417","837612","1109262","905046","1005694","1524532","1822036","1254437","632084","619221","948187","839598","866691","849152","871114","857209","848625","889239","933531"
"20242","A","골목상권","3110160","광진경찰서","1908024","929207","978817","314838","344116","344291","300541","272238","331999","558279","418929","218142","204827","270009","237841","276907","278733","274712","277145","270760","260891","268875"
"20242","A","골목상권","3110159","구의역 4번","10356077","4879103","5476975","1539009","1889505","1759615","1569465","1476914","2121568","2737313","2150629","1204362","1205179","1701863","1356731","1487501","1479972","1484668","1473099","1464321","1474361","1492152"
"20242","A","골목상권","3110158","중곡3동주민센터","5367829","2500111","2867718","638560","697604","947994","805536","900757","1377378","1616809","1074000","537541","542401","850374","746704","756823","739193","761246","748030","741524","792030","828983"
"20242","A","골목상권","3110157","자양동우체국","5309963","2510535","2799429","861973","670654","885646","890402","783661","1217627","1622162","1090425","528839","531385","804430","732723","752122","735420","748848","740700","736438","784285","812151"
"20242","A","골목상권","3110156","군자역 5번","3131937","1450332","1681605","367676","747245","654042","462001","388360","512614","778166","656590","375604","376050","538252","407275","446442","452081","453697","454230","449105","439834","436549"
"20242","A","골목상권","3110155","광진구청","5393005","2568445","2824561","854366","1292667","936460","770989","690105","848419","1336268","1139434","688466","671731","887491","669617","785751","792455","781924","782647","772671","739141","738418"
"20242","A","골목상권","3110154","광진정말공원","8540861","4022491","4518371","1316730","1234866","1436466","1367976","1258983","1925840","2431197","1736043","908022","918638","1381887","1165073","1210616","1189749","1209117","1195105","1190045","1256130","1290100"
"20242","A","골목상권","3110153","중곡1동주민센터","3786676","1796787","1989888","376412","758333","789140","585613","533711","743466","1050210","767530","409908","408368","632104","518554","536308","535266","544116","535936","533658","550724","550669"
"20242","A","골목상권","3110152","중곡어린이공원","1857642","882717","974925","247646","254139","337579","283755","297744","436778","554739","379684","189374","190564","289077","254206","262895","258146","263420","260751","257805","273552","281072"
"20242","A","골목상권","3110151","자양한강도서관","5636350","2672385","2963965","958893","729830","950975","963156","815415","1218081","1703547","1134227","563412","572996","882406","779761","794152","776375","790979","783134","780226","843215","868268"
"20242","A","골목상권","3110150","중곡1동 마을마당","3986039","1923455","2062583","407597","771794","825674","619387","557681","803906","1117635","820809","429325","426090","652548","539630","563116","561230","572031","562228","557425","581751","588257"
"20242","A","골목상권","3110149","세종대학교","1532155","752023","780131","188514","476306","277735","207096","169540","212965","387630","317398","194708","191298","249336","191783","222486","225062","223781","225917","218068","207357","209484"
"20242","A","골목상권","3110148","어린이대공원역 3번","1972019","914065","1057955","211738","909034","320897","188447","160655","181247","506228","410967","245043","232287","323897","253597","279788","284924","287744","286001","279550","276464","277549"
"20242","A","골목상권","3110147","능동우편취급국","5327588","2645540","2682049","565439","1453501","999738","761287","636183","911439","1488040","1125016","593315","582084","839251","699882","761253","761735","769444","762488","750692","751503","770473"
"20242","A","골목상권","3110146","신자초등학교","5041433","2363440","2677993","1007641","604462","780286","837852","751356","1059837","1436361","1014964","528974","535339","832072","693724","711422","699134","710296","704597","706574","747010","762401"
"20242","A","골목상권","3110145","장안초등학교","2097035","979872","1117163","324659","797914","327471","236323","187093","223574","504295","436007","283953","276488","341179","255112","311234","317717","312407","314251","300477","270352","270595"
"20242","A","골목상권","3110144","어린이대공원역 4번","3856668","1756170","2100498","386444","1740709","657567","378791","313212","379946","1096316","806244","425627","405232","603396","519852","549693","549229","558255","551326","545542","550452","552170"
"20242","A","골목상권","3110143","뚝섬유원지역 1번","4066799","1919906","2146893","664920","556339","645179","655946","629320","915095","1041488","828596","445538","466099","733446","551631","576408","568884","580611","572381","578668","594548","595299"
"20242","A","골목상권","3110142","화양사거리","7202932","3353122","3849809","672910","2930102","1272834","825211","675961","825914","2117296","1532363","782596","744687","1070167","955824","1033375","1031953","1039173","1032083","1026523","1019207","1020617"
"20242","A","골목상권","3110141","건대입구역 1번","5291700","2490723","2800976","482484","2172919","937261","602916","492800","603322","1404867","1012476","571416","598182","958668","746092","734693","739663","749439","744566","767543","799670","756128"
"20242","A","골목상권","3110140","건대입구역 6번","9325689","4351883","4973808","955210","2335626","1604985","1331641","1322785","1775441","2300941","1821597","1078064","1134967","1735818","1254302","1300193","1294545","1317287","1307473","1332577","1407128","1366487"
"20242","A","골목상권","3110139","자양4동주민센터","7234304","3468120","3766183","896712","1136860","1245265","1131258","1161566","1662640","1914135","1493685","784549","821367","1247323","973245","1023338","1014987","1026363","1021640","1033127","1060174","1054673"
"20242","A","골목상권","3110138","송정체육공원","5006795","2432423","2574372","575713","1465625","892757","710618","587932","774151","1386921","1086172","587545","562404","741707","642047","730779","735207","729124","731532","716790","677901","685463"
"20242","A","골목상권","3110137","성수초등학교","7099195","3448491","3650705","579387","2201194","1391216","1045548","881709","1000139","1732079","1533906","947351","931918","1124750","829189","1047247","1071745","1039838","1055854","1054161","927987","902364"
"20242","A","골목상권","3110136","경수초등학교","6380846","3140280","3240566","593603","1340877","1282647","1005775","992722","1165222","1388652","1302130","876236","912983","1144993","755850","922663","933805","920827","934998","937386","876465","854703"
"20242","A","골목상권","3110135","성동세무서","2879006","1453370","1425636","215206","673878","615707","494174","413756","466284","676926","632399","409913","398586","442593","318588","434376","446422","426292","436659","431397","355597","348261"
"20242","A","골목상권","3110134","성수119안전센터","4654494","2349376","2305119","493692","695962","900223","731818","812405","1020395","1128795","959543","577537","598691","803099","586830","662361","663274","660953","667352","670377","667195","662982"
"20242","A","골목상권","3110133","서울교통공사","2100573","1060364","1040210","169411","421067","371033","306690","363943","468429","577006","454373","247710","237485","319154","264845","303571","303521","304270","303892","301230","290493","293596"
"20242","A","골목상권","3110132","성수2가3동주민센터","1732803","860911","871893","130155","339334","390411","309632","252198","311074","378524","366925","260256","258426","282844","185830","264776","271931","258303","264724","265487","206523","201059"
"20242","A","골목상권","3110131","성수동카페거리","3765254","1884264","1880990","382598","873868","917876","622393","474196","494324","538501","742939","684477","718223","742144","338969","568395","593156","559423","586433","598847","453372","405629"
"20242","A","골목상권","3110130","답십리역 6번","3139574","1515482","1624091","294150","615186","533997","478742","503086","714413","820888","670462","369898","364301","512401","401625","445727","448837","451527","448162","447636","444212","453473"
"20242","A","골목상권","3110129","성원어린이공원","1676983","836060","840922","163815","295542","384334","322186","237767","273337","362006","341349","249013","255186","289801","179628","256455","262060","249331","256382","254671","202707","195377"
"20242","A","골목상권","3110128","성원중학교","4324324","2148334","2175990","461118","635202","865170","650346","747041","965448","1042714","879526","557314","582785","736875","525110","615185","616457","618470","623771","623835","616682","609925"
"20242","A","골목상권","3110127","성수1가1동주민센터","1370909","682265","688644","194291","246477","305096","222745","180681","221617","305480","293223","204796","205710","218705","142997","205905","208511","202503","208081","208525","171368","166017"
"20242","A","골목상권","3110126","서울숲역 1번","3150501","1533383","1617119","262802","731301","845718","546805","374158","389720","436949","636422","568484","592215","633671","282762","471678","499888","465974","489871","497659","383754","341678"
"20242","A","골목상권","3110125","사근동살곶이상점가","3669133","1753272","1915861","595925","1531124","407160","327248","323412","484262","1039251","775425","417450","385625","560309","491073","526355","536404","527461","531131","530948","516159","500673"
"20242","A","골목상권","3110124","뚝섬역교차로","2861683","1360419","1501264","280808","621560","685206","483578","370332","420198","475157","572493","479465","504072","559523","270974","414802","432576","418611","430648","436202","381052","347794"
"20242","A","골목상권","3110123","마장역 3번","2575588","1223334","1352254","344295","563827","369678","351577","373969","572241","708305","568584","297492","278939","391098","331171","367257","368105","367250","367466","365730","367173","372609"
"20242","A","골목상권","3110122","마장역 2번","1891742","906262","985479","272365","310332","304366","292954","292153","419573","487030","415359","228708","219680","303506","237460","270728","271288","270085","271027","270094","268858","269660"
