"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권배후지_코드","상권배후지_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20244","A","골목상권","3110041","남산케이블카","1124674","525757","598916","127750","208294","202948","214792","179057","191833","143242","245078","223963","216866","205020","90503","168378","170253","171417","171720","170892","145132","126880"
"20244","A","골목상권","3110040","중구회현체육센터(정화예술대남산캠퍼스)","890027","418461","471566","82989","128857","162198","175425","152960","187598","129049","197158","170919","164458","152320","76123","136565","136339","137125","137980","136084","108182","97751"
"20244","A","골목상권","3110039","회현역 1번","1164257","536307","627949","71049","144401","222534","243195","206864","276213","134925","247912","257909","245367","193323","84822","182615","182626","182914","184830","182669","136887","111716"
"20244","A","골목상권","3110038","경향신문사","629789","300163","329627","60270","90521","134550","142354","107277","94818","39794","143126","143357","146327","121637","35546","100323","101517","99894","102419","100671","68516","56447"
"20244","A","골목상권","3110037","신설동역 12번","4931466","2401830","2529636","515197","776826","737632","715366","879033","1307413","1373628","1063128","573736","549054","733888","638030","706239","704975","708596","707150","702378","687742","714388"
"20244","A","골목상권","3110036","동묘앞역 3번","3353123","1664912","1688210","206259","691039","577269","508620","555869","814069","743809","706207","512845","505245","517959","367058","458595","460178","466771","464958","472551","503868","526201"
"20244","A","골목상권","3110035","동묘앞역 2번","7211267","3504533","3706735","602510","1327398","1125808","1039440","1251511","1864601","1846234","1532409","924081","905875","1121322","881345","1013540","1014178","1022168","1020069","1024696","1045711","1070902"
"20244","A","골목상권","3110034","창신1동주민센터","3290042","1596106","1693937","217580","600585","634342","590756","507809","738971","732777","683213","487468","482309","534690","369583","468313","466959","467182","466378","466744","473691","480776"
"20244","A","골목상권","3110033","창신역 4번","3655111","1747740","1907371","395962","508966","559838","561509","639061","989776","986102","768476","416744","413447","594779","475563","516447","517713","521539","519095","514739","528051","537528"
"20244","A","골목상권","3110032","수족관거리","2426245","1173587","1252658","119599","421016","436595","454108","415416","579510","532022","497191","365278","356248","400313","275195","362285","359880","359599","361140","351007","313186","319148"
"20244","A","골목상권","3110031","창신역 1번","2166371","1014824","1151548","294871","260639","335651","347661","360790","566758","596419","450848","234044","235544","358539","290979","303033","304476","306263","303889","300082","318051","330577"
"20244","A","골목상권","3110030","동대문역 3번","4180606","2025903","2154703","230028","670831","534040","551244","831787","1362676","951480","861224","560702","572861","733604","500735","596171","598431","605332","602843","601074","593849","582907"
"20244","A","골목상권","3110029","동대문역 1번","8922108","4348450","4573657","699480","1401333","1132768","1164533","1766799","2757195","2363483","1874731","1063860","1056426","1442629","1120979","1262220","1268836","1280792","1270999","1262193","1280105","1296964"
"20244","A","골목상권","3110028","이화달팽이길","7894034","3844754","4049280","728907","1382762","1124121","1086124","1484426","2087695","2064440","1655800","1004901","990617","1241513","936763","1128330","1139962","1149699","1145248","1136127","1091510","1103161"
"20244","A","골목상권","3110027","혜화역 1번","2514824","1085437","1429386","311839","666160","438329","351125","348005","399364","472016","424260","355537","428192","563774","271044","320745","344083","369980","357501","363261","390590","368661"
"20244","A","골목상권","3110026","종로5가역 4번","2069301","1060620","1008680","150452","325088","301928","318761","394593","578479","325106","449906","378352","365568","360653","189716","313578","319285","314083","317586","322366","260102","222300"
"20244","A","골목상권","3110025","충신시장옆","3667706","1816555","1851152","361831","684327","610870","566188","624726","819764","785765","799063","573239","549752","577570","382318","551415","557345","551989","555678","551659","457258","442365"
"20244","A","골목상권","3110024","혜회동주민센터","3048615","1353709","1694906","550016","763238","393494","414421","398451","528995","735930","639068","389897","380116","529202","374400","430864","434768","442807","436915","437396","431205","434657"
"20244","A","골목상권","3110023","서울대병원","2511483","1137298","1374185","268483","586232","495635","438100","358426","364610","354008","543822","460199","473906","453446","226100","372911","387500","395462","396218","389665","303507","266222"
"20244","A","골목상권","3110022","경신고등학교","4450849","1995301","2455548","874239","1174610","522749","582546","562770","733936","1197647","978763","538526","501709","679716","554489","637101","639016","646050","639209","629192","621183","639100"
"20244","A","골목상권","3110021","성균관대학교","4785985","2081614","2704370","726096","1914997","560928","515195","493555","575215","1056239","913112","627268","644293","932728","612345","650800","666419","693049","678331","685420","715102","696863"
"20244","A","골목상권","3110020","서울국제고등학교","4863162","2107107","2756056","809982","1854155","475247","506066","523033","694678","1428342","1080828","567041","512873","673374","600706","702169","704863","708627","704115","679942","671703","691743"
"20244","A","골목상권","3110019","창덕궁","2302728","1222840","1079889","123956","433870","428882","424979","406702","484339","255589","421561","451968","489684","487474","196453","331791","341205","344327","351238","363254","322849","248064"
"20244","A","골목상권","3110018","중앙고등학교","1348971","657997","690974","197645","198785","233989","256765","215590","246198","217101","294876","253474","257266","214232","112025","199081","199498","201762","206113","204969","178498","159052"
"20244","A","골목상권","3110017","정독도서관","1219326","581802","637524","170093","178959","196476","229775","197423","246599","206998","254528","229929","230315","193871","103685","173771","173762","179828","182845","182503","172940","153674"
"20244","A","골목상권","3110016","평창동동측","203739","85081","118657","26780","18570","24351","31196","37838","65005","70647","44023","19065","17090","24110","28804","28817","29077","29490","29043","28456","29018","29837"
"20244","A","골목상권","3110015","청와대사랑채","1183628","508939","674688","220630","165287","188079","208738","175745","225151","214698","237373","191354","206124","210089","123989","165618","163746","172724","173036","171615","173121","163768"
"20244","A","골목상권","3110014","경복고등학교","779580","346807","432773","191266","86708","106716","131569","119042","144279","174363","175362","116268","118669","114905","80012","111473","109716","114082","113171","111815","110583","108740"
"20244","A","골목상권","3110013","체부동홍종문가옥","2653967","1083987","1569980","391022","440466","467119","462139","392834","500388","389674","496200","465723","480046","546461","275864","370136","371376","386313","391297","389702","394426","350718"
"20244","A","골목상권","3110012","성곡미술관","2624019","1176545","1447473","264338","388315","501747","525844","443254","500520","350831","546208","487356","492776","515433","231413","383187","386122","392393","396515","397467","351114","317219"
"20244","A","골목상권","3110011","청운초등학교","208245","95742","112502","60458","17987","22496","33785","31389","42132","45816","50737","32836","27647","29721","21489","30006","29323","30238","30286","30149","28730","29511"
"20244","A","골목상권","3110010","평창동서측","382537","165323","217214","80646","32837","38390","59221","67678","103764","107529","79643","40924","41104","61186","52149","53985","53867","54264","54741","54290","55299","56090"
"20244","A","골목상권","3110009","자하문터널","250703","114302","136401","29466","29705","34840","44790","44354","67549","66756","51839","30938","30480","38700","31990","33793","34273","35590","35380","35745","38590","37333"
"20244","A","골목상권","3110008","배화여자대학교(박노수미술관)","3795453","1558128","2237325","648455","557323","624961","662838","577282","724594","766604","749890","585519","584999","684084","424359","536517","536147","551280","555541","549166","551663","515139"
"20244","A","골목상권","3110007","사직공원(한국사회과학도서관)","4664960","2136319","2528641","941531","560313","613523","814385","715083","1020124","1261444","998229","551736","533849","725211","594492","659330","667951","672732","668723","658341","665433","672452"
"20244","A","골목상권","3110006","부암동주민센터","137361","59776","77586","16743","15903","18121","24260","23383","38953","39842","28421","15917","15632","19627","17922","18442","18834","19613","19450","19685","20978","20359"
"20244","A","골목상권","3110005","세검정","433559","196632","236927","93208","52308","46171","65674","71352","104845","105030","92782","55727","54375","70739","54907","63124","62741","63058","63216","62301","60218","58902"
"20244","A","골목상권","3110004","대신고등학교","4175947","1914906","2261041","888055","492712","517579","701332","633174","943095","1148504","899488","480206","456258","645958","545530","587265","596197","600385","595933","587223","602057","606886"
"20244","A","골목상권","3110003","세검정초등학교","861371","385813","475558","196114","106763","84889","125498","136327","211778","227721","181647","101214","99828","137226","113737","124452","123932","125119","124470","122628","120404","120366"
"20244","A","골목상권","3110002","독립문역 1번","1441226","634729","806498","265022","160985","178921","222394","220611","393295","349236","306666","174579","178010","244583","188152","201417","206677","209066","204747","205792","209108","204419"
"20244","A","골목상권","3110001","이북5도청사","356850","160574","196275","73121","40452","35675","51656","58798","97147","92555","73733","40273","41457","60985","47846","49797","49975","51061","50536","50038","52485","52957"
"20243","A","골목상권","3111090","강일동주민센터","623623","290947","332677","135283","57500","85936","113317","89555","142033","175069","131746","66359","64841","98189","87419","89351","88896","89369","89755","88596","88031","89628"
"20243","A","골목상권","3111089","상일여고(상일초등학교)","1524514","731467","793047","282614","145929","220218","285173","240221","350358","385354","331431","187872","178682","249335","191839","221424","221250","222605","222859","221090","207109","208179"
"20243","A","골목상권","3111088","고덕동성당","999333","461939","537394","201812","85975","152933","187185","130856","240573","253884","221870","115603","112433","167850","127692","140767","138855","140922","141997","142332","146735","147728"
"20243","A","골목상권","3111087","고덕중학교(고덕2동주민센터)","666604","337867","328738","144445","62055","98184","117939","98787","145195","182463","151557","82653","74981","91433","83516","97764","98367","98198","98061","96456","89446","88311"
"20243","A","골목상권","3111086","한영중고","740460","341325","399134","226411","60016","68528","114632","101485","169389","191619","162788","91329","84498","115505","94723","108296","107783","107933","109393","108131","99729","99196"
"20243","A","골목상권","3111085","묘곡초등학교(고덕아이파크아파트)","1622739","831781","790959","460095","142272","188910","285658","221449","324355","415314","354864","201139","200176","253365","197881","231257","230357","233679","233054","229849","232811","231732"
"20243","A","골목상권","3111084","길동신동아아파트","3645303","1674939","1970364","699726","382233","533177","543283","556704","930182","1141117","770548","376627","354793","512888","489327","514263","512291","512742","513236","507312","531639","553821"
"20243","A","골목상권","3111083","GS강동자이아파트","6000229","2764875","3235354","1089716","641966","837572","890822","968553","1571600","1719776","1234070","649356","647351","943437","806239","845080","842739","845272","841192","842788","879003","904156"
"20243","A","골목상권","3111082","중앙보훈병원","1328590","638718","689873","232176","156454","188458","195118","210766","345620","395875","280447","136864","132709","197692","185004","187452","187506","190366","189156","189683","189034","195394"
"20243","A","골목상권","3111081","둔촌푸르지오아파트","2174667","1017460","1157208","369258","248639","296359","317517","360095","582801","585734","438322","242761","251257","364619","291974","306149","305296","307956","305249","308652","317940","323425"
"20243","A","골목상권","3111080","굽은다리역 3번","3775152","1676132","2099019","648552","408960","482401","615746","567418","1052074","910915","774151","452211","457192","687095","493586","517587","520049","531876","522772","530773","557560","594534"
"20243","A","골목상권","3111079","둔촌고등학교(둔촌중학교)","3411651","1649399","1762252","621472","385057","491131","534496","527937","851559","943994","737135","399266","381003","514273","435981","488684","486460","489575","489638","487777","478822","490695"
"20243","A","골목상권","3111078","굽은다리역 4번","10660902","4838757","5822147","1635521","1221794","1599529","1675283","1634146","2894627","3028341","2173113","1197406","1188162","1676608","1397274","1498027","1496699","1506980","1502289","1499945","1559570","1597393"
"20243","A","골목상권","3111077","길동주민센터(강동도서관)","13504373","6206665","7297707","1932073","1654073","2027656","2133111","2181168","3576294","3607481","2758977","1586559","1587519","2212547","1751291","1911781","1906401","1919078","1911684","1922307","1953950","1979172"
"20243","A","골목상권","3111076","둔촌2동주민센터","3937057","1861678","2075378","650307","490038","569626","592805","632763","1001519","1013861","818895","478589","479060","649461","497193","564795","560114","563901","558793","562180","559192","568082"
"20243","A","골목상권","3111075","굽은다리역 2번","6243771","2849871","3393900","1070424","690177","877912","990520","988407","1626330","1807869","1274124","683231","675770","975693","827083","881835","879556","886539","878209","878880","912195","926558"
"20243","A","골목상권","3111074","명일역 1번","4593177","2104263","2488914","885941","484626","628412","733357","715979","1144861","1428167","947058","474358","455528","673473","614592","648553","645290","649175","643127","640589","673929","692513"
"20243","A","골목상권","3111073","둔촌동역 1번(한산중학교)","6994686","3302263","3692423","1163402","882765","1059419","1147527","1068849","1672725","1877153","1475099","826064","806967","1107050","902354","999671","995483","1002346","999223","999521","996031","1002410"
"20243","A","골목상권","3111072","굽은다리역 1번(십자성마을)","10323812","4732962","5590850","1537918","1227934","1582139","1638932","1561249","2775638","2934349","2087301","1154226","1161404","1629805","1356727","1456800","1456495","1466717","1460518","1455911","1497726","1529645"
"20243","A","골목상권","3111071","천동초등학교","6199076","2818692","3380385","721695","811667","1014862","1016826","968978","1665051","1641687","1223335","744839","756568","1029557","803090","873053","876191","887233","882338","886729","893720","899812"
"20243","A","골목상권","3111070","천호초등학교","8283189","3955080","4328110","1468791","890213","1274086","1401392","1277339","1971369","2336691","1725388","911667","906182","1287306","1115955","1183143","1181468","1184731","1186269","1172479","1172335","1202764"
"20243","A","골목상권","3111069","천호1동주민센터","10482534","4986640","5495893","1830400","1153956","1573117","1732624","1590401","2602035","2902942","2160786","1167970","1172003","1674327","1404504","1493626","1490553","1495840","1495119","1480491","1491432","1535472"
"20243","A","골목상권","3111068","강동성심병원","4499261","2097105","2402157","422663","733361","891710","768405","666686","1016438","1270888","933328","516701","492201","682419","603723","639846","641618","645559","649693","651494","636672","634380"
"20243","A","골목상권","3111067","강동구립성내도서관","8929665","4172012","4757653","1120102","1247620","1497160","1509191","1381890","2173702","2479947","1873044","1025783","993485","1385187","1172219","1272169","1269936","1276474","1276640","1276199","1278379","1279870"
"20243","A","골목상권","3111066","암사동성당(효정하나플러스아파트)","9654510","4609953","5044557","1588523","1059896","1496400","1645590","1516541","2347560","2725145","1973837","1040705","1053476","1550114","1311233","1367008","1361373","1365432","1364966","1350237","1395867","1449626"
"20243","A","골목상권","3111065","천일초등학교","5168305","2463781","2704523","806325","624151","788647","769933","787890","1391356","1519702","1058404","548375","546156","797885","697785","727921","727474","728258","724717","719575","754684","785676"
"20243","A","골목상권","3111064","둔촌동역 4번","3899565","1850508","2049057","610201","473937","533158","665721","627672","988875","1084266","806918","451227","437660","614033","505461","553236","551808","557536","557305","555832","556810","567037"
"20243","A","골목상권","3111063","강동구립 천호도서관","7038053","3355547","3682506","815589","1085087","1304309","1056354","1012315","1764398","1999967","1444152","764574","764598","1111416","953346","987424","983047","990940","987597","991732","1035296","1062018"
"20243","A","골목상권","3111062","둔촌동역 3번(성내3동주민센터)","2948539","1451455","1497083","511270","363446","403661","516990","465283","687888","680633","613351","401002","394490","507452","351612","418312","420090","425101","425603","428969","409858","420605"
"20243","A","골목상권","3111061","암사역 1번","8909551","4232415","4677136","1318800","1032506","1376702","1496338","1413995","2271211","2542308","1807581","939645","943840","1446975","1229203","1252407","1245234","1249305","1249292","1243736","1314337","1355241"
"20243","A","골목상권","3111060","암사역 2번(서울강동초등학교)","11562506","5549829","6012677","1869091","1292696","1802497","1948500","1781964","2867761","3101333","2363631","1309339","1325030","1917244","1545930","1645628","1637841","1645635","1647018","1637652","1658628","1690105"
"20243","A","골목상권","3111059","강동역 4번(강풀만화거리)","11633950","5449950","6183999","1450132","1703680","2060397","1868627","1749931","2801183","3270191","2390162","1280930","1284271","1849253","1559143","1641049","1635058","1648362","1647455","1649432","1702163","1710432"
"20243","A","골목상권","3111058","성내중학교","3748423","1740934","2007488","636192","425657","551695","604744","587356","942779","1099783","783944","408065","397765","565487","493379","533435","533481","536637","534824","529827","533282","546934"
"20243","A","골목상권","3111057","천호공원(해공체육문화센터)","3829450","1867875","1961576","594030","458107","588096","593996","596153","999068","1013671","777039","448750","453590","635060","501339","539568","538995","544015","542644","544424","553277","566527"
"20243","A","골목상권","3111056","천호태영아파트","3569045","1684743","1884300","316425","689109","720441","563904","509305","769860","787382","704590","455070","481320","676846","463838","494387","490224","501595","500532","515565","540194","526545"
"20243","A","골목상권","3111055","선사초등학교","2250998","1085031","1165965","406829","252146","324736","384172","347743","535372","667823","462493","233083","230272","348281","309044","314073","312129","314792","313184","315047","335394","346378"
"20243","A","골목상권","3111054","암사역 4번(삼성광나루아파트)","2674624","1283346","1391278","465730","302030","396190","456118","414399","640158","767190","548077","289014","284953","424761","360629","374137","371289","374419","372772","375749","399375","406884"
"20243","A","골목상권","3111053","성내천어린이공원(하니사랑길)","4092770","1888203","2204568","652140","485116","673479","727197","636601","918238","993674","863306","527206","520394","685990","502198","595194","595287","596521","599379","596514","552773","557098"
"20243","A","골목상권","3111052","암사역 3번(천호동자전거거리)","4663093","2225202","2437891","651779","563333","829343","787532","716173","1114931","1234695","968287","525755","527338","783280","623736","659574","656831","659952","659265","661601","681820","684050"
"20243","A","골목상권","3111051","천호역 6번","8628053","4003972","4624083","1247684","1199245","1468115","1285707","1293835","2133466","2319097","1746180","983288","998051","1447742","1133693","1212105","1205670","1217661","1218710","1221268","1268351","1284288"
"20243","A","골목상권","3111050","강동구청(강동구청역 2번)","3082238","1405790","1676449","546891","337076","499330","492631","465356","740955","796049","633311","373789","376903","511878","390310","443357","440852","442818","444494","441529","430837","438351"
"20243","A","골목상권","3111049","천호지구대(천호동자전거거리)","4981708","2400048","2581661","546404","687408","914774","818842","788591","1225690","1232116","1032701","622229","631772","841114","621775","705816","705406","714310","711989","716183","718748","709256"
"20243","A","골목상권","3111048","천호역 1번(천호문구완구거리)","4536181","2134576","2401604","419469","666243","837784","720966","734172","1157547","1063456","923017","582401","604606","803138","559564","640413","640895","649870","647995","655404","659711","641894"
"20243","A","골목상권","3111047","마천1치안센터","2596894","1257617","1339277","410436","246695","316619","378858","466957","777329","817081","532471","254613","251927","384052","356751","361317","362045","362217","360118","357333","385484","408381"
"20243","A","골목상권","3111046","마천역(마천초등학교)","6377334","3044973","3332360","986335","620325","830858","929193","1086846","1923776","1856544","1282277","675116","682668","1015078","865652","895121","892740","895916","891031","887764","937935","976829"
"20243","A","골목상권","3111045","개미어린이공원","2283426","1032064","1251362","362915","234515","314572","364150","390216","617057","694906","462276","234275","231971","346355","313643","322472","320209","323383","321348","321362","334802","339852"
"20243","A","골목상권","3111044","남천초등학교","4787366","2297745","2489621","734373","490522","634382","681225","790094","1456771","1321528","949694","526575","542404","804028","643137","671083","667929","670095","666409","665721","709997","736132"
"20243","A","골목상권","3111043","마천공원","2868987","1390073","1478914","442121","321873","382193","420098","481678","821026","779577","586545","319807","327128","476616","379314","402267","400335","403206","398297","400948","424428","439506"
"20243","A","골목상권","3111042","거여역 1번(거여공원)","6226459","2962087","3264370","939993","705223","854565","953883","1072363","1700429","1690401","1248860","690323","704909","1049557","842407","879105","874562","878214","871330","876827","912576","933843"
"20243","A","골목상권","3111041","거여역 8번","891308","426579","464729","136984","106166","121484","140977","158277","227421","226176","185965","105508","105564","154572","113524","127252","125846","126911","125602","126104","128859","130733"
"20243","A","골목상권","3111040","거여초등학교","3682100","1741903","1940196","732679","377534","475335","585295","588863","922395","1058202","780058","411480","395756","555858","480743","523531","521115","525357","522621","519569","526122","543783"
"20243","A","골목상권","3111039","벌말어린이공원","4274439","2044930","2229509","859362","435917","544525","664401","685940","1084294","1194274","900743","495990","476212","657819","549402","612633","609882","614648","611995","610100","600749","614434"
"20243","A","골목상권","3111038","보인중학교","3354961","1632382","1722579","669199","343837","423073","515236","545665","857953","952071","692244","386531","372179","517236","434698","484026","480525","484291","480564","481613","467744","476200"
"20243","A","골목상권","3111037","Sh수협은행 오금동금융센터(아랫말어린이공원)","2346720","1091787","1254933","485560","229019","303747","391794","370634","565967","623655","496667","274094","266479","377889","307936","332409","331826","334374","335470","329764","337051","345827"
"20243","A","골목상권","3111036","투구봉어린이공원","2183968","1011255","1172713","382769","244754","284560","331157","343784","596945","631017","444263","226549","227280","351117","303742","306547","305453","308343","306357","305796","321148","330324"
"20243","A","골목상권","3111035","오금공원(오주중학교)","2848078","1345946","1502132","554079","287975","381523","450098","455919","718485","810284","599930","327757","306957","431718","371431","410075","408132","410824","410102","406826","398473","403645"
"20243","A","골목상권","3111034","오동나무공원(송파레미니스1단지)","2888965","1356503","1532463","570213","300582","392083","462195","468330","695564","755188","607668","353473","342270","465249","365116","413114","413588","417316","418047","412237","403668","410996"
"20243","A","골목상권","3111033","문정동성당","947956","455728","492228","146764","100905","156069","156173","153586","234460","252712","210254","111430","107200","145537","120821","134386","134473","134509","135205","136833","136134","136414"
"20243","A","골목상권","3111032","방이역 1번","3910049","1769818","2140231","868044","412457","469605","594742","592825","972377","954403","791805","488424","488548","694667","492202","548389","548911","550269","558424","558481","569384","576191"
"20243","A","골목상권","3111031","장지동주민센터(한림연예예술고교)","3011088","1400786","1610303","556090","349310","474599","510513","458936","661639","874499","659387","332650","310604","438945","395002","428929","429154","429623","432647","427373","424384","438979"
"20243","A","골목상권","3111030","방이역 2번","2715515","1212650","1502865","567148","298421","331082","408871","421159","688835","654263","562949","354747","345151","468602","329802","380597","379709","382264","388195","388524","393479","402746"
"20243","A","골목상권","3111029","오금역 4번","1773422","858187","915236","297496","217759","310543","290609","274726","382288","482283","379783","205836","202778","272488","230254","257716","257481","257785","258806","254892","242141","244601"
"20243","A","골목상권","3111028","문현중학교(장지역 1번)","3064296","1449170","1615125","527028","409900","633864","529372","413416","550716","739126","650797","389718","388185","518383","378087","439805","436579","442487","442601","441292","430450","431081"
"20243","A","골목상권","3111027","문정초등학교","4552576","2161583","2390991","657459","693044","873959","781618","634821","911672","1228316","962855","540117","526119","711500","583668","661313","654542","660934","663465","657309","624207","630805"
"20243","A","골목상권","3111026","문정역 2번","4694267","2236823","2457444","723348","679684","979577","835803","642106","833749","1199328","997224","592262","576316","752953","576185","679353","672369","680294","683494","676262","649819","652676"
"20243","A","골목상권","3111025","경찰병원역 3번","3567667","1677617","1890049","540565","486727","669232","600883","511630","758629","985603","752906","402822","399737","555571","471028","512503","509105","515420","512511","509234","499343","509550"
"20243","A","골목상권","3111024","경찰병원역 4번(건너말공원)","3453619","1663882","1789736","459885","504447","678918","599351","510723","700296","843368","724721","444401","440746","574084","426300","503295","499657","506178","505579","505673","471409","461830"
"20243","A","골목상권","3111023","문정역 1번","3030603","1483368","1547234","429146","503243","619112","537383","408064","533656","773654","652419","391447","375893","473510","363679","448047","444116","447950","452617","446493","399101","392281"
"20243","A","골목상권","3111022","석촌중학교(방이육교)","3991303","1903666","2087638","704230","471189","660046","676603","627846","851388","1061639","857554","476600","461752","622275","511484","574082","574558","576639","578442","577155","551415","559012"
"20243","A","골목상권","3111021","방이역 4번","5604615","2562097","3042518","1282108","662188","818854","905674","766579","1169215","1358919","1067293","649421","703979","1095328","729678","792181","794694","793067","803889","802168","819710","798908"
"20243","A","골목상권","3111020","방이동고분군(방산고등학교)","1249675","553166","696509","299415","126829","152764","200171","181235","289260","374004","262075","132971","130005","187189","163431","178030","178295","178623","178270","177168","178084","181205"
"20243","A","골목상권","3111019","한성백제역 3번","3521302","1612607","1908695","550438","495728","695369","593974","471882","713913","1011818","721465","382765","378315","562246","464692","498669","495508","501806","499794","501765","513664","510097"
"20243","A","골목상권","3111018","풍납초등학교(풍납백제문화공원)","2628186","1252253","1375932","457594","277914","362717","401856","427431","700673","801449","545025","262425","262265","397862","359162","367754","366858","366971","366234","363169","388282","408919"
"20243","A","골목상권","3111017","송파나루역 3번","1962958","903163","1059796","278681","287571","392358","337370","267554","399426","517490","403875","230777","230048","326548","254219","280263","278246","280553","280265","279802","279687","284143"
"20243","A","골목상권","3111016","송파역 2번","2385674","1074080","1311593","472371","264896","391793","383064","350625","522923","598593","520413","306638","292307","377309","290414","339292","341819","343545","348715","348634","333378","330290"
"20243","A","골목상권","3111015","석촌역 3번","5881591","2641876","3239715","863328","930641","1209487","951535","780269","1146333","1481889","1200825","719706","721632","1010862","746677","834260","834626","843314","845832","849341","845759","828461"
"20243","A","골목상권","3111014","송파나루역 2번","3976532","1933797","2042735","346813","863631","987553","671355","489786","617396","933427","747511","492242","499577","772993","530784","551878","551226","563173","567297","578973","598286","565702"
"20243","A","골목상권","3111013","송파나루역 1번(송리단길)","5742096","2688718","3053380","569985","1139404","1335131","972255","726434","998887","1290965","1082217","742459","762039","1132054","732363","796394","798300","813538","817404","831972","864405","820087"
"20243","A","골목상권","3111012","석촌역 6번","3962245","1801644","2160601","545903","557973","858815","685398","530685","783472","1001006","811833","484269","479928","674717","510492","563048","563255","570716","571627","574183","563199","556219"
"20243","A","골목상권","3111011","잠실나루역","1079495","480967","598528","248062","98848","136232","207062","153296","235996","302566","235406","115604","116491","166019","143408","153589","153764","155635","155042","154097","153347","154022"
"20243","A","골목상권","3111010","석촌역 7번","5657226","2589759","3067468","662167","912869","1266402","983507","747985","1084298","1451758","1131105","676381","677727","987435","732820","788996","790193","804817","805601","808181","834566","824872"
"20243","A","골목상권","3111009","송파책박물관","1330182","648607","681575","226350","166252","273547","231496","178521","254015","378035","277172","150355","147139","204820","172659","188096","187424","189407","189144","188396","190719","196994"
"20243","A","골목상권","3111008","석촌고분역 3번","3318726","1590991","1727735","498893","474107","718594","569804","441755","615573","999609","700853","352768","338212","485487","441798","469250","466336","470783","470285","466328","478426","497317"
"20243","A","골목상권","3111007","석촌고분역 4번","2962065","1398328","1563737","472835","442772","629456","487951","384673","544378","916034","637868","305725","289360","415756","397323","421168","418622","423060","421820","417369","422195","437832"
"20243","A","골목상권","3111006","석촌고분역 1번","5921234","2699651","3221584","1024274","835326","1153178","1037752","770090","1100615","1588215","1168489","662124","693093","1021708","787607","832548","833673","840030","843784","835407","868444","867348"
"20243","A","골목상권","3111005","삼전역 3번","4182117","1927482","2254636","600825","613333","899330","727973","549807","790850","1237061","875119","434403","435759","638725","561048","588884","585600","591190","590945","586657","613489","625354"
"20243","A","골목상권","3111004","삼전역 1번","8467474","3966957","4500519","1443786","1279540","1626586","1481696","1121469","1514399","2253180","1663344","940157","980029","1479467","1151299","1185742","1183555","1195931","1201007","1204696","1257343","1239199"
"20243","A","골목상권","3111003","삼전역 4번","4316318","2038096","2278222","586560","641080","893114","739664","599734","856165","1245967","900690","456949","451769","675725","585218","605676","602589","608377","607794","605205","634588","652089"
"20243","A","골목상권","3111002","한국교통안전공단 강남자동차검사소","6691","4403","2288","491","896","1395","1584","1396","929","1124","1635","956","1015","1208","754","924","1055","1035","1007","1036","888","745"
"20243","A","골목상권","3111001","아래방죽마을공원(율현초등학교)","412148","191268","220879","82809","53985","89545","76293","47650","61866","105742","85039","45515","49322","70665","55864","57655","57578","58183","58442","58226","60403","61658"
"20243","A","골목상권","3111000","대왕초등학교(세곡동사거리서남측)","174232","88625","85607","42238","15475","18545","27099","26807","44069","37149","37336","23464","24647","31366","20270","24962","25636","25341","25252","25228","23842","23971"
"20243","A","골목상권","3110999","윗방죽마을공원","927938","414941","512998","175178","121077","202587","170358","101062","157678","260429","194302","100614","100032","145829","126732","131398","130994","132167","132554","130945","134045","135836"
"20243","A","골목상권","3110998","은곡마을(은곡마을공원)","1210103","541501","668602","316134","113809","166741","205858","156940","250622","339311","252946","137221","134735","187790","158097","172592","171335","170677","171299","169752","173978","180471"
"20243","A","골목상권","3110997","대청초등학교","3090244","1495439","1594805","483887","396728","499191","561049","446557","702832","838742","654219","354340","345603","487012","410329","442990","440031","443921","443387","444162","433654","442098"
"20243","A","골목상권","3110996","대치2동주민센터","4139487","2226899","1912587","1694168","437537","367562","709968","510416","419833","801967","782202","567313","636070","879203","472730","580666","580537","580669","587931","586783","633123","589777"
"20243","A","골목상권","3110995","봉은사역 4번","1960130","993920","966210","326005","237009","343369","392727","306990","354031","440593","453576","274388","264761","305406","221407","285757","293426","291347","295276","290455","257136","246733"
"20243","A","골목상권","3110994","개포고등학교","1250113","567078","683034","339153","109213","153254","227772","159134","261587","340501","277319","149385","138444","183242","161222","177980","179227","182544","181508","180899","173922","174033"
"20243","A","골목상권","3110993","개포지하차도 북측","263601","121052","142548","54651","20101","40654","54799","37830","55563","83684","54817","25348","25113","37407","37230","36840","36676","37143","36915","36549","39305","40174"
"20243","A","골목상권","3110992","도곡초등학교","7846359","3941805","3904554","3176785","908023","730990","1279100","984912","766550","1404847","1436666","1115236","1241062","1748020","900526","1084621","1081895","1096615","1098811","1111592","1235214","1137612"
