"기준_년분기_코드","자치구_코드","자치구_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20234","11305","강북구","5209","37829","6874","1084","148","31","12272","26441","3459","1068","1341","701","684","53","151355915"
"20234","11290","성북구","4334","27471","10785","2511","519","244","4976","18945","6380","1607","3042","3654","2926","61","240570167"
"20234","11260","중랑구","4059","31132","7824","1136","144","3","4381","23030","7205","1895","2292","1128","308","52","188352147"
"20234","11230","동대문구","2408","16238","6582","1750","149","39","2317","7637","6833","1427","1657","2136","2751","59","276363203"
"20234","11215","광진구","4692","30479","9238","965","507","396","3200","18381","13217","2087","711","544","3445","53","240830723"
"20234","11200","성동구","1928","10647","5542","1652","274","90","1412","3591","2200","1309","836","1392","7465","62","459388770"
"20234","11170","용산구","3042","13605","5508","1864","1210","1762","314","3826","5790","3175","1749","1159","7936","71","578405236"
"20234","11140","중구","1081","6261","2179","740","157","160","1143","3552","1975","710","226","257","1634","62","292261797"
"20234","11110","종로구","2336","10999","4185","985","775","880","2886","6242","3815","1516","722","761","1882","71","271719514"
"20233","11740","강동구","5118","34148","12072","1815","549","300","2892","18965","12721","3276","2113","1586","7331","55","289229904"
"20233","11710","송파구","9184","59265","17455","4432","2102","569","3090","27522","25220","9417","3078","1821","13675","56","357392146"
"20233","11680","강남구","5205","27994","11706","5060","3076","3004","220","9287","10148","5714","3105","2030","20336","73","740734978"
"20233","11650","서초구","4796","21255","11456","4952","3334","3833","189","5738","7730","6283","3807","2545","18538","81","699516368"
"20233","11620","관악구","5562","36363","11051","1724","235","32","7868","24918","9110","2573","2170","1714","1052","55","189415238"
"20233","11590","동작구","4592","25418","12472","2055","510","103","2337","14804","11633","2391","1417","1813","6163","60","296605721"
"20233","11560","영등포구","2283","13924","5917","1334","775","170","2086","7374","3510","721","1289","1955","5185","60","358498150"
"20233","11545","금천구","2628","20706","5488","523","57","9","3016","18421","2918","1111","794","310","213","53","167945971"
"20233","11530","구로구","4656","33641","10302","1347","344","134","7567","23053","4975","3265","3381","2090","1437","56","196628251"
"20233","11500","강서구","8285","61249","15199","2205","782","148","11656","48044","5757","3109","2993","2820","5204","54","198685944"
"20233","11470","양천구","5830","38997","12962","2458","835","84","10586","25615","6334","2502","1703","1035","7561","56","258455197"
"20233","11440","마포구","4902","30680","10018","2195","426","124","4063","14950","11164","3964","1507","1280","6515","54","289648150"
"20233","11410","서대문구","4253","24617","10055","1781","468","321","6546","15520","5878","1938","2141","2026","3193","60","236239737"
"20233","11380","은평구","9039","57596","18465","2122","793","385","12386","43936","12797","2672","2501","2684","2385","56","187229617"
"20233","11350","노원구","3111","21053","8911","1800","539","2","3984","9924","4764","5149","4499","2285","1700","60","264515736"
"20233","11320","도봉구","3520","27339","7394","880","469","86","9837","17399","2719","2683","1837","1271","422","56","169896516"
"20233","11305","강북구","5209","37829","6874","1084","148","31","12272","26441","3459","1068","1341","701","684","53","151355915"
"20233","11290","성북구","4334","27471","10785","2511","519","244","4976","18945","6380","1607","3042","3654","2926","61","240570167"
"20233","11260","중랑구","4059","31132","7824","1136","144","3","4381","23030","7205","1895","2292","1128","308","52","188352147"
"20233","11230","동대문구","2408","16238","6582","1750","149","39","2317","7637","6833","1427","1657","2136","2751","59","276363203"
"20233","11215","광진구","4692","30479","9238","965","507","396","3200","18381","13217","2087","711","544","3445","53","240830723"
"20233","11200","성동구","1928","10647","5542","1652","274","90","1412","3591","2200","1309","836","1392","7465","62","459388770"
"20233","11170","용산구","3042","13605","5508","1864","1210","1762","314","3826","5790","3175","1749","1159","7936","71","578405236"
"20233","11140","중구","1081","6261","2179","740","157","160","1143","3552","1975","710","226","257","1634","62","292261797"
"20233","11110","종로구","2336","10999","4185","985","775","880","2886","6242","3815","1516","722","761","1882","71","271719514"
"20232","11740","강동구","5118","34148","12072","1815","549","300","2892","18965","12721","3276","2113","1586","7331","55","289229904"
"20232","11710","송파구","9184","59265","17455","4432","2102","569","3090","27522","25220","9417","3078","1821","13675","56","357392146"
"20232","11680","강남구","5205","27994","11706","5060","3076","3004","220","9287","10148","5714","3105","2030","20336","73","740734978"
"20232","11650","서초구","4796","21255","11456","4952","3334","3833","189","5738","7730","6283","3807","2545","18538","81","699516368"
"20232","11620","관악구","5562","36363","11051","1724","235","32","7868","24918","9110","2573","2170","1714","1052","55","189415238"
"20232","11590","동작구","4592","25418","12472","2055","510","103","2337","14804","11633","2391","1417","1813","6163","60","296605721"
"20232","11560","영등포구","2283","13924","5917","1334","775","170","2086","7374","3510","721","1289","1955","5185","60","358498150"
"20232","11545","금천구","2628","20706","5488","523","57","9","3016","18421","2918","1111","794","310","213","53","167945971"
"20232","11530","구로구","4656","33641","10302","1347","344","134","7567","23053","4975","3265","3381","2090","1437","56","196628251"
"20232","11500","강서구","8285","61249","15199","2205","782","148","11656","48044","5757","3109","2993","2820","5204","54","198685944"
"20232","11470","양천구","5830","38997","12962","2458","835","84","10586","25615","6334","2502","1703","1035","7561","56","258455197"
"20232","11440","마포구","4902","30680","10018","2195","426","124","4063","14950","11164","3964","1507","1280","6515","54","289648150"
"20232","11410","서대문구","4253","24617","10055","1781","468","321","6546","15520","5878","1938","2141","2026","3193","60","236239737"
"20232","11380","은평구","9039","57596","18465","2122","793","385","12386","43936","12797","2672","2501","2684","2385","56","187229617"
"20232","11350","노원구","3111","21053","8911","1800","539","2","3984","9924","4764","5149","4499","2285","1700","60","264515736"
"20232","11320","도봉구","3520","27339","7394","880","469","86","9837","17399","2719","2683","1837","1271","422","56","169896516"
"20232","11305","강북구","5209","37829","6874","1084","148","31","12272","26441","3459","1068","1341","701","684","53","151355915"
"20232","11290","성북구","4334","27471","10785","2511","519","244","4976","18945","6380","1607","3042","3654","2926","61","240570167"
"20232","11260","중랑구","4059","31132","7824","1136","144","3","4381","23030","7205","1895","2292","1128","308","52","188352147"
"20232","11230","동대문구","2408","16238","6582","1750","149","39","2317","7637","6833","1427","1657","2136","2751","59","276363203"
"20232","11215","광진구","4692","30479","9238","965","507","396","3200","18381","13217","2087","711","544","3445","53","240830723"
"20232","11200","성동구","1928","10647","5542","1652","274","90","1412","3591","2200","1309","836","1392","7465","62","459388770"
"20232","11170","용산구","3042","13605","5508","1864","1210","1762","314","3826","5790","3175","1749","1159","7936","71","578405236"
"20232","11140","중구","1081","6261","2179","740","157","160","1143","3552","1975","710","226","257","1634","62","292261797"
"20232","11110","종로구","2336","10999","4185","985","775","880","2886","6242","3815","1516","722","761","1882","71","271719514"
"20231","11740","강동구","5118","34148","12072","1815","549","300","2892","18965","12721","3276","2113","1586","7331","55","289229904"
"20231","11710","송파구","9184","59265","17455","4432","2102","569","3090","27522","25220","9417","3078","1821","13675","56","357392146"
"20231","11680","강남구","5205","27994","11706","5060","3076","3004","220","9287","10148","5714","3105","2030","20336","73","740734978"
"20231","11650","서초구","4796","21255","11456","4952","3334","3833","189","5738","7730","6283","3807","2545","18538","81","699516368"
"20231","11620","관악구","5562","36363","11051","1724","235","32","7868","24918","9110","2573","2170","1714","1052","55","189415238"
"20231","11590","동작구","4592","25418","12472","2055","510","103","2337","14804","11633","2391","1417","1813","6163","60","296605721"
"20231","11560","영등포구","2283","13924","5917","1334","775","170","2086","7374","3510","721","1289","1955","5185","60","358498150"
"20231","11545","금천구","2628","20706","5488","523","57","9","3016","18421","2918","1111","794","310","213","53","167945971"
"20231","11530","구로구","4656","33641","10302","1347","344","134","7567","23053","4975","3265","3381","2090","1437","56","196628251"
"20231","11500","강서구","8285","61249","15199","2205","782","148","11656","48044","5757","3109","2993","2820","5204","54","198685944"
"20231","11470","양천구","5830","38997","12962","2458","835","84","10586","25615","6334","2502","1703","1035","7561","56","258455197"
"20231","11440","마포구","4902","30680","10018","2195","426","124","4063","14950","11164","3964","1507","1280","6515","54","289648150"
"20231","11410","서대문구","4253","24617","10055","1781","468","321","6546","15520","5878","1938","2141","2026","3193","60","236239737"
"20231","11380","은평구","9039","57596","18465","2122","793","385","12386","43936","12797","2672","2501","2684","2385","56","187229617"
"20231","11350","노원구","3111","21053","8911","1800","539","2","3984","9924","4764","5149","4499","2285","1700","60","264515736"
"20231","11320","도봉구","3520","27339","7394","880","469","86","9837","17399","2719","2683","1837","1271","422","56","169896516"
"20231","11305","강북구","5209","37829","6874","1084","148","31","12272","26441","3459","1068","1341","701","684","53","151355915"
"20231","11290","성북구","4334","27471","10785","2511","519","244","4976","18945","6380","1607","3042","3654","2926","61","240570167"
"20231","11260","중랑구","4059","31132","7824","1136","144","3","4381","23030","7205","1895","2292","1128","308","52","188352147"
"20231","11230","동대문구","2408","16238","6582","1750","149","39","2317","7637","6833","1427","1657","2136","2751","59","276363203"
"20231","11215","광진구","4692","30479","9238","965","507","396","3200","18381","13217","2087","711","544","3445","53","240830723"
"20231","11200","성동구","1928","10647","5542","1652","274","90","1412","3591","2200","1309","836","1392","7465","62","459388770"
"20231","11170","용산구","3042","13605","5508","1864","1210","1762","314","3826","5790","3175","1749","1159","7936","71","578405236"
"20231","11140","중구","1081","6261","2179","740","157","160","1143","3552","1975","710","226","257","1634","62","292261797"
"20231","11110","종로구","2336","10999","4185","985","775","880","2886","6242","3815","1516","722","761","1882","71","271719514"
"20224","11740","강동구","5118","34148","12072","1815","549","300","2892","18965","12721","3276","2113","1586","7331","55","289229904"
"20224","11710","송파구","9184","59265","17455","4432","2102","569","3090","27522","25220","9417","3078","1821","13675","56","357392146"
"20224","11680","강남구","5205","27994","11706","5060","3076","3004","220","9287","10148","5714","3105","2030","20336","73","740734978"
"20224","11650","서초구","4796","21255","11456","4952","3334","3833","189","5738","7730","6283","3807","2545","18538","81","699516368"
"20224","11620","관악구","5562","36363","11051","1724","235","32","7868","24918","9110","2573","2170","1714","1052","55","189415238"
"20224","11590","동작구","4592","25418","12472","2055","510","103","2337","14804","11633","2391","1417","1813","6163","60","296605721"
"20224","11560","영등포구","2283","13924","5917","1334","775","170","2086","7374","3510","721","1289","1955","5185","60","358498150"
"20224","11545","금천구","2628","20706","5488","523","57","9","3016","18421","2918","1111","794","310","213","53","167945971"
"20224","11530","구로구","4656","33641","10302","1347","344","134","7567","23053","4975","3265","3381","2090","1437","56","196628251"
"20224","11500","강서구","8285","61249","15199","2205","782","148","11656","48044","5757","3109","2993","2820","5204","54","198685944"
"20224","11470","양천구","5830","38997","12962","2458","835","84","10586","25615","6334","2502","1703","1035","7561","56","258455197"
"20224","11440","마포구","4902","30680","10018","2195","426","124","4063","14950","11164","3964","1507","1280","6515","54","289648150"
"20224","11410","서대문구","4253","24617","10055","1781","468","321","6546","15520","5878","1938","2141","2026","3193","60","236239737"
"20224","11380","은평구","9039","57596","18465","2122","793","385","12386","43936","12797","2672","2501","2684","2385","56","187229617"
"20224","11350","노원구","3111","21053","8911","1800","539","2","3984","9924","4764","5149","4499","2285","1700","60","264515736"
"20224","11320","도봉구","3520","27339","7394","880","469","86","9837","17399","2719","2683","1837","1271","422","56","169896516"
"20224","11305","강북구","5209","37829","6874","1084","148","31","12272","26441","3459","1068","1341","701","684","53","151355915"
"20224","11290","성북구","4334","27471","10785","2511","519","244","4976","18945","6380","1607","3042","3654","2926","61","240570167"
"20224","11260","중랑구","4059","31132","7824","1136","144","3","4381","23030","7205","1895","2292","1128","308","52","188352147"
"20224","11230","동대문구","2408","16238","6582","1750","149","39","2317","7637","6833","1427","1657","2136","2751","59","276363203"
"20224","11215","광진구","4692","30479","9238","965","507","396","3200","18381","13217","2087","711","544","3445","53","240830723"
"20224","11200","성동구","1928","10647","5542","1652","274","90","1412","3591","2200","1309","836","1392","7465","62","459388770"
"20224","11170","용산구","3042","13605","5508","1864","1210","1762","314","3826","5790","3175","1749","1159","7936","71","578405236"
"20224","11140","중구","1081","6261","2179","740","157","160","1143","3552","1975","710","226","257","1634","62","292261797"
"20224","11110","종로구","2336","10999","4185","985","775","880","2886","6242","3815","1516","722","761","1882","71","271719514"
"20223","11740","강동구","5133","34362","12100","1822","550","300","2923","19126","12752","3284","2116","1602","7331","55","288466150"
"20223","11710","송파구","9284","60489","17637","4459","2102","569","3094","27908","25574","9748","3311","1867","13754","56","356571635"
"20223","11680","강남구","5227","28946","11883","5157","3101","3012","224","9665","10486","5828","3187","2054","20655","73","737092638"
"20223","11650","서초구","4804","21510","11636","4980","3450","3883","203","5802","7781","6313","3837","2584","18939","81","705455212"
"20223","11620","관악구","5620","36801","11111","1737","238","32","7939","25115","9270","2595","2222","1726","1052","55","189829741"
"20223","11590","동작구","4598","25493","12500","2057","511","103","2345","14857","11668","2399","1419","1813","6163","60","296315548"
"20223","11560","영등포구","2275","14046","5962","1342","781","170","2098","7428","3532","778","1313","1967","5185","61","357281708"
"20223","11545","금천구","2634","20786","5494","527","58","13","3027","18478","2940","1115","795","310","213","53","168077986"
"20223","11530","구로구","4623","33896","10353","1358","346","134","7584","23300","5028","3267","3381","2090","1437","56","196462849"
"20223","11500","강서구","8293","61634","15263","2206","782","148","11832","48214","5838","3128","2993","2822","5206","54","198273360"
"20223","11470","양천구","5812","39067","13013","2458","835","84","10604","25711","6341","2502","1703","1035","7561","56","258223646"
"20223","11440","마포구","4937","31063","10040","2223","439","125","4175","15126","11240","4002","1533","1290","6524","54","288468411"
"20223","11410","서대문구","4260","24773","10116","1794","471","321","6577","15605","5933","1963","2172","2032","3193","60","236317010"
"20223","11380","은평구","9008","57720","18521","2125","793","386","12426","44027","12820","2697","2506","2684","2385","56","187185955"
"20223","11350","노원구","3098","21082","8913","1800","539","2","4010","9929","4764","5149","4499","2285","1700","60","264278456"
"20223","11320","도봉구","3430","27358","7417","880","469","98","9839","17439","2719","2683","1837","1283","422","56","169957848"
"20223","11305","강북구","5217","37853","6888","1086","148","31","12282","26461","3469","1068","1341","701","684","53","151372000"
"20223","11290","성북구","4310","27640","10871","2512","519","244","5004","19044","6480","1633","3044","3655","2926","61","240375340"
"20223","11260","중랑구","4075","31364","7877","1140","145","4","4440","23182","7281","1898","2293","1128","308","52","188151226"
"20223","11230","동대문구","2463","16660","6689","1759","150","39","2363","7778","7015","1546","1703","2139","2753","59","276200938"
"20223","11215","광진구","4693","30514","9248","966","509","396","3204","18404","13233","2092","711","544","3445","53","240738241"
"20223","11200","성동구","1978","10948","5600","1654","274","90","1423","3619","2271","1413","924","1429","7487","62","457284518"
"20223","11170","용산구","3028","13650","5527","1869","1225","1767","314","3847","5813","3182","1767","1170","7945","72","578338340"
"20223","11140","중구","1082","6282","2192","742","157","161","1145","3563","1992","714","226","257","1637","62","292408287"
"20223","11110","종로구","2335","11021","4188","988","775","883","2894","6257","3816","1519","723","763","1883","71","271568375"
"20222","11740","강동구","5133","34362","12100","1822","550","300","2923","19126","12752","3284","2116","1602","7331","55","288466150"
"20222","11710","송파구","9284","60489","17637","4459","2102","569","3094","27908","25574","9748","3311","1867","13754","56","356571635"
"20222","11680","강남구","5227","28946","11883","5157","3101","3012","224","9665","10486","5828","3187","2054","20655","73","737092638"
"20222","11650","서초구","4804","21510","11636","4980","3450","3883","203","5802","7781","6313","3837","2584","18939","81","705455212"
"20222","11620","관악구","5620","36801","11111","1737","238","32","7939","25115","9270","2595","2222","1726","1052","55","189829741"
"20222","11590","동작구","4598","25493","12500","2057","511","103","2345","14857","11668","2399","1419","1813","6163","60","296315548"
"20222","11560","영등포구","2275","14046","5962","1342","781","170","2098","7428","3532","778","1313","1967","5185","61","357281708"
"20222","11545","금천구","2634","20786","5494","527","58","13","3027","18478","2940","1115","795","310","213","53","168077986"
"20222","11530","구로구","4623","33896","10353","1358","346","134","7584","23300","5028","3267","3381","2090","1437","56","196462849"
"20222","11500","강서구","8293","61634","15263","2206","782","148","11832","48214","5838","3128","2993","2822","5206","54","198273360"
"20222","11470","양천구","5812","39067","13013","2458","835","84","10604","25711","6341","2502","1703","1035","7561","56","258223646"
"20222","11440","마포구","4937","31063","10040","2223","439","125","4175","15126","11240","4002","1533","1290","6524","54","288468411"
"20222","11410","서대문구","4260","24773","10116","1794","471","321","6577","15605","5933","1963","2172","2032","3193","60","236317010"
"20222","11380","은평구","9008","57720","18521","2125","793","386","12426","44027","12820","2697","2506","2684","2385","56","187185955"
"20222","11350","노원구","3098","21082","8913","1800","539","2","4010","9929","4764","5149","4499","2285","1700","60","264278456"
"20222","11320","도봉구","3430","27358","7417","880","469","98","9839","17439","2719","2683","1837","1283","422","56","169957848"
"20222","11305","강북구","5217","37853","6888","1086","148","31","12282","26461","3469","1068","1341","701","684","53","151372000"
"20222","11290","성북구","4310","27640","10871","2512","519","244","5004","19044","6480","1633","3044","3655","2926","61","240375340"
"20222","11260","중랑구","4075","31364","7877","1140","145","4","4440","23182","7281","1898","2293","1128","308","52","188151226"
"20222","11230","동대문구","2463","16660","6689","1759","150","39","2363","7778","7015","1546","1703","2139","2753","59","276200938"
"20222","11215","광진구","4693","30514","9248","966","509","396","3204","18404","13233","2092","711","544","3445","53","240738241"
"20222","11200","성동구","1978","10948","5600","1654","274","90","1423","3619","2271","1413","924","1429","7487","62","457284518"
"20222","11170","용산구","3028","13650","5527","1869","1225","1767","314","3847","5813","3182","1767","1170","7945","72","578338340"
"20222","11140","중구","1082","6282","2192","742","157","161","1145","3563","1992","714","226","257","1637","62","292408287"
"20222","11110","종로구","2335","11021","4188","988","775","883","2894","6257","3816","1519","723","763","1883","71","271568375"
"20221","11740","강동구","5133","34362","12100","1822","550","300","2923","19126","12752","3284","2116","1602","7331","55","288466150"
"20221","11710","송파구","9284","60489","17637","4459","2102","569","3094","27908","25574","9748","3311","1867","13754","56","356571635"
"20221","11680","강남구","5227","28946","11883","5157","3101","3012","224","9665","10486","5828","3187","2054","20655","73","737092638"
"20221","11650","서초구","4804","21510","11636","4980","3450","3883","203","5802","7781","6313","3837","2584","18939","81","705455212"
"20221","11620","관악구","5620","36801","11111","1737","238","32","7939","25115","9270","2595","2222","1726","1052","55","189829741"
"20221","11590","동작구","4598","25493","12500","2057","511","103","2345","14857","11668","2399","1419","1813","6163","60","296315548"
"20221","11560","영등포구","2275","14046","5962","1342","781","170","2098","7428","3532","778","1313","1967","5185","61","357281708"
"20221","11545","금천구","2634","20786","5494","527","58","13","3027","18478","2940","1115","795","310","213","53","168077986"
"20221","11530","구로구","4623","33896","10353","1358","346","134","7584","23300","5028","3267","3381","2090","1437","56","196462849"
"20221","11500","강서구","8293","61634","15263","2206","782","148","11832","48214","5838","3128","2993","2822","5206","54","198273360"
"20221","11470","양천구","5812","39067","13013","2458","835","84","10604","25711","6341","2502","1703","1035","7561","56","258223646"
"20221","11440","마포구","4937","31063","10040","2223","439","125","4175","15126","11240","4002","1533","1290","6524","54","288468411"
"20221","11410","서대문구","4260","24773","10116","1794","471","321","6577","15605","5933","1963","2172","2032","3193","60","236317010"
"20221","11380","은평구","9008","57720","18521","2125","793","386","12426","44027","12820","2697","2506","2684","2385","56","187185955"
"20221","11350","노원구","3098","21082","8913","1800","539","2","4010","9929","4764","5149","4499","2285","1700","60","264278456"
"20221","11320","도봉구","3430","27358","7417","880","469","98","9839","17439","2719","2683","1837","1283","422","56","169957848"
"20221","11305","강북구","5217","37853","6888","1086","148","31","12282","26461","3469","1068","1341","701","684","53","151372000"
"20221","11290","성북구","4310","27640","10871","2512","519","244","5004","19044","6480","1633","3044","3655","2926","61","240375340"
"20221","11260","중랑구","4075","31364","7877","1140","145","4","4440","23182","7281","1898","2293","1128","308","52","188151226"
"20221","11230","동대문구","2463","16660","6689","1759","150","39","2363","7778","7015","1546","1703","2139","2753","59","276200938"
"20221","11215","광진구","4693","30514","9248","966","509","396","3204","18404","13233","2092","711","544","3445","53","240738241"
"20221","11200","성동구","1978","10948","5600","1654","274","90","1423","3619","2271","1413","924","1429","7487","62","457284518"
"20221","11170","용산구","3028","13650","5527","1869","1225","1767","314","3847","5813","3182","1767","1170","7945","72","578338340"
"20221","11140","중구","1082","6282","2192","742","157","161","1145","3563","1992","714","226","257","1637","62","292408287"
"20221","11110","종로구","2335","11021","4188","988","775","883","2894","6257","3816","1519","723","763","1883","71","271568375"
"20214","11740","강동구","5133","34362","12100","1822","550","300","2923","19126","12752","3284","2116","1602","7331","55","288466150"
"20214","11710","송파구","9284","60489","17637","4459","2102","569","3094","27908","25574","9748","3311","1867","13754","56","356571635"
"20214","11680","강남구","5227","28946","11883","5157","3101","3012","224","9665","10486","5828","3187","2054","20655","73","737092638"
"20214","11650","서초구","4804","21510","11636","4980","3450","3883","203","5802","7781","6313","3837","2584","18939","81","705455212"
"20214","11620","관악구","5620","36801","11111","1737","238","32","7939","25115","9270","2595","2222","1726","1052","55","189829741"
"20214","11590","동작구","4598","25493","12500","2057","511","103","2345","14857","11668","2399","1419","1813","6163","60","296315548"
"20214","11560","영등포구","2275","14046","5962","1342","781","170","2098","7428","3532","778","1313","1967","5185","61","357281708"
"20214","11545","금천구","2634","20786","5494","527","58","13","3027","18478","2940","1115","795","310","213","53","168077986"
"20214","11530","구로구","4623","33896","10353","1358","346","134","7584","23300","5028","3267","3381","2090","1437","56","196462849"
"20214","11500","강서구","8293","61634","15263","2206","782","148","11832","48214","5838","3128","2993","2822","5206","54","198273360"
"20214","11470","양천구","5812","39067","13013","2458","835","84","10604","25711","6341","2502","1703","1035","7561","56","258223646"
"20214","11440","마포구","4937","31063","10040","2223","439","125","4175","15126","11240","4002","1533","1290","6524","54","288468411"
"20214","11410","서대문구","4260","24773","10116","1794","471","321","6577","15605","5933","1963","2172","2032","3193","60","236317010"
"20214","11380","은평구","9008","57720","18521","2125","793","386","12426","44027","12820","2697","2506","2684","2385","56","187185955"
"20214","11350","노원구","3098","21082","8913","1800","539","2","4010","9929","4764","5149","4499","2285","1700","60","264278456"
"20214","11320","도봉구","3430","27358","7417","880","469","98","9839","17439","2719","2683","1837","1283","422","56","169957848"
"20214","11305","강북구","5217","37853","6888","1086","148","31","12282","26461","3469","1068","1341","701","684","53","151372000"
"20214","11290","성북구","4310","27640","10871","2512","519","244","5004","19044","6480","1633","3044","3655","2926","61","240375340"
"20214","11260","중랑구","4075","31364","7877","1140","145","4","4440","23182","7281","1898","2293","1128","308","52","188151226"
"20214","11230","동대문구","2463","16660","6689","1759","150","39","2363","7778","7015","1546","1703","2139","2753","59","276200938"
"20214","11215","광진구","4693","30514","9248","966","509","396","3204","18404","13233","2092","711","544","3445","53","240738241"
"20214","11200","성동구","1978","10948","5600","1654","274","90","1423","3619","2271","1413","924","1429","7487","62","457284518"
"20214","11170","용산구","3028","13650","5527","1869","1225","1767","314","3847","5813","3182","1767","1170","7945","72","578338340"
"20214","11140","중구","1082","6282","2192","742","157","161","1145","3563","1992","714","226","257","1637","62","292408287"
"20214","11110","종로구","2335","11021","4188","988","775","883","2894","6257","3816","1519","723","763","1883","71","271568375"
"20213","11740","강동구","4836","55198","42903","10527","1922","461","6011","23874","16292","19059","16041","12724","17010","57","241615444"
"20213","11710","송파구","9441","90763","64007","19765","9722","2461","5715","35743","29531","16974","15207","14990","68558","56","289969021"
"20213","11680","강남구","5606","68953","45499","22439","13274","8509","815","19541","17799","8494","7245","7265","97515","72","557171127"
"20213","11650","서초구","5085","41985","40549","19234","12152","9435","670","11572","12089","8862","6666","7530","75966","81","542748152"
"20213","11620","관악구","5893","57628","27713","7452","585","29","14393","33218","18383","16782","9756","865","10","55","162549763"
"20213","11590","동작구","4812","43548","34883","10470","2019","387","5279","22517","13204","9131","14404","14362","12410","59","231525251"
"20213","11560","영등포구","2293","35208","32700","8049","5057","1175","5871","11789","7680","17893","14808","7150","16998","61","263258763"
"20213","11545","금천구","2562","32889","15908","3134","284","15","6115","24483","14302","4184","2221","879","46","55","149895742"
"20213","11530","구로구","4657","62892","39743","7043","1662","508","12641","33270","28249","22450","10681","2727","1830","57","161726614"
"20213","11500","강서구","8339","116197","47353","10016","3035","488","23374","66484","21136","22318","19637","12979","11161","54","172821680"
"20213","11470","양천구","5836","68370","42377","12095","4148","916","20034","33920","18542","8694","10628","9722","26366","56","201858093"
"20213","11440","마포구","5023","55218","31149","9128","2138","368","7837","22103","14897","9841","13245","11384","18694","54","232239667"
"20213","11410","서대문구","4337","38499","26407","6850","1092","498","9865","20485","11051","13361","8988","4811","4785","60","183347922"
"20213","11380","은평구","9575","75987","38762","6974","2320","925","18939","55366","19528","14696","11637","4498","304","56","158713151"
"20213","11350","노원구","3204","109235","47570","9939","2311","13","20163","40934","60361","33404","10283","3504","419","59","191339180"
"20213","11320","도봉구","3858","52738","34199","4054","1846","318","14882","33967","25551","12835","5059","861","","56","139271590"
"20213","11305","강북구","5153","50237","17917","3894","278","42","17961","30591","10094","10189","2978","543","12","53","130784103"
"20213","11290","성북구","4408","51861","36624","10843","2258","544","12000","25851","17435","25257","17304","3445","838","61","186100766"
"20213","11260","중랑구","3894","51524","26172","5382","736","53","9440","33209","22882","14136","3606","492","102","54","160234494"
"20213","11230","동대문구","2727","34127","28579","9551","810","139","6571","13357","12477","19128","13419","6958","1296","58","200809155"
"20213","11215","광진구","4554","37675","24426","3100","2391","1095","5372","22188","12069","4394","6869","8987","8808","55","205010694"
"20213","11200","성동구","2088","27662","28394","9106","1475","258","3028","5779","4428","7957","13705","13220","18778","61","302518487"
"20213","11170","용산구","3327","22051","14358","7950","4447","4284","934","6818","6636","4232","4804","4388","25278","71","457642448"
"20213","11140","중구","1183","13399","8498","3791","1091","496","2701","6740","2896","2429","4294","3641","4574","62","229319868"
"20213","11110","종로구","2461","16568","9382","2765","1597","1139","4976","8660","4392","3549","2901","2513","4460","71","234399288"
"20212","11740","강동구","4836","55198","42903","10527","1922","461","6011","23874","16292","19059","16041","12724","17010","57","241615444"
"20212","11710","송파구","9441","90763","64007","19765","9722","2461","5715","35743","29531","16974","15207","14990","68558","56","289969021"
"20212","11680","강남구","5606","68953","45499","22439","13274","8509","815","19541","17799","8494","7245","7265","97515","72","557171127"
"20212","11650","서초구","5085","41985","40549","19234","12152","9435","670","11572","12089","8862","6666","7530","75966","81","542748152"
"20212","11620","관악구","5893","57628","27713","7452","585","29","14393","33218","18383","16782","9756","865","10","55","162549763"
"20212","11590","동작구","4812","43548","34883","10470","2019","387","5279","22517","13204","9131","14404","14362","12410","59","231525251"
"20212","11560","영등포구","2293","35208","32700","8049","5057","1175","5871","11789","7680","17893","14808","7150","16998","61","263258763"
"20212","11545","금천구","2562","32889","15908","3134","284","15","6115","24483","14302","4184","2221","879","46","55","149895742"
"20212","11530","구로구","4657","62892","39743","7043","1662","508","12641","33270","28249","22450","10681","2727","1830","57","161726614"
"20212","11500","강서구","8339","116197","47353","10016","3035","488","23374","66484","21136","22318","19637","12979","11161","54","172821680"
"20212","11470","양천구","5836","68370","42377","12095","4148","916","20034","33920","18542","8694","10628","9722","26366","56","201858093"
"20212","11440","마포구","5023","55218","31149","9128","2138","368","7837","22103","14897","9841","13245","11384","18694","54","232239667"
"20212","11410","서대문구","4337","38499","26407","6850","1092","498","9865","20485","11051","13361","8988","4811","4785","60","183347922"
"20212","11380","은평구","9575","75987","38762","6974","2320","925","18939","55366","19528","14696","11637","4498","304","56","158713151"
"20212","11350","노원구","3204","109235","47570","9939","2311","13","20163","40934","60361","33404","10283","3504","419","59","191339180"
"20212","11320","도봉구","3858","52738","34199","4054","1846","318","14882","33967","25551","12835","5059","861","","56","139271590"
"20212","11305","강북구","5153","50237","17917","3894","278","42","17961","30591","10094","10189","2978","543","12","53","130784103"
