"기준_년분기_코드","행정동_코드","행정동_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20261","11740700","둔촌2동","24228","11861","12367","3360","3110","3688","3495","3911","6664","1764","1532","1874","1752","1868","3071","1596","1578","1814","1743","2043","3593","10426","0","10426"
"20261","11740690","둔촌1동","16","10","6","2","0","1","5","1","7","2","0","1","2","0","5","0","0","0","3","1","2","11","0","11"
"20261","11740685","길동","44395","21594","22801","4611","6297","7127","6419","7099","12842","2411","2946","3637","3290","3428","5882","2200","3351","3490","3129","3671","6960","21799","0","21799"
"20261","11740660","성내3동","22433","10963","11470","2471","3268","3311","3357","3800","6226","1392","1667","1703","1625","1817","2759","1079","1601","1608","1732","1983","3467","10645","0","10645"
"20261","11740650","성내2동","23452","11433","12019","1873","3921","4390","3062","3447","6759","986","1657","2269","1606","1749","3166","887","2264","2121","1456","1698","3593","13395","0","13395"
"20261","11740640","성내1동","19392","9277","10115","2902","2484","2971","3248","2960","4827","1500","1192","1407","1575","1406","2197","1402","1292","1564","1673","1554","2630","8213","0","8213"
"20261","11740620","천호3동","25969","12529","13440","2197","4210","5030","3486","3867","7179","1133","1782","2441","1810","1966","3397","1064","2428","2589","1676","1901","3782","14368","0","14368"
"20261","11740610","천호2동","32694","15924","16770","3070","4613","6011","4701","5084","9215","1569","2099","3053","2408","2498","4297","1501","2514","2958","2293","2586","4918","17419","0","17419"
"20261","11740600","천호1동","25942","12735","13207","2644","3280","3850","3678","4341","8149","1336","1635","2042","1904","2121","3697","1308","1645","1808","1774","2220","4452","12929","0","12929"
"20261","11740590","암사3동","17136","8416","8720","3437","1763","2030","3124","2594","4188","1811","890","943","1520","1275","1977","1626","873","1087","1604","1319","2211","6078","0","6078"
"20261","11740580","암사2동","14825","7158","7667","2123","1760","2621","2306","2266","3749","1094","823","1282","1167","1082","1710","1029","937","1339","1139","1184","2039","6375","0","6375"
"20261","11740570","암사1동","33825","16775","17050","4027","4289","4876","5160","5816","9657","2023","2232","2550","2678","2857","4435","2004","2057","2326","2482","2959","5222","16155","0","16155"
"20261","11740560","고덕2동","22684","11427","11257","4754","2039","3425","4400","3203","4863","2520","1039","1636","2261","1594","2377","2234","1000","1789","2139","1609","2486","8924","0","8924"
"20261","11740550","고덕1동","23932","12182","11750","6073","1949","2426","5297","3431","4756","3392","1057","1132","2557","1813","2231","2681","892","1294","2740","1618","2525","8155","0","8155"
"20261","11740540","명일2동","17034","8298","8736","3313","2117","1797","2939","2672","4196","1797","1015","850","1299","1332","2005","1516","1102","947","1640","1340","2191","6424","0","6424"
"20261","11740530","명일1동","25279","12363","12916","4369","2720","3749","4145","3901","6395","2302","1410","1845","1996","1890","2920","2067","1310","1904","2149","2011","3475","10027","0","10027"
"20261","11740520","상일동","39307","19334","19973","9332","3437","5097","8026","5494","7921","4772","1726","2319","3983","2720","3814","4560","1711","2778","4043","2774","4107","13601","0","13601"
"20261","11740515","강일동","44257","21047","23210","8773","4901","5797","7171","6561","11054","4522","2397","2690","3476","3173","4789","4251","2504","3107","3695","3388","6265","17658","0","17658"
"20261","11710720","잠실7동","9419","4382","5037","1435","1103","943","1245","1640","3053","655","540","418","546","766","1457","780","563","525","699","874","1596","3365","0","3365"
"20261","11710710","잠실6동","16514","7825","8689","2948","1768","1981","2777","2606","4434","1498","849","896","1280","1210","2092","1450","919","1085","1497","1396","2342","5834","0","5834"
"20261","11710690","잠실4동","21192","10213","10979","4930","1852","2399","4442","3132","4437","2566","916","1000","2108","1542","2081","2364","936","1399","2334","1590","2356","7231","0","7231"
"20261","11710680","잠실3동","33805","15960","17845","6578","3530","3519","6057","5459","8662","3272","1716","1492","2781","2674","4025","3306","1814","2027","3276","2785","4637","11814","0","11814"
"20261","11710670","잠실2동","34909","16705","18204","9113","3341","3220","8042","5660","5533","4653","1533","1304","3688","3000","2527","4460","1808","1916","4354","2660","3006","11542","0","11542"
"20261","11710650","잠실본동","27731","13208","14523","2445","4952","6226","4164","3970","5974","1245","2180","3103","2048","1922","2710","1200","2772","3123","2116","2048","3264","16073","0","16073"
"20261","11710647","위례동","44857","21874","22983","12586","4244","6785","9367","5881","5994","6484","2092","3079","4600","2926","2693","6102","2152","3706","4767","2955","3301","14702","0","14702"
"20261","11710646","장지동","28473","13711","14762","4331","3521","4383","4387","4637","7214","2192","1799","2173","2194","2141","3212","2139","1722","2210","2193","2496","4002","12055","0","12055"
"20261","11710642","문정2동","28782","13195","15587","2904","4676","7307","4456","3472","5967","1440","1801","3302","2126","1668","2858","1464","2875","4005","2330","1804","3109","15844","0","15844"
"20261","11710641","문정1동","19502","9647","9855","2438","2819","3305","2734","3098","5108","1269","1413","1696","1389","1433","2447","1169","1406","1609","1345","1665","2661","8497","0","8497"
"20261","11710632","가락2동","31181","15186","15995","5254","4005","4610","5066","5110","7136","2728","1978","2264","2444","2461","3311","2526","2027","2346","2622","2649","3825","12362","0","12362"
"20261","11710631","가락1동","27469","13286","14183","5719","2571","4733","4925","3631","5890","2940","1266","2134","2441","1684","2821","2779","1305","2599","2484","1947","3069","9799","0","9799"
"20261","11710620","가락본동","25171","12461","12710","2965","3485","4476","3545","4192","6508","1512","1737","2282","1800","1984","3146","1453","1748","2194","1745","2208","3362","11567","0","11567"
"20261","11710610","삼전동","29062","13547","15515","2820","4764","6320","4660","4135","6363","1461","2110","3017","2246","1947","2766","1359","2654","3303","2414","2188","3597","16117","0","16117"
"20261","11710600","석촌동","30682","14536","16146","2809","5023","6745","4605","4370","7130","1419","2187","3287","2285","2098","3260","1390","2836","3458","2320","2272","3870","16996","0","16996"
"20261","11710590","송파2동","18476","8909","9567","2965","2336","2638","2935","2929","4673","1502","1110","1255","1444","1390","2208","1463","1226","1383","1491","1539","2465","7095","0","7095"
"20261","11710580","송파1동","23353","10821","12532","2098","4019","5392","3349","3167","5328","1026","1767","2648","1564","1387","2429","1072","2252","2744","1785","1780","2899","12486","0","12486"
"20261","11710570","오금동","37341","18034","19307","5202","4669","5043","5341","6555","10531","2719","2407","2481","2576","3006","4845","2483","2262","2562","2765","3549","5686","15582","0","15582"
"20261","11710566","오륜동","17799","8725","9074","3619","1925","1601","3036","3015","4603","1962","1032","698","1341","1469","2223","1657","893","903","1695","1546","2380","5896","0","5896"
"20261","11710562","방이2동","26094","11878","14216","2020","5130","6448","3632","3345","5519","1095","1992","2941","1815","1528","2507","925","3138","3507","1817","1817","3012","15656","0","15656"
"20261","11710561","방이1동","15091","7264","7827","2333","2083","2125","2358","2580","3612","1158","1043","1064","1096","1206","1697","1175","1040","1061","1262","1374","1915","6092","0","6092"
"20261","11710550","마천2동","17575","8982","8593","1634","2032","1978","2304","3268","6359","835","1135","1114","1238","1651","3009","799","897","864","1066","1617","3350","8507","0","8507"
"20261","11710540","마천1동","17982","9215","8767","2021","1988","1982","2356","3374","6261","1062","1028","1095","1248","1782","3000","959","960","887","1108","1592","3261","8567","0","8567"
"20261","11710532","거여2동","23596","11502","12094","3534","2477","3477","3649","3992","6467","1819","1260","1742","1833","1933","2915","1715","1217","1735","1816","2059","3552","10093","0","10093"
"20261","11710531","거여1동","12011","6013","5998","1339","1588","1640","1595","2163","3686","704","811","863","812","1096","1727","635","777","777","783","1067","1959","5558","0","5558"
"20261","11710520","풍납2동","23552","11093","12459","3408","3330","3689","3709","3552","5864","1727","1415","1735","1817","1709","2690","1681","1915","1954","1892","1843","3174","10513","0","10513"
"20261","11710510","풍납1동","11750","5769","5981","1225","1267","1627","1584","1988","4059","678","652","855","801","967","1816","547","615","772","783","1021","2243","5572","0","5572"
"20261","11680750","수서동","14026","6312","7714","1011","1134","1895","1573","1854","6559","494","578","951","798","843","2648","517","556","944","775","1011","3911","7719","0","7719"
"20261","11680740","일원2동","16833","8153","8680","2624","1629","2392","2921","2447","4820","1590","869","1165","1377","1194","1958","1034","760","1227","1544","1253","2862","7377","0","7377"
"20261","11680730","일원1동","14550","7048","7502","1576","1946","2115","2008","2140","4765","858","954","1080","1058","1028","2070","718","992","1035","950","1112","2695","7432","0","7432"
"20261","11680720","일원본동","22796","11239","11557","5022","2258","2549","4257","3663","5047","2895","1173","1177","1911","1777","2306","2127","1085","1372","2346","1886","2741","7994","0","7994"
"20261","11680700","세곡동","45513","21325","24188","8706","5330","7034","8065","6259","10119","4379","2341","3273","3883","3042","4407","4327","2989","3761","4182","3217","5712","19381","0","19381"
"20261","11680690","개포4동","23151","11149","12002","3687","2869","3580","3762","3942","5311","1824","1445","1725","1797","1880","2478","1863","1424","1855","1965","2062","2833","10010","0","10010"
"20261","11680670","개포2동","41708","20173","21535","8783","4683","6170","7516","6679","7877","4470","2293","2841","3485","3295","3789","4313","2390","3329","4031","3384","4088","14821","0","14821"
"20261","11680660","개포1동","6765","3265","3500","1151","649","638","1068","1017","2242","559","319","289","499","510","1089","592","330","349","569","507","1153","2547","0","2547"
"20261","11680656","도곡2동","32648","15135","17513","7204","3520","3007","6127","5568","7222","3363","1568","1279","2682","2771","3472","3841","1952","1728","3445","2797","3750","11471","0","11471"
"20261","11680655","도곡1동","20005","9502","10503","3672","2411","2742","3513","3246","4421","1738","1167","1256","1631","1620","2090","1934","1244","1486","1882","1626","2331","8034","0","8034"
"20261","11680650","역삼2동","36348","16944","19404","7981","4370","4509","8338","5910","5240","3733","1871","2047","3684","3231","2378","4248","2499","2462","4654","2679","2862","15611","0","15611"
"20261","11680640","역삼1동","34082","16650","17432","2143","6658","9612","6069","4191","5409","1080","2810","4834","3106","2237","2583","1063","3848","4778","2963","1954","2826","23535","0","23535"
"20261","11680630","대치4동","18614","8869","9745","2804","2971","3067","3410","3345","3017","1529","1449","1455","1450","1639","1347","1275","1522","1612","1960","1706","1670","9730","0","9730"
"20261","11680610","대치2동","38212","19396","18816","8922","4008","3306","7349","6670","7957","5235","2160","1541","3164","3430","3866","3687","1848","1765","4185","3240","4091","13293","0","13293"
"20261","11680600","대치1동","23878","11957","11921","6872","2275","1337","5333","4121","3940","3792","1172","563","2262","2256","1912","3080","1103","774","3071","1865","2028","7218","0","7218"
"20261","11680590","삼성2동","30579","14671","15908","5521","3838","4647","6146","5012","5415","3013","1795","2086","2747","2550","2480","2508","2043","2561","3399","2462","2935","13824","0","13824"
"20261","11680580","삼성1동","12134","5938","6196","1774","1553","1712","1917","2050","3128","949","838","826","882","984","1459","825","715","886","1035","1066","1669","5230","0","5230"
"20261","11680565","청담동","24535","11449","13086","3849","3131","3696","4401","3973","5485","2074","1435","1595","1986","1847","2512","1775","1696","2101","2415","2126","2973","10790","0","10790"
"20261","11680545","압구정동","26119","12090","14029","4614","2812","2812","4414","4347","7120","2227","1332","1202","2000","2108","3221","2387","1480","1610","2414","2239","3899","10177","0","10177"
"20261","11680531","논현2동","20369","9434","10935","2079","3161","4071","3605","3040","4413","1050","1386","1859","1712","1436","1991","1029","1775","2212","1893","1604","2422","11204","0","11204"
"20261","11680521","논현1동","20996","9908","11088","1371","3852","5204","3624","2772","4173","675","1714","2576","1695","1366","1882","696","2138","2628","1929","1406","2291","13524","0","13524"
"20261","11680510","신사동","15436","7204","8232","2348","1899","2022","2506","2568","4093","1199","878","914","1115","1255","1843","1149","1021","1108","1391","1313","2250","6717","0","6717"
"20261","11650660","내곡동","17000","8222","8778","2978","1636","2294","2922","2424","4746","1530","839","1070","1447","1169","2167","1448","797","1224","1475","1255","2579","7047","0","7047"
"20261","11650652","양재2동","21157","10608","10549","2407","3148","4068","3407","3370","4757","1287","1596","2135","1731","1659","2200","1120","1552","1933","1676","1711","2557","10943","0","10943"
"20261","11650651","양재1동","41970","19916","22054","7162","4669","5981","7018","6403","10737","3612","2305","2898","3364","3050","4687","3550","2364","3083","3654","3353","6050","17799","0","17799"
"20261","11650621","방배4동","22754","10319","12435","3880","2825","3126","4033","3755","5135","1781","1248","1407","1758","1803","2322","2099","1577","1719","2275","1952","2813","9556","0","9556"
"20261","11650620","방배3동","15757","7500","8257","2670","1800","1874","2500","2602","4311","1335","894","849","1141","1243","2038","1335","906","1025","1359","1359","2273","5855","0","5855"
"20261","11650610","방배2동","18010","8404","9606","2442","2281","2679","2744","2828","5036","1218","1131","1237","1272","1301","2245","1224","1150","1442","1472","1527","2791","7831","0","7831"
"20261","11650600","방배1동","16479","7678","8801","2228","2161","2666","2736","2463","4225","1150","1028","1218","1238","1139","1905","1078","1133","1448","1498","1324","2320","7461","0","7461"
"20261","11650590","방배본동","20401","9406","10995","3930","2442","2230","3630","3553","4616","1855","1101","998","1601","1740","2111","2075","1341","1232","2029","1813","2505","7917","0","7917"
"20261","11650581","반포4동","18474","8654","9820","3522","2071","2343","3241","3078","4219","1824","1001","1032","1431","1463","1903","1698","1070","1311","1810","1615","2316","7024","0","7024"
"20261","11650580","반포3동","23761","11271","12490","5151","2582","2533","4499","4268","4728","2632","1260","1128","1973","2176","2102","2519","1322","1405","2526","2092","2626","8199","0","8199"
"20261","11650570","반포2동","23322","11070","12252","5945","2189","2186","4645","3835","4522","2970","1043","901","2069","2012","2075","2975","1146","1285","2576","1823","2447","7603","0","7603"
"20261","11650560","반포1동","33740","16468","17272","6962","3952","5028","7041","4810","5947","3526","1859","2391","3421","2586","2685","3436","2093","2637","3620","2224","3262","14637","0","14637"
"20261","11650550","반포본동","117","49","68","17","21","6","22","21","30","7","8","3","8","9","14","10","13","3","14","12","16","44","0","44"
"20261","11650540","잠원동","26800","12898","13902","5125","3295","3328","4910","4879","5263","2649","1648","1503","2236","2437","2425","2476","1647","1825","2674","2442","2838","10729","0","10729"
"20261","11650531","서초4동","30281","14804","15477","6584","3448","3064","5826","5248","6111","3449","1710","1331","2710","2676","2928","3135","1738","1733","3116","2572","3183","10706","0","10706"
"20261","11650530","서초3동","31862","15138","16724","4233","5226","5306","4770","5156","7171","2285","2321","2452","2166","2550","3364","1948","2905","2854","2604","2606","3807","15194","0","15194"
"20261","11650520","서초2동","24636","11631","13005","4292","3376","4799","4571","3206","4392","2197","1428","2184","2145","1610","2067","2095","1948","2615","2426","1596","2325","11340","0","11340"
"20261","11650510","서초1동","20154","9749","10405","2980","2660","3273","3563","3167","4511","1582","1323","1544","1633","1558","2109","1398","1337","1729","1930","1609","2402","9392","0","9392"
"20261","11620775","난곡동","25257","12654","12603","2430","3557","3407","3357","4375","8131","1236","1795","1868","1836","2178","3741","1194","1762","1539","1521","2197","4390","12782","0","12782"
"20261","11620765","미성동","29526","14465","15061","3333","4339","4111","4090","4825","8828","1680","2109","2204","2088","2337","4047","1653","2230","1907","2002","2488","4781","14233","0","14233"
"20261","11620745","삼성동","19970","9928","10042","1726","2177","2180","2482","3630","7775","935","1117","1241","1325","1836","3474","791","1060","939","1157","1794","4301","9681","0","9681"
"20261","11620735","대학동","24237","14808","9429","1459","6378","5009","3401","3295","4695","752","3815","3441","2293","2154","2353","707","2563","1568","1108","1141","2342","17409","0","17409"
"20261","11620725","조원동","19598","9785","9813","1498","4367","4401","2410","2461","4461","760","1921","2348","1302","1299","2155","738","2446","2053","1108","1162","2306","12203","0","12203"
"20261","11620715","난향동","14726","7199","7527","2213","1623","1548","2518","2694","4130","1114","843","759","1245","1391","1847","1099","780","789","1273","1303","2283","6175","0","6175"
"20261","11620695","신림동","22622","12090","10532","681","8720","6189","2449","1806","2777","339","4196","3697","1470","1065","1323","342","4524","2492","979","741","1454","18724","0","18724"
"20261","11620685","신사동","21969","11050","10919","1437","5696","4113","2543","2980","5200","774","2700","2341","1343","1481","2411","663","2996","1772","1200","1499","2789","14144","0","14144"
"20261","11620665","서림동","23319","12975","10344","1537","5561","4791","3106","2996","5328","783","3141","3018","1882","1636","2515","754","2420","1773","1224","1360","2813","15153","0","15153"
"20261","11620655","신원동","17484","8937","8547","1072","4165","3321","2054","2330","4542","516","2106","2018","1100","1213","1984","556","2059","1303","954","1117","2558","11158","0","11158"
"20261","11620645","서원동","22908","12012","10896","1251","6434","5015","2651","2699","4858","661","3288","3009","1511","1321","2222","590","3146","2006","1140","1378","2636","15098","0","15098"
"20261","11620630","남현동","17668","8549","9119","1419","3785","3659","2115","2398","4292","719","1752","1971","1069","1113","1925","700","2033","1688","1046","1285","2367","9874","0","9874"
"20261","11620625","인헌동","25385","12283","13102","2133","5807","4960","3141","3495","5849","1113","2693","2564","1628","1664","2621","1020","3114","2396","1513","1831","3228","14772","0","14772"
"20261","11620615","중앙동","15126","7305","7821","856","4374","3231","1662","1659","3344","428","1901","1723","885","843","1525","428","2473","1508","777","816","1819","10136","0","10136"
"20261","11620605","은천동","32359","15843","16516","4077","5082","5050","4730","4764","8656","2107","2408","2642","2396","2413","3877","1970","2674","2408","2334","2351","4779","16051","0","16051"
"20261","11620595","청룡동","35627","17102","18525","2496","11517","7376","3799","3839","6600","1205","5126","3882","1956","1952","2981","1291","6391","3494","1843","1887","3619","24083","0","24083"
"20261","11620585","낙성대동","17211","8618","8593","1292","5749","3833","1853","1665","2819","641","2714","2115","999","881","1268","651","3035","1718","854","784","1551","11903","0","11903"
"20261","11620575","행운동","28758","13926","14832","2079","7607","5942","3444","3392","6294","1032","3393","3181","1793","1694","2833","1047","4214","2761","1651","1698","3461","18159","0","18159"
"20261","11620565","성현동","28222","13577","14645","4164","3618","3398","4450","4782","7810","2139","1817","1711","2188","2379","3343","2025","1801","1687","2262","2403","4467","12187","0","12187"
"20261","11620545","청림동","14726","7103","7623","2130","1620","2373","2293","2285","4025","1097","803","1211","1152","1111","1729","1033","817","1162","1141","1174","2296","6408","0","6408"
"20261","11620525","보라매동","23092","11443","11649","2135","4351","4053","2939","3266","6348","1108","2104","2267","1535","1611","2818","1027","2247","1786","1404","1655","3530","12670","0","12670"
"20261","11590680","신대방2동","22684","10857","11827","3307","3677","3873","3490","3231","5106","1680","1686","1885","1710","1580","2316","1627","1991","1988","1780","1651","2790","10901","0","10901"
"20261","11590670","신대방1동","23282","11152","12130","3513","3325","3095","3612","3868","5869","1727","1572","1552","1714","1915","2672","1786","1753","1543","1898","1953","3197","10423","0","10423"
"20261","11590660","대방동","35620","16775","18845","5172","6087","4944","5581","5718","8118","2530","2762","2441","2637","2851","3554","2642","3325","2503","2944","2867","4564","16664","0","16664"
"20261","11590651","사당5동","14118","6733","7385","1744","1987","2508","2161","2141","3577","892","903","1242","1096","1027","1573","852","1084","1266","1065","1114","2004","6685","0","6685"
"20261","11590650","사당4동","13771","6587","7184","1226","2307","2363","1912","1984","3979","635","1053","1227","986","954","1732","591","1254","1136","926","1030","2247","7233","0","7233"
"20261","11590640","사당3동","23686","11429","12257","3299","2990","3605","3634","3482","6676","1684","1400","1713","1846","1680","3106","1615","1590","1892","1788","1802","3570","10442","0","10442"
"20261","11590630","사당2동","27151","13012","14139","3253","3366","4288","3936","4344","7964","1763","1625","2088","1945","2078","3513","1490","1741","2200","1991","2266","4451","12176","0","12176"
"20261","11590620","사당1동","22415","10798","11617","1388","5074","4744","2832","2807","5570","740","2283","2484","1498","1312","2481","648","2791","2260","1334","1495","3089","13773","0","13773"
"20261","11590605","흑석동","29907","14490","15417","4507","4506","4057","4648","4932","7257","2291","2283","1959","2335","2359","3263","2216","2223","2098","2313","2573","3994","12930","0","12930"
"20261","11590560","상도4동","27609","13396","14213","2921","4191","4518","3888","4345","7746","1541","2011","2349","2004","2068","3423","1380","2180","2169","1884","2277","4323","14048","0","14048"
"20261","11590550","상도3동","23844","11339","12505","2273","4063","3842","3224","3734","6708","1181","1858","1972","1603","1787","2938","1092","2205","1870","1621","1947","3770","12158","0","12158"
"20261","11590540","상도2동","27084","12936","14148","4095","3942","4326","4416","4034","6271","2124","1819","2060","2193","1933","2807","1971","2123","2266","2223","2101","3464","12299","0","12299"
"20261","11590530","상도1동","44464","21556","22908","5282","10237","5927","5858","6511","10649","2652","5321","2989","2814","3092","4688","2630","4916","2938","3044","3419","5961","22704","0","22704"
"20261","11590520","노량진2동","10181","5312","4869","556","1990","1838","1163","1466","3168","274","1025","1095","672","786","1460","282","965","743","491","680","1708","6725","0","6725"
"20261","11590510","노량진1동","32005","16255","15750","3388","5723","5768","4068","4572","8486","1747","3044","3276","2172","2296","3720","1641","2679","2492","1896","2276","4766","16917","0","16917"
"20261","11560720","대림3동","21488","10727","10761","2133","2698","3121","2678","3864","6994","1068","1431","1681","1388","1889","3270","1065","1267","1440","1290","1975","3724","10303","0","10303"
"20261","11560710","대림2동","11730","5740","5990","829","1815","1841","1392","1933","3920","414","895","987","743","979","1722","415","920","854","649","954","2198","6886","0","6886"
"20261","11560700","대림1동","13711","6805","6906","1441","1798","1785","1826","2344","4517","792","898","972","983","1124","2036","649","900","813","843","1220","2481","6855","0","6855"
"20261","11560690","신길7동","19779","9835","9944","3668","2416","3282","3383","2949","4081","1923","1236","1634","1715","1402","1925","1745","1180","1648","1668","1547","2156","7880","0","7880"
"20261","11560680","신길6동","19493","9518","9975","2487","2892","3304","2786","2955","5069","1352","1351","1622","1452","1432","2309","1135","1541","1682","1334","1523","2760","9265","0","9265"
"20261","11560670","신길5동","9947","4806","5141","1381","1074","1328","1490","1623","3051","691","523","669","771","795","1357","690","551","659","719","828","1694","4562","0","4562"
"20261","11560660","신길4동","10315","5096","5219","1110","1231","1489","1375","1756","3354","579","630","796","714","871","1506","531","601","693","661","885","1848","5081","0","5081"
"20261","11560650","신길3동","15950","7852","8098","2044","1875","2360","2308","2655","4708","1033","936","1204","1220","1335","2124","1011","939","1156","1088","1320","2584","7486","0","7486"
"20261","11560630","신길1동","19314","9780","9534","1597","3601","3596","2448","2904","5168","795","1732","2004","1361","1525","2363","802","1869","1592","1087","1379","2805","11605","0","11605"
"20261","11560620","양평2동","22288","10893","11395","2856","3622","5349","3276","3043","4142","1460","1610","2673","1636","1565","1949","1396","2012","2676","1640","1478","2193","10913","0","10913"
"20261","11560610","양평1동","18114","8709","9405","2154","2938","4516","2950","2150","3406","1110","1174","2251","1539","1131","1504","1044","1764","2265","1411","1019","1902","9893","0","9893"
"20261","11560605","문래동","32022","15577","16445","5830","3503","5493","5961","4494","6741","3011","1666","2607","2973","2241","3079","2819","1837","2886","2988","2253","3662","13095","0","13095"
"20261","11560585","도림동","17562","8900","8662","1605","2542","3250","2425","2902","4838","834","1234","1723","1293","1533","2283","771","1308","1527","1132","1369","2555","9621","0","9621"
"20261","11560560","당산2동","36667","17117","19550","4697","6732","8189","5239","4671","7139","2397","2651","3855","2603","2248","3363","2300","4081","4334","2636","2423","3776","18864","0","18864"
"20261","11560550","당산1동","20951","10105","10846","1865","3681","4911","2670","2884","4940","947","1533","2518","1369","1468","2270","918","2148","2393","1301","1416","2670","11632","0","11632"
"20261","11560540","여의동","33346","15644","17702","5267","3636","4891","5320","5307","8925","2653","1669","2225","2487","2546","4064","2614","1967","2666","2833","2761","4861","13895","0","13895"
"20261","11560535","영등포동","29839","15326","14513","1900","7604","8392","3528","3320","5095","952","3066","4449","1993","2021","2845","948","4538","3943","1535","1299","2250","21204","0","21204"
"20261","11560515","영등포본동","20784","10610","10174","2250","2779","3244","2796","3528","6187","1146","1447","1720","1487","1811","2999","1104","1332","1524","1309","1717","3188","10407","0","10407"
"20261","11545710","시흥5동","18167","9067","9100","1876","2073","2144","2296","3311","6467","956","1075","1184","1215","1710","2927","920","998","960","1081","1601","3540","9143","0","9143"
"20261","11545700","시흥4동","19366","9586","9780","2035","2302","2358","2452","3576","6643","1027","1187","1258","1243","1712","3159","1008","1115","1100","1209","1864","3484","9011","0","9011"
"20261","11545690","시흥3동","10153","5020","5133","1022","1164","1276","1264","1831","3596","519","599","691","659","888","1664","503","565","585","605","943","1932","4581","0","4581"
"20261","11545680","시흥2동","20564","9831","10733","3156","2108","2230","2999","3655","6416","1549","1075","1111","1432","1737","2927","1607","1033","1119","1567","1918","3489","8238","0","8238"
"20261","11545670","시흥1동","32115","15959","16156","3415","4325","4825","4376","5529","9645","1800","2136","2539","2286","2771","4427","1615","2189","2286","2090","2758","5218","16342","0","16342"
"20261","11545640","독산4동","14511","7266","7245","1272","1921","2009","1717","2876","4716","622","974","1076","906","1443","2245","650","947","933","811","1433","2471","7557","0","7557"
"20261","11545630","독산3동","23433","11747","11686","1819","3579","3643","2766","4214","7412","910","1751","2030","1501","2044","3511","909","1828","1613","1265","2170","3901","12776","0","12776"
"20261","11545620","독산2동","17737","8915","8822","1694","2337","2512","2178","3358","5658","895","1171","1380","1144","1658","2667","799","1166","1132","1034","1700","2991","9282","0","9282"
"20261","11545610","독산1동","45720","23242","22478","5294","7802","10015","6606","6356","9647","2682","3606","5435","3661","3232","4626","2612","4196","4580","2945","3124","5021","24569","0","24569"
"20261","11545510","가산동","24622","13262","11360","1183","6982","6580","2804","2716","4357","593","3140","3964","1719","1598","2248","590","3842","2616","1085","1118","2109","18077","0","18077"
"20261","11530800","항동","16335","7906","8429","3938","1379","3015","3308","1830","2865","1988","670","1336","1748","864","1300","1950","709","1679","1560","966","1565","6252","0","6252"
"20261","11530790","수궁동","22707","11115","11592","2938","2615","2913","3392","3789","7060","1550","1379","1474","1705","1794","3213","1388","1236","1439","1687","1995","3847","9939","0","9939"
"20261","11530780","오류2동","37281","17771","19510","6048","4179","4524","5966","5977","10587","3079","2074","2193","2931","2847","4647","2969","2105","2331","3035","3130","5940","15714","0","15714"
"20261","11530770","오류1동","22559","10732","11827","2051","4022","4550","2980","3031","5925","1022","1640","2288","1531","1516","2735","1029","2382","2262","1449","1515","3190","12645","0","12645"
"20261","11530760","개봉3동","19544","9486","10058","2153","2163","2439","2872","3410","6507","1071","1131","1284","1464","1636","2900","1082","1032","1155","1408","1774","3607","8664","0","8664"
"20261","11530750","개봉2동","29724","14398","15326","3680","3251","3930","4387","4747","9729","1864","1598","1963","2241","2295","4437","1816","1653","1967","2146","2452","5292","12314","0","12314"
"20261","11530740","개봉1동","33122","16420","16702","4134","3960","5015","4572","5483","9958","2116","2009","2567","2341","2714","4673","2018","1951","2448","2231","2769","5285","14958","0","14958"
"20261","11530730","고척2동","25749","12684","13065","3300","3084","3007","3629","4710","8019","1693","1564","1543","1802","2352","3730","1607","1520","1464","1827","2358","4289","11447","0","11447"
"20261","11530720","고척1동","26314","13106","13208","3502","3309","5100","3600","4025","6778","1809","1668","2610","1872","1970","3177","1693","1641","2490","1728","2055","3601","11516","0","11516"
"20261","11530595","가리봉동","8713","4797","3916","403","1587","1426","892","1567","2838","222","812","907","517","913","1426","181","775","519","375","654","1412","5988","0","5988"
"20261","11530560","구로5동","28952","14052","14900","2914","4871","5547","3904","4379","7337","1488","2093","2812","2039","2188","3432","1426","2778","2735","1865","2191","3905","15519","0","15519"
"20261","11530550","구로4동","18646","8980","9666","1480","2506","2746","2349","3122","6443","763","1189","1412","1235","1543","2838","717","1317","1334","1114","1579","3605","10345","0","10345"
"20261","11530540","구로3동","23287","12033","11254","2277","4387","4623","3707","3168","5125","1182","2176","2624","2014","1717","2320","1095","2211","1999","1693","1451","2805","13633","0","13633"
"20261","11530530","구로2동","22380","11215","11165","1783","2819","2668","2758","4223","8129","906","1417","1492","1479","2190","3731","877","1402","1176","1279","2033","4398","12099","0","12099"
"20261","11530520","구로1동","20519","10005","10514","3469","2418","3563","3529","3000","4540","1796","1149","1785","1744","1449","2082","1673","1269","1778","1785","1551","2458","8356","0","8356"
