"기준_년분기_코드","행정동_코드","행정동_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20243","11470630","신정2동","18773","9207","9566","3948","2123","1564","3465","3405","4268","2034","1087","737","1561","1781","2007","1914","1036","827","1904","1624","2261","6828","0","6828"
"20243","11470620","신정1동","19716","9582","10134","4413","2061","1765","3859","3370","4248","2279","1053","814","1774","1702","1960","2134","1008","951","2085","1668","2288","6958","0","6958"
"20243","11470611","신월7동","18588","9029","9559","1852","2130","2501","2418","3218","6469","961","1092","1338","1272","1561","2805","891","1038","1163","1146","1657","3664","8930","0","8930"
"20243","11470610","신월6동","13867","6764","7103","2649","1421","2209","2369","2064","3155","1333","712","1050","1222","997","1450","1316","709","1159","1147","1067","1705","5367","0","5367"
"20243","11470600","신월5동","13979","6915","7064","1821","1815","1906","2083","2344","4010","958","900","1031","1043","1134","1849","863","915","875","1040","1210","2161","6352","0","6352"
"20243","11470590","신월4동","17445","8478","8967","2650","1940","2047","2818","2796","5194","1353","1035","1017","1420","1316","2337","1297","905","1030","1398","1480","2857","6839","0","6839"
"20243","11470580","신월3동","14261","7502","6759","1565","1685","1854","1910","2539","4708","840","892","1002","1044","1408","2316","725","793","852","866","1131","2392","7693","0","7693"
"20243","11470570","신월2동","20779","10130","10649","2995","2437","2722","3270","3235","6120","1500","1246","1358","1669","1584","2773","1495","1191","1364","1601","1651","3347","8702","0","8702"
"20243","11470560","신월1동","19365","9957","9408","1836","2238","2462","2677","3485","6667","951","1132","1379","1480","1803","3212","885","1106","1083","1197","1682","3455","10008","0","10008"
"20243","11470550","목5동","40702","20159","20543","10213","3947","3450","8541","6786","7765","5574","2006","1555","3792","3495","3737","4639","1941","1895","4749","3291","4028","13447","0","13447"
"20243","11470540","목4동","24428","11899","12529","3976","3730","2695","3867","4890","5270","2049","1953","1381","1723","2424","2369","1927","1777","1314","2144","2466","2901","9964","0","9964"
"20243","11470530","목3동","21206","10060","11146","2379","3090","3786","2997","3368","5586","1265","1485","1845","1444","1519","2502","1114","1605","1941","1553","1849","3084","10074","0","10074"
"20243","11470520","목2동","28816","13924","14892","3551","4299","5100","4253","4698","6915","1877","2069","2568","2067","2174","3169","1674","2230","2532","2186","2524","3746","13299","0","13299"
"20243","11470510","목1동","30276","14544","15732","7467","2982","2754","6476","5153","5444","3731","1465","1184","2933","2662","2569","3736","1517","1570","3543","2491","2875","10349","0","10349"
"20243","11440740","상암동","29662","13937","15725","5608","4228","3533","5087","5046","6160","2865","1834","1629","2369","2534","2706","2743","2394","1904","2718","2512","3454","12700","0","12700"
"20243","11440730","성산2동","38537","17159","21378","4756","6487","6726","5575","5968","9025","2416","2439","3011","2635","2891","3767","2340","4048","3715","2940","3077","5258","19332","0","19332"
"20243","11440720","성산1동","18543","8632","9911","1968","3017","3275","2964","2958","4361","931","1402","1584","1404","1444","1867","1037","1615","1691","1560","1514","2494","9475","0","9475"
"20243","11440710","연남동","14202","6690","7512","1131","2880","2925","2106","1935","3225","567","1312","1448","1055","911","1397","564","1568","1477","1051","1024","1828","8339","0","8339"
"20243","11440700","망원2동","17917","8341","9576","2213","2552","2870","2842","2916","4524","1135","1123","1346","1365","1413","1959","1078","1429","1524","1477","1503","2565","8348","0","8348"
"20243","11440690","망원1동","19151","8899","10252","1831","3093","3611","2937","2888","4791","909","1404","1717","1425","1403","2041","922","1689","1894","1512","1485","2750","10174","0","10174"
"20243","11440680","합정동","16310","7512","8798","1356","3011","3574","2448","2205","3716","668","1309","1701","1195","1002","1637","688","1702","1873","1253","1203","2079","9188","0","9188"
"20243","11440660","서교동","24037","10999","13038","1635","5914","5368","3403","3103","4614","801","2535","2555","1610","1482","2016","834","3379","2813","1793","1621","2598","15244","0","15244"
"20243","11440655","서강동","24556","11694","12862","3262","4707","4051","3790","3723","5023","1689","2198","1925","1859","1775","2248","1573","2509","2126","1931","1948","2775","12147","0","12147"
"20243","11440630","신수동","22046","10753","11293","3231","3303","3353","3486","3769","4904","1676","1715","1632","1655","1871","2204","1555","1588","1721","1831","1898","2700","9989","0","9989"
"20243","11440610","염리동","16719","7963","8756","2922","2412","2746","3054","2505","3080","1465","1091","1321","1477","1269","1340","1457","1321","1425","1577","1236","1740","7762","0","7762"
"20243","11440600","대흥동","14719","7124","7595","1471","3656","2555","2017","2108","2912","764","1618","1311","1011","1077","1343","707","2038","1244","1006","1031","1569","8823","0","8823"
"20243","11440590","용강동","21098","9951","11147","3985","1997","3386","4218","3157","4355","1980","909","1533","1990","1605","1934","2005","1088","1853","2228","1552","2421","9236","0","9236"
"20243","11440585","도화동","20443","9697","10746","2696","2579","3498","2876","3292","5502","1398","1207","1717","1414","1534","2427","1298","1372","1781","1462","1758","3075","9219","0","9219"
"20243","11440565","공덕동","36426","16993","19433","4002","5749","6487","4980","6129","9079","2074","2349","3100","2501","2951","4018","1928","3400","3387","2479","3178","5061","18559","0","18559"
"20243","11440555","아현동","28335","13175","15160","4932","3170","5561","4986","4207","5479","2368","1350","2486","2506","2003","2462","2564","1820","3075","2480","2204","3017","11924","0","11924"
"20243","11410720","북가좌2동","30673","14859","15814","3326","4272","4121","4325","5190","9439","1717","2125","2161","2184","2476","4196","1609","2147","1960","2141","2714","5243","14579","0","14579"
"20243","11410710","북가좌1동","17563","8389","9174","3067","1862","2117","2988","3001","4528","1608","899","980","1408","1495","1999","1459","963","1137","1580","1506","2529","6782","0","6782"
"20243","11410700","남가좌2동","29083","14033","15050","4681","4083","4081","4720","4487","7031","2367","1986","1979","2379","2203","3119","2314","2097","2102","2341","2284","3912","13349","0","13349"
"20243","11410690","남가좌1동","16699","7994","8705","3810","1559","2235","3430","2364","3301","1914","728","970","1742","1171","1469","1896","831","1265","1688","1193","1832","6161","0","6161"
"20243","11410685","홍은2동","28505","13661","14844","3665","4137","3981","4039","4803","7880","1842","2036","2064","1977","2303","3439","1823","2101","1917","2062","2500","4441","13166","0","13166"
"20243","11410660","홍은1동","22158","10677","11481","2755","2645","2973","3146","3932","6707","1378","1319","1494","1595","1908","2983","1377","1326","1479","1551","2024","3724","9694","0","9694"
"20243","11410655","홍제2동","13186","6166","7020","1523","1559","1871","1680","2414","4139","786","740","927","801","1119","1793","737","819","944","879","1295","2346","5752","0","5752"
"20243","11410640","홍제3동","17665","8453","9212","2103","2224","2424","2312","3090","5512","1077","1108","1198","1173","1508","2389","1026","1116","1226","1139","1582","3123","7996","0","7996"
"20243","11410620","홍제1동","24704","11553","13151","3208","3100","3607","3586","4205","6998","1566","1502","1708","1740","1984","3053","1642","1598","1899","1846","2221","3945","11038","0","11038"
"20243","11410615","연희동","33724","16100","17624","3331","7365","5355","4424","4927","8322","1671","3700","2674","2130","2314","3611","1660","3665","2681","2294","2613","4711","18420","0","18420"
"20243","11410585","신촌동","20135","8693","11442","1336","8441","3650","1859","1895","2954","638","3121","1798","896","924","1316","698","5320","1852","963","971","1638","14750","0","14750"
"20243","11410565","충현동","19682","9454","10228","2309","3004","3356","2797","3158","5058","1143","1369","1646","1413","1560","2323","1166","1635","1710","1384","1598","2735","10070","0","10070"
"20243","11410555","북아현동","15401","7379","8022","2242","1925","2786","2525","2474","3449","1157","851","1325","1302","1197","1547","1085","1074","1461","1223","1277","1902","7031","0","7031"
"20243","11410520","천연동","16547","7796","8751","2273","1936","2301","2399","2915","4723","1130","932","1103","1149","1427","2055","1143","1004","1198","1250","1488","2668","7609","0","7609"
"20243","11380690","진관동","54368","25288","29080","10415","6706","6109","9196","9113","12829","5374","2925","2553","4158","4500","5778","5041","3781","3556","5038","4613","7051","21360","0","21360"
"20243","11380650","수색동","20440","9936","10504","3213","2561","3587","2992","3554","4533","1616","1289","1750","1521","1717","2043","1597","1272","1837","1471","1837","2490","8249","0","8249"
"20243","11380640","증산동","18240","8840","9400","2403","2357","2626","2570","3089","5195","1238","1129","1287","1288","1522","2376","1165","1228","1339","1282","1567","2819","7933","0","7933"
"20243","11380632","신사2동","18907","9370","9537","2190","2440","2592","2704","3220","5761","1191","1269","1334","1379","1573","2624","999","1171","1258","1325","1647","3137","8700","0","8700"
"20243","11380631","신사1동","26462","12698","13764","2997","3592","3776","3864","4436","7797","1530","1796","1915","1930","2094","3433","1467","1796","1861","1934","2342","4364","12059","0","12059"
"20243","11380625","역촌동","43767","20483","23284","4868","5864","5966","6675","7550","12844","2439","2804","2897","3284","3534","5525","2429","3060","3069","3391","4016","7319","20617","0","20617"
"20243","11380600","응암3동","23429","11287","12142","1971","3287","3255","3038","3863","8015","1007","1608","1710","1566","1944","3452","964","1679","1545","1472","1919","4563","12504","0","12504"
"20243","11380590","응암2동","27329","13188","14141","5321","2477","4191","5549","3913","5878","2764","1222","1924","2764","1945","2569","2557","1255","2267","2785","1968","3309","11014","0","11014"
"20243","11380580","응암1동","32659","15258","17401","4871","4200","5235","5463","5059","7831","2500","1812","2497","2671","2457","3321","2371","2388","2738","2792","2602","4510","15086","0","15086"
"20243","11380570","대조동","27359","12627","14732","2350","5092","4895","3556","4097","7369","1168","2033","2437","1772","1972","3245","1182","3059","2458","1784","2125","4124","15341","0","15341"
"20243","11380560","구산동","31429","15279","16150","3813","4234","3793","4530","5645","9414","1895","1984","1896","2313","2740","4451","1918","2250","1897","2217","2905","4963","13477","0","13477"
"20243","11380552","갈현2동","27415","12947","14468","3291","3884","3568","4064","4876","7732","1668","1830","1798","1990","2289","3372","1623","2054","1770","2074","2587","4360","12523","0","12523"
"20243","11380551","갈현1동","14470","7022","7448","1417","2099","2044","1968","2507","4435","780","1002","1088","993","1198","1961","637","1097","956","975","1309","2474","7340","0","7340"
"20243","11380530","불광2동","26600","12782","13818","2240","3809","3761","3318","4614","8858","1149","1840","1946","1713","2193","3941","1091","1969","1815","1605","2421","4917","13965","0","13965"
"20243","11380520","불광1동","37509","17625","19884","4225","4651","5222","5340","6443","11628","2198","2193","2571","2609","3033","5021","2027","2458","2651","2731","3410","6607","17726","0","17726"
"20243","11380510","녹번동","36092","16943","19149","4214","4495","5670","5379","5807","10527","2055","2091","2752","2745","2767","4533","2159","2404","2918","2634","3040","5994","17617","0","17617"
"20243","11350720","상계10동","18184","8356","9828","2697","2279","2871","2783","3188","4366","1366","1065","1371","1291","1420","1843","1331","1214","1500","1492","1768","2523","7648","0","7648"
"20243","11350710","상계9동","19664","9212","10452","2759","2386","2669","2975","3517","5358","1424","1221","1335","1386","1595","2251","1335","1165","1334","1589","1922","3107","8358","0","8358"
"20243","11350700","상계8동","21848","10388","11460","3644","2362","4739","3591","3102","4410","1839","1172","2348","1737","1452","1840","1805","1190","2391","1854","1650","2570","9129","0","9129"
"20243","11350695","상계6?7동","31400","14467","16933","4531","4011","4657","4833","5511","7857","2328","1908","2248","2223","2475","3285","2203","2103","2409","2610","3036","4572","13887","0","13887"
