"기준_년분기_코드","서울시_코드","서울시_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20261","11","서울시","CS300043","전자상거래업","30342549134","559559","22747132839","7595416295","4737854489","4472518158","4177358943","3339750955","6019650294","4197093431","3398322864","231030857","1744029801","7302016617","10971657843","8307323283","1786490733","12564590365","14378251687","276724313","4336595991","8642490669","4787634811","4731779497","4167616768","332819","226740","60095","60544","60701","68076","83403","136865","89875","4332","14551","140866","190511","185268","24031","255213","282512","13983","160835","153985","103694","64761","40464"
"20261","11","서울시","CS300036","조명용품","390157289246","3677401","355691548501","34465740745","73054182245","69094887020","59818548401","61281319339","92442611496","27455011220","7010729525","171992070","104879595708","120548399818","125678800419","38469071284","409429947","205570454675","85577072102","27394539","2144208166","26840267000","51977557037","106735438514","103422661536","3081890","595511","647433","619937","555977","595832","662711","461073","134438","7039","865088","1119123","1180953","436126","69072","2104558","838964","6650","96321","367761","463492","767890","1241393"
"20261","11","서울시","CS300035","인테리어","50286179390","790461","42338138290","7948041100","8752394266","8783076898","6145197429","9227261742","9430207955","6419209646","1528831454","58951589","14502015423","13487213138","15278702163","6156729666","802567411","23099944361","19870067691","8605812","1056439156","4935240933","6937038336","11097490262","18935466237","616916","173545","127603","118321","109024","125961","136007","128485","45060","1196","185538","232822","262962","106420","1523","366399","317555","553","29547","86552","94774","153644","318882"
"20261","11","서울시","CS300033","철물점","62246852543","1198604","53118319662","9128532881","10577364999","11013053660","9791575724","10244795067","11491530212","7651756339","1476776542","50566888","16092201708","18719240851","19292566668","7831988905","260287523","29699653854","21053205344","2086444","626654693","4994772564","8651841172","15184065999","21294460505","987939","210665","198723","195085","174736","207023","212372","165479","45186","981","342926","353870","363916","135884","1027","656920","275723","240","24709","127227","148851","248265","383487"
"20261","11","서울시","CS300032","가전제품","288023053723","506423","160870860451","127152193272","40126134596","26152733670","25956200923","30697231950","37938559312","65892581079","61259612193","0","13917427014","76226693010","110448086933","86253637548","1177209218","156823015695","125951919168","110450226","11844432871","63593386032","69469189719","69495033589","68262442442","301754","204669","64760","54139","55291","58502","69062","105653","99016","0","29040","132773","184189","157076","3345","290438","206555","1217","26667","108997","109278","109629","141199"
"20261","11","서울시","CS300031","가구","135939167639","290978","84206245419","51732922220","18406715319","13524702644","19716877988","16532686896","16025262572","27630995333","24101926887","2846916","10513196735","29548501789","62194599702","33570941096","109081401","63133000513","65696368133","1553826","2298635683","20381766355","24264182053","35431782282","46450682061","200388","90590","40376","36614","34870","38720","49808","42764","47826","30","43075","85408","116419","45865","181","120038","142388","44","12380","50774","48379","66355","84492"
"20261","11","서울시","CS300029","애완동물","11781213352","236529","7818096991","3963116361","1393986398","1427990075","1147883518","1564081114","2284155886","2060644150","1902472211","374358555","922853244","2342537645","3987209956","3168007730","986246222","4443926013","7093388834","10705040","1104641210","2943719035","2421979554","2558080104","2498189916","163254","73275","34365","32532","28849","32312","35196","42539","30736","1994","14875","59976","79479","71351","8854","92678","141700","614","17352","39216","37513","59175","80502"
"20261","11","서울시","CS300028","화초","75174449968","1457321","58859046602","16315403366","11243484023","10968806482","10759951123","11114853910","14771951064","10883302491","5432100875","912313393","15437152233","20284055617","21742523847","15234543701","1563861177","24455217460","31078780802","147029038","4688784748","10482083675","10807274459","13924444601","15484455350","1064495","392826","189443","201000","189755","210447","273850","256825","136001","11869","225486","423907","420209","349028","26822","545936","720807","7973","184668","286719","244452","268811","274141"
"20261","11","서울시","CS300027","섬유제품","25256025287","305870","19755533652","5500491635","4090424451","3365588682","3929870046","4091696257","4277954216","3588464412","1912027223","0","2495166751","7607564240","10569615654","4511276300","72402342","8229206644","15356321046","5374463","575678601","1701708462","2800266933","6110526283","12391972953","238472","67398","50540","48867","41826","47657","49582","47095","20303","0","34886","91881","123105","55506","492","106023","184765","126","11317","21715","27339","77442","152855"
"20261","11","서울시","CS300026","완구","27504295979","1301232","17792191023","9712104956","3135801622","2685121888","3472711266","3182521974","5316034273","6102440297","3609664659","3116609","1112128830","6110723730","9283780592","10080590838","913955380","16693719525","10357517365","562176080","6131126683","7737771195","5878492356","3162933914","3578736661","745745","555487","147913","127014","136477","146585","187756","326544","228943","927","33314","236476","454767","557694","18054","505594","793493","45759","493493","403154","238294","76563","41821"
"20261","11","서울시","CS300025","자전거 및 기타운송장비","21826227627","165975","14483795992","7342431635","2555270720","1654559126","3531306072","3365969305","3376690769","4524529791","2817901844","0","1774110846","5955226101","7893483268","6155156358","48251054","15248133958","5104917317","118967437","419454967","2171986635","7526939691","5642804700","4472721771","105833","60142","20382","18042","21732","21697","23980","36833","23309","0","13984","47349","65334","39244","64","117329","40635","3090","5082","17255","43683","36611","52203"
"20261","11","서울시","CS300024","운동/경기용품","200908099958","1236991","134093456506","66814643452","23507183073","24437434457","30012447399","28127784296","28008607281","38028432578","28786210874","334787878","12198963305","55208444918","74912733418","55101097949","3152072490","115603283230","66909983965","1002583726","13783849749","29659839118","53947519002","45090895300","39030052809","750749","486242","135926","139952","145280","154206","175385","277563","208679","3423","107510","333096","441719","321467","29776","725376","472597","12037","116505","213696","314077","264342","277370"
"20261","11","서울시","CS300022","화장품","316596019371","3625143","253300129245","63295890126","49259479157","51220374281","44418210695","49634213789","58767851323","42054034956","21241855170","1780314140","32345867921","87817197402","105768800953","76303119653","12580719302","101159023075","198838356932","982168468","29088235699","56277661214","74842574615","73886387603","64920346669","2491246","1133897","490607","476630","450282","494980","578747","667342","466555","43598","344845","942045","1170536","959879","164240","1169091","2397329","43001","622006","676817","607074","652708","964814"
"20261","11","서울시","CS300021","문구","248521289352","8821973","222883940580","25637348772","38055882765","49852195246","40910414754","46341141327","47724306488","18048820414","7588528358","23217937","37244354754","73733396575","106819546792","30046515476","654257818","71242937837","59340136706","1161372073","11398331136","16905103610","26871212787","35942025053","38305029887","6807630","2014343","1306360","1379927","1298375","1363460","1459508","1313577","700766","4995","932583","2579490","3425371","1798225","81309","3272056","4078465","174965","1356611","1376334","1938871","1301693","1202050"
"20261","11","서울시","CS300020","서적","119312072589","2155284","97260948175","22051124414","21740833540","18127255404","17509726974","20162325111","19720807146","13109854598","8941269816","512928941","10065556697","27648212142","49318177824","28693943003","3073253982","48447343382","57493078054","1060798570","5660266261","14315826534","32600228529","29426763832","22876537701","1398630","756654","260676","262732","274770","301265","299187","376759","379895","1380","155460","549992","747888","634572","65992","888911","1226675","48035","231356","330855","700247","535954","269144"
"20261","11","서울시","CS300019","의료기기","254712559775","501085","242107398138","12605161637","41805532460","40919327960","52198219989","40431601563","66752716166","10521576350","2083585287","4000000","51425161917","99637294555","78825038654","24711960210","109104439","174276858283","63782538646","2209210","3316908236","12497263665","74557634690","63710547282","83974828966","441199","59886","87702","82468","77249","90478","103302","46974","12912","30","95055","182156","174657","49141","46","281389","209300","123","7978","33620","76453","96394","276137"
"20261","11","서울시","CS300018","의약품","1737132945369","74583791","1519688883271","217444062098","313902534604","310715439151","266476202483","295910456895","332684250138","184349062977","33094999121","455399897","351198448111","530266844170","570290950145","274090013728","10831289318","901194124525","786471193482","1466995737","66799081002","225062250608","329757151617","386188461785","678391378959","62239321","12344470","13872217","12261916","10297652","11791176","14016360","10015528","2328942","33971","15185483","21166803","22095510","15394185","707839","35210456","39272581","183029","5436130","12809004","14062998","15753179","26238697"
"20261","11","서울시","CS300017","시계및귀금속","314780761928","451630","239250971984","75529789944","50549548113","45969286707","41021539102","43733444613","57977153449","42968907708","32560882236","11317667","17248353249","85642610640","136936991865","74344189973","597298534","139414819554","140840869298","221059415","11234744393","54969023841","65169180308","74112337755","74549343147","355468","96162","71999","69039","60239","73617","80574","62559","33603","4","24498","137827","197605","90152","1544","184876","208045","1277","39257","91648","69412","79908","111416"
"20261","11","서울시","CS300016","안경","128682721796","1242116","87644956960","41037764836","17181514231","16663285526","16381894024","17814811781","19603451398","26009969518","15027795318","112670","5636779886","33445332954","44565072946","43300360495","1735062845","59125045517","67970553712","579552062","14551794655","24487333053","28487926556","33367001131","25623425705","877998","364118","170310","168532","163426","176912","198818","223126","140992","31","57984","293783","395081","468453","26784","441039","795791","18710","299952","265742","222228","249610","180608"
"20261","11","서울시","CS300015","가방","50462050745","1518028","30737707750","19724342995","6872761936","4977933990","5512153912","6362502897","7012355015","11292176788","8432166207","29816238","2153179414","10961101535","19051424927","16380991277","1885537354","18016632888","31321133421","139019545","6217677897","11089063067","11693993716","10035887883","10163527613","903290","614738","182140","156358","168636","189208","206948","344981","269757","379","54273","347639","517356","520195","78186","540452","967486","9102","258536","390950","320411","255729","273234"
"20261","11","서울시","CS300014","신발","93395015575","858240","63856988330","29538027245","12575497969","12419978113","11950277387","12292593575","14618641286","17340734656","12197292589","30024604","7695402131","26471648901","34821701779","23198657843","1177580317","46481531135","42877278565","309537621","8547173095","15803382666","16320350738","23799895826","24578469759","555273","302967","100852","110617","105340","112752","125712","177040","125927","820","49653","236128","313260","237606","20773","368611","472974","6002","108575","139082","135332","163286","289315"
"20261","11","서울시","CS300011","일반의류","1740108215536","26766077","1044606305211","695501910325","198371018741","194200442902","197334030957","221357598148","233343214463","380068681875","315433228450","7394056580","41246881352","438413571860","674781918394","533296493782","44975293568","647337746652","1053260662155","5747859170","160176626790","331913690017","373654549427","400681537274","428423828803","16185711","10580366","3075999","3064860","3025920","3321945","3696987","5792823","4787543","174302","634990","6443773","9547372","8863988","1101652","8946843","17714024","202914","4012759","5729574","5638464","5374522","5702630"
"20261","11","서울시","CS300010","반찬가게","887100634265","35868724","721016539283","166084094982","142818594838","151828286580","117947101978","139712949341","168709606546","117906016506","48178078476","125091384108","197730392408","213129655358","186060101854","110714077331","54375023206","367580154874","375093082265","1002059492","32283892231","103206296060","153831662051","178977037422","273372289898","28732754","7135970","5800813","5779269","5251083","5738211","6163378","4321317","2814653","1570955","7411695","11157319","7970295","6141762","1616698","16687269","16075045","140931","3654384","7699782","6386866","6535158","8345191"
"20261","11","서울시","CS300009","청과상","1321927693308","53181324","932471378302","389456315006","195548983041","178177685720","167761276222","186023401737","204960031582","241889278548","147567036458","38022101775","296679318761","384428657497","421435473300","169969615056","11392526919","555844693211","657418542566","244553546","16319306770","85078922224","158981176961","267804563401","684834712866","34988700","18192624","7327436","6584647","6093523","6999451","7983643","10836797","7355827","310001","7381296","16040345","20152205","9008112","289365","22407385","29906991","21695","1065096","3433623","6688804","11222473","29882737"
"20261","11","서울시","CS300008","수산물판매","1210585013219","18084841","728362068656","482222944563","142181185569","136099211765","125511799585","143362440483","181207431254","298698394651","183524549912","34416535660","204205996137","272051360245","320659344305","351865743555","27386033317","627316044326","445713968851","337549045","50805494999","171847535539","180552568071","228264142383","441222723145","10885548","7199293","2173665","2022585","1836739","2184745","2667814","4441276","2758017","327477","2622503","4698752","5711523","4436096","288490","8811610","8385347","4113","710048","2093596","2551311","3642134","8195747"
"20261","11","서울시","CS300007","육류판매","896640975725","16766332","654769069825","241871905900","118853849006","114231763135","121634603047","130768231835","169280622802","150261119573","91610786327","8518562841","186661311282","240915649942","272070190318","176346090086","12129171256","371210574587","470031684182","154103817","12632292835","71308494316","124039113313","192338698148","440769556371","11361776","5404556","2344841","2075377","1993196","2253312","2695050","3146408","2258148","103141","2220614","4206366","5434968","4614322","186921","7000109","9483435","9559","428890","1497543","2435225","3989556","8122780"
"20261","11","서울시","CS300006","미곡판매","118981070057","2678923","94468785034","24512285023","18130492456","17406181384","16923638765","20613341096","21395131333","20202846967","4309438056","8707977502","39777475534","29929510332","29437061390","9441711594","1687333705","40463482826","68593544459","6943710","1653842770","6611979026","8084128502","18161053481","74539079800","1996500","682423","438373","392950","359000","384918","421259","488618","193805","96658","546887","794246","890633","332398","18101","1063158","1531547","564","30502","147720","235066","492861","1688003"
"20261","11","서울시","CS300004","핸드폰","87177337734","1543635","62443984637","24733353097","11874321692","10410466880","18022301314","9281892523","12855002228","18385332669","6348020428","2575162573","5626451001","21560789238","27647023177","25130021467","4637890278","46970247937","33590832649","296913203","7772014404","13090302854","22377585278","20602279297","16421985539","1174347","369288","243816","222352","219513","227009","261657","241625","127663","51185","166108","388865","415421","408164","113892","763554","730975","11145","257911","314465","269841","299187","341972"
"20261","11","서울시","CS300003","컴퓨터및주변장치판매","585690350689","6506487","489712690534","95977660155","101887775682","89055486013","84332752291","75354924255","139081752293","67103407431","28874252724","836209622","82855962127","180695133775","228650464967","87610339925","5042240273","263647414668","119620192710","500028716","23311316102","63854622608","109489682647","120649654125","65462303182","4449365","2057122","875047","852392","814342","900312","1007272","1174221","882901","29286","1283163","2042450","1831464","1174406","145718","3456400","2554727","75784","1077574","1439891","1706563","1015783","695529"
"20261","11","서울시","CS300002","편의점","961441050868","132370776","699595125546","261845925322","135187786222","139356851098","129325107618","141632302825","154093077783","141010398131","120835527191","80414487025","146322886119","147299992179","153202657504","278243143701","155957884340","567057991876","369157540037","9384210211","158408376118","267168277789","205265057460","183720461040","112269149328","98275447","34095329","18996188","19820415","18296194","20030036","21132614","18269968","15825361","10371441","25010524","21985905","20576085","34842068","19584753","80804862","49766914","2041338","24855128","38178530","26832569","23972887","14691311"
"20261","11","서울시","CS300001","슈퍼마켓","1092127705441","92850689","782266256958","309861448483","160600926648","153194868779","138962316504","154614777649","174893367378","171096643260","138764805223","29789434083","140728051609","211403956362","260573080866","345342812929","104290369592","547521204379","495168366163","3535945873","73758236556","174361880939","207217561687","255517142132","328298803386","67544066","25306623","13676831","13517541","12359849","13551636","14438209","13657638","11648985","3263212","13869840","16557575","18741031","29826306","10592725","50921982","40679174","810942","10340110","19852622","18059363","20309311","22228785"
"20261","11","서울시","CS200037","노래방","104019680239","4118045","65991662129","38028018110","10439110497","12752632520","12238255642","13306096281","17255567189","22623812754","15404205356","41069533580","1681989885","1136512858","3221217458","16907067755","40003358703","77612965657","17883306009","1061644993","10084247541","17052517739","18045075733","28142880953","21107675661","2584135","1533910","455211","478845","455081","512579","682419","877599","656311","651289","40315","204948","487240","1358860","1375393","2533867","1541417","211153","1557988","1243855","434079","408706","219446"
"20261","11","서울시","CS200036","고시원","533776619","902","530936179","2840440","146772","63544391","275666025","46555213","145023778","962861","1877579","0","229382645","185009143","66384831","53000000","0","51132897","482643722","0","169544391","1877579","46123677","224060422","92170550","892","10","147","226","256","37","226","5","5","0","375","193","236","98","0","194","708","0","422","5","32","168","275"
"20261","11","서울시","CS200034","여관","52827073318","1028611","34117093303","18709980015","6576392373","6647952179","6447232627","7010102871","7435413253","9842833659","8867146356","17482065540","3796050029","3637747286","6387276340","13258364941","8265569182","30524998543","10115537998","364700885","6191400501","11689418704","7783358519","8528234037","6083057403","652291","376320","126790","125065","124823","136951","138662","192685","183635","203218","58328","111998","163032","291308","200727","712408","263409","9895","279253","292971","149419","138994","105251"
"20261","11","서울시","CS200033","부동산중개업","5224610905","366886","3969915781","1254695124","789137133","904675811","540406300","745244925","990451612","847249891","407445233","88241062","906203263","1307212765","1298057546","1313433381","311462888","2678154498","1936449477","1450579","577359993","1225813973","1030640317","955134797","824204314","280048","86838","45757","62278","52417","57219","62377","53313","33525","6633","34348","94896","123898","86456","20655","219486","94285","174","26916","85866","72289","82489","46041"
"20261","11","서울시","CS200032","가전제품수리","8062690284","95323","7388250510","674439774","1517270811","1688677355","1137500775","1306698629","1738102940","573302514","101137260","2164677","1367667480","2801240618","2609562809","1212802716","69251984","3896422298","2787847404","1296025","673253397","714655270","1483208657","1279241243","2532615113","82516","12807","18331","16409","14656","14648","18472","9813","2994","206","17809","29108","32310","13417","2473","55226","32670","542","3342","14006","18125","18975","32890"
"20261","11","서울시","CS200031","세탁소","40773337004","2085085","30920798082","9852538922","6708212373","5908442305","6286440979","5217443908","6800258517","8198684084","1653854838","644253074","6549554278","10093005385","11453285656","10757392000","1275846611","17748882246","18257148282","50900920","3009839575","7773869258","8245279190","10058022962","6868046510","1462079","623006","317830","274669","289997","273544","306039","424354","198652","63654","278242","448023","545513","594698","154955","1016304","1023816","6051","295403","516952","405379","490629","325665"
"20261","11","서울시","CS200030","피부관리실","59064070356","326558","45168583816","13895486540","8363725242","8195971272","8397545701","9457539835","10753801766","9953804704","3941681836","754195682","2605490181","14311650634","17449737676","20182471979","3760524204","14849529610","42496909232","104862472","8850086099","17167264223","11698452207","11300550205","8225551073","241202","85356","42835","44063","44257","51886","58161","57532","27824","6215","14155","80086","94173","114522","17407","78753","241221","1690","74961","106723","54277","48130","34175"
"20261","11","서울시","CS200029","네일숍","12693791692","159592","9354031925","3339759767","1712138178","1748231326","1693018626","1980602326","2220041469","2358487122","981272645","18107231","265481444","3193306241","3821368871","4858854934","536672971","2169703325","10419613439","59712801","1943046112","3423341872","2932401803","2351795149","1879102915","117772","41820","20850","22440","21027","24691","28764","29578","12242","642","3379","39855","48075","60782","6859","25237","133587","1035","33686","44513","31756","28517","19327"
"20261","11","서울시","CS200028","미용실","262742756941","5044486","164303351588","98439405353","25680717652","26528350707","31689724865","36335487964","44069070400","60993902239","37445503114","307890238","9217218672","69937486265","90252437113","89307068699","3720655954","108546648970","148427712040","1200124880","27343711024","51409034293","56831496164","65383256751","54806609563","3224317","1820169","562685","532698","599881","682881","846172","1118317","701852","2264","258653","1390559","1694854","1659214","38942","2767551","2256098","31125","491421","959720","1030743","1304106","1206532"
"20261","11","서울시","CS200026","자동차미용","15810127250","223619","11676228838","4133898412","2181940979","2028132783","2173099843","2667622089","2625433144","2922631643","1211266769","10920112","2903192296","4858747060","5720241395","2162716954","154309433","7688941592","3095438406","157140","270938982","2035856456","3114808569","2552620230","2809998611","157374","66245","27984","27649","28752","34250","38739","43162","23083","1244","38430","71026","83445","27833","1641","118510","44632","34","5190","29022","43869","45004","40068"
"20261","11","서울시","CS200025","자동차수리","277353982339","1341376","238326727663","39027254676","42793594488","45984387787","43698575383","48981896087","56868273918","36692125552","2335129124","41209440","45225577296","75641866831","101382077112","54149625268","913626392","177444899763","61085678772","39521135","5778345724","38173849739","52749936964","65412277647","76374620949","1128022","213354","220209","213945","198676","229139","266053","196561","16793","1156","277013","389909","473070","194917","5311","872205","296544","204","30654","195024","265634","312168","365043"
"20261","11","서울시","CS200024","스포츠클럽","110408766553","564974","92184540398","18224226155","20025089456","20053538237","15360012804","18221260645","18524639256","11779304780","6444921375","733400246","11500832618","19416707050","23126989368","42392290342","13238546929","51159690264","52726273706","314863339","15364979789","29413703958","19887883743","22725198387","16179333689","411967","153007","94915","83166","74485","76710","82691","79202","73805","26271","72115","94308","111365","187696","73219","306071","249071","4516","100108","157506","101965","112877","78159"
"20261","11","서울시","CS200019","PC방","85693563780","15007757","54682659692","31010904088","10913647201","10376458020","9919488010","11030416548","12442649913","16178927347","14831976741","12219363766","5769153748","10180831609","14604695298","25726607812","17192911547","66188648003","19410179598","3237537799","30592737219","28211040741","11251638047","9285348921","3020524872","9665533","5342224","1921436","1849100","1761314","1941467","2192216","2788599","2553625","2023441","949489","1727837","2744462","4570947","2991581","11171359","3829462","763789","5758538","4515921","1934937","1553446","474193"
"20261","11","서울시","CS200017","골프연습장","54938369019","1084613","35830962911","19107406108","7243064299","6868354943","6467241031","7087277450","8165025188","10495466940","8611939168","1655109759","5655200453","9282590161","12045794099","17866161394","8433513153","36888993005","11464380434","7400081","1002555392","6549113468","12677589963","16877438503","11239276056","651161","433452","126910","125223","124141","130181","144706","226385","207067","33368","84605","227297","240922","328568","169853","811544","193924","329","20774","113451","229710","368239","272972"
"20261","11","서울시","CS200016","당구장","39120012640","1901705","26537134493","12582878147","5088193188","5143055671","4473326498","5006212614","6826346522","7094995411","5487882736","2338718156","1705020708","2910702842","6577354158","17274294020","8313922756","29150167448","8014319011","295604487","2834658729","5266384671","7132934745","9996322449","11638511050","1210971","690734","226432","230679","220294","240291","293275","386196","304538","129196","21492","107507","342205","810453","490852","1612131","262022","28863","175213","210782","270033","516881","672360"
"20261","11","서울시","CS200008","한의원","210627916887","5915939","166797648300","43830268587","36190274004","33980203917","26408365367","29127727693","41091077319","39293023182","4537245405","13552963","26846134814","77501127733","63184300470","42604524509","478276398","77575422894","131473857139","96831935","9875697538","29848393033","42619860829","52053447579","74558498693","4920781","995158","1079119","935951","853069","861795","1190847","869039","126119","78","1018877","1977841","1762037","1151017","6089","2548813","3354145","4480","163887","589472","787390","1146705","3211041"
"20261","11","서울시","CS200007","치과의원","608053092207","4049408","525578642219","82474449988","109784033082","117091833662","92076683059","84581388904","122044703512","78229107980","4245342008","141851","83610783711","215068069036","193501563676","114760285715","1112248218","302685078132","302523596924","704133537","30964027015","73631263723","118987598093","162831732643","218090680288","3458138","591270","739164","749328","597008","557158","815480","568607","22663","7","755568","1269263","1364944","657093","2533","2000024","2042512","7116","257509","580639","847974","971971","1377338"
"20261","11","서울시","CS200006","일반의원","2126154998250","43776129","1749376049373","376778948877","372674875792","347241242865","267652775754","320889006770","440918148192","346163516864","30615432013","312685502","465130079884","678598779078","630849626796","347222249863","4041577127","819817961336","1302961023684","2286756484","171341837179","440633078115","489860025504","502619965542","516037251353","37116618","6659511","8388510","7313188","5701121","6896770","8817029","6162597","496914","1464","11310354","12409579","13854255","6160495","39982","20033086","23725399","108928","2639751","7138344","8898489","9261469","15711487"
"20261","11","서울시","CS200005","스포츠 강습","116495179033","463749","104164409238","12330769795","23365501696","23029252299","19133645533","18373739013","20262270697","8951510234","3379259561","296459329","10078766128","19919825701","25153120559","49845510465","11201496851","41770344011","70677081345","133040333","8585487567","27115467035","46810561649","21583999404","8218852121","389836","73913","87991","84289","73337","67921","76298","41890","32023","7422","43800","72367","108469","181494","50197","203910","248473","3194","39129","98726","204913","74226","32172"
"20261","11","서울시","CS200003","예술학원","151349929515","636508","125143663311","26206266204","25586683573","28031599778","23353245451","22963966027","25208168482","19033075886","7173190318","897702086","11709262314","27802858999","49560094110","51326876832","10053135174","59479612776","89030588290","240873412","5528581507","17346324748","84195134442","35019639749","6179557039","546371","90137","115889","125023","106382","96124","102953","66999","23138","3190","51795","121991","220404","208385","30743","242271","390189","1859","28127","95963","382201","99921","24388"
"20261","11","서울시","CS200002","외국어학원","69386038761","180519","62089754149","7296284612","13781806380","12759984847","10696666387","11631417791","13219878744","4444006843","2852277769","864176301","10566130780","12806036421","19869858292","20136864101","5142972866","30375768265","37897796937","37750408","1546948020","6762063402","42826679084","14104482764","2995641527","158310","22209","34402","34806","27051","29148","32903","14283","7926","2148","23261","29731","53138","58547","13694","74760","103819","365","7205","17613","109726","36202","7456"
"20261","11","서울시","CS200001","일반교습학원","968308327858","3001002","763761469708","204546858150","160078192803","162191761794","138160871064","145000150121","158330493926","119978311502","84568546648","12537373966","113430529792","154769860933","265764483893","325767214128","96038865146","413407162373","549773838857","853168322","3525095270","31558221580","587530449732","311527899152","28186170392","2353364","647638","500933","499857","422297","457014","473263","382914","264724","39180","399673","483266","815312","980355","283216","1231748","1757227","16203","27603","141926","1839295","883703","80257"
"20261","11","서울시","CS100010","커피-음료","689282715962","84290405","507751889237","181530826725","91452104120","101125524705","95946246028","104980010150","114248004234","100782256167","80748570558","4881111508","102594533218","251734863959","172068635168","131487796838","26515775271","270011530355","328769367839","5485331820","116711892701","175597613437","126891976178","106530900796","67562986797","63806487","20483918","11938127","12867628","12024977","13127860","13847895","11331669","9152249","323513","18926195","29354936","19688836","13794757","2202168","37347213","41255916","820667","15032019","23779481","16782220","14042206","8146523"
"20261","11","서울시","CS100009","호프-간이주점","671609245495","14053106","451585406375","220023839120","72556092947","84013036973","81658630000","95146494131","118211152324","134269560456","85754278664","163773332114","8567970363","43100450241","24994315426","153270463338","277902714013","394499251976","198432946797","6003507159","118080586734","172140105074","113217684027","109520204008","73971119879","9578344","4474762","1659068","1799162","1753719","1965972","2400423","2629404","1845358","2419087","421964","2122098","1121065","3490330","4478562","7692752","5418689","174129","3043334","3909252","2291410","2176294","1517090"
"20261","11","서울시","CS100008","분식전문점","287506561581","25028641","213068948112","74437613469","39451053961","42163498218","39529681136","44043219444","47881495353","44048954969","30388658500","5565416943","26275922292","101793862532","49739312752","84933294476","19198752586","128400005257","127647579116","2448629481","32794533977","58056012457","61451302975","59418749364","41878356114","18871897","6156744","3510044","3760048","3556241","3878230","4167334","3631161","2525583","356301","2883335","8341302","4602971","7412792","1431940","11413776","12378622","257298","3173375","5565382","5567659","5386574","3842238"
"20261","11","서울시","CS100007","치킨전문점","96480730609","2779765","69051391248","27429339361","11116945118","12858456880","12626051573","14686274906","17763662771","16318361216","11110978145","6610944630","514339206","3624451081","5691214619","40879692692","39160088381","54544996457","30104371848","543063233","9876544249","18209774235","18763523949","21494201262","15762261330","1958470","821295","317985","366690","361343","402359","510093","476495","344800","136706","14267","179104","241287","1319582","888819","1616148","985092","22429","297135","527386","549327","663100","541871"
"20261","11","서울시","CS100006","패스트푸드점","175515433909","13102625","121352173064","54163260845","22003854557","23379474626","23023263614","25105842803","27839737464","29009452002","25153808843","3510861606","9959244994","52616761177","33304301436","62256633831","13867630865","84330330557","72397663612","1959937336","24632115433","41056652155","37856059090","32673026072","18550204032","9326025","3776600","1740501","1843743","1771393","1909402","2060986","2046517","1730083","416575","1006860","3775982","2439681","4263317","1200210","6731084","5789838","207610","2313049","3596128","2789412","2284982","1329769"
"20261","11","서울시","CS100005","제과점","268333638676","23926260","192223756032","76109882644","35308196045","37608973984","35677292954","38873906388","44755386661","42996023344","33113859300","334290246","44432715636","71317887136","67663273942","71859409350","12726062366","98174610990","142508401197","1063086200","25430509538","51584242717","56442066652","54865990339","51297099571","17365949","6560311","3283133","3436357","3272814","3520666","3852979","3654754","2905557","35965","4339051","5786870","5746472","6728414","1289488","9185215","13753389","151708","2838214","5111762","5079038","4958198","4799697"
"20261","11","서울시","CS100004","양식음식점","318013807731","6745287","209849499192","108164308539","33912596414","38810241166","40033918439","44679360396","52413382777","62685612254","45478696285","18113951367","2648920075","92685695472","45013299551","111662357519","47889583747","135540797628","121243661489","1827140600","50848772924","81710656860","54607893918","42542782607","25247846728","4632253","2113034","804689","889804","881185","962919","1093656","1177802","935232","247971","125001","2647043","1059098","2146240","519934","2883268","3176749","71771","1422768","1880321","1232731","965701","486653"
"20261","11","서울시","CS100003","일식음식점","270642848865","6123175","203598463387","67044385478","33396593923","39123936764","38426011557","42742879825","49909041318","41843155470","25201230008","10269042645","637054904","83548713325","21256264730","99180897754","55750875507","119699025928","84804844110","1626843058","38860361101","64404920050","40861400179","34857382586","23892963117","4742241","1380934","834520","936286","897076","982072","1092287","813897","567037","140695","25426","2792514","644556","1976061","543923","2774200","2563366","79251","1208993","1626341","1030253","882803","509908"
