"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20253","D","발달상권","3120228","석촌역(석촌호수)","1881277","842259","1039019","203795","334507","438464","325238","238085","341188","377845","373294","260095","266861","374517","228665","264770","267575","266318","267470","270448","277369","267326"
"20253","D","발달상권","3120227","잠실역","1140847","538725","602122","140722","171265","234869","252180","163854","177956","137696","239354","214134","227613","225430","96622","174261","179117","178278","177567","170125","139407","122094"
"20253","D","발달상권","3120226","석촌고분역","679725","316396","363329","79951","108130","149762","121478","96835","123569","165143","136710","83563","85063","122035","87211","95815","95893","95796","95892","96337","99839","100151"
"20253","D","발달상권","3120225","잠실새내역(신천)","2823597","1349555","1474042","487018","520473","513897","533778","377128","391304","618026","515202","357219","389228","565759","378163","390700","393681","393898","398569","416539","432099","398113"
"20253","D","발달상권","3120224","수서역","247152","117141","130012","30786","24211","37451","41444","34743","78518","40475","56581","43854","40476","42410","23357","38606","38835","39226","39111","37511","28402","25461"
"20253","D","발달상권","3120223","휘문고교사거리","309547","178832","130716","53556","45743","73630","69018","39378","28222","23509","74214","69177","67978","55260","19408","50896","52393","52003","51942","47788","28013","26511"
"20253","D","발달상권","3120222","삼성역","1072920","575041","497879","123995","189467","286597","238919","137993","95949","74349","257110","243478","237225","198671","62087","173788","182566","181958","182754","167991","97419","86445"
"20253","D","발달상권","3120221","봉은사역","498150","260466","237684","54882","74779","115886","110235","76056","66312","52015","113748","101328","100755","93765","36538","77111","80738","80518","81303","76464","54232","47784"
"20253","D","발달상권","3120220","대치역","503213","234244","268968","212454","36428","34251","91426","63351","65304","73770","88328","75798","91489","120246","53584","71867","71440","69054","71604","70698","78465","70084"
"20253","D","발달상권","3120219","은마아파트","1248675","646589","602085","634352","116414","80718","176074","134057","107059","153788","208484","187899","229854","333353","135296","170457","168868","164012","167838","171072","212264","194164"
"20253","D","발달상권","3120218","코엑스","52266","25177","27087","3955","10573","13903","12112","7236","4486","2543","9666","13000","13470","10984","2603","7152","7852","8078","8501","8248","6801","5632"
"20253","D","발달상권","3120217","대치사거리","1491453","818068","673386","550707","177954","190515","260935","182378","128965","230505","295452","240208","257180","315306","152803","220420","219743","219098","219103","213304","205166","194619"
"20253","D","발달상권","3120216","경기고교사거리(경기고교앞사거리)","188807","94804","94002","21242","23040","40141","41050","29001","34333","23824","44252","36627","35831","32526","15748","28769","29698","30034","29835","28714","23147","18609"
"20253","D","발달상권","3120215","포스코사거리","3481830","1847092","1634740","385362","570179","860375","829163","506107","330644","511676","765231","665217","651758","596810","291137","562522","578375","577131","575691","527737","346949","313427"
"20253","D","발달상권","3120214","영동대교남단교차로","381093","185607","195485","37086","49807","80701","84534","60340","68624","61061","84332","65015","64640","68096","37949","56926","57816","58921","59031","57577","48246","42574"
"20253","D","발달상권","3120213","삼성중앙역","2229769","1092470","1137298","190432","373195","536108","527841","331097","271097","388486","459480","385953","382524","392411","220914","335532","345736","347103","349844","334249","268403","248902"
"20253","D","발달상권","3120212","한티역","1068546","512742","555804","446324","102035","90252","183628","139548","106758","133074","185975","175680","202316","261103","110399","144392","148536","147523","149245","151131","171195","156523"
"20253","D","발달상권","3120211","도성초등학교","909500","406652","502849","324159","111546","105885","161855","119184","86869","112834","167668","158480","170336","211799","88385","127734","129639","131106","132640","132383","135789","120210"
"20253","D","발달상권","3120210","선릉역","5371385","2668847","2702540","626019","911353","1220914","1150314","792810","669975","799506","1147199","975267","954645","996161","498605","835346","866774","865863","872286","826327","593832","510958"
"20253","D","발달상권","3120209","강남구청(청담역_8번, 강남세무서)","894373","407982","486391","164679","104007","150081","191204","130492","153907","150651","183313","150338","153618","167616","88835","133618","136502","135745","136409","134194","114427","103477"
"20253","D","발달상권","3120208","청담사거리(청담동명품거리)","1395300","635440","759859","129544","242030","305337","303784","205474","209131","238924","282559","243318","241316","248560","140625","194485","210794","212237","212923","212853","192529","159479"
"20253","D","발달상권","3120207","선정릉역","1983833","985091","998742","266784","329459","443138","414716","270047","259690","394585","428597","316867","312931","327950","202902","306436","313375","310249","308958","292576","229808","222429"
"20253","D","발달상권","3120206","개나리아파트","1229918","581057","648861","213490","175481","230060","258282","181292","171314","232790","282905","205860","196303","191601","120461","187380","191598","192068","188580","181172","144374","144747"
"20253","D","발달상권","3120205","매봉역","587045","292218","294827","57526","82347","115436","116601","99363","115771","88732","121892","108474","104337","108645","54965","91040","91087","92764","92511","90545","67885","61215"
"20253","D","발달상권","3120204","르네상스호텔사거리","2095254","1050046","1045209","173849","396420","539652","451355","279575","254403","237899","474420","426170","417329","381526","157912","346013","357541","356836","355477","324561","193972","160853"
"20253","D","발달상권","3120203","강남구청역","1762270","877076","885194","164969","306184","441173","396303","243036","210605","256840","354111","319500","324364","342579","164876","273132","284517","286705","285792","265784","196233","170108"
"20253","D","발달상권","3120202","압구정로데오역(압구정로데오)","2008571","897905","1110666","169554","458707","484416","417165","236163","242565","237872","338388","382348","400332","445392","204239","274428","296327","298868","305307","317395","292734","223511"
"20253","D","발달상권","3120201","도곡1동","1002182","491899","510283","143006","152556","203776","203461","146852","152532","204872","215392","152394","154932","168744","105847","152191","152239","152797","151113","146370","125142","122330"
"20253","D","발달상권","3120200","학동사거리","1259521","572785","686736","77195","264445","336608","280374","163567","137332","133367","233300","258512","259470","265759","109114","176271","194621","195079","198078","196895","170487","128090"
"20253","D","발달상권","3120199","경복아파트교차로","526854","271684","255170","30199","100861","147027","120544","68126","60097","95714","112002","89682","88722","89782","50951","79989","82679","82021","82381","77432","62026","60326"
"20253","D","발달상권","3120198","구역삼세무서","2284289","1190423","1093865","144911","449665","635707","488663","290561","274782","481101","491736","356824","352025","365801","236800","354001","360774","358681","355325","335590","260173","259745"
"20253","D","발달상권","3120197","역삼역","5037170","2706972","2330196","189263","1130684","1519896","1126329","616643","454355","585887","1122650","1025798","1001303","909820","391713","840508","876675","869423","865704","776806","434449","373603"
"20253","D","발달상권","3120196","서울세관","874839","440734","434105","83079","147843","209762","200568","121342","112244","164520","184991","144629","142575","147425","90701","135651","140130","140932","139560","132451","97914","88201"
"20253","D","발달상권","3120195","성수대교남단","786339","351760","434580","88867","167046","173580","158242","96814","101790","94876","134373","148833","155707","174472","78077","110288","116657","117216","119390","123588","110696","88506"
"20253","D","발달상권","3120194","언주역(차병원)","1855843","930771","925074","89677","378667","534578","416436","235282","201205","327576","403332","323497","316045","311345","174047","286557","295303","293161","294409","277393","210813","198209"
"20253","D","발달상권","3120193","도산공원교차로","881976","421442","460534","73379","163315","222617","200990","115689","105985","107725","176858","177080","176881","171525","71909","134604","142039","140969","141835","136877","101251","84400"
"20253","D","발달상권","3120192","뱅뱅사거리","2343703","1186585","1157118","237068","417305","590892","512634","319414","266387","424069","511998","393365","382328","397461","234484","366888","374901","373889","370637","353465","257520","246402"
"20253","D","발달상권","3120191","학동역","2299451","1124056","1175395","190442","432584","576540","491488","311574","296821","429950","487224","379715","380539","394375","227648","353498","362065","364451","359363","344565","265802","249707"
"20253","D","발달상권","3120190","강남을지병원","1506013","725512","780500","126098","267954","384752","339444","198379","189387","238746","306866","273555","276204","274624","136017","230240","240012","239437","239030","230588","175850","150857"
"20253","D","발달상권","3120189","강남역","8156878","4012235","4144646","807681","2236708","2077519","1555449","869496","610028","1000452","1551101","1500240","1546553","1775136","783396","1253315","1294197","1289888","1297641","1286787","982722","752329"
"20253","D","발달상권","3120188","압구정역","2187875","962884","1224991","362927","325434","403473","452788","316639","326614","267926","418087","417449","427779","465661","190974","323139","337277","330406","332268","336367","284049","244367"
"20253","D","발달상권","3120187","신논현역","3625360","1738133","1887228","288773","930620","924520","719429","415100","346920","544668","691810","591932","625558","784252","387140","532546","545987","539724","548124","557411","496903","404665"
"20253","D","발달상권","3120186","가로수길","2143029","977281","1165748","233247","451271","497633","429109","266608","265162","314495","383637","374732","394936","458623","216607","313305","326602","324657","326542","329797","282753","239375"
"20253","D","발달상권","3120185","논현역","2429932","1176871","1253061","153432","503275","602717","521049","317385","332074","420042","493200","387714","397179","471206","260592","370758","377882","377227","377485","369763","298184","258633"
"20253","D","발달상권","3120184","포이사거리(삼호물산)","1613248","856877","756369","161971","230741","348852","333111","264617","273957","340565","338119","241118","235461","274383","183604","246048","247155","247210","246805","237740","193973","194315"
"20253","D","발달상권","3120183","양재천카페거리","420367","216943","203424","30700","58970","97397","93379","69694","70226","65212","89911","73453","72412","77707","41673","65019","66139","65116","65227","62817","48252","47799"
"20253","D","발달상권","3120182","양재시민의숲역(양재동꽃시장, aT센터)","709517","371817","337699","84835","105494","154152","140136","110456","114443","113796","162102","119818","117132","126629","70039","108208","110390","110547","111500","108532","83883","76455"
"20253","D","발달상권","3120181","교육개발원입구사거리","463323","233605","229718","46011","69417","104367","98276","69837","75416","71856","101810","80274","80331","83801","45249","71128","71887","71955","72087","68511","53061","54695"
"20253","D","발달상권","3120180","양재화물트럭터미널앞","126185","70714","55471","18585","14970","23184","27077","22791","19578","25800","31617","18870","18274","18783","12843","18960","18898","18779","18816","18844","16440","15446"
"20253","D","발달상권","3120179","양재역","2525174","1231808","1293366","298145","392432","573937","518318","359782","382559","389944","558688","443154","419356","473807","240225","391468","397219","401502","401772","388291","285535","259387"
"20253","D","발달상권","3120178","신사역","3256460","1593719","1662741","253422","688027","800554","690156","429503","394798","483407","657891","572172","585177","649700","308113","496009","513903","507522","512142","504184","399972","322727"
"20253","D","발달상권","3120177","신논현역 1번","1308361","635227","673135","186647","225997","295441","274724","160447","165105","373475","277078","150923","147543","193923","165418","189888","190839","190355","191024","191004","180877","174374"
"20253","D","발달상권","3120176","논현역 4번","1805457","879599","925859","152461","340435","448654","370401","241712","251792","529141","382730","201856","197006","260729","233995","261811","261441","262224","261501","259325","253346","245808"
"20253","D","발달상권","3120175","남부터미널역","1423373","708153","715219","138596","232047","292109","288096","231200","241326","268820","312069","230614","230880","239206","141784","218223","220729","221959","219916","212767","173492","156286"
"20253","D","발달상권","3120174","논현역 5번","449034","221502","227531","58580","65909","95260","96795","61724","70765","120044","93531","57075","58902","67384","52097","66739","66997","67026","67754","66317","58584","55618"
"20253","D","발달상권","3120173","교대역(법원.검찰청)","4504670","2244588","2260082","437740","769302","935042","883728","736183","742676","581824","961986","825629","807392","911555","416285","699334","717745","721568","717955","686772","499914","461380"
"20253","D","발달상권","3120172","교대입구교차로","2029902","1037753","992151","206425","357520","460541","423578","308874","272965","391311","438341","325059","322245","344158","208789","309368","314175","313408","313423","299661","243828","236042"
"20253","D","발달상권","3120171","서초3동사거리","1629200","789731","839469","243917","253131","302067","323420","244358","262306","259758","346285","277073","283018","306446","156619","238748","246329","246266","246912","240636","212949","197360"
"20253","D","발달상권","3120170","삼호가든사거리","1101495","508232","593264","384053","80893","122512","238044","123769","152224","190590","189626","157558","195501","251064","117157","162476","164675","160970","163390","162791","153353","133838"
"20253","D","발달상권","3120169","서초역","1486947","774749","712199","101041","252367","344162","312931","255904","220541","178058","323344","294338","281045","283445","126718","235118","243241","241410","241657","225396","149395","150730"
"20253","D","발달상권","3120168","서울고교교차로","322010","160345","161664","52538","45502","55853","64921","51331","51864","46166","67874","59845","60908","58580","28634","49251","51276","51756","50940","48659","36515","33613"
"20253","D","발달상권","3120167","고속터미널(고속터미널역)","689272","301898","387372","143858","96586","99209","127947","104004","117667","73184","125327","120675","137064","167332","65690","94469","96914","97822","99543","103140","104897","92486"
"20253","D","발달상권","3120166","방배역","1087076","509919","577157","185114","167668","185466","189092","155825","203910","195308","217716","166120","169432","215849","122650","161264","165002","163625","164163","157841","141582","133599"
"20253","D","발달상권","3120165","서래마을카페거리(서래마을)","699646","320190","379456","169843","60269","77961","139782","117395","134397","175982","147687","91194","88649","112843","83292","99722","100932","101288","100830","102147","99074","95653"
"20253","D","발달상권","3120164","내방역","1273187","574589","698597","192493","179120","230578","238695","187728","244572","236446","258894","183696","191033","253164","149953","189696","191306","190805","191030","184414","166468","159469"
"20253","D","발달상권","3120163","사당역 11번(사당역먹자골목)","1404451","612226","792224","243383","187096","212105","218658","196334","346877","429141","295088","149658","146025","203762","180778","200178","197936","201033","199069","198182","202237","205815"
"20253","D","발달상권","3120162","방배동카페골목","684915","314749","370165","137875","75330","93120","135911","110723","131955","165204","136465","87471","90735","121811","83227","97241","97266","98097","97961","97238","98316","98796"
"20253","D","발달상권","3120161","방배동가구거리(사당동가구거리)","379340","171596","207745","73105","42036","49632","67708","62574","84283","98515","80568","45057","44384","62457","48360","54304","53992","53848","52589","53522","54950","56135"
"20253","D","발달상권","3120160","사당역(사당)","2071210","1011613","1059596","192725","455887","420103","307693","284557","410245","343839","360837","276763","298868","508283","282618","288302","295064","298319","303623","318752","306323","260826"
"20253","D","발달상권","3120159","서울대입구역","3453379","1653917","1799464","263115","1309350","739202","398508","324387","418817","748978","660350","425988","449578","698281","470205","486580","492383","491895","492688","506771","509352","473711"
"20253","D","발달상권","3120158","녹두거리(대학동)","776168","433383","342785","56546","263392","152176","95260","85559","123236","169433","151550","100347","105049","146408","103377","111528","111247","110601","111362","111410","111117","108903"
"20253","D","발달상권","3120157","신림역(신림)","4462884","2329031","2133853","212326","1560704","1118350","607218","439210","525076","1066866","863348","513932","541168","858531","619040","609961","606487","616227","610810","635671","695286","688441"
"20253","D","발달상권","3120156","총신대입구역(이수, 총신대)","3706589","1680790","2025798","514530","640844","644896","592408","535258","778654","637290","688369","520611","570286","823398","466633","521562","528502","530434","528350","544996","546361","506382"
"20253","D","발달상권","3120155","총신대학교","210423","93580","116845","43119","24464","33583","36542","28400","44315","57235","46042","24303","23704","32404","26735","29203","29181","29269","29451","28846","31495","32977"
"20253","D","발달상권","3120154","장승배기역","601981","275129","326852","103012","93105","97514","100733","86832","120786","106187","123203","89442","96442","117784","68924","88786","89038","87856","89947","86966","83022","76366"
"20253","D","발달상권","3120153","노량진역(노량진)","1682410","896852","785557","136883","642074","339261","185514","170795","207884","293501","355138","240370","249606","349560","194234","240678","244376","242789","244022","247856","250015","212675"
"20253","D","발달상권","3120152","신대방삼거리역","704095","321672","382423","85823","145961","130180","102688","97814","141630","140115","137538","89566","96875","145399","94602","100027","98924","99168","98145","99288","104846","103695"
"20253","D","발달상권","3120151","보라매공원","1346667","654365","692302","134047","225074","264627","248120","204653","270145","294921","285297","202812","200110","219152","144376","203967","205450","202193","203274","192445","171213","168125"
"20253","D","발달상권","3120150","63빌딩","58598","29383","29215","8264","6150","10955","12318","8995","11917","12549","14161","9681","8210","8459","5538","8890","9126","9182","9138","8765","7249","6249"
"20253","D","발달상권","3120149","여의도역(여의도)","1695915","917417","778498","106611","290369","452713","425684","255363","165177","141413","381528","374054","373325","319132","106465","276872","288584","286349","287109","267546","158810","130647"
"20253","D","발달상권","3120148","국회의사당역(국회의사당)","430697","235322","195375","16727","67631","119964","108863","67859","49652","38723","107322","97345","90164","71430","25712","68600","71724","72503","71062","66224","36131","44452"
"20253","D","발달상권","3120147","보라매역","1008249","485318","522930","142922","182146","193585","160554","145670","183372","218065","208452","132346","131309","190053","128022","144486","144642","143381","143441","143449","144827","144022"
"20253","D","발달상권","3120146","한강성심병원","506651","260070","246582","20601","116336","152843","89576","68008","59288","113368","117475","72120","70557","78361","54769","74850","75493","75097","74836","73549","66323","66505"
"20253","D","발달상권","3120145","영등포역(영등포)","4082944","2016205","2066739","211735","992835","943532","618120","552666","764055","743553","724799","634990","696576","826335","456692","534275","547129","553320","559968","602750","670828","614674"
"20253","D","발달상권","3120144","영중로","1569386","731453","837935","205655","249221","375686","306907","206941","224977","255134","327531","259439","260931","305051","161300","233808","235803","234081","233973","232209","203375","196139"
"20253","D","발달상권","3120143","당산역","1167643","568989","598655","96800","230100","284638","202604","157775","195724","172059","240939","175951","183399","259477","135818","171140","174139","174191","175863","177584","157556","137170"
"20253","D","발달상권","3120142","대림역","1766724","862828","903895","94546","228585","301962","320267","352818","468546","291350","352247","247066","262283","388464","225314","250267","249240","250949","248900","251220","254132","262017"
"20253","D","발달상권","3120141","영등포청과시장교차로","540772","257491","283280","41810","102358","145344","90019","72602","88640","134695","116627","73283","71369","81468","63328","79710","79067","79200","78896","77033","72615","74250"
"20253","D","발달상권","3120140","문래동주민센터","143129","71454","71676","10161","22404","34003","28812","22365","25385","25239","31431","24032","24640","24268","13518","21961","22125","22004","22102","21644","17492","15800"
"20253","D","발달상권","3120139","대림3동사거리","791284","385022","406262","81790","92280","128601","131114","151089","206411","206647","162622","95853","95759","129729","100672","113032","112655","112490","111908","111441","112828","116928"
"20253","D","발달상권","3120138","당산2동(영등포우체국)","622994","289636","333359","107481","99933","134770","106860","77000","96951","153325","134723","81632","80347","98318","74651","91448","91553","92072","91439","89816","83321","83346"
"20253","D","발달상권","3120137","문래역(문래로데오거리)","36304","17199","19105","5563","4938","6367","7221","5546","6672","7103","7531","5446","5603","6711","3910","5306","5357","5393","5401","5369","5011","4467"
"20253","D","발달상권","3120136","영등포구청역","1984791","941764","1043026","164290","373819","448017","351367","294193","353104","369899","408530","301359","303897","378587","222519","288653","290862","292852","291152","294813","272356","254104"
"20253","D","발달상권","3120135","양평역","425282","202107","223176","41738","78033","105733","78500","58056","63221","71470","96866","78950","72724","67045","38227","66911","67342","67099","66896","64689","45867","46479"
"20253","D","발달상권","3120134","구로전화국","749827","376293","373533","53243","122789","153186","130575","121416","168617","157498","150534","104506","108207","138689","90393","108311","109362","109806","108563","107919","103120","102745"
"20253","D","발달상권","3120133","서울시흥동우체국(홈플러스시흥점)","143364","70411","72953","13764","19651","26344","22968","26045","34592","24401","25601","20167","22697","32223","18275","20300","20292","19989","20361","20859","21778","19784"
"20253","D","발달상권","3120132","독산동","1041514","561306","480209","72630","223219","251770","169689","152796","171412","247234","216628","137696","137813","176008","126136","150916","152975","153737","152621","150399","143014","137853"
"20253","D","발달상권","3120131","가산디지털단지","1223529","686089","537441","49376","261810","331358","251871","189932","139183","167051","275885","238696","234836","208688","98374","202585","204544","203441","202451","188214","113409","108885"
"20253","D","발달상권","3120130","구로디지털단지역","1613220","839861","773359","71867","377616","423653","290075","218888","231117","315321","320542","219661","226892","323761","207042","234943","238751","241883","242350","243315","216018","195958"
"20253","D","발달상권","3120129","구로디지털단지","705627","381370","324257","34515","139038","185663","158139","108275","79996","79095","159971","149323","145433","120494","51312","120538","121197","119933","119392","110757","59875","53934"
"20253","D","발달상권","3120128","신도림역","566350","259970","306380","67070","92671","126223","105292","74778","100315","103316","115863","77486","84137","117984","67565","80459","80113","81744","81448","82075","84224","76286"
"20253","D","발달상권","3120127","구로구청","643630","309660","333970","69619","116294","136491","117330","93222","110676","169642","136601","79717","75160","99648","82864","93973","94165","93645","94075","93141","86509","88121"
"20253","D","발달상권","3120126","디지털단지오거리","241148","129063","112085","6599","44816","50614","44545","47239","47333","49180","50262","34953","34812","44627","27313","34953","34824","35091","35234","34187","32641","34218"
"20253","D","발달상권","3120125","구로역","760544","382692","377855","82840","104213","155766","146594","126586","144543","130317","165666","117903","121158","144545","80957","108726","110570","111861","111054","111615","106451","100268"
"20253","D","발달상권","3120124","개봉동 현대아파트","1141700","533730","607971","199569","115077","173931","207280","175070","270773","277229","210748","130520","142313","218476","162414","158810","157140","158722","157910","160719","171994","176407"
"20253","D","발달상권","3120123","오류동역","663021","300953","362068","69080","130719","135657","99736","94866","132961","146577","125778","81399","88375","128531","92361","93206","93354","93231","93439","94133","99980","95677"
"20253","D","발달상권","3120122","강서구청","1794996","827555","967441","168301","332802","406453","308117","237731","341592","500925","369547","197659","192146","284089","250630","252919","255180","252161","252430","257042","261919","263347"
"20253","D","발달상권","3120121","까치산역","3927063","1924290","2002773","638940","585600","746821","743429","545036","667236","766689","778395","548014","565196","760244","508524","565724","571460","573866","571196","567846","542955","534014"
"20253","D","발달상권","3120120","화곡역","1876436","853167","1023269","232175","328113","352531","309227","254195","400195","358000","378731","248110","259129","389731","242736","265911","264519","265772","263694","270217","278375","267951"
"20253","D","발달상권","3120119","발산역(마곡)","935092","435662","499431","112446","176950","207042","165652","121582","151418","134119","185250","169207","171230","190041","85246","138680","141630","142355","142478","139358","122675","107916"
"20253","D","발달상권","3120118","마곡역(마곡)","143143","69108","74035","23832","23909","29761","29318","19057","17266","26605","28811","23680","23298","26148","14600","21910","22102","22186","22297","21768","17380","15499"
"20253","D","발달상권","3120117","강서농산물도매시장","10399","5262","5137","2261","1139","1468","2024","1685","1823","2827","2267","1254","1232","1530","1287","1514","1506","1498","1495","1482","1461","1443"
"20253","D","발달상권","3120116","송정역","282104","136194","145910","33254","49743","55664","44084","37827","61530","55510","57757","38814","39247","55951","34823","39902","40019","40057","39700","40712","41181","40532"
"20253","D","발달상권","3120115","김포공항역(김포공항)","9953","4891","5063","1000","1599","2144","1884","1362","1965","1663","2111","1582","1611","1901","1085","1331","1373","1388","1411","1449","1534","1468"
"20253","D","발달상권","3120114","목동신시가지","1311074","599566","711508","426356","118161","126045","261805","177872","200837","259794","252462","186405","197885","260785","153745","186215","186836","186728","187700","188424","191578","183595"
"20253","D","발달상권","3120113","오목교역","1713292","792562","920731","517190","187927","187472","325067","242282","253355","322920","331321","245648","256881","349827","206695","243939","239727","239073","239692","248918","260596","241347"
"20253","D","발달상권","3120112","등촌역","1371012","618185","752827","166041","223509","317961","225735","171611","266153","289544","277582","182061","183807","263070","174949","194992","196457","195832","196195","196959","198143","192436"
"20253","D","발달상권","3120111","목동사거리","653337","314919","338419","94084","97539","109485","103970","101830","146428","146913","131572","81967","86082","121999","84803","92300","91421","91914","92000","92729","96606","96369"
"20253","D","발달상권","3120110","목동역 8번출구","1220292","581787","638505","264190","171811","169099","200869","178211","236111","273877","232259","156502","168882","232022","156751","175039","175238","175362","173973","176374","176877","167430"
"20253","D","발달상권","3120109","서울남부지방법원","610258","292889","317367","148682","71761","78255","106229","94925","110405","140111","123303","81637","82972","108379","73855","88796","88717","89149","88637","87968","85583","81407"
"20253","D","발달상권","3120108","신정네거리역","888518","419400","469119","159394","114985","128097","146403","135496","204143","198132","176918","112332","115546","167749","117840","126537","126610","126327","125776","127342","129053","126874"
"20253","D","발달상권","3120107","공덕역(공덕오거리)","1422589","652305","770284","178199","230208","307568","273836","213763","219016","161748","310821","255010","255472","305843","133694","220800","222854","224500","225221","218047","166283","144884"
"20253","D","발달상권","3120106","마포역","838295","391428","446867","115461","103669","172713","171474","132376","142604","190312","178584","118348","114957","140543","95551","125035","126517","126094","126183","124570","108509","101389"
"20253","D","발달상권","3120105","상수역(홍대)","949257","443854","505402","115574","360743","171007","127507","77266","97160","194235","173656","134736","138537","189355","118738","128881","131588","132924","135641","138710","144456","137057"
"20253","D","발달상권","3120104","연남동(홍대)","5004476","2176722","2827754","498712","1465935","1071908","836877","553850","577192","973943","847830","699832","798756","1086268","597846","678949","685770","691229","703849","729502","790569","724609"
"20253","D","발달상권","3120103","홍대입구역(홍대)","4067471","1918613","2148859","532140","1740319","809927","472930","271347","240809","743737","541781","557206","696918","980521","547310","518719","515660","526543","549859","611990","716890","627812"
"20253","D","발달상권","3120102","서교동(홍대)","2547682","1131266","1416415","234851","726649","559340","458514","289879","278448","362482","447626","419652","471255","568498","278170","358165","366670","367564","372272","379377","373418","330217"
"20253","D","발달상권","3120101","합정역","1454011","655907","798105","114817","386080","366462","249669","163717","173269","190075","261533","243981","249928","342005","166488","203957","206569","207058","213478","218473","212231","192245"
"20253","D","발달상권","3120100","망원역","609243","261643","347600","55402","141388","136948","102021","75444","98041","113609","121627","85559","90942","123650","73858","86578","87644","87932","89496","89959","86993","80641"
"20253","D","발달상권","3120099","월드컵경기장역(월드컵경기장)","8395","4219","4176","1142","1504","1741","1504","1157","1348","152","1394","1437","1725","2918","771","932","917","945","1148","1018","1557","1879"
"20253","D","발달상권","3120098","DMC(디지털미디어시티)","501525","241021","260504","53846","99714","126143","111350","65032","45438","48179","110043","105498","107959","93788","36058","83333","85700","84379","85666","75939","45908","40599"
"20253","D","발달상권","3120097","충정로역","540337","258352","281986","31690","84207","132063","122571","91815","77990","74090","125057","101149","104151","91667","44222","87284","89430","89622","88472","81750","53310","50469"
"20253","D","발달상권","3120096","이화여대(이대역, 이대)","1318681","450425","868256","118543","620208","214290","133509","116009","116122","341405","278078","162139","160584","213497","162978","187438","189307","190248","188712","188862","189495","184620"
"20253","D","발달상권","3120095","홍제역","1185801","515365","670438","152346","152098","171355","172320","203194","334490","230423","238485","161355","168927","239600","147011","168241","164813","165086","166404","170221","176558","174478"
"20253","D","발달상권","3120094","신촌역(신촌역, 신촌로터리)","5993241","2711226","3282014","598462","2748321","963807","622830","513754","546067","1029610","1017884","872539","926178","1377413","769616","810563","834530","835144","854057","895464","933142","830342"
"20253","D","발달상권","3120093","연희동","634700","281789","352910","56833","199882","116220","88603","75232","97930","124061","126983","94034","92658","122494","74468","87952","90352","89464","90491","91550","93564","91327"
"20253","D","발달상권","3120092","불광역","646216","282273","363945","48520","104564","105820","96607","109502","181205","111990","124154","95042","102250","137675","75104","88944","90036","91545","90720","91860","97737","95375"
"20253","D","발달상권","3120091","본서부병원","826389","358467","467921","105993","144862","133055","141541","120159","180778","200694","155248","101699","106305","153928","108513","118482","118380","117523","117273","119435","122878","112417"
"20253","D","발달상권","3120090","연신내역","2107753","971419","1136334","192276","381747","357159","287464","318114","570993","451821","416357","268520","285514","413024","272517","299776","299312","298292","298300","303892","311905","296279"
"20253","D","발달상권","3120089","구파발역","269998","116261","153737","55249","38574","45403","47928","37337","45508","60868","53922","34043","37084","50824","33257","37677","37789","37823","37410","38291","40937","40073"
"20253","D","발달상권","3120088","구산역","559761","236297","323464","109386","77356","75938","78737","89846","128496","110159","107129","73163","81963","117214","70135","81130","81932","80974","80779","80833","80187","73925"
"20253","D","발달상권","3120087","응암역","735855","321013","414842","91333","117322","120068","124381","108684","174067","138390","152923","100043","101327","149339","93832","101943","101106","101690","102093","102959","112107","113957"
"20253","D","발달상권","3120086","태릉입구역","403565","188301","215263","37118","96928","63267","57446","59087","89718","74971","85647","54303","58262","82004","48376","56440","57009","57412","57819","58494","59650","56741"
"20253","D","발달상권","3120085","은행사거리","437708","206461","231248","198555","39708","27167","69794","53827","48658","31772","64024","70999","96353","133743","40817","60823","61144","61499","62008","60922","71026","60289"
"20253","D","발달상권","3120084","공릉역","522655","250466","272189","69181","127057","69901","67862","71030","117623","105164","100708","69249","73445","109892","64196","72641","72387","72549","72200","73751","79601","79524"
"20253","D","발달상권","3120083","등나무근린공원","249618","110541","139076","58937","28670","28570","40721","42153","50568","53361","47909","33903","36226","47932","30287","34703","34583","34621","34345","35135","38387","37845"
"20253","D","발달상권","3120082","상계백병원","176495","72289","104206","20663","22865","26702","26541","30465","49258","25064","37156","29608","30449","36014","18204","25894","25749","26682","25716","24992","23552","23909"
"20253","D","발달상권","3120081","노원역","5038923","2259876","2779046","799425","899515","747979","749679","815261","1027063","802147","898459","777964","847596","1127320","585438","701881","710728","713772","717607","747319","755735","691881"
"20253","D","발달상권","3120080","마들역","102308","42458","59850","19500","10250","16322","15647","14916","25674","9512","18950","16732","19806","27217","10092","14436","14237","14280","14518","14482","15907","14448"
"20253","D","발달상권","3120079","창동역","416317","197915","218402","55742","56216","56291","63818","71180","113071","38794","77538","72755","82739","103336","41156","58720","59708","59281","59705","61959","62613","54328"
