"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_유동인구_수","남성_유동인구_수","여성_유동인구_수","연령대_10_유동인구_수","연령대_20_유동인구_수","연령대_30_유동인구_수","연령대_40_유동인구_수","연령대_50_유동인구_수","연령대_60_이상_유동인구_수","시간대_00_06_유동인구_수","시간대_06_11_유동인구_수","시간대_11_14_유동인구_수","시간대_14_17_유동인구_수","시간대_17_21_유동인구_수","시간대_21_24_유동인구_수","월요일_유동인구_수","화요일_유동인구_수","수요일_유동인구_수","목요일_유동인구_수","금요일_유동인구_수","토요일_유동인구_수","일요일_유동인구_수"
"20261","U","관광특구","3001496","강남 마이스 관광특구","105884","52388","53495","7409","20772","28763","24912","14801","9225","5596","19935","25619","26647","22393","5695","14763","15785","16795","17576","17048","12865","11053"
"20261","U","관광특구","3001495","잠실 관광특구","4538965","2123493","2415471","515714","1017772","1099435","789112","515248","601684","872708","808831","640935","692252","967578","556660","611059","617228","629137","641367","660762","721685","657726"
"20261","U","관광특구","3001494","종로?청계 관광특구","8060412","4253830","3806583","361054","1463606","1587928","1565191","1379526","1703107","894855","1553977","1668240","1700984","1595888","646468","1207383","1254955","1269007","1282773","1304458","990410","751425"
"20261","U","관광특구","3001493","동대문패션타운 관광특구","3054932","1429701","1625231","171390","543697","646760","631263","489295","572528","518847","596540","495334","504653","584166","355394","465002","475995","484119","472944","451968","356770","348136"
"20261","U","관광특구","3001492","명동 남대문 북창동 다동 무교동 관광특구","7038534","3342610","3695924","355206","1226554","1631238","1630987","1149499","1045050","418078","1441417","1726699","1726109","1357797","368435","1063947","1121108","1128963","1145397","1169253","791324","618542"
"20261","U","관광특구","3001491","이태원 관광특구","2049730","1076477","973254","141627","483690","499315","385078","254017","286004","469867","360698","275410","294549","384814","264391","269525","259869","266938","278080","300025","353834","321462"
"20261","R","전통시장","3130327","평화시장(남평화시장, 제일평화시장, 신평화패션타운)","55757","25775","29982","2207","7828","11916","12810","9922","11073","11839","11101","8545","8228","8962","7080","8858","9057","9089","8893","8051","5650","6158"
"20261","R","전통시장","3130326","고덕 골목형상점가","91548","41227","50322","17906","7603","14594","19952","11006","20486","20304","20265","11336","11413","16768","11462","12916","12827","13039","13074","13177","13500","13015"
"20261","R","전통시장","3130325","명일전통시장","293773","132983","160791","52631","30259","38454","49437","43373","79621","57241","56096","40402","41821","61415","36800","40638","40672","41875","40995","42559","42865","44169"
"20261","R","전통시장","3130324","길동복조리시장","586369","262209","324160","80605","65494","85608","95435","93963","165264","156838","116064","66146","65337","98793","83189","83164","81904","83135","83552","83113","85739","85763"
"20261","R","전통시장","3130323","둔촌역전통시장","275944","130015","145927","32899","31427","41994","47724","46833","75068","85772","52445","29787","29863","42453","35625","39354","39412","39088","39127","39940","40088","38936"
"20261","R","전통시장","3130322","고분다리전통시장","108008","52948","55061","12736","13530","14947","15625","18153","33019","30512","21340","11605","11729","17826","14998","15374","15032","15124","15209","15242","15814","16213"
"20261","R","전통시장","3130321","장신구 특화거리 상점가","369717","168062","201656","75610","44155","50934","63475","55190","80352","100254","79254","45849","42767","55971","45624","51542","52656","53814","53866","54257","52209","51375"
"20261","R","전통시장","3130320","암사종합시장","253500","118125","135375","24579","29714","36112","41282","45852","75961","48726","44475","34076","38552","55161","32508","35845","35502","35458","35604","36654","38310","36126"
"20261","R","전통시장","3130319","성내전통시장","661328","317766","343562","124544","70699","100516","110271","93764","161536","185457","134621","72129","73993","109854","85273","92634","88978","90988","90290","89780","102346","106314"
"20261","R","전통시장","3130318","로데오거리상점가","535159","243041","292117","50986","107025","113651","83090","77407","103000","92468","94655","76705","84802","119211","67320","70593","70609","72110","72319","77882","87678","83966"
"20261","R","전통시장","3130317","마천중앙시장","609187","288487","320699","90687","56419","74764","84660","101044","201615","168141","122177","69591","70805","99976","78495","86254","84509","84400","84067","84175","90906","94875"
"20261","R","전통시장","3130316","마천시장","75805","36807","38997","10743","7077","9660","10727","12942","24656","22624","15301","8096","7845","11648","10292","10868","10702","10651","10553","10596","11102","11337"
"20261","R","전통시장","3130315","문정동 로데오거리 상점가(문정동 로데오거리)","633177","307075","326101","83213","94937","130945","106381","89982","127719","147195","129886","85647","85952","109815","74682","92391","91989","93323","93610","93139","84940","83782"
"20261","R","전통시장","3130314","풍납시장","1191440","547478","643963","135489","148384","199489","169852","201152","337076","301065","241355","140775","143366","208066","156812","167172","167526","168061","168301","168120","176435","175825"
"20261","R","전통시장","3130313","방이시장","1047917","480200","567717","129735","143988","220319","189478","144620","219776","297469","215351","115020","114617","164995","140464","149902","146875","150442","149314","150262","150891","150231"
"20261","R","전통시장","3130312","석촌시장","267363","133754","133608","49179","28708","49069","50171","38167","52071","55361","51087","37081","38383","52473","32979","37442","37402","38081","38169","38847","39366","38056"
"20261","R","전통시장","3130311","새마을시장","906859","422491","484366","147819","136578","157989","163621","128702","172150","208635","167359","109990","119825","181622","119429","124685","124728","125854","126570","130456","141050","133513"
"20261","R","전통시장","3130310","강남개포시장","199234","90119","109115","45496","17455","21414","35019","30685","49164","18643","39267","36603","39401","46944","18374","27717","28242","29246","28263","29131","28177","28459"
"20261","R","전통시장","3130309","은마종합상점가","41901","19274","22629","14255","2769","3000","8139","6339","7398","10519","8406","5571","5796","6689","4922","6476","6547","6607","6627","6674","4928","4045"
"20261","R","전통시장","3130308","청담삼익시장","32323","16219","16105","5177","3620","5916","6917","5342","5352","9141","7248","3996","3838","4105","3996","4648","4811","4913","4848","4950","4228","3927"
"20261","R","전통시장","3130307","도곡시장","65632","29507","36126","25192","5499","4963","13746","9403","6828","7466","12251","10795","13133","15762","6226","8433","8411","8688","8661","8827","11463","11150"
"20261","R","전통시장","3130306","강남언주로","260647","132189","128458","10448","49218","73782","61667","35134","30398","60122","57476","39876","37239","38816","27119","39498","40276","40436","40838","38968","30941","29690"
"20261","R","전통시장","3130305","논현종합시장","28066","14026","14040","2071","5161","7361","5882","4004","3588","4674","6144","4708","4693","5027","2820","4133","4290","4249","4302","4227","3459","3405"
"20261","R","전통시장","3130304","신사상가","20558","8867","11691","5645","1482","1846","3745","3381","4459","6854","4202","2102","2031","2625","2745","3002","3060","3069","3071","3057","2802","2495"
"20261","R","전통시장","3130303","영동전통시장","367812","181348","186462","18747","79578","92525","80036","48285","48640","62140","67378","55248","57054","79520","46471","52608","54579","54999","56109","59240","49468","40810"
"20261","R","전통시장","3130302","강남시장(강남구 강남시장)","51037","24672","26365","4155","11294","12339","11293","6627","5328","7185","9266","9108","9274","10926","5279","7246","7634","7621","7804","8146","7178","5409"
"20261","R","전통시장","3130301","양재시장","56786","28407","28379","7485","7692","11811","10189","8267","11343","12278","11419","8506","8339","10018","6225","8396","8589","8742","8840","8627","7030","6564"
"20261","R","전통시장","3130296","남부종합시장","36298","16572","19726","6241","3998","5181","6592","6323","7964","10982","7377","3861","3831","5515","4731","5060","5058","5098","5133","5194","5321","5437"
"20261","R","전통시장","3130295","인헌시장(원당종합시장)","276821","127597","149224","26299","58911","53317","40362","37948","59986","59031","49882","33169","37078","58923","38738","38405","37696","38139","38077","38540","42532","43431"
"20261","R","전통시장","3130294","관악중부시장","440987","207312","233675","76893","69847","74739","59019","62520","97968","97200","90082","57723","62106","79960","53917","62746","62484","63194","62542","62592","64112","63318"
"20261","R","전통시장","3130293","봉천중앙시장","102731","47800","54930","8836","25886","22422","13615","12481","19489","22854","21470","13749","13884","18620","12151","14656","14560","14667","14730","14725","14985","14406"
"20261","R","전통시장","3130292","봉천현대시장","97780","45970","51809","19586","13487","16226","15706","13535","19239","20228","18198","13053","14649","20521","11130","13170","13117","13233","13371","13283","15894","15713"
"20261","R","전통시장","3130291","봉천제일종합시장","26027","12244","13783","1440","7622","5218","3137","3296","5315","6836","5110","2942","2995","4591","3552","3602","3562","3640","3639","3631","3957","3997"
"20261","R","전통시장","3130290","영림시장","448157","213286","234871","31418","123680","88218","58377","57681","88782","104036","87684","53114","55263","85874","62185","62643","63298","64267","64585","64962","65756","62645"
"20261","R","전통시장","3130289","봉일시장","62044","30318","31726","5721","13802","11922","8697","9039","12860","14500","11758","7265","7772","12127","8621","8800","8276","8279","8689","8899","9521","9580"
"20261","R","전통시장","3130288","신림현대종합상가","16551","7993","8558","1367","2552","2882","2466","2524","4761","3377","3313","1960","2341","3467","2095","2219","2196","2198","2201","2188","2676","2874"
"20261","R","전통시장","3130287","삼성동 시장(삼성동시장)","1130686","593551","537135","75826","313655","186397","149225","139383","266201","258765","212735","141756","148661","217290","151480","160188","160462","160363","159457","163189","164495","162531"
"20261","R","전통시장","3130286","신신림시장(삼성동시장)","103402","54583","48819","6685","29442","16949","13366","12367","24593","24538","19291","12385","12640","20134","14412","14543","14607","14516","14480","14967","15113","15175"
"20261","R","전통시장","3130285","서원동상점가","879838","464258","415579","65939","291533","201081","114635","94848","111803","140717","145055","118231","134574","211434","129828","116433","114792","122022","122560","128829","140915","134283"
"20261","R","전통시장","3130284","관악종합시장(신원시장)","58717","29727","28991","4937","15412","13122","8381","6900","9965","15329","11200","6588","7074","10690","7837","7981","7739","7982","8021","8091","9291","9612"
"20261","R","전통시장","3130283","신원시장","638773","327280","311495","41173","181724","146236","90689","72818","106133","129680","112006","77057","86916","140636","92477","85990","83318","87273","87454","89701","102762","102274"
"20261","R","전통시장","3130282","난곡 골목형상점가","69988","33598","36389","9705","7319","10361","11650","11084","19867","21323","14711","7320","7065","10317","9252","9935","9676","9562","9690","9630","10490","11004"
"20261","R","전통시장","3130281","우림시장","49403","23740","25663","6817","5229","7757","8223","7647","13728","15102","9712","5035","4866","7819","6870","6969","6832","6740","6805","6811","7456","7790"
"20261","R","전통시장","3130280","신림종합시장","36171","16848","19322","2486","9311","7503","4952","4769","7150","10656","7152","3663","3781","5943","4975","5020","4862","4892","4962","4986","5631","5817"
"20261","R","전통시장","3130279","관악신사시장","656212","303503","352709","49189","178098","127090","90942","85926","124968","198788","137586","66833","64739","98319","89946","92439","91017","91927","91509","91156","97273","100894"
"20261","R","전통시장","3130278","미성동 도깨비시장 골목형상점가","266942","119137","147804","36119","28422","35800","42678","47096","76828","71662","50985","30316","32309","46757","34913","37899","37241","36463","36627","36966","40659","41087"
"20261","R","전통시장","3130277","조원동 펭귄시장(신림중앙시장)","183946","87062","96884","15228","39925","36018","28158","26099","38519","50053","37911","20685","20476","30437","24383","25900","25251","25388","25541","25498","27682","28687"
"20261","R","전통시장","3130276","신림중앙시장(조원동 펭귄시장)","121661","59027","62633","10227","29990","27348","17974","15328","20796","42971","25586","10190","9351","15510","18053","17251","16974","17180","17096","17076","17658","18427"
"20261","R","전통시장","3130275","강남골목시장","394266","204465","189801","26123","66494","96439","78651","58121","68438","109265","82445","45008","43368","60031","54148","57176","58771","59062","59046","58770","51805","49636"
"20261","R","전통시장","3130274","사당1동먹자골목상점가(사당1동먹자골목)","870924","440133","430792","59827","219600","191375","120560","112110","167453","143837","156138","108854","115351","217518","129225","116543","120277","122329","123062","136721","138053","113940"
"20261","R","전통시장","3130273","남성사계시장(남성시장)","1011806","459883","551923","157198","147815","161569","157226","146680","241321","196157","182883","134095","150182","219768","128722","139150","138052","139952","142343","149240","157766","145305"
"20261","R","전통시장","3130272","사당시장","39203","17740","21462","4387","7396","7894","5662","5294","8569","9009","8027","5104","5517","7096","4451","5550","5523","5521","5538","5493","5791","5788"
"20261","R","전통시장","3130271","남성역골목시장","577842","260727","317115","66311","97714","105440","91096","84787","132492","119669","110240","70892","77524","118536","80981","80753","80837","81899","81601","84254","85071","83428"
"20261","R","전통시장","3130270","흑석시장","72666","33815","38852","11479","10360","10469","12582","11169","16609","10313","14824","11521","12084","15921","8004","10336","10452","10593","10607","10993","10451","9235"
"20261","R","전통시장","3130269","강남시장(동작구 강남시장)","43484","20715","22768","6177","10869","5330","5227","6512","9367","11395","7576","5422","5988","8140","4964","6033","5998","6048","6036","5937","6737","6695"
"20261","R","전통시장","3130268","상도전통시장","199147","91063","108084","26070","39488","25294","26541","30636","51118","45991","38987","24142","25979","38826","25221","27764","27514","27097","27850","27612","30409","30903"
"20261","R","전통시장","3130267","본동인정시장(기능상실)","206346","96572","109774","25395","33708","40320","33193","31505","42225","81178","43341","18181","18248","22515","22881","29068","29482","29251","29485","29568","30098","29393"
"20261","R","전통시장","3130266","만양로상점가","114765","64184","50582","9168","48752","23594","11822","10556","10875","29838","22235","13888","13739","19836","15226","16309","16352","16659","16666","16693","16820","15266"
"20261","R","전통시장","3130265","노량진중앙시장","212972","119728","93244","14783","97776","43869","21118","17373","18054","45666","40963","28693","29337","41357","26953","29970","30085","30741","30736","30727","31871","28841"
"20261","R","전통시장","3130264","상도약수골목형상점가","148720","65544","83177","27650","19625","21254","25313","23096","31782","19400","33701","20630","26237","32345","16408","20630","20670","20902","21165","20224","22410","22720"
"20261","R","전통시장","3130263","신노량진시장(기능상실)","12196","5973","6223","932","1796","2311","1621","1997","3538","2787","2367","1488","1643","2316","1593","1691","1667","1693","1691","1726","1811","1917"
"20261","R","전통시장","3130262","상도도깨비 골목형상점가","146145","69128","77017","16643","23555","26577","23162","22130","34080","43160","29643","14742","14975","23370","20255","20496","20476","20465","20440","20548","21622","22097"
"20261","R","전통시장","3130261","성대전통시장(성대시장)","196494","90181","106313","19773","37351","35269","25920","27851","50328","37517","35481","25290","27824","42180","28202","28205","27627","27513","27747","28236","29159","28005"
"20261","R","전통시장","3130260","신대방1동골목상권","144087","68409","75679","14300","25925","25584","22132","24391","31756","37610","30019","17849","17115","24209","17284","19953","19772","19914","19858","19771","21724","23096"
"20261","R","전통시장","3130259","대신시장","36246","17540","18707","4654","4889","5804","5371","5760","9769","8160","7137","4819","4801","6730","4598","5209","5192","5139","5122","5140","5188","5256"
"20261","R","전통시장","3130258","영진시장A동","36898","16596","20303","7895","4245","5926","6360","5026","7446","10069","7493","4182","4167","6079","4909","5123","5088","5138","5154","5090","5552","5751"
"20261","R","전통시장","3130257","영등포시장기계공구상가","182767","91911","90855","3255","56518","57214","25750","17696","22334","56389","37006","19119","19131","26696","24424","24729","24408","25047","25253","26104","29120","28105"
"20261","R","전통시장","3130256","신동시장","129992","61551","68440","27024","15197","18920","20207","19527","29116","34742","25584","14802","15336","22241","17288","18635","18481","18338","18458","18609","18970","18501"
"20261","R","전통시장","3130255","영등포전통시장","745295","374610","370685","27381","188147","196274","109545","88518","135432","197974","147187","90606","93183","121711","94633","101802","101428","104278","104418","107281","116390","109701"
"20261","R","전통시장","3130254","남서울상가","52594","26437","26157","2198","12369","12540","7701","6599","11187","11582","10235","7164","7523","9619","6471","7158","7169","7405","7379","7609","8276","7598"
"20261","R","전통시장","3130253","영신상가(제일상가)","56849","28873","27975","2354","14287","13719","8188","7060","11239","12568","10593","7624","8155","10700","7208","7556","7521","7803","7811","8281","9325","8552"
"20261","R","전통시장","3130250","삼구시장(로타리상가)","57523","29260","28264","2423","14511","13914","8279","7152","11245","12735","10677","7701","8249","10845","7316","7624","7583","7870","7884","8387","9477","8697"
"20261","R","전통시장","3130249","동남상가","54952","27557","27396","2635","12436","13175","8136","6977","11592","12718","10786","7302","7634","9764","6749","7532","7554","7803","7783","7979","8492","7809"
"20261","R","전통시장","3130248","영등포역지하도상점가","126979","61735","65246","8789","28956","30210","19501","17252","22268","25593","25096","17164","18475","24990","15661","17094","17123","17654","17646","18547","20280","18634"
"20261","R","전통시장","3130247","우리시장","287671","134293","153379","27063","29074","41083","45653","53791","91008","86894","57172","29349","29423","45502","39332","40628","39880","40206","39799","39393","43588","44179"
"20261","R","전통시장","3130246","영등포청과시장(조광시장)","1411353","683286","728068","128661","238148","340204","238630","198648","267065","347229","305372","196515","189434","210866","161939","206456","205784","207491","207463","207849","191186","185125"
"20261","R","전통시장","3130245","영일시장","243594","109579","134015","24805","44279","57449","47780","34714","34567","23790","41141","49637","56609","54456","17961","33436","33425","34568","34504","35622","38299","33741"
"20261","R","전통시장","3130244","대림중앙시장","352855","173920","178934","25163","29593","49356","65198","79564","103983","97574","68538","40790","41141","58468","46344","49879","48743","48782","48080","47984","52353","57033"
"20261","R","전통시장","3130243","도림시장","50843","24785","26059","6207","7037","9728","8296","7957","11614","14985","10823","5025","4794","7804","7413","7251","7180","7329","7230","7206","7200","7449"
"20261","R","전통시장","3130242","대림중앙 골목형상점가","246128","120931","125196","17653","23486","37011","44998","53190","69788","59722","47044","30002","30742","45273","33344","34760","33989","33801","33417","33105","36898","40162"
"20261","R","전통시장","3130241","선유도역 골목형상점가","239996","122801","117195","23380","41697","59395","45127","35885","34514","50070","52307","37620","35111","38658","26232","35453","36412","36944","36867","37074","29405","27843"
"20261","R","전통시장","3130240","영등포유통상가","27553","12918","14635","2531","4553","6650","5050","3997","4772","5685","5755","4309","4342","4654","2808","4103","4112","4151","4139","4206","3518","3323"
"20261","R","전통시장","3130239","양남시장","20519","9745","10774","1591","3324","5109","3877","3207","3409","4228","4430","3314","3281","3271","1996","3058","3038","3074","3097","3124","2620","2508"
"20261","R","전통시장","3130238","은행나무시장","456286","218310","237976","61374","57793","66221","71636","82873","116388","113840","86853","54293","57330","85396","58574","63773","63031","63136","62843","62794","69538","71172"
"20261","R","전통시장","3130237","박미시장(기능상실)","5748","3381","2366","497","604","1066","1161","1087","1332","1235","1404","661","639","984","827","840","896","879","892","885","719","634"
"20261","R","전통시장","3130236","비단길현대시장(현대시장)","565038","272256","292783","63880","72117","92090","85418","98268","153267","156581","109288","62779","62483","94721","79188","78626","78751","79475","79092","79599","84876","84619"
"20261","R","전통시장","3130235","대명여울빛거리시장(대명시장)","214616","105251","109365","22334","28388","35803","32699","39890","55505","23216","34609","33970","40792","54613","27418","30115","30849","30657","30833","32086","31917","28158"
"20261","R","전통시장","3130234","푸른터시장(기능상실)","32041","15178","16864","6576","3059","5442","6465","4490","6009","9702","6405","3107","3153","5021","4654","4485","4486","4468","4518","4588","4760","4737"
"20261","R","전통시장","3130233","남문시장","165266","82888","82378","14548","22361","25594","27095","30199","45468","48095","33452","17145","17652","26126","22797","23627","23080","23561","23096","22998","23974","24931"
"20261","R","전통시장","3130232","독산동 맛나는거리상점가(독산동 맛나는거리)","180416","87571","92844","14301","25635","35094","28405","33078","43904","42813","33603","22320","23698","34094","23890","24889","25038","24896","25056","25573","28033","26932"
"20261","R","전통시장","3130231","독산동 우시장","185026","95496","89529","17424","31685","41483","31331","28424","34679","43584","39115","24486","24131","30971","22738","26610","26554","26592","26800","27003","25868","25600"
"20261","R","전통시장","3130230","가리봉시장","141254","75244","66009","4041","29745","32093","25625","25098","24649","31229","29227","19353","19631","25841","15973","20220","19994","20336","20209","20043","19744","20706"
"20261","R","전통시장","3130229","남구로시장","750698","358628","392070","64028","65904","102666","133439","153648","231014","165896","148130","101967","107020","135259","92425","108693","107517","106802","107084","105818","106013","108772"
"20261","R","전통시장","3130228","구로시장","957432","489087","468345","82198","102997","139780","185503","192224","254732","158895","183287","163722","177164","179852","94512","141768","141693","140398","141500","139291","127876","124907"
"20261","R","전통시장","3130227","고척골목시장상점가(그라운드 고척)","78665","37582","41082","14241","9802","9404","11384","14911","18920","15220","15234","11546","12169","15794","8701","11135","10902","10821","10957","11071","12013","11766"
"20261","R","전통시장","3130226","고척프라자","31977","15171","16806","6133","3961","3903","4627","6017","7336","7505","6141","3944","4295","6090","4003","4517","4394","4371","4417","4462","4866","4949"
"20261","R","전통시장","3130225","개봉중앙시장","539229","239399","299830","86023","69307","76749","81019","81184","144946","157362","105522","56176","57747","88809","73610","75595","74954","73984","73954","73894","81560","85288"
"20261","R","전통시장","3130224","개봉프라자(고척근린시장)","6242","3032","3210","552","395","542","872","1507","2373","609","907","950","1202","1680","893","920","882","863","878","900","934","864"
"20261","R","전통시장","3130223","고척근린시장","214539","104516","110023","35380","20811","26266","31687","38564","61831","42552","42263","28590","30764","43118","27251","30677","29877","29289","29864","29607","32327","32899"
"20261","R","전통시장","3130222","오류시장","304047","141931","162117","33208","60184","53520","44740","43856","68538","57991","55969","40317","44337","64338","41096","42753","42350","42865","42922","43617","45972","43567"
"20261","R","전통시장","3130221","남부골목시장(남부화곡시장, 남부시장)","274415","125283","149131","44318","30676","37302","49453","42861","69804","66243","54111","33333","35342","50483","34903","38417","37872","37453","37662","37891","42223","42897"
"20261","R","전통시장","3130220","등마루시장","22834","10576","12258","2242","3613","5480","4082","2899","4519","6640","4428","2799","2933","3619","2413","3309","3046","3051","3174","3165","3369","3718"
"20261","R","전통시장","3130219","까치산시장","1346316","639495","706822","149544","231900","266635","227915","191048","279274","320628","272235","153417","164656","246554","188826","191920","193235","193942","194433","192680","192779","187327"
"20261","R","전통시장","3130218","신월중앙시장","38006","17018","20987","4769","6087","7968","6450","4993","7741","5212","6676","6962","7351","8449","3355","5266","5256","5436","5411","5533","5859","5246"
"20261","R","전통시장","3130217","화곡본동시장","206816","97076","109740","30804","29926","35332","34421","29836","46497","47790","39703","24070","26612","39967","28674","28911","29024","29007","29177","29440","30807","30449"
"20261","R","전통시장","3130216","화곡중앙시장","246928","112053","134875","40348","27467","39880","40182","33890","65159","61332","46923","28484","31184","45825","33178","34903","34229","34297","33859","33968","37396","38276"
"20261","R","전통시장","3130215","대원종합시장","48870","22546","26324","7597","6757","7366","7582","7240","12328","9418","8818","6376","7424","10284","6549","6792","6817","6888","6879","6880","7253","7362"
"20261","R","전통시장","3130214","송화벽화시장(송화골목시장)","66746","29246","37500","15458","8299","8847","10670","9730","13742","15522","13150","8663","8412","12254","8746","9504","9609","9591","9831","9854","9434","8925"
"20261","R","전통시장","3130213","방신전통시장","184629","85767","98862","22504","16043","24899","32168","31458","57556","35036","34222","25771","27427","38202","23973","26238","25661","25863","25939","26145","27715","27067"
"20261","R","전통시장","3130212","공항시장","269274","132623","136651","21965","55492","62958","40024","37724","51113","75627","56169","31237","30384","42294","33565","38012","37732","37813","37613","37618","39990","40498"
"20261","R","전통시장","3130211","신정2동 골목시장(오목교중앙시장)","35559","18628","16931","3257","2505","1918","7312","9334","11232","3033","5549","5055","6067","10237","5618","4880","4651","4648","4812","5008","5811","5753"
"20261","R","전통시장","3130210","목2동시장","444192","202505","241686","54101","65861","98540","73627","60098","91966","112895","86586","50213","51714","82137","60646","61057","60772","61986","61568","62392","68540","67878"
"20261","R","전통시장","3130209","목사랑시장(목4동시장)","334575","154362","180213","81431","37034","36303","51012","57451","71346","92117","69884","38132","37560","53166","43716","47967","46727","47213","46945","47271","47917","50537"
"20261","R","전통시장","3130208","목동깨비시장(목3동시장)","291663","131206","160457","34964","39064","57644","47855","42606","69530","62355","56317","38346","39536","56419","38688","41174","40550","41096","40642","41751","42493","43955"
"20261","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","72938","34795","38144","15937","7912","9359","12756","12116","14856","12204","13040","10991","12082","15820","8803","10246","10204","10336","10317","10586","11089","10161"
"20261","R","전통시장","3130206","신정3동 골목시장","44321","20925","23396","8250","6195","5908","7409","6840","9717","6985","8305","6399","7107","10046","5479","6356","6437","6523","6437","6653","6234","5680"
"20261","R","전통시장","3130205","신곡종합시장(신월6동 골목시장)","35227","16535","18691","6333","3330","4772","6103","5440","9250","7233","6960","4357","4764","7090","4825","4905","4885","4948","4960","4905","5328","5295"
"20261","R","전통시장","3130204","경창시장","217462","100739","116724","45655","15515","26801","38721","32169","58602","59605","43164","24377","25516","36462","28338","30923","30202","30605","30307","30532","31550","33344"
"20261","R","전통시장","3130203","서서울 골목형상점가","78373","37131","41244","9561","8735","12159","12715","12377","22826","18922","14077","9323","9949","15096","11005","10938","10796","10849","10876","10876","11948","12092"
"20261","R","전통시장","3130202","신영시장","126824","58888","67935","17659","13707","17679","19538","20140","38103","28365","22818","16233","18095","25022","16291","17851","17561","17604","17760","17826","19054","19167"
"20261","R","전통시장","3130201","월정로시장","164960","79993","84966","21564","16287","22625","26095","26533","51855","42686","32162","19334","20276","29039","21462","23013","22521","22865","22485","22301","25359","26416"
"20261","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","77325","36805","40520","8100","6967","9362","10492","13982","28424","14644","12870","9618","11180","17792","11222","10938","10832","10841","10815","10986","11475","11439"
"20261","R","전통시장","3130199","신월3동 골목시장","270089","140417","129671","36923","25340","32342","49088","46306","80090","74491","57844","31866","30937","41641","33309","38639","38478","38007","37741","37615","38680","40931"
"20261","R","전통시장","3130198","아현시장","362898","155349","207550","68689","47349","58319","56097","54898","77546","84973","76708","47996","48653","62578","41990","52490","52064","52349","52225","52621","51236","49913"
"20261","R","전통시장","3130197","마포시장","101651","48113","53538","10875","15026","21631","19656","16802","17661","9937","22407","18799","18310","22283","9916","15423","16086","16125","16026","16348","11717","9928"
"20261","R","전통시장","3130196","공덕시장","44561","21327","23233","4610","6551","9792","8657","7366","7585","6418","9628","7594","7540","8937","4442","6632","6944","6941","6957","7077","5372","4635"
"20261","R","전통시장","3130195","도화동 상점가","1462214","689533","772683","148846","220794","325793","272377","224121","270284","172234","275673","240159","249716","354831","169602","205228","205799","210457","209662","218130","211935","201003"
"20261","R","전통시장","3130194","용강동 상점가","404244","189072","215172","70527","36502","70030","89350","67186","70649","95112","83757","53912","52785","71351","47327","58746","58501","58919","59894","60037","54812","53334"
"20261","R","전통시장","3130193","신수시장","62769","29381","33388","10554","7907","9387","11216","9767","13940","15245","13666","7847","7757","10523","7730","8797","8594","8817","8918","8881","9174","9589"
"20261","R","전통시장","3130192","동진시장","42187","17876","24311","3438","13974","9359","6008","4403","5005","11320","7809","4694","4973","7804","5589","5640","5492","5617","5677","5974","6987","6804"
"20261","R","전통시장","3130191","홍대 걷고싶은 거리","542311","231130","311181","90953","209541","98360","63420","42276","37763","54556","66231","88138","121925","152972","58487","68777","69117","72667","73944","80644","96861","80302"
"20261","R","전통시장","3130190","홍대소상공인상점가","526186","237413","288774","103601","230993","85984","50028","30584","24996","77634","59898","71789","104715","146133","66017","65652","63026","66612","69070","76053","98786","86987"
"20261","R","전통시장","3130189","서교시장","77967","34095","43873","15470","33428","12834","7558","4733","3946","9416","8909","11232","16634","22668","9110","9804","9478","9990","10222","11183","14478","12813"
"20261","R","전통시장","3130188","합정시장","53284","24547","28737","4703","13589","13417","9333","6088","6155","8147","9385","9355","8079","12395","5921","7329","7282","7429","7645","8321","7837","7442"
"20261","R","전통시장","3130187","영진시장","31278","13372","17906","2184","7036","7459","6006","4266","4326","6516","5679","4869","5047","5838","3332","4558","4709","4642","4834","4834","4210","3491"
"20261","R","전통시장","3130186","망원시장","247981","104944","143038","24061","44130","50119","41204","34646","53822","60041","44855","31727","35339","46393","29626","33443","32475","33506","33803","34549","40462","39744"
"20261","R","전통시장","3130185","망원월드컵시장","205529","90906","114623","26657","32792","37563","36199","32041","40278","50397","38178","25408","27068","38094","26383","28681","27919","28201","28185","29367","31357","31820"
"20261","R","전통시장","3130184","마포농수산물시장","4398","2014","2384","372","553","817","829","714","1112","29","971","968","1252","962","216","490","495","505","504","510","962","932"
"20261","R","전통시장","3130183","상암동상점가","1260732","605935","654796","117842","208434","301372","258011","181301","193773","227772","242207","196587","182046","259852","152269","182040","187564","190169","194803","190848","163529","151777"
"20261","R","전통시장","3130182","영천시장","351616","156776","194840","58450","41734","51234","61848","61943","76406","57622","71304","55792","54429","72216","40254","49967","50702","50563","51334","51568","49930","47553"
"20261","R","전통시장","3130181","아현가구거리상점가","2090855","976458","1114397","225842","282399","428802","470472","359211","324129","360111","470570","363793","382029","328269","186084","318580","332303","337564","336605","332172","222137","211493"
"20261","R","전통시장","3130180","포방터시장","209446","95425","114023","22982","24571","28876","34828","36561","61629","53454","40604","24965","24492","37912","28020","29274","28561","28304","28537","29095","31485","34190"
