"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","전체_점포_수","일반_점포_수","프랜차이즈_점포_수","개업_율","개업_점포_수","폐업_률","폐업_점포_수"
"20253","11230","동대문구","CS300042","주유소","38.0","38.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300041","예술품","140.0","140.0","0.0","2.9","4.0","0.7","1.0"
"20253","11230","동대문구","CS300040","재생용품 판매점","60.0","60.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300039","모터사이클및부품","34.0","34.0","0.0","8.8","3.0","11.8","4.0"
"20253","11230","동대문구","CS300038","자동차부품","749.0","749.0","0.0","0.3","2.0","0.8","6.0"
"20253","11230","동대문구","CS300037","중고차판매","13.0","13.0","0.0","0.0","0.0","7.7","1.0"
"20253","11230","동대문구","CS300036","조명용품","193.0","193.0","0.0","0.5","1.0","0.5","1.0"
"20253","11230","동대문구","CS300035","인테리어","187.0","187.0","0.0","1.6","3.0","1.1","2.0"
"20253","11230","동대문구","CS300034","악기","6.0","6.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300033","철물점","97.0","97.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300032","가전제품","76.0","76.0","0.0","1.3","1.0","1.3","1.0"
"20253","11230","동대문구","CS300031","가구","79.0","79.0","0.0","1.3","1.0","0.0","0.0"
"20253","11230","동대문구","CS300030","중고가구","3.0","3.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300029","애완동물","72.0","63.0","9.0","11.1","8.0","2.8","2.0"
"20253","11230","동대문구","CS300028","화초","119.0","118.0","1.0","1.7","2.0","0.0","0.0"
"20253","11230","동대문구","CS300027","섬유제품","140.0","140.0","0.0","3.6","5.0","1.4","2.0"
"20253","11230","동대문구","CS300026","완구","19.0","19.0","0.0","5.3","1.0","0.0","0.0"
"20253","11230","동대문구","CS300025","자전거 및 기타운송장비","26.0","26.0","0.0","0.0","0.0","3.8","1.0"
"20253","11230","동대문구","CS300024","운동/경기용품","85.0","84.0","1.0","3.5","3.0","2.4","2.0"
"20253","11230","동대문구","CS300023","미용재료","236.0","236.0","0.0","0.0","0.0","2.1","5.0"
"20253","11230","동대문구","CS300022","화장품","245.0","238.0","7.0","2.0","5.0","3.7","9.0"
"20253","11230","동대문구","CS300021","문구","141.0","130.0","11.0","1.4","2.0","2.1","3.0"
"20253","11230","동대문구","CS300020","서적","134.0","131.0","3.0","0.7","1.0","0.0","0.0"
"20253","11230","동대문구","CS300019","의료기기","125.0","125.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300018","의약품","613.0","595.0","18.0","1.8","11.0","2.3","14.0"
"20253","11230","동대문구","CS300017","시계및귀금속","83.0","79.0","4.0","0.0","0.0","1.2","1.0"
"20253","11230","동대문구","CS300016","안경","84.0","59.0","25.0","1.2","1.0","2.4","2.0"
"20253","11230","동대문구","CS300015","가방","89.0","89.0","0.0","1.1","1.0","4.5","4.0"
"20253","11230","동대문구","CS300014","신발","95.0","94.0","1.0","0.0","0.0","2.1","2.0"
"20253","11230","동대문구","CS300013","유아의류","56.0","53.0","3.0","3.6","2.0","3.6","2.0"
"20253","11230","동대문구","CS300012","한복점","5.0","5.0","0.0","20.0","1.0","0.0","0.0"
"20253","11230","동대문구","CS300011","일반의류","1262.0","1259.0","3.0","1.3","16.0","2.1","27.0"
"20253","11230","동대문구","CS300010","반찬가게","488.0","478.0","10.0","2.5","12.0","2.5","12.0"
"20253","11230","동대문구","CS300009","청과상","925.0","925.0","0.0","3.5","32.0","0.8","7.0"
"20253","11230","동대문구","CS300008","수산물판매","293.0","290.0","3.0","1.4","4.0","1.7","5.0"
"20253","11230","동대문구","CS300007","육류판매","339.0","339.0","0.0","2.9","10.0","1.8","6.0"
"20253","11230","동대문구","CS300006","미곡판매","119.0","119.0","0.0","0.0","0.0","0.8","1.0"
"20253","11230","동대문구","CS300005","주류도매","24.0","24.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS300004","핸드폰","199.0","197.0","2.0","1.0","2.0","2.5","5.0"
"20253","11230","동대문구","CS300003","컴퓨터및주변장치판매","142.0","142.0","0.0","1.4","2.0","2.1","3.0"
"20253","11230","동대문구","CS300002","편의점","336.0","97.0","239.0","1.8","6.0","2.7","9.0"
"20253","11230","동대문구","CS300001","슈퍼마켓","556.0","411.0","145.0","3.8","21.0","2.2","12.0"
"20253","11230","동대문구","CS200047","가정용품임대","33.0","33.0","0.0","0.0","0.0","3.0","1.0"
"20253","11230","동대문구","CS200046","의류임대","11.0","11.0","0.0","9.1","1.0","0.0","0.0"
"20253","11230","동대문구","CS200045","비디오/서적임대","9.0","7.0","2.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200044","여행사","108.0","107.0","1.0","0.9","1.0","2.8","3.0"
"20253","11230","동대문구","CS200043","건축물청소","183.0","176.0","7.0","0.0","0.0","1.1","2.0"
"20253","11230","동대문구","CS200042","통번역서비스","48.0","48.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200041","사진관","170.0","167.0","3.0","2.4","4.0","1.8","3.0"
"20253","11230","동대문구","CS200040","녹음실","10.0","10.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200039","DVD방","17.0","16.0","1.0","23.5","4.0","5.9","1.0"
"20253","11230","동대문구","CS200038","독서실","112.0","88.0","24.0","8.0","9.0","6.3","7.0"
"20253","11230","동대문구","CS200037","노래방","183.0","179.0","4.0","1.1","2.0","3.8","7.0"
"20253","11230","동대문구","CS200036","고시원","9.0","9.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200035","게스트하우스","30.0","30.0","0.0","0.0","0.0","3.3","1.0"
"20253","11230","동대문구","CS200034","여관","159.0","159.0","0.0","5.0","8.0","1.3","2.0"
"20253","11230","동대문구","CS200033","부동산중개업","1155.0","1153.0","2.0","0.4","5.0","1.7","20.0"
"20253","11230","동대문구","CS200032","가전제품수리","129.0","129.0","0.0","2.3","3.0","2.3","3.0"
"20253","11230","동대문구","CS200031","세탁소","256.0","214.0","42.0","2.0","5.0","2.0","5.0"
"20253","11230","동대문구","CS200030","피부관리실","278.0","274.0","4.0","6.1","17.0","1.8","5.0"
"20253","11230","동대문구","CS200029","네일숍","142.0","138.0","4.0","0.0","0.0","1.4","2.0"
"20253","11230","동대문구","CS200028","미용실","730.0","680.0","50.0","2.1","15.0","1.0","7.0"
"20253","11230","동대문구","CS200027","모터사이클수리","53.0","52.0","1.0","0.0","0.0","1.9","1.0"
"20253","11230","동대문구","CS200026","자동차미용","57.0","55.0","2.0","1.8","1.0","1.8","1.0"
"20253","11230","동대문구","CS200025","자동차수리","300.0","286.0","14.0","0.7","2.0","1.0","3.0"
"20253","11230","동대문구","CS200024","스포츠클럽","189.0","185.0","4.0","14.8","28.0","2.1","4.0"
"20253","11230","동대문구","CS200023","통신기기수리","9.0","9.0","0.0","0.0","0.0","11.1","1.0"
"20253","11230","동대문구","CS200022","복권방","61.0","61.0","0.0","0.0","0.0","3.3","2.0"
"20253","11230","동대문구","CS200021","기타오락장","35.0","33.0","2.0","8.6","3.0","5.7","2.0"
"20253","11230","동대문구","CS200020","전자게임장","13.0","12.0","1.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200019","PC방","40.0","35.0","5.0","0.0","0.0","10.0","4.0"
"20253","11230","동대문구","CS200018","볼링장","6.0","6.0","0.0","16.7","1.0","0.0","0.0"
"20253","11230","동대문구","CS200017","골프연습장","51.0","45.0","6.0","3.9","2.0","5.9","3.0"
"20253","11230","동대문구","CS200016","당구장","147.0","143.0","4.0","3.4","5.0","0.7","1.0"
"20253","11230","동대문구","CS200015","세무사사무소","151.0","151.0","0.0","0.0","0.0","0.7","1.0"
"20253","11230","동대문구","CS200014","회계사사무소","8.0","8.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200013","기타법무서비스","23.0","23.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200012","법무사사무소","17.0","17.0","0.0","5.9","1.0","11.8","2.0"
"20253","11230","동대문구","CS200011","변리사사무소","7.0","7.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200010","변호사사무소","19.0","19.0","0.0","0.0","0.0","5.3","1.0"
"20253","11230","동대문구","CS200009","동물병원","34.0","34.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200008","한의원","152.0","152.0","0.0","0.7","1.0","1.3","2.0"
"20253","11230","동대문구","CS200007","치과의원","162.0","162.0","0.0","0.0","0.0","1.2","2.0"
"20253","11230","동대문구","CS200006","일반의원","318.0","318.0","0.0","1.3","4.0","0.6","2.0"
"20253","11230","동대문구","CS200005","스포츠 강습","257.0","249.0","8.0","5.8","15.0","5.1","13.0"
"20253","11230","동대문구","CS200004","컴퓨터학원","7.0","7.0","0.0","0.0","0.0","0.0","0.0"
"20253","11230","동대문구","CS200003","예술학원","308.0","295.0","13.0","1.9","6.0","2.3","7.0"
"20253","11230","동대문구","CS200002","외국어학원","75.0","74.0","1.0","12.0","9.0","2.7","2.0"
"20253","11230","동대문구","CS200001","일반교습학원","693.0","608.0","85.0","1.7","12.0","2.7","19.0"
"20253","11230","동대문구","CS100010","커피-음료","861.0","638.0","223.0","3.3","28.0","5.2","45.0"
"20253","11230","동대문구","CS100009","호프-간이주점","502.0","460.0","42.0","3.0","15.0","4.4","22.0"
"20253","11230","동대문구","CS100008","분식전문점","455.0","352.0","103.0","3.7","17.0","4.2","19.0"
"20253","11230","동대문구","CS100007","치킨전문점","228.0","91.0","137.0","4.8","11.0","4.4","10.0"
"20253","11230","동대문구","CS100006","패스트푸드점","204.0","88.0","116.0","5.4","11.0","4.4","9.0"
"20253","11230","동대문구","CS100005","제과점","224.0","159.0","65.0","2.7","6.0","2.7","6.0"
"20253","11230","동대문구","CS100004","양식음식점","202.0","181.0","21.0","3.0","6.0","4.0","8.0"
"20253","11230","동대문구","CS100003","일식음식점","160.0","132.0","28.0","1.3","2.0","3.1","5.0"
"20253","11230","동대문구","CS100002","중식음식점","227.0","201.0","26.0","1.8","4.0","3.1","7.0"
"20253","11230","동대문구","CS100001","한식음식점","2302.0","2090.0","212.0","4.0","93.0","3.9","89.0"
"20253","11215","광진구","CS300043","전자상거래업","631.0","631.0","0.0","0.2","1.0","3.5","22.0"
"20253","11215","광진구","CS300042","주유소","30.0","30.0","0.0","0.0","0.0","3.3","1.0"
"20253","11215","광진구","CS300041","예술품","27.0","27.0","0.0","3.7","1.0","3.7","1.0"
"20253","11215","광진구","CS300040","재생용품 판매점","34.0","34.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300039","모터사이클및부품","52.0","52.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300038","자동차부품","76.0","76.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300037","중고차판매","7.0","7.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300036","조명용품","166.0","166.0","0.0","0.0","0.0","1.2","2.0"
"20253","11215","광진구","CS300035","인테리어","137.0","137.0","0.0","2.9","4.0","0.0","0.0"
"20253","11215","광진구","CS300034","악기","24.0","24.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300033","철물점","83.0","83.0","0.0","2.4","2.0","0.0","0.0"
"20253","11215","광진구","CS300032","가전제품","157.0","157.0","0.0","1.9","3.0","1.3","2.0"
"20253","11215","광진구","CS300031","가구","122.0","122.0","0.0","0.8","1.0","0.8","1.0"
"20253","11215","광진구","CS300030","중고가구","5.0","5.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300029","애완동물","91.0","82.0","9.0","3.3","3.0","1.1","1.0"
"20253","11215","광진구","CS300028","화초","174.0","173.0","1.0","1.7","3.0","3.4","6.0"
"20253","11215","광진구","CS300027","섬유제품","104.0","104.0","0.0","3.8","4.0","1.9","2.0"
"20253","11215","광진구","CS300026","완구","43.0","43.0","0.0","4.7","2.0","0.0","0.0"
"20253","11215","광진구","CS300025","자전거 및 기타운송장비","47.0","47.0","0.0","0.0","0.0","4.3","2.0"
"20253","11215","광진구","CS300024","운동/경기용품","139.0","139.0","0.0","3.6","5.0","0.7","1.0"
"20253","11215","광진구","CS300023","미용재료","43.0","43.0","0.0","7.0","3.0","2.3","1.0"
"20253","11215","광진구","CS300022","화장품","379.0","354.0","25.0","2.6","10.0","2.9","11.0"
"20253","11215","광진구","CS300021","문구","126.0","115.0","11.0","2.4","3.0","1.6","2.0"
"20253","11215","광진구","CS300020","서적","127.0","122.0","5.0","1.6","2.0","0.0","0.0"
"20253","11215","광진구","CS300019","의료기기","128.0","127.0","1.0","0.0","0.0","1.6","2.0"
"20253","11215","광진구","CS300018","의약품","290.0","263.0","27.0","3.1","9.0","2.1","6.0"
"20253","11215","광진구","CS300017","시계및귀금속","99.0","97.0","2.0","0.0","0.0","5.1","5.0"
"20253","11215","광진구","CS300016","안경","96.0","71.0","25.0","0.0","0.0","4.2","4.0"
"20253","11215","광진구","CS300015","가방","83.0","83.0","0.0","1.2","1.0","1.2","1.0"
"20253","11215","광진구","CS300014","신발","120.0","117.0","3.0","1.7","2.0","2.5","3.0"
"20253","11215","광진구","CS300013","유아의류","37.0","35.0","2.0","2.7","1.0","8.1","3.0"
"20253","11215","광진구","CS300011","일반의류","1094.0","1089.0","5.0","1.8","20.0","2.8","31.0"
"20253","11215","광진구","CS300010","반찬가게","287.0","281.0","6.0","2.8","8.0","1.7","5.0"
"20253","11215","광진구","CS300009","청과상","184.0","182.0","2.0","3.3","6.0","4.3","8.0"
"20253","11215","광진구","CS300008","수산물판매","98.0","96.0","2.0","2.0","2.0","1.0","1.0"
"20253","11215","광진구","CS300007","육류판매","179.0","179.0","0.0","3.9","7.0","3.4","6.0"
"20253","11215","광진구","CS300006","미곡판매","55.0","55.0","0.0","0.0","0.0","1.8","1.0"
"20253","11215","광진구","CS300005","주류도매","21.0","21.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS300004","핸드폰","500.0","496.0","4.0","0.0","0.0","1.6","8.0"
"20253","11215","광진구","CS300003","컴퓨터및주변장치판매","380.0","380.0","0.0","1.1","4.0","1.6","6.0"
"20253","11215","광진구","CS300002","편의점","361.0","104.0","257.0","2.2","8.0","4.7","17.0"
"20253","11215","광진구","CS300001","슈퍼마켓","407.0","282.0","125.0","5.7","23.0","4.7","19.0"
"20253","11215","광진구","CS200047","가정용품임대","40.0","40.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200046","의류임대","15.0","15.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200045","비디오/서적임대","11.0","10.0","1.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200044","여행사","110.0","110.0","0.0","0.9","1.0","2.7","3.0"
"20253","11215","광진구","CS200043","건축물청소","239.0","236.0","3.0","0.0","0.0","0.4","1.0"
"20253","11215","광진구","CS200042","통번역서비스","42.0","42.0","0.0","0.0","0.0","4.8","2.0"
"20253","11215","광진구","CS200041","사진관","242.0","237.0","5.0","0.8","2.0","2.5","6.0"
"20253","11215","광진구","CS200040","녹음실","27.0","27.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200039","DVD방","25.0","25.0","0.0","48.0","12.0","0.0","0.0"
"20253","11215","광진구","CS200038","독서실","121.0","105.0","16.0","5.8","7.0","2.5","3.0"
"20253","11215","광진구","CS200037","노래방","334.0","330.0","4.0","3.6","12.0","3.0","10.0"
"20253","11215","광진구","CS200036","고시원","1.0","1.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200035","게스트하우스","17.0","17.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200034","여관","103.0","103.0","0.0","6.8","7.0","2.9","3.0"
"20253","11215","광진구","CS200033","부동산중개업","1218.0","1216.0","2.0","0.2","2.0","1.6","20.0"
"20253","11215","광진구","CS200032","가전제품수리","114.0","113.0","1.0","0.0","0.0","1.8","2.0"
"20253","11215","광진구","CS200031","세탁소","248.0","216.0","32.0","1.6","4.0","1.6","4.0"
"20253","11215","광진구","CS200030","피부관리실","404.0","394.0","10.0","5.2","21.0","3.7","15.0"
"20253","11215","광진구","CS200029","네일숍","194.0","191.0","3.0","0.0","0.0","3.6","7.0"
"20253","11215","광진구","CS200028","미용실","862.0","820.0","42.0","2.1","18.0","1.6","14.0"
"20253","11215","광진구","CS200027","모터사이클수리","26.0","25.0","1.0","0.0","0.0","7.7","2.0"
"20253","11215","광진구","CS200026","자동차미용","42.0","41.0","1.0","2.4","1.0","4.8","2.0"
"20253","11215","광진구","CS200025","자동차수리","158.0","137.0","21.0","3.2","5.0","1.9","3.0"
"20253","11215","광진구","CS200024","스포츠클럽","229.0","224.0","5.0","17.5","40.0","1.7","4.0"
"20253","11215","광진구","CS200023","통신기기수리","26.0","26.0","0.0","3.8","1.0","0.0","0.0"
"20253","11215","광진구","CS200022","복권방","51.0","51.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200021","기타오락장","80.0","69.0","11.0","1.3","1.0","2.5","2.0"
"20253","11215","광진구","CS200020","전자게임장","13.0","13.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200019","PC방","68.0","63.0","5.0","2.9","2.0","7.4","5.0"
"20253","11215","광진구","CS200018","볼링장","2.0","2.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200017","골프연습장","50.0","50.0","0.0","2.0","1.0","0.0","0.0"
"20253","11215","광진구","CS200016","당구장","174.0","171.0","3.0","3.4","6.0","2.3","4.0"
"20253","11215","광진구","CS200015","세무사사무소","126.0","126.0","0.0","0.0","0.0","0.8","1.0"
"20253","11215","광진구","CS200014","회계사사무소","11.0","11.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200013","기타법무서비스","48.0","48.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200012","법무사사무소","57.0","57.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200011","변리사사무소","4.0","4.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200010","변호사사무소","28.0","28.0","0.0","0.0","0.0","3.6","1.0"
"20253","11215","광진구","CS200009","동물병원","37.0","36.0","1.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200008","한의원","126.0","126.0","0.0","0.8","1.0","0.8","1.0"
"20253","11215","광진구","CS200007","치과의원","157.0","157.0","0.0","1.3","2.0","0.0","0.0"
"20253","11215","광진구","CS200006","일반의원","339.0","339.0","0.0","2.1","7.0","0.6","2.0"
"20253","11215","광진구","CS200005","스포츠 강습","314.0","310.0","4.0","6.7","21.0","1.9","6.0"
"20253","11215","광진구","CS200004","컴퓨터학원","11.0","11.0","0.0","0.0","0.0","0.0","0.0"
"20253","11215","광진구","CS200003","예술학원","344.0","332.0","12.0","3.2","11.0","2.6","9.0"
"20253","11215","광진구","CS200002","외국어학원","54.0","53.0","1.0","1.9","1.0","1.9","1.0"
"20253","11215","광진구","CS200001","일반교습학원","730.0","661.0","69.0","1.5","11.0","1.9","14.0"
"20253","11215","광진구","CS100010","커피-음료","1000.0","751.0","249.0","5.3","53.0","5.0","50.0"
"20253","11215","광진구","CS100009","호프-간이주점","719.0","652.0","67.0","2.4","17.0","3.9","28.0"
"20253","11215","광진구","CS100008","분식전문점","435.0","325.0","110.0","5.3","23.0","4.8","21.0"
"20253","11215","광진구","CS100007","치킨전문점","236.0","86.0","150.0","6.8","16.0","3.0","7.0"
"20253","11215","광진구","CS100006","패스트푸드점","236.0","100.0","136.0","5.1","12.0","5.1","12.0"
"20253","11215","광진구","CS100005","제과점","222.0","168.0","54.0","2.7","6.0","7.2","16.0"
"20253","11215","광진구","CS100004","양식음식점","253.0","230.0","23.0","4.7","12.0","7.1","18.0"
"20253","11215","광진구","CS100003","일식음식점","245.0","209.0","36.0","3.3","8.0","3.3","8.0"
"20253","11215","광진구","CS100002","중식음식점","286.0","258.0","28.0","4.5","13.0","1.4","4.0"
"20253","11215","광진구","CS100001","한식음식점","2106.0","1827.0","279.0","4.6","97.0","4.4","93.0"
"20253","11200","성동구","CS300043","전자상거래업","740.0","740.0","0.0","0.0","0.0","3.0","22.0"
"20253","11200","성동구","CS300042","주유소","28.0","28.0","0.0","0.0","0.0","3.6","1.0"
"20253","11200","성동구","CS300041","예술품","64.0","64.0","0.0","3.1","2.0","1.6","1.0"
"20253","11200","성동구","CS300040","재생용품 판매점","49.0","49.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300039","모터사이클및부품","39.0","39.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300038","자동차부품","274.0","274.0","0.0","0.7","2.0","1.1","3.0"
"20253","11200","성동구","CS300037","중고차판매","180.0","180.0","0.0","1.1","2.0","0.6","1.0"
"20253","11200","성동구","CS300036","조명용품","206.0","206.0","0.0","0.0","0.0","0.5","1.0"
"20253","11200","성동구","CS300035","인테리어","135.0","135.0","0.0","2.2","3.0","2.2","3.0"
"20253","11200","성동구","CS300034","악기","9.0","9.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300033","철물점","64.0","64.0","0.0","1.6","1.0","1.6","1.0"
"20253","11200","성동구","CS300032","가전제품","66.0","66.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300031","가구","85.0","85.0","0.0","2.4","2.0","1.2","1.0"
"20253","11200","성동구","CS300030","중고가구","4.0","4.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300029","애완동물","97.0","91.0","6.0","3.1","3.0","2.1","2.0"
"20253","11200","성동구","CS300028","화초","177.0","177.0","0.0","1.7","3.0","0.6","1.0"
"20253","11200","성동구","CS300027","섬유제품","91.0","90.0","1.0","4.4","4.0","0.0","0.0"
"20253","11200","성동구","CS300026","완구","34.0","34.0","0.0","5.9","2.0","0.0","0.0"
"20253","11200","성동구","CS300025","자전거 및 기타운송장비","37.0","37.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300024","운동/경기용품","130.0","130.0","0.0","2.3","3.0","2.3","3.0"
"20253","11200","성동구","CS300023","미용재료","33.0","33.0","0.0","6.1","2.0","0.0","0.0"
"20253","11200","성동구","CS300022","화장품","491.0","467.0","24.0","2.4","12.0","2.6","13.0"
"20253","11200","성동구","CS300021","문구","129.0","117.0","12.0","1.6","2.0","1.6","2.0"
"20253","11200","성동구","CS300020","서적","113.0","107.0","6.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300019","의료기기","111.0","111.0","0.0","0.0","0.0","2.7","3.0"
"20253","11200","성동구","CS300018","의약품","235.0","217.0","18.0","2.6","6.0","2.1","5.0"
"20253","11200","성동구","CS300017","시계및귀금속","88.0","87.0","1.0","1.1","1.0","2.3","2.0"
"20253","11200","성동구","CS300016","안경","89.0","72.0","17.0","3.4","3.0","1.1","1.0"
"20253","11200","성동구","CS300015","가방","105.0","103.0","2.0","5.7","6.0","0.0","0.0"
"20253","11200","성동구","CS300014","신발","236.0","234.0","2.0","1.3","3.0","3.0","7.0"
"20253","11200","성동구","CS300013","유아의류","39.0","36.0","3.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300012","한복점","5.0","5.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300011","일반의류","1190.0","1190.0","0.0","2.4","29.0","1.7","20.0"
"20253","11200","성동구","CS300010","반찬가게","284.0","272.0","12.0","3.2","9.0","3.5","10.0"
"20253","11200","성동구","CS300009","청과상","142.0","139.0","3.0","2.8","4.0","4.9","7.0"
"20253","11200","성동구","CS300008","수산물판매","55.0","55.0","0.0","0.0","0.0","1.8","1.0"
"20253","11200","성동구","CS300007","육류판매","1705.0","1705.0","0.0","1.1","18.0","1.8","30.0"
"20253","11200","성동구","CS300006","미곡판매","57.0","57.0","0.0","0.0","0.0","1.8","1.0"
"20253","11200","성동구","CS300005","주류도매","45.0","45.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS300004","핸드폰","182.0","182.0","0.0","0.0","0.0","0.5","1.0"
"20253","11200","성동구","CS300003","컴퓨터및주변장치판매","240.0","240.0","0.0","0.0","0.0","1.7","4.0"
"20253","11200","성동구","CS300002","편의점","294.0","80.0","214.0","1.0","3.0","1.4","4.0"
"20253","11200","성동구","CS300001","슈퍼마켓","397.0","313.0","84.0","8.1","32.0","1.8","7.0"
"20253","11200","성동구","CS200047","가정용품임대","29.0","29.0","0.0","0.0","0.0","3.4","1.0"
"20253","11200","성동구","CS200046","의류임대","8.0","8.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS200045","비디오/서적임대","6.0","6.0","0.0","16.7","1.0","16.7","1.0"
"20253","11200","성동구","CS200044","여행사","104.0","103.0","1.0","0.0","0.0","2.9","3.0"
"20253","11200","성동구","CS200043","건축물청소","148.0","146.0","2.0","0.0","0.0","1.4","2.0"
"20253","11200","성동구","CS200042","통번역서비스","72.0","72.0","0.0","0.0","0.0","1.4","1.0"
"20253","11200","성동구","CS200041","사진관","321.0","318.0","3.0","1.9","6.0","0.9","3.0"
"20253","11200","성동구","CS200040","녹음실","28.0","28.0","0.0","3.6","1.0","0.0","0.0"
"20253","11200","성동구","CS200039","DVD방","13.0","13.0","0.0","61.5","8.0","7.7","1.0"
"20253","11200","성동구","CS200038","독서실","66.0","53.0","13.0","4.5","3.0","1.5","1.0"
"20253","11200","성동구","CS200037","노래방","138.0","136.0","2.0","2.9","4.0","2.2","3.0"
"20253","11200","성동구","CS200036","고시원","10.0","10.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS200035","게스트하우스","18.0","18.0","0.0","0.0","0.0","5.6","1.0"
"20253","11200","성동구","CS200034","여관","81.0","81.0","0.0","2.5","2.0","1.2","1.0"
"20253","11200","성동구","CS200033","부동산중개업","1171.0","1166.0","5.0","0.0","0.0","2.1","25.0"
"20253","11200","성동구","CS200032","가전제품수리","71.0","71.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS200031","세탁소","173.0","135.0","38.0","4.0","7.0","3.5","6.0"
"20253","11200","성동구","CS200030","피부관리실","278.0","268.0","10.0","6.1","17.0","4.0","11.0"
"20253","11200","성동구","CS200029","네일숍","146.0","146.0","0.0","0.0","0.0","2.1","3.0"
"20253","11200","성동구","CS200028","미용실","662.0","598.0","64.0","1.4","9.0","0.8","5.0"
"20253","11200","성동구","CS200027","모터사이클수리","38.0","37.0","1.0","0.0","0.0","2.6","1.0"
"20253","11200","성동구","CS200026","자동차미용","89.0","85.0","4.0","2.2","2.0","1.1","1.0"
"20253","11200","성동구","CS200025","자동차수리","242.0","230.0","12.0","1.7","4.0","2.5","6.0"
"20253","11200","성동구","CS200024","스포츠클럽","163.0","160.0","3.0","16.0","26.0","3.1","5.0"
"20253","11200","성동구","CS200023","통신기기수리","17.0","17.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS200022","복권방","37.0","37.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS200021","기타오락장","29.0","25.0","4.0","3.4","1.0","10.3","3.0"
"20253","11200","성동구","CS200020","전자게임장","3.0","3.0","0.0","0.0","0.0","0.0","0.0"
"20253","11200","성동구","CS200019","PC방","33.0","30.0","3.0","6.1","2.0","6.1","2.0"
"20253","11200","성동구","CS200018","볼링장","4.0","4.0","0.0","0.0","0.0","0.0","0.0"
