"기준_년분기_코드","자치구_코드","자치구_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20241","11215","광진구","334942","160962","173980","38954","58750","54804","48013","53037","81384","19760","27249","27349","23527","25778","37299","19194","31501","27455","24486","27259","44085","169703","0","169703"
"20241","11200","성동구","276723","134232","142491","34713","40738","45505","40872","44362","70533","17595","19734","22300","20501","21810","32292","17118","21004","23205","20371","22552","38241","132568","0","132568"
"20241","11170","용산구","212914","102175","110739","24700","30051","37371","31257","34283","55252","12589","13817","18587","15459","16743","24980","12111","16234","18784","15798","17540","30272","107664","0","107664"
"20241","11140","중구","120961","58499","62462","11764","17451","20793","16721","19024","35208","5962","7955","10399","8518","9501","16164","5802","9496","10394","8203","9523","19044","64443","0","64443"
"20241","11110","종로구","138891","67075","71816","15634","21297","19193","19134","23857","39776","7753","10096","9591","9264","11824","18547","7881","11201","9602","9870","12033","21229","71657","0","71657"
"20234","11740","강동구","456800","223326","233474","69331","56158","68197","74019","70448","118647","36326","27099","33674","36909","34589","54729","33005","29059","34523","37110","35859","63918","202602","0","202602"
"20234","11710","송파구","653369","313941","339428","100673","84498","104592","106320","100921","156365","51621","39769","49938","51561","48580","72472","49052","44729","54654","54759","52341","83893","285415","0","285415"
"20234","11680","강남구","539297","257811","281486","93714","66957","78117","97922","84814","117773","48726","31547","36534","44924","42299","53781","44988","35410","41583","52998","42515","63992","237639","0","237639"
"20234","11650","서초구","406675","193785","212890","72508","49782","56784","72078","65066","90457","36889","23743","26281","33344","32181","41347","35619","26039","30503","38734","32885","49110","169277","0","169277"
"20234","11620","관악구","479790","241652","238138","41418","106527","87960","61487","65636","116762","21139","51742","49211","32996","33572","52992","20279","54785","38749","28491","32064","63770","283003","0","283003"
"20234","11590","동작구","377821","182627","195194","45924","63465","59696","54423","57169","97144","23461","30645","30332","27225","27718","43246","22463","32820","29364","27198","29451","53898","186078","0","186078"
"20234","11560","영등포구","373300","183040","190260","45114","56437","70341","53851","55282","92275","23157","25682","35590","27727","27916","42968","21957","30755","34751","26124","27366","49307","189447","0","189447"
"20234","11545","금천구","226388","113895","112493","22766","34593","37592","29458","37422","64557","11553","16714","20668","15766","18793","30401","11213","17879","16924","13692","18629","34156","119576","0","119576"
"20234","11530","구로구","391809","192021","199788","50630","50733","60910","58333","61848","109355","25876","24487","31014","29793","30639","50212","24754","26246","29896","28540","31209","59143","183638","0","183638"
"20234","11500","강서구","560995","268800","292195","72517","78869","95807","86146","83120","144536","37085","35710","47788","43214","40358","64645","35432","43159","48019","42932","42762","79891","273059","0","273059"
"20234","11470","양천구","435645","212647","222998","73086","52445","52981","72463","74778","109892","37891","26380","26333","34671","36926","50446","35195","26065","26648","37792","37852","59446","180421","0","180421"
"20234","11440","마포구","362701","169519","193182","46999","58755","63519","56769","55909","80750","23706","25795","30016","27471","27165","35366","23293","32960","33503","29298","28744","45384","180459","0","180459"
"20234","11410","서대문구","305725","145207","160518","39629","48112","44858","44230","48855","80041","19994","22416","22027","21889","23589","35292","19635","25696","22831","22341","25266","44749","146397","0","146397"
"20234","11380","은평구","466475","221573","244902","59799","61748","66290","70206","77786","130646","30572","28827","32355","34696","37478","57645","29227","32921","33935","35510","40308","73001","215511","0","215511"
"20234","11350","노원구","498037","239023","259014","73576","66256","61007","75380","86409","135409","38055","33564","30594","35976","41653","59181","35521","32692","30413","39404","44756","76228","217800","0","217800"
"20234","11320","도봉구","306437","148571","157866","36582","37326","37530","42450","54189","98360","18939","18604","19287","21295","25843","44603","17643","18722","18243","21155","28346","53757","137870","0","137870"
"20234","11305","강북구","287918","139417","148501","30704","38118","34968","39872","50233","94023","15700","18220","18416","20572","24836","41673","15004","19898","16552","19300","25397","52350","143436","0","143436"
"20234","11290","성북구","425160","203927","221233","59077","64622","56048","63392","70853","111168","30148","30383","28067","31156","34887","49286","28929","34239","27981","32236","35966","61882","196499","0","196499"
"20234","11260","중랑구","381547","187074","194473","43022","49886","57665","53061","64643","113270","21987","23928","29391","27653","31883","52232","21035","25958","28274","25408","32760","61038","187708","0","187708"
"20234","11230","동대문구","340101","166877","173224","40870","56516","49132","48567","52445","92571","20765","26896","25299","25005","26457","42455","20105","29620","23833","23562","25988","50116","171946","0","171946"
"20234","11215","광진구","334942","160962","173980","38954","58750","54804","48013","53037","81384","19760","27249","27349","23527","25778","37299","19194","31501","27455","24486","27259","44085","169703","0","169703"
"20234","11200","성동구","276723","134232","142491","34713","40738","45505","40872","44362","70533","17595","19734","22300","20501","21810","32292","17118","21004","23205","20371","22552","38241","132568","0","132568"
"20234","11170","용산구","212914","102175","110739","24700","30051","37371","31257","34283","55252","12589","13817","18587","15459","16743","24980","12111","16234","18784","15798","17540","30272","107664","0","107664"
"20234","11140","중구","120961","58499","62462","11764","17451","20793","16721","19024","35208","5962","7955","10399","8518","9501","16164","5802","9496","10394","8203","9523","19044","64443","0","64443"
"20234","11110","종로구","138891","67075","71816","15634","21297","19193","19134","23857","39776","7753","10096","9591","9264","11824","18547","7881","11201","9602","9870","12033","21229","71657","0","71657"
"20233","11740","강동구","398271","197954","200317","52114","45481","57601","64704","64156","114215","27114","23859","29033","32605","31915","53428","25000","21622","28568","32099","32241","60787","196139","0","196139"
"20233","11710","송파구","629267","306739","322528","86297","74256","94184","106312","103598","164620","44310","37962","45311","51120","50695","77341","41987","36294","48873","55192","52903","87279","281764","0","281764"
"20233","11680","강남구","522752","250678","272074","69259","67584","79203","89525","91366","125815","35848","35223","36240","40846","44393","58128","33411","32361","42963","48679","46973","67687","234547","0","234547"
"20233","11650","서초구","400006","192397","207609","61020","46191","57219","70662","66374","98540","31234","23447","26613","32829","32634","45640","29786","22744","30606","37833","33740","52900","173212","0","173212"
"20233","11620","관악구","489514","247536","241978","47680","50214","105072","82321","69814","134413","24522","24957","55501","44680","35952","61924","23158","25257","49571","37641","33862","72489","274530","0","274530"
"20233","11590","동작구","381689","186966","194723","47001","40942","64902","63513","56803","108528","24425","20840","32468","32075","27897","49261","22576","20102","32434","31438","28906","59267","184294","0","184294"
"20233","11560","영등포구","348870","173953","174917","43727","33792","58512","58719","53314","100806","22487","17346","28703","30348","27394","47675","21240","16446","29809","28371","25920","53131","184488","0","184488"
"20233","11545","금천구","220070","112035","108035","23400","23647","34173","33426","37565","67859","11914","12176","18348","17858","19276","32463","11486","11471","15825","15568","18289","35396","114638","0","114638"
"20233","11530","구로구","403550","200797","202753","53911","41574","59564","69921","61587","116993","27560","21362","29397","36203","31190","55085","26351","20212","30167","33718","30397","61908","180455","0","180455"
"20233","11500","강서구","585027","285392","299635","77997","63438","92271","101435","88404","161482","39746","32345","44784","51650","43088","73779","38251","31093","47487","49785","45316","87703","266948","0","266948"
"20233","11470","양천구","460203","227584","232619","61934","64599","58507","69780","85315","120068","32071","34184","29265","33525","41876","56663","29863","30415","29242","36255","43439","63405","180531","0","180531"
"20233","11440","마포구","361271","173544","187727","47361","38216","61472","64902","56921","92399","24266","18881","28815","31742","28304","41536","23095","19335","32657","33160","28617","50863","178311","0","178311"
"20233","11410","서대문구","298338","144648","153690","35234","34350","45364","45727","48596","89067","17973","17135","22715","22781","23980","40064","17261","17215","22649","22946","24616","49003","144548","0","144548"
"20233","11380","은평구","457181","221709","235472","56254","51767","62564","75536","74754","136306","28948","26390","30572","37829","36485","61485","27306","25377","31992","37707","38269","74821","213749","0","213749"
"20233","11350","노원구","555318","270299","285019","72531","76889","69806","84385","98570","153137","37364","40094","35128","41210","47690","68813","35167","36795","34678","43175","50880","84324","218211","0","218211"
"20233","11320","도봉구","341355","168070","173285","39939","40776","44819","49912","57532","108377","20644","21206","23020","25010","27942","50248","19295","19570","21799","24902","29590","58129","139077","0","139077"
"20233","11305","강북구","316990","155876","161114","33893","34862","42088","48453","52327","105367","17402","17929","21436","25174","26228","47707","16491","16933","20652","23279","26099","57660","145867","0","145867"
"20233","11290","성북구","412357","201214","211143","54175","47556","57434","66397","67871","118924","27821","23535","28639","32965","33933","54321","26354","24021","28795","33432","33938","64603","195040","0","195040"
"20233","11260","중랑구","393628","196220","197408","44713","43348","57889","60993","65662","121023","22834","22480","29185","31916","32827","56978","21879","20868","28704","29077","32835","64045","185787","0","185787"
"20233","11230","동대문구","323173","160967","162206","37494","35688","49833","50783","50410","98965","19139","17850","26090","26034","25789","46065","18355","17838","23743","24749","24621","52900","167339","0","167339"
"20233","11215","광진구","341566","166979","174587","39033","40198","60720","55482","55795","90338","20047","20149","29568","27765","27371","42079","18986","20049","31152","27717","28424","48259","167243","0","167243"
"20233","11200","성동구","286321","141878","144443","36235","30140","44595","48318","46131","80902","18453","15184","22325","24625","23286","38005","17782","14956","22270","23693","22845","42897","135787","0","135787"
"20233","11170","용산구","219681","106667","113014","25586","22042","32488","35988","36474","67103","13089","11155","16139","17809","18210","30265","12497","10887","16349","18179","18264","36838","112556","0","112556"
"20233","11140","중구","121446","60531","60915","12476","11504","18814","19108","19367","40177","6315","5815","9540","9868","10001","18992","6161","5689","9274","9240","9366","21185","63375","0","63375"
"20233","11110","종로구","142900","70267","72633","14074","16710","21397","20171","24440","46108","7249","8281","11048","9822","12209","21658","6825","8429","10349","10349","12231","24450","74935","0","74935"
"20232","11740","강동구","398271","197954","200317","52114","45481","57601","64704","64156","114215","27114","23859","29033","32605","31915","53428","25000","21622","28568","32099","32241","60787","196139","0","196139"
"20232","11710","송파구","629267","306739","322528","86297","74256","94184","106312","103598","164620","44310","37962","45311","51120","50695","77341","41987","36294","48873","55192","52903","87279","281764","0","281764"
"20232","11680","강남구","522752","250678","272074","69259","67584","79203","89525","91366","125815","35848","35223","36240","40846","44393","58128","33411","32361","42963","48679","46973","67687","234547","0","234547"
"20232","11650","서초구","400006","192397","207609","61020","46191","57219","70662","66374","98540","31234","23447","26613","32829","32634","45640","29786","22744","30606","37833","33740","52900","173212","0","173212"
"20232","11620","관악구","489514","247536","241978","47680","50214","105072","82321","69814","134413","24522","24957","55501","44680","35952","61924","23158","25257","49571","37641","33862","72489","274530","0","274530"
"20232","11590","동작구","381689","186966","194723","47001","40942","64902","63513","56803","108528","24425","20840","32468","32075","27897","49261","22576","20102","32434","31438","28906","59267","184294","0","184294"
"20232","11560","영등포구","348870","173953","174917","43727","33792","58512","58719","53314","100806","22487","17346","28703","30348","27394","47675","21240","16446","29809","28371","25920","53131","184488","0","184488"
"20232","11545","금천구","220070","112035","108035","23400","23647","34173","33426","37565","67859","11914","12176","18348","17858","19276","32463","11486","11471","15825","15568","18289","35396","114638","0","114638"
"20232","11530","구로구","403550","200797","202753","53911","41574","59564","69921","61587","116993","27560","21362","29397","36203","31190","55085","26351","20212","30167","33718","30397","61908","180455","0","180455"
"20232","11500","강서구","585027","285392","299635","77997","63438","92271","101435","88404","161482","39746","32345","44784","51650","43088","73779","38251","31093","47487","49785","45316","87703","266948","0","266948"
"20232","11470","양천구","460203","227584","232619","61934","64599","58507","69780","85315","120068","32071","34184","29265","33525","41876","56663","29863","30415","29242","36255","43439","63405","180531","0","180531"
"20232","11440","마포구","361271","173544","187727","47361","38216","61472","64902","56921","92399","24266","18881","28815","31742","28304","41536","23095","19335","32657","33160","28617","50863","178311","0","178311"
"20232","11410","서대문구","298338","144648","153690","35234","34350","45364","45727","48596","89067","17973","17135","22715","22781","23980","40064","17261","17215","22649","22946","24616","49003","144548","0","144548"
"20232","11380","은평구","457181","221709","235472","56254","51767","62564","75536","74754","136306","28948","26390","30572","37829","36485","61485","27306","25377","31992","37707","38269","74821","213749","0","213749"
"20232","11350","노원구","555318","270299","285019","72531","76889","69806","84385","98570","153137","37364","40094","35128","41210","47690","68813","35167","36795","34678","43175","50880","84324","218211","0","218211"
"20232","11320","도봉구","341355","168070","173285","39939","40776","44819","49912","57532","108377","20644","21206","23020","25010","27942","50248","19295","19570","21799","24902","29590","58129","139077","0","139077"
"20232","11305","강북구","316990","155876","161114","33893","34862","42088","48453","52327","105367","17402","17929","21436","25174","26228","47707","16491","16933","20652","23279","26099","57660","145867","0","145867"
"20232","11290","성북구","412357","201214","211143","54175","47556","57434","66397","67871","118924","27821","23535","28639","32965","33933","54321","26354","24021","28795","33432","33938","64603","195040","0","195040"
"20232","11260","중랑구","393628","196220","197408","44713","43348","57889","60993","65662","121023","22834","22480","29185","31916","32827","56978","21879","20868","28704","29077","32835","64045","185787","0","185787"
"20232","11230","동대문구","323173","160967","162206","37494","35688","49833","50783","50410","98965","19139","17850","26090","26034","25789","46065","18355","17838","23743","24749","24621","52900","167339","0","167339"
"20232","11215","광진구","341566","166979","174587","39033","40198","60720","55482","55795","90338","20047","20149","29568","27765","27371","42079","18986","20049","31152","27717","28424","48259","167243","0","167243"
"20232","11200","성동구","286321","141878","144443","36235","30140","44595","48318","46131","80902","18453","15184","22325","24625","23286","38005","17782","14956","22270","23693","22845","42897","135787","0","135787"
"20232","11170","용산구","219681","106667","113014","25586","22042","32488","35988","36474","67103","13089","11155","16139","17809","18210","30265","12497","10887","16349","18179","18264","36838","112556","0","112556"
"20232","11140","중구","121446","60531","60915","12476","11504","18814","19108","19367","40177","6315","5815","9540","9868","10001","18992","6161","5689","9274","9240","9366","21185","63375","0","63375"
"20232","11110","종로구","142900","70267","72633","14074","16710","21397","20171","24440","46108","7249","8281","11048","9822","12209","21658","6825","8429","10349","10349","12231","24450","74935","0","74935"
"20231","11740","강동구","398271","197954","200317","52114","45481","57601","64704","64156","114215","27114","23859","29033","32605","31915","53428","25000","21622","28568","32099","32241","60787","196139","0","196139"
"20231","11710","송파구","629267","306739","322528","86297","74256","94184","106312","103598","164620","44310","37962","45311","51120","50695","77341","41987","36294","48873","55192","52903","87279","281764","0","281764"
"20231","11680","강남구","522752","250678","272074","69259","67584","79203","89525","91366","125815","35848","35223","36240","40846","44393","58128","33411","32361","42963","48679","46973","67687","234547","0","234547"
"20231","11650","서초구","400006","192397","207609","61020","46191","57219","70662","66374","98540","31234","23447","26613","32829","32634","45640","29786","22744","30606","37833","33740","52900","173212","0","173212"
"20231","11620","관악구","489514","247536","241978","47680","50214","105072","82321","69814","134413","24522","24957","55501","44680","35952","61924","23158","25257","49571","37641","33862","72489","274530","0","274530"
"20231","11590","동작구","381689","186966","194723","47001","40942","64902","63513","56803","108528","24425","20840","32468","32075","27897","49261","22576","20102","32434","31438","28906","59267","184294","0","184294"
"20231","11560","영등포구","348870","173953","174917","43727","33792","58512","58719","53314","100806","22487","17346","28703","30348","27394","47675","21240","16446","29809","28371","25920","53131","184488","0","184488"
"20231","11545","금천구","220070","112035","108035","23400","23647","34173","33426","37565","67859","11914","12176","18348","17858","19276","32463","11486","11471","15825","15568","18289","35396","114638","0","114638"
"20231","11530","구로구","403550","200797","202753","53911","41574","59564","69921","61587","116993","27560","21362","29397","36203","31190","55085","26351","20212","30167","33718","30397","61908","180455","0","180455"
"20231","11500","강서구","585027","285392","299635","77997","63438","92271","101435","88404","161482","39746","32345","44784","51650","43088","73779","38251","31093","47487","49785","45316","87703","266948","0","266948"
"20231","11470","양천구","460203","227584","232619","61934","64599","58507","69780","85315","120068","32071","34184","29265","33525","41876","56663","29863","30415","29242","36255","43439","63405","180531","0","180531"
"20231","11440","마포구","361271","173544","187727","47361","38216","61472","64902","56921","92399","24266","18881","28815","31742","28304","41536","23095","19335","32657","33160","28617","50863","178311","0","178311"
"20231","11410","서대문구","298338","144648","153690","35234","34350","45364","45727","48596","89067","17973","17135","22715","22781","23980","40064","17261","17215","22649","22946","24616","49003","144548","0","144548"
"20231","11380","은평구","457181","221709","235472","56254","51767","62564","75536","74754","136306","28948","26390","30572","37829","36485","61485","27306","25377","31992","37707","38269","74821","213749","0","213749"
"20231","11350","노원구","555318","270299","285019","72531","76889","69806","84385","98570","153137","37364","40094","35128","41210","47690","68813","35167","36795","34678","43175","50880","84324","218211","0","218211"
"20231","11320","도봉구","341355","168070","173285","39939","40776","44819","49912","57532","108377","20644","21206","23020","25010","27942","50248","19295","19570","21799","24902","29590","58129","139077","0","139077"
"20231","11305","강북구","316990","155876","161114","33893","34862","42088","48453","52327","105367","17402","17929","21436","25174","26228","47707","16491","16933","20652","23279","26099","57660","145867","0","145867"
"20231","11290","성북구","412357","201214","211143","54175","47556","57434","66397","67871","118924","27821","23535","28639","32965","33933","54321","26354","24021","28795","33432","33938","64603","195040","0","195040"
"20231","11260","중랑구","393628","196220","197408","44713","43348","57889","60993","65662","121023","22834","22480","29185","31916","32827","56978","21879","20868","28704","29077","32835","64045","185787","0","185787"
"20231","11230","동대문구","323173","160967","162206","37494","35688","49833","50783","50410","98965","19139","17850","26090","26034","25789","46065","18355","17838","23743","24749","24621","52900","167339","0","167339"
"20231","11215","광진구","341566","166979","174587","39033","40198","60720","55482","55795","90338","20047","20149","29568","27765","27371","42079","18986","20049","31152","27717","28424","48259","167243","0","167243"
"20231","11200","성동구","286321","141878","144443","36235","30140","44595","48318","46131","80902","18453","15184","22325","24625","23286","38005","17782","14956","22270","23693","22845","42897","135787","0","135787"
"20231","11170","용산구","219681","106667","113014","25586","22042","32488","35988","36474","67103","13089","11155","16139","17809","18210","30265","12497","10887","16349","18179","18264","36838","112556","0","112556"
"20231","11140","중구","121446","60531","60915","12476","11504","18814","19108","19367","40177","6315","5815","9540","9868","10001","18992","6161","5689","9274","9240","9366","21185","63375","0","63375"
"20231","11110","종로구","142900","70267","72633","14074","16710","21397","20171","24440","46108","7249","8281","11048","9822","12209","21658","6825","8429","10349","10349","12231","24450","74935","0","74935"
"20224","11740","강동구","398271","197954","200317","52114","45481","57601","64704","64156","114215","27114","23859","29033","32605","31915","53428","25000","21622","28568","32099","32241","60787","196139","0","196139"
"20224","11710","송파구","629267","306739","322528","86297","74256","94184","106312","103598","164620","44310","37962","45311","51120","50695","77341","41987","36294","48873","55192","52903","87279","281764","0","281764"
"20224","11680","강남구","522752","250678","272074","69259","67584","79203","89525","91366","125815","35848","35223","36240","40846","44393","58128","33411","32361","42963","48679","46973","67687","234547","0","234547"
"20224","11650","서초구","400006","192397","207609","61020","46191","57219","70662","66374","98540","31234","23447","26613","32829","32634","45640","29786","22744","30606","37833","33740","52900","173212","0","173212"
"20224","11620","관악구","489514","247536","241978","47680","50214","105072","82321","69814","134413","24522","24957","55501","44680","35952","61924","23158","25257","49571","37641","33862","72489","274530","0","274530"
"20224","11590","동작구","381689","186966","194723","47001","40942","64902","63513","56803","108528","24425","20840","32468","32075","27897","49261","22576","20102","32434","31438","28906","59267","184294","0","184294"
"20224","11560","영등포구","348870","173953","174917","43727","33792","58512","58719","53314","100806","22487","17346","28703","30348","27394","47675","21240","16446","29809","28371","25920","53131","184488","0","184488"
"20224","11545","금천구","220070","112035","108035","23400","23647","34173","33426","37565","67859","11914","12176","18348","17858","19276","32463","11486","11471","15825","15568","18289","35396","114638","0","114638"
"20224","11530","구로구","403550","200797","202753","53911","41574","59564","69921","61587","116993","27560","21362","29397","36203","31190","55085","26351","20212","30167","33718","30397","61908","180455","0","180455"
"20224","11500","강서구","585027","285392","299635","77997","63438","92271","101435","88404","161482","39746","32345","44784","51650","43088","73779","38251","31093","47487","49785","45316","87703","266948","0","266948"
"20224","11470","양천구","460203","227584","232619","61934","64599","58507","69780","85315","120068","32071","34184","29265","33525","41876","56663","29863","30415","29242","36255","43439","63405","180531","0","180531"
"20224","11440","마포구","361271","173544","187727","47361","38216","61472","64902","56921","92399","24266","18881","28815","31742","28304","41536","23095","19335","32657","33160","28617","50863","178311","0","178311"
"20224","11410","서대문구","298338","144648","153690","35234","34350","45364","45727","48596","89067","17973","17135","22715","22781","23980","40064","17261","17215","22649","22946","24616","49003","144548","0","144548"
"20224","11380","은평구","457181","221709","235472","56254","51767","62564","75536","74754","136306","28948","26390","30572","37829","36485","61485","27306","25377","31992","37707","38269","74821","213749","0","213749"
"20224","11350","노원구","555318","270299","285019","72531","76889","69806","84385","98570","153137","37364","40094","35128","41210","47690","68813","35167","36795","34678","43175","50880","84324","218211","0","218211"
"20224","11320","도봉구","341355","168070","173285","39939","40776","44819","49912","57532","108377","20644","21206","23020","25010","27942","50248","19295","19570","21799","24902","29590","58129","139077","0","139077"
"20224","11305","강북구","316990","155876","161114","33893","34862","42088","48453","52327","105367","17402","17929","21436","25174","26228","47707","16491","16933","20652","23279","26099","57660","145867","0","145867"
"20224","11290","성북구","412357","201214","211143","54175","47556","57434","66397","67871","118924","27821","23535","28639","32965","33933","54321","26354","24021","28795","33432","33938","64603","195040","0","195040"
"20224","11260","중랑구","393628","196220","197408","44713","43348","57889","60993","65662","121023","22834","22480","29185","31916","32827","56978","21879","20868","28704","29077","32835","64045","185787","0","185787"
"20224","11230","동대문구","323173","160967","162206","37494","35688","49833","50783","50410","98965","19139","17850","26090","26034","25789","46065","18355","17838","23743","24749","24621","52900","167339","0","167339"
"20224","11215","광진구","341566","166979","174587","39033","40198","60720","55482","55795","90338","20047","20149","29568","27765","27371","42079","18986","20049","31152","27717","28424","48259","167243","0","167243"
"20224","11200","성동구","286321","141878","144443","36235","30140","44595","48318","46131","80902","18453","15184","22325","24625","23286","38005","17782","14956","22270","23693","22845","42897","135787","0","135787"
"20224","11170","용산구","219681","106667","113014","25586","22042","32488","35988","36474","67103","13089","11155","16139","17809","18210","30265","12497","10887","16349","18179","18264","36838","112556","0","112556"
"20224","11140","중구","121446","60531","60915","12476","11504","18814","19108","19367","40177","6315","5815","9540","9868","10001","18992","6161","5689","9274","9240","9366","21185","63375","0","63375"
"20224","11110","종로구","142900","70267","72633","14074","16710","21397","20171","24440","46108","7249","8281","11048","9822","12209","21658","6825","8429","10349","10349","12231","24450","74935","0","74935"
"20223","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20223","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20223","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20223","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20223","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20223","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20223","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20223","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20223","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
"20223","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20223","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20223","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20223","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20223","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20223","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20223","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20223","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20223","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20223","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20223","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20223","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20223","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20223","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20223","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20223","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
"20222","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20222","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20222","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20222","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20222","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20222","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20222","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20222","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20222","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
