"기준_년분기_코드","자치구_코드","자치구_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20222","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20222","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20222","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20222","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20222","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20222","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20222","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20222","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20222","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20222","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20222","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20222","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20222","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20222","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20222","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20222","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
"20221","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20221","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20221","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20221","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20221","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20221","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20221","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20221","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20221","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
"20221","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20221","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20221","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20221","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20221","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20221","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20221","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20221","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20221","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20221","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20221","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20221","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20221","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20221","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20221","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20221","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
"20214","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20214","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20214","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20214","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20214","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20214","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20214","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20214","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20214","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
"20214","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20214","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20214","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20214","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20214","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20214","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20214","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20214","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20214","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20214","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20214","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20214","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20214","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20214","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20214","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20214","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
"20213","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20213","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20213","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20213","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20213","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20213","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20213","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20213","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20213","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
"20213","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20213","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20213","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20213","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20213","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20213","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20213","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20213","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20213","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20213","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20213","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20213","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20213","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20213","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20213","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20213","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
"20212","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20212","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20212","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20212","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20212","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20212","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20212","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20212","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20212","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
"20212","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20212","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20212","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20212","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20212","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20212","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20212","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20212","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20212","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20212","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20212","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20212","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20212","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20212","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20212","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20212","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
"20211","11740","강동구","459485","225974","233511","73655","61405","72029","73973","72151","106272","38433","30308","35914","37108","35131","49080","35222","31097","36115","36865","37020","57192","196139","0","196139"
"20211","11710","송파구","667802","322197","345605","109764","94065","110605","109290","102556","141522","56407","44767","53059","52629","49765","65570","53357","49298","57546","56661","52791","75952","281764","0","281764"
"20211","11680","강남구","538853","257847","281006","95836","73919","81816","99174","80310","107798","49875","35369","37493","46116","40172","48822","45961","38550","44323","53058","40138","58976","234547","0","234547"
"20211","11650","서초구","424688","203131","221557","79116","55031","63180","77290","63138","86933","40585","26421","29121","36315","31065","39624","38531","28610","34059","40975","32073","47309","173212","0","173212"
"20211","11620","관악구","494436","248078","246358","50866","109023","86728","68386","67974","111459","26103","53111","47928","36508","34033","50395","24763","55912","38800","31878","33941","61064","274530","0","274530"
"20211","11590","동작구","391769","189357","202412","52498","66583","62231","58999","58358","93100","26876","32137","31473","29553","27971","41347","25622","34446","30758","29446","30387","51753","184294","0","184294"
"20211","11560","영등포구","379192","187492","191700","50077","58954","69250","56412","56875","87624","25812","27699","35573","29012","28878","40518","24265","31255","33677","27400","27997","47106","184488","0","184488"
"20211","11545","금천구","231723","117226","114497","27225","37102","35471","32915","40292","58718","13815","18706","19651","17279","20214","27561","13410","18396","15820","15636","20078","31157","114638","0","114638"
"20211","11530","구로구","404412","199662","204750","58388","55404","63155","63224","63333","100908","30004","27210","32218","32417","31322","46491","28384","28194","30937","30807","32011","54417","180455","0","180455"
"20211","11500","강서구","580372","280149","300223","84305","86985","99113","90931","86224","132814","43099","40318","50300","45565","41283","59584","41206","46667","48813","45366","44941","73230","266948","0","266948"
"20211","11470","양천구","454239","222808","231431","82404","59799","57820","78969","76503","98744","42751","30442","28469","37818","38021","45307","39653","29357","29351","41151","38482","53437","180531","0","180531"
"20211","11440","마포구","371747","175061","196686","53260","61843","64514","60986","54199","76945","26998","27891","30518","29646","26601","33407","26262","33952","33996","31340","27598","43538","178311","0","178311"
"20211","11410","서대문구","311889","149274","162615","43782","50246","45104","47455","49313","75989","22136","24073","22393","23440","23939","33293","21646","26173","22711","24015","25374","42696","144548","0","144548"
"20211","11380","은평구","479710","230215","249495","68378","67044","68488","76626","77229","121945","34967","32273","33902","37851","37180","54042","33411","34771","34586","38775","40049","67903","213749","0","213749"
"20211","11350","노원구","523074","252417","270657","86412","73219","64728","86235","87835","124645","44661","37580","32238","41034","42603","54301","41751","35639","32490","45201","45232","70344","218211","0","218211"
"20211","11320","도봉구","325263","158617","166646","44391","43418","41004","48542","57012","90896","22920","22116","20972","24042","27153","41414","21471","21302","20032","24500","29859","49482","139077","0","139077"
"20211","11305","강북구","308115","150163","157952","37747","42964","38746","46733","52647","89278","19484","21054","20356","23939","25794","39536","18263","21910","18390","22794","26853","49742","145867","0","145867"
"20211","11290","성북구","436692","210592","226100","65904","66904","59809","69775","69282","105018","33616","32193","29760","34391","34145","46487","32288","34711","30049","35384","35137","58531","195040","0","195040"
"20211","11260","중랑구","394574","195066","199508","49805","56082","58101","57853","69501","103232","25561","27776","29945","29924","34240","47620","24244","28306","28156","27929","35261","55612","185787","0","185787"
"20211","11230","동대문구","342588","169600","172988","44412","56319","50149","50588","53195","87925","22612","27977","25909","26091","26797","40214","21800","28342","24240","24497","26398","47711","167339","0","167339"
"20211","11215","광진구","346546","167198","179348","45504","62897","55983","52458","54501","75203","23194","29507","27678","25865","26569","34385","22310","33390","28305","26593","27932","40818","167243","0","167243"
"20211","11200","성동구","293523","143348","150175","40260","45033","48904","45014","47228","67084","20358","22260","24024","22572","23567","30567","19902","22773","24880","22442","23661","36517","135787","0","135787"
"20211","11170","용산구","229381","110426","118955","29087","33444","38047","35624","36962","56217","14897","15915","19030","17484","18282","24818","14190","17529","19017","18140","18680","31399","112556","0","112556"
"20211","11140","중구","124888","61022","63866","13601","18561","20075","17964","20635","34052","6902","8840","10014","9184","10472","15610","6699","9721","10061","8780","10163","18442","63375","0","63375"
"20211","11110","종로구","149349","72615","76734","18534","23405","19943","22229","25444","39794","9295","11502","9907","10828","12774","18309","9239","11903","10036","11401","12670","21485","74935","0","74935"
