"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","여가_지출_총금액","문화_지출_총금액","교육_지출_총금액","유흥_지출_총금액"
"20243","A","골목상권","3110167","용마초등학교","3247635962","850417927","390112014","232306128","415584323","541299459","112852321","99399622","468125664","137538504"
"20243","A","골목상권","3110166","구의1동주민센터","2785503416","762006977","341828888","217844956","358080105","455938856","98214096","93114258","334904378","123570902"
"20243","A","골목상권","3110165","국립정신건강센터","2118468606","559917368","255331939","151981200","276371495","352912996","73713389","64449704","292850706","90939809"
"20243","A","골목상권","3110164","아차산역 5번","1624780317","419031431","195657538","121586703","196419065","270079798","56120428","52734350","244539230","68611774"
"20243","A","골목상권","3110163","성자초등학교","1416070069","348676748","174191167","103662623","172050753","244148892","57398123","41861412","214684023","59396328"
"20243","A","골목상권","3110162","군자역 4번","1745042930","432502981","214420751","129171240","213840833","303974409","66420443","52549297","256886724","75276252"
"20243","A","골목상권","3110161","중곡역 3번","2220720664","624702020","259988797","156914936","307668930","348186461","74115481","68527141","289778771","90838127"
"20243","A","골목상권","3110160","광진경찰서","763674113","209244602","93008265","58325476","98295011","123853362","26157793","25170602","95806674","33812328"
"20243","A","골목상권","3110159","구의역 4번","4163589289","1167374183","498765238","309421115","544833641","650461276","138415745","136652545","540022405","177643141"
"20243","A","골목상권","3110158","중곡3동주민센터","2796479673","821899251","323827402","195810718","403357077","417952063","91050171","88685027","341892298","112005666"
"20243","A","골목상권","3110157","자양동우체국","2938866512","764587247","354277398","210677266","369775651","493632251","101333787","91017629","428282595","125282688"
"20243","A","골목상권","3110156","군자역 5번","2858750912","746386592","350294514","218309921","352707183","455194039","102353551","96577182","412647810","124280120"
"20243","A","골목상권","3110155","광진구청","1783791264","455837767","220702843","136238964","218664405","297626503","69927007","55748332","252073461","76971982"
"20243","A","골목상권","3110154","광진정말공원","2185328256","594131814","261337194","157888329","284495020","350294396","73455108","68892397","302643093","92190905"
"20243","A","골목상권","3110153","중곡1동주민센터","1118735342","291515555","135945638","83735587","141182444","192675986","39186231","35410746","150350504","48732651"
"20243","A","골목상권","3110152","중곡어린이공원","731359996","218084933","87579786","56046980","103738254","111215410","25076430","24625145","73648890","31344168"
"20243","A","골목상권","3110151","자양한강도서관","2108821996","579568041","250143368","150340082","276542206","335582555","68276196","67470041","291928486","88971021"
"20243","A","골목상권","3110150","중곡1동 마을마당","2331626455","675630821","279308708","177545884","316881756","360651333","77861897","78385509","265034685","100325862"
"20243","A","골목상권","3110149","세종대학교","594089068","139436730","78292929","44801132","68827195","97259571","24492594","20189511","92586000","28203406"
"20243","A","골목상권","3110148","어린이대공원역 3번","657325391","156429441","93777569","41176652","83875065","70757158","23977409","28213822","122141381","36976894"
"20243","A","골목상권","3110147","능동우편취급국","3195168079","875450491","388675763","245463851","409602899","508058329","112027403","106215060","411060830","138613453"
"20243","A","골목상권","3110146","신자초등학교","1506488855","402797411","183228010","111185179","195330338","241733714","57812381","46355489","204788759","63257574"
"20243","A","골목상권","3110145","장안초등학교","299544000","85537542","37254973","25717283","37942430","45836501","10494309","11042874","31969581","13748507"
"20243","A","골목상권","3110144","어린이대공원역 4번","867862648","192584381","124756092","59152127","99845655","103070587","33781059","36483528","169026011","49163208"
"20243","A","골목상권","3110143","뚝섬유원지역 1번","57752019","16298928","6851310","4276999","8167811","9267953","1845094","1809111","6742586","2492227"
"20243","A","골목상권","3110142","화양사거리","2113204735","511885528","294693215","164431501","240861525","280282406","82697901","88037092","336155986","114159581"
"20243","A","골목상권","3110141","건대입구역 1번","956074750","240363349","134194752","58209031","124883313","93705491","31228521","42389186","177429501","53671606"
"20243","A","골목상권","3110140","건대입구역 6번","3143153809","898930762","385708146","248537696","411085515","476067429","113103560","109770637","361920931","138029133"
"20243","A","골목상권","3110139","자양4동주민센터","1598822707","491577987","189401032","120911590","228477102","225434061","52705897","55681114","167169137","67464787"
"20243","A","골목상권","3110138","송정체육공원","1285313918","402737367","149081032","94022903","194399023","178164619","43474393","43329362","128922115","51183104"
"20243","A","골목상권","3110137","성수초등학교","1510657423","368158497","191562654","132037219","169884439","249293723","72377646","48653340","214941861","63748044"
"20243","A","골목상권","3110136","경수초등학교","1330547106","349168657","164327854","102767659","173182243","219151255","58354725","40440613","168491656","54662444"
"20243","A","골목상권","3110135","성동세무서","453428765","132172625","53658542","32211797","63992721","66697778","16716251","14601482","55160711","18216858"
"20243","A","골목상권","3110134","성수119안전센터","2936426722","811181893","354122443","217390942","395977686","467417656","103934464","92251517","368000244","126149877"
"20243","A","골목상권","3110133","서울교통공사","522124617","147814080","61463317","37201931","72004571","76836949","19310761","16349597","70588635","20554776"
"20243","A","골목상권","3110132","성수2가3동주민센터","952107247","260369231","116730006","75486044","122416053","157152081","33855492","31727232","111919995","42451113"
"20243","A","골목상권","3110131","성수동카페거리","1602323628","426202454","195835060","126678685","202511621","257510548","63550074","51631395","211135619","67268172"
"20243","A","골목상권","3110130","답십리역 6번","821791392","274529411","92180593","57405175","131306287","104607308","24214530","28127458","77458476","31962154"
"20243","A","골목상권","3110129","성원어린이공원","536029154","150144494","64947578","40767066","71065290","81483488","20453409","17350748","67299725","22517356"
"20243","A","골목상권","3110128","성원중학교","4070992102","1137125144","485508292","295107100","541463780","631688625","140580098","129110190","539166616","171242257"
"20243","A","골목상권","3110127","성수1가1동주민센터","153848864","37603053","19302545","12254454","17036714","25327403","6542476","5047987","24124173","6610059"
"20243","A","골목상권","3110126","서울숲역 1번","397341358","115988558","47020595","28853003","54572203","58520334","13832897","12825427","49497691","16230650"
"20243","A","골목상권","3110125","사근동살곶이상점가","2207499924","571600956","301529591","146871641","291044287","238957653","74955341","94003462","370161728","118375265"
"20243","A","골목상권","3110124","뚝섬역교차로","426644891","116710309","51518953","32820256","55364458","67483278","15910731","13778691","55153605","17904610"
"20243","A","골목상권","3110123","마장역 3번","1068633264","307834019","128928316","83873364","147760058","161622031","39960240","35630899","118609946","44414391"
"20243","A","골목상권","3110122","마장역 2번","569859649","139205393","72054340","44331899","70038099","98843190","26720372","16815486","77985275","23865595"
"20243","A","골목상권","3110121","한양대역 4번","451382057","95104416","69051929","26095044","54203215","37414010","16531715","21728469","102784947","28468312"
"20243","A","골목상권","3110120","서울숲카페거리","565691515","170267340","68237415","43565628","76316653","82057737","18592917","20118793","61837536","24697496"
"20243","A","골목상권","3110119","마장지하차도","141386425","37664354","17182728","10801446","17699353","21930944","5586566","4373641","20258922","5888471"
"20243","A","골목상권","3110118","왕십리역 9번","515886079","152805535","62119786","40304578","70234985","75399067","16714915","18027413","57435229","22844571"
"20243","A","골목상권","3110117","성동구보건소","524998968","155503222","62881224","40426164","72436142","78916179","17659273","17977392","56496239","22703133"
"20243","A","골목상권","3110116","청계천박물관","1029149453","295382668","122599682","74257576","141563995","158474690","34911012","33005808","125730098","43223924"
"20243","A","골목상권","3110115","상왕십리역 3번","909916791","233026905","113348725","73053567","118870783","158056850","38548511","28022182","107964414","39024854"
"20243","A","골목상권","3110114","왕십리파출소","319484780","84292237","38692646","23901937","40941399","51658245","12770790","9698016","44274471","13255039"
"20243","A","골목상권","3110113","응봉산","789172732","217128313","92492496","55817355","109563057","126112859","27085814","23689534","105225854","32057450"
"20243","A","골목상권","3110112","행당역 2번","1692234915","496447707","200972148","123443697","241761058","258139735","56640480","54809509","188289025","71731556"
"20243","A","골목상권","3110111","대현산장미원","756269616","199898429","89129272","52548763","98958066","123949615","25240451","22361646","112553421","31629953"
"20243","A","골목상권","3110110","상왕십리역 6번","1025524033","287452225","123829487","77704687","139607769","155779852","41248196","32666343","125724576","41510898"
"20243","A","골목상권","3110109","금호삼성래미안아파트","209484211","57726819","25212207","15894203","29350415","33847604","8115779","6389810","24316452","8630922"
"20243","A","골목상권","3110108","성동구립금호도서관","","","","","","","","","",""
"20243","A","골목상권","3110107","금호사거리","216936515","65297366","25101288","15511763","31912113","31830503","6756478","6968728","24605439","8952837"
"20243","A","골목상권","3110106","금북초등학교","448847476","118785288","53011597","30900472","58416678","74923959","14946680","13147734","65762810","18952258"
"20243","A","골목상권","3110105","금동어린이공원","1619463514","456565921","192551208","118778842","222790009","255453797","55901207","50748318","198809409","67864803"
"20243","A","골목상권","3110104","신금호역 4번","1928005256","532593491","230413542","140815481","261752056","308583964","67777611","59408312","245335105","81325694"
"20243","A","골목상권","3110103","옥수터널","194443882","51591344","22983942","13426379","25115188","31981931","6446860","5847020","29007366","8043852"
"20243","A","골목상권","3110102","옥수역 6번","252903110","62013412","30718147","19672321","31161683","42051707","10826744","7401652","38928469","10128975"
"20243","A","골목상권","3110101","옥정중학교","416897845","105300960","51526758","33925392","49844537","67663657","19141307","13321172","59321002","16853060"
"20243","A","골목상권","3110100","옥수동우편취급국","196356024","44757342","24676623","15351117","23077615","35476694","9485927","5596327","29862967","8071412"
"20243","A","골목상권","3110099","유엔빌리지길","1353322823","305310332","179877027","116268165","157946973","252697067","79446330","39132053","165844841","56800035"
"20243","A","골목상권","3110098","서울독일학교","237450148","58304664","30641729","20520090","28936425","42726958","11487395","7382764","26968101","10482022"
"20243","A","골목상권","3110097","한남초등학교","270829508","62176648","34070926","23133269","30900119","49515707","12483045","8278420","38758250","11513124"
"20243","A","골목상권","3110096","한남힐사이드아파트","694524729","172861183","87412452","55994871","87162218","124802341","29086033","21627766","85077099","30500766"
"20243","A","골목상권","3110095","한강진역 3번","1514634303","337008727","191286283","132395894","169048259","275702924","77316424","44634873","225142909","62098010"
"20243","A","골목상권","3110094","오산중학교","159791487","47305474","19380050","12679746","23370397","25431093","5350371","5321823","13794233","7158300"
"20243","A","골목상권","3110093","우사단길","3403698511","895056783","422201778","282754535","426286805","564631564","138332727","111969807","414371964","148092548"
"20243","A","골목상권","3110092","NH농협은행 보광동지점","1781029608","501368249","217547832","139420828","242809721","285892355","64071102","58477344","193255611","78186566"
"20243","A","골목상권","3110091","리움미술관","285909396","72988776","37194898","24441162","35543681","50422869","13699762","9217544","29631226","12769478"
"20243","A","골목상권","3110090","한국폴리텍대학서울정수캠퍼스","1346925170","343469070","169545824","106212998","172440934","226235028","59830991","41873594","169540522","57776209"
"20243","A","골목상권","3110089","서빙고동주민센터","1615979283","422538003","194528388","121514103","213058197","264068967","61993503","48613788","222948422","66715912"
"20243","A","골목상권","3110088","오산고등학교","1192315963","297994947","146448508","89599201","150736234","206747552","46055960","35567749","168025554","51140258"
"20243","A","골목상권","3110087","이태원엔틱가구거리","738082090","199726500","91174549","59977785","93900533","120615506","26972535","24864513","87841175","33008994"
"20243","A","골목상권","3110086","이태원역 북측","1170012718","279656557","148407819","95859967","139146175","207116755","55139369","35296929","159761388","49627759"
"20243","A","골목상권","3110085","경리단길남측","2188939195","532674185","267634384","172710621","263791507","380360414","90076581","66482790","323715693","91493020"
"20243","A","골목상권","3110084","경리단길북측","1886525027","502584517","230523566","150249407","238789970","309002772","71797673","61550728","240863870","81162524"
"20243","A","골목상권","3110083","서빙고역 1번","458293529","113796381","54662880","36091904","57396477","76485131","18391705","13576808","69503383","18388860"
"20243","A","골목상권","3110082","용산구청","793578005","190937351","99208962","66710328","93880644","138010670","34739575","24618116","111574529","33897830"
"20243","A","골목상권","3110081","해방촌 남동측","1722026054","467370190","205032792","126802790","221642774","276523836","58080158","55217523","239027390","72328601"
"20243","A","골목상권","3110080","해방촌예술마을","1988754967","529784541","238416330","147894127","256979687","317476083","73561741","61516792","280660706","82464960"
"20243","A","골목상권","3110079","후암동주민센터","5816513606","1410768659","714102151","434126583","696586306","999149137","233254733","172685484","910518641","245321912"
"20243","A","골목상권","3110078","이촌동점보아파트","280907628","61095805","36774894","22996143","33280392","51853622","16371127","7597343","39599390","11338912"
"20243","A","골목상권","3110077","삼광초등학교","701686243","180714361","84486019","50966145","88543620","114926382","26131107","21179380","105472097","29267132"
"20243","A","골목상권","3110076","삼각지역 14번","12729189","5129554","1238656","888457","2662688","1098689","320212","436844","570686","383403"
"20243","A","골목상권","3110075","숙대입구역 1번","1617334839","440731591","199156513","126578532","213181391","264881440","59972887","52528153","188823418","71480914"
"20243","A","골목상권","3110074","서울역 12번","1534781017","425999627","187706508","122848387","212047663","247474506","62216818","48990300","162671292","64825916"
"20243","A","골목상권","3110073","삼각지역 3번","171521415","43749876","21943964","15234297","19776991","29731593","7350953","6003938","19930334","7799469"
"20243","A","골목상권","3110072","열정도","164351561","44526761","19973868","13145753","21541325","26465256","6115082","5319387","20143765","7120364"
"20243","A","골목상권","3110071","한강미주맨션아파트","160286532","35433395","21324553","12638482","18903387","29543269","9465966","4380374","22028970","6568136"
"20243","A","골목상권","3110070","용산세무서","126079583","34073387","14892595","10529011","17353075","20290178","4705648","3880514","15106129","5249046"
"20243","A","골목상권","3110069","숙대입구","2091408330","498418331","279778736","134705770","258224199","257903280","72275734","80825053","402374400","106902827"
"20243","A","골목상권","3110068","남영역 1번","1394945162","382246487","168050285","106440387","180527082","219462373","49502753","45662605","183982226","59070964"
"20243","A","골목상권","3110067","배문고등학교","4042325194","1036105531","499274272","310061190","499155570","667066070","158605506","127349636","571044462","173662957"
"20243","A","골목상권","3110066","서울역 15번","1451433018","416007598","173659976","108110748","194339282","216376528","48684509","47923937","184178258","62152182"
"20243","A","골목상권","3110065","남정초등학교","115479057","31103732","14047881","8905939","15604851","19471628","4110983","3561799","13529692","5142552"
"20243","A","골목상권","3110064","효창공원앞역 2번","1617004489","386192642","202930309","124063453","188382611","282502224","68962027","48711011","245979507","69280705"
"20243","A","골목상권","3110063","효창공원앞역 5번","1162886145","329263699","138607177","88923975","159265539","178982243","40668913","37516070","140590898","49067631"
"20243","A","골목상권","3110062","한강로동땡땡거리(은행나무길)","776318976","225567320","91651117","60078552","113168669","119872012","27908314","25045946","80864121","32162925"
"20243","A","골목상권","3110061","효창동주민센터","2000862980","503189353","243394659","149582840","250239365","334737190","80000080","59762375","297207364","82749754"
"20243","A","골목상권","3110060","효창공원앞역 6번","1779795689","435798812","219530963","137139826","217431175","314883609","70910805","53594392","253858628","76647479"
"20243","A","골목상권","3110059","새남터성지","1460700558","366835488","178477000","109474725","192936478","261664571","55255550","42078213","190614346","63364187"
"20243","A","골목상권","3110058","성심여자고등학교","2194575007","580693472","261192202","159800772","285064291","354565222","79535757","66220604","316889384","90613303"
"20243","A","골목상권","3110057","황학코아루아파트","995897832","233516756","127728881","90805503","111060178","174659486","52296797","31042688","132630535","42157008"
"20243","A","골목상권","3110056","신당역 3번","2345870071","632466002","281949452","174230514","311766320","376388083","87615592","72299557","311124690","98029861"
"20243","A","골목상권","3110055","황학동벼룩시장","183778794","45436743","24221193","16165233","22273397","32759991","9626120","5750627","19364552","8180938"
"20243","A","골목상권","3110054","청구역 3번","2007417767","468638910","252564943","159957440","229599605","349243810","89488697","60305895","312866680","84751787"
"20243","A","골목상권","3110053","청구역 1번","975466676","287025373","117447996","73960899","133827161","146820770","31976019","33107320","108698250","42602888"
"20243","A","골목상권","3110052","장충초등학교","797341566","202359082","98969500","62647980","99011192","136891358","31316265","24697633","106464421","34984135"
"20243","A","골목상권","3110051","한양공고앞 교차로","667566496","206343484","79646035","51943058","97497210","93857021","24201359","22735246","63339556","28003527"
"20243","A","골목상권","3110050","약수역 7번","793450199","200312818","98868312","62595154","102211925","141205113","32104744","23888631","97133190","35130312"
"20243","A","골목상권","3110049","장충단 고개","1079848128","262909804","134729415","85586577","126520607","187849572","43884730","33646438","157688365","47032620"
"20243","A","골목상권","3110048","장충동주민센터","1413011253","333738392","179225363","113555134","167353345","250989361","64620586","42179838","200782996","60566238"
"20243","A","골목상권","3110047","다산성곽길","1195911920","333559837","144944102","94111863","164532820","191690418","45183621","38259675","132830410","50799174"
"20243","A","골목상권","3110046","버티고개","2189269535","542877422","273277184","170133102","270775096","383064569","92229389","65735494","296494338","94682941"
"20243","A","골목상권","3110045","동대문역사문화공원역 5번","354161658","103353623","43032903","27817964","49433273","51400081","11669162","12514697","39106596","15833359"
"20243","A","골목상권","3110044","관성묘","178946367","39464666","22052926","12900662","20263431","28796053","7181727","5441096","35346775","7499031"
"20243","A","골목상권","3110043","충무초등학교","1564568535","333834282","220911534","102635867","180945378","201060327","61370630","62072285","316247538","85490694"
"20243","A","골목상권","3110042","남산골공원옆","1228216215","300614799","155138355","100978895","149414950","216454258","54911568","37871296","159601119","53230975"
"20243","A","골목상권","3110041","남산케이블카","597007525","164215379","74358370","47525151","81816669","100564848","23365183","19141947","59464645","26555333"
"20243","A","골목상권","3110040","중구회현체육센터(정화예술대남산캠퍼스)","1230137661","285017387","169145056","104420733","149384089","231661366","78208534","35490261","123986138","52824097"
"20243","A","골목상권","3110039","회현역 1번","57559772","16923406","6944456","4334470","8220158","8674709","1951291","1797597","6197884","2515801"
"20243","A","골목상권","3110038","경향신문사","120364348","26113277","16138176","9523996","13534076","21828081","7297769","3256743","17781966","4890264"
"20243","A","골목상권","3110037","신설동역 12번","969598430","262179152","118727232","73090506","130450078","159492052","37976067","29783809","116832396","41067138"
"20243","A","골목상권","3110036","동묘앞역 3번","173906013","50746058","22051894","13501570","26061963","27145360","8703146","5392054","13193033","7110935"
"20243","A","골목상권","3110035","동묘앞역 2번","1867544638","488425345","230385021","142967202","243512791","311826547","76004204","56690392","238086999","79646137"
"20243","A","골목상권","3110034","창신1동주민센터","212483540","49432815","27653368","19245036","25105535","37878744","12449939","6292711","25742901","8682491"
"20243","A","골목상권","3110033","창신역 4번","771111000","230468757","91940506","57505223","112879956","117145190","27565941","25029917","76622365","31953145"
"20243","A","골목상권","3110032","수족관거리","37011348","12883390","4017247","2639098","6458207","4539540","1084927","1254786","2791718","1342435"
"20243","A","골목상권","3110031","창신역 1번","173868489","45141262","20668280","12932600","22534705","27324757","7226782","5030391","26311029","6698683"
"20243","A","골목상권","3110030","동대문역 3번","202754119","61441032","24968377","15823019","28866329","30616584","7693806","6935870","17579785","8829317"
"20243","A","골목상권","3110029","동대문역 1번","2352986552","659783363","287389889","169339859","327501098","377518732","89632191","72189677","269265170","100366573"
"20243","A","골목상권","3110028","이화달팽이길","2099016363","639329757","248972562","159409307","299500785","301059297","70261739","71476579","220277672","88728665"
"20243","A","골목상권","3110027","혜화역 1번","1443674534","391481162","179288938","116867284","184492749","236358594","54193159","48258484","168001121","64733043"
"20243","A","골목상권","3110026","종로5가역 4번","76260454","21823990","9075986","6042567","10672979","11514334","2981752","2362812","8598637","3187397"
"20243","A","골목상권","3110025","충신시장옆","232818153","65006144","27756184","17256496","32610254","37600382","8314184","7107301","27335346","9831862"
"20243","A","골목상권","3110024","혜화동주민센터","526235130","139291704","65438122","42020919","64590263","87008490","19119069","17469686","67542127","23754750"
"20243","A","골목상권","3110023","서울대병원","430124011","108261409","56900899","32354969","52009106","63413630","16013724","16065073","63589499","21515702"
"20243","A","골목상권","3110022","경신고등학교","879563907","213067686","112630640","67054373","103617117","141197378","35771940","28983203","137249616","39991954"
"20243","A","골목상권","3110021","성균관대학교","1062083531","242915806","149142873","64336647","128741468","119906366","38074560","43410868","217013206","58541737"
"20243","A","골목상권","3110020","서울국제고등학교","1893277180","452132567","252800465","124254004","230932468","243437040","68238981","71326707","354675459","95479489"
"20243","A","골목상권","3110019","창덕궁","266124846","88835562","30923562","19943040","44779439","36997427","8813062","8884951","15987046","10960757"
"20243","A","골목상권","3110018","중앙고등학교","1569319603","412408387","186273004","112912049","206502191","255458150","55128487","46917612","228907288","64812435"
"20243","A","골목상권","3110017","정독도서관","488287266","130969540","58775262","35505747","66069945","78411323","18545568","14438314","65414259","20157308"
"20243","A","골목상권","3110016","평창동동측","1635958594","408705625","205647377","128448029","224885242","302457726","67401456","46565711","178212076","73635352"
"20243","A","골목상권","3110015","청와대사랑채","340654450","82062934","41584595","24596132","41047707","58114084","13813568","9787602","55694208","13953620"
"20243","A","골목상권","3110014","경복고등학교","246628270","60033663","29847166","17931705","30512782","42137551","9425497","7095605","39330058","10314243"
"20243","A","골목상권","3110013","체부동홍종문가옥","190109278","47549857","23715458","14588549","23273330","31499997","8440927","5717126","27452725","7871309"
"20243","A","골목상권","3110012","성곡미술관","1224738411","273854172","152375434","97840852","143955451","223172184","55335090","34182648","193085753","50936827"
"20243","A","골목상권","3110011","청운초등학교","284960476","72815096","33939883","20375958","37447312","48549219","9846527","8188528","41677963","12119990"
"20243","A","골목상권","3110010","평창동서측","2243586695","538964071","281544320","169148070","283258355","404132363","96928651","63144544","309164149","97302172"
"20243","A","골목상권","3110009","자하문터널","982492942","236811262","122600914","72225683","119525631","171575865","41212214","28357226","148304362","41879785"
"20243","A","골목상권","3110008","배화여자대학교(박노수미술관)","2746062777","683186826","329541269","198922162","341873952","461869492","103948914","80125777","434007126","112587259"
"20243","A","골목상권","3110007","사직공원(한국사회과학도서관)","1357989746","348226174","164289545","100434478","171335953","225229175","49504697","40857513","200194461","57917750"
"20243","A","골목상권","3110006","부암동주민센터","267177363","71242932","32618743","19192280","36992515","42702682","11024632","7714004","34834591","10854984"
"20243","A","골목상권","3110005","세검정","884701599","221446948","109882417","64738346","111988892","149822911","37478670","25606895","126544371","37192149"
"20243","A","골목상권","3110004","대신고등학교","712772785","205649728","84170011","51668351","100817261","111843712","23406627","22615164","82865155","29736776"
"20243","A","골목상권","3110003","세검정초등학교","1349699230","336704220","166150296","98720958","170559024","227367090","54707608","39088030","199219764","57182240"
"20243","A","골목상권","3110002","독립문역 1번","232465205","54998987","28932090","17084860","28271372","40933079","10180461","6575012","35805283","9684061"
"20243","A","골목상권","3110001","이북5도청사","520427635","129126028","64853632","37122367","65974602","88343761","22223650","14656697","76185341","21941557"
"20242","U","관광특구","3001496","강남 마이스 관광특구","","","","","","","","","",""
"20242","U","관광특구","3001495","잠실 관광특구","8751576599","1816408874","1103986952","722602116","917183031","1534513036","468534099","243707454","1598783308","345857729"
"20242","U","관광특구","3001494","종로?청계 관광특구","1880810046","502934723","242166818","151381021","253103975","314564008","93975919","58322993","183968103","80392486"
"20242","U","관광특구","3001493","동대문패션타운 관광특구","1889505008","405055507","242124953","165935630","198916229","327809433","100912376","55876056","315385781","77489043"
"20242","U","관광특구","3001492","명동 남대문 북창동 다동 무교동 관광특구","799060474","198543079","109338730","65537299","100540265","145153295","47266880","23816404","73392736","35471786"
"20242","U","관광특구","3001491","이태원 관광특구","3597923964","892652401","452992792","300767570","434227797","622505959","158308758","113915725","466848178","155704784"
"20242","R","전통시장","3130327","평화시장(남평화시장, 제일평화시장, 신평화패션타운)","","","","","","","","","",""
"20242","R","전통시장","3130326","고덕 골목형상점가","40697223","11206611","4772763","2901471","5713560","6213800","1627622","1170775","5555774","1534847"
"20242","R","전통시장","3130325","명일전통시장","762846136","200045982","92132092","50249063","95837650","118377471","27811608","21649307","124136975","32605988"
"20242","R","전통시장","3130324","길동복조리시장","595074220","151696675","73524317","44501832","76430248","99564788","26099940","17397781","81409740","24448899"
"20242","R","전통시장","3130323","둔촌역전통시장","764962470","212600940","92152548","54122662","106063523","123129274","27978245","23322734","93777790","31814754"
"20242","R","전통시장","3130322","고분다리전통시장","587462046","172243693","69597270","43277815","85080762","91077774","19285117","18928962","62880069","25090584"
"20242","R","전통시장","3130321","장신구 특화거리 상점가","746197588","192573814","91214957","53930233","94381501","126170473","28330814","22544492","105118864","31932440"
"20242","R","전통시장","3130320","암사종합시장","472182422","115543340","58589429","34326995","57825472","81593486","19627627","13775516","71015657","19884900"
"20242","R","전통시장","3130319","성내전통시장","541910305","157473780","65642451","41956959","76221418","82748796","21475300","17904832","56093899","22392870"
"20242","R","전통시장","3130318","로데오거리상점가","329927191","71236091","41239964","30424055","34104070","57516482","17060277","9890450","55238127","13217675"
"20242","R","전통시장","3130317","마천중앙시장","443911997","130210918","52046299","30917335","65431485","67670901","15436780","13598928","50679265","17920086"
"20242","R","전통시장","3130316","마천시장","41718696","14220497","4614224","2729490","6959846","5298999","1187153","1367314","3774177","1566996"
"20242","R","전통시장","3130315","문정동 로데오거리 상점가(문정동 로데오거리)","742171515","178819801","91126032","57351261","89684031","128572974","31448096","21507100","112524389","31137831"
"20242","R","전통시장","3130314","풍납시장","1463840744","487521055","163365851","102435153","232426856","185618590","42265493","50645537","142936305","56625904"
"20242","R","전통시장","3130313","방이시장","2956881150","733496973","359876526","217222973","360918695","511473630","110251855","88274991","448447682","126917825"
"20242","R","전통시장","3130312","석촌시장","728655686","177992730","90793568","56757793","87145883","126397797","29914285","21890529","106142334","31620767"
"20242","R","전통시장","3130311","새마을시장","1704471877","471389353","205922489","127451802","224056245","274527376","57949370","55487678","213826928","73860636"
"20242","R","전통시장","3130310","강남개포시장","","","","","","","","","",""
"20242","R","전통시장","3130309","은마종합상점가","","","","","","","","","",""
"20242","R","전통시장","3130307","도곡시장","51514148","11457479","6723180","4103738","5357390","8864465","2312937","1649861","8646250","2398848"
"20242","R","전통시장","3130306","강남언주로","207299533","51072593","26283592","17416812","23861397","37095813","7574444","7027543","27284001","9683338"
"20242","R","전통시장","3130305","논현종합시장","81052771","17338838","10266151","7006621","9019600","14977026","4340714","2273236","12566264","3264321"
"20242","R","전통시장","3130303","영동전통시장","728261153","176901098","95176793","58901432","84841376","121369347","32332856","24368182","100816076","33553993"
"20242","R","전통시장","3130302","강남시장(강남구 강남시장)","174139297","36724284","22571659","15494214","20011023","32804641","10426702","4689421","24513806","6903547"
"20242","R","전통시장","3130301","양재시장","52400098","11493846","6628150","4440264","5821260","9301305","2770983","1488693","8382225","2073372"
"20242","R","전통시장","3130296","남부종합시장","60153763","15099905","7313344","4232571","7362698","9821628","2223886","1757141","9793131","2549459"
"20242","R","전통시장","3130295","인헌시장(원당종합시장)","675831628","177369314","84358404","48612371","87314262","94764419","23775092","24051722","104925377","30660667"
"20242","R","전통시장","3130294","관악중부시장","380091784","100688946","47877071","33891005","44927374","60547064","15410920","13557806","46051367","17140231"
"20242","R","전통시장","3130293","봉천중앙시장","54755583","12701049","8017717","3226289","6894746","4980322","1906008","2536798","11245491","3247163"
"20242","R","전통시장","3130292","봉천현대시장","12704950","3026306","1780810","1040288","1649526","2497666","773168","364846","986592","585748"
"20242","R","전통시장","3130291","봉천제일종합시장","33244610","10600241","4205480","3075470","4450971","4718146","1144957","1380967","2058263","1610115"
"20242","R","전통시장","3130290","영림시장","1289845646","383554211","152976216","97520661","185222092","190010730","47037401","42760474","137662043","53101818"
"20242","R","전통시장","3130288","신림현대종합상가","14940602","4053027","1795266","1126730","1981579","2501528","513804","493611","1862278","612779"
"20242","R","전통시장","3130287","삼성동 시장(삼성동시장)","88424525","35636768","9212400","5641625","16927236","7645923","2299843","3125699","4601663","3333368"
"20242","R","전통시장","3130286","신신림시장(삼성동시장)","232952557","66584627","26125755","17924646","33552887","33457705","9309368","6974363","30649324","8373882"
"20242","R","전통시장","3130285","서원동상점가","174619872","31559976","22539489","14712607","17105169","26404610","8416521","5644712","40479699","7757089"
"20242","R","전통시장","3130284","관악종합시장(신원시장)","","","","","","","","","",""
"20242","R","전통시장","3130283","신원시장","152330813","46016520","18151222","11780143","21310872","22579884","5088322","5358338","15612067","6433445"
"20242","R","전통시장","3130282","난곡 골목형상점가","110314654","35460223","12331406","7343393","17256309","14942356","3247093","3642039","11883474","4208361"
"20242","R","전통시장","3130281","우림시장","21280830","6476236","2428766","1472787","3148901","3023036","665422","711395","2542141","812146"
"20242","R","전통시장","3130280","신림종합시장","","","","","","","","","",""
"20242","R","전통시장","3130279","관악신사시장","999680846","265982709","122570748","76033894","125273548","165481570","35130092","32554100","132618252","44035933"
"20242","R","전통시장","3130278","미성동 도깨비시장 골목형상점가","345132481","101590395","40535148","24201412","50634313","50309118","12899547","10589589","40911914","13461045"
