"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20251","11530","구로구","CS300022","화장품","9253606890","114071","7690246265","1563360625","1608200422","1089875168","1714943706","1473514359","1803712610","870046113","693314512","242038313","810904387","1741421453","3834176109","2001046670","624019958","4280913796","4954519858","14510395","810277767","2333242072","1895482009","2476685832","1705235578","80588","33483","16162","13068","13746","21415","16197","19297","14186","6231","15801","27569","28894","24496","11080","32914","80918","426","16596","23805","16072","28932","28002"
"20251","11530","구로구","CS300021","문구","4375436594","175786","4260821815","114614779","699409461","717219993","925774456","1027857783","890560122","92069914","22544865","0","636964512","1560791542","1893550451","283516050","614039","1218403488","492297878","10518364","79841528","345639317","233611156","437643596","603447401","168464","7322","33140","30363","36022","35535","33404","5670","1652","0","29056","67301","59156","20009","264","71582","45222","2114","9714","21507","24795","28861","29813"
"20251","11530","구로구","CS300020","서적","3591100599","55231","3033629029","557471570","569707560","489565140","371446765","1172677714","430231850","310203178","247268392","0","281027764","861027954","1667662204","753470452","27912225","1724648325","577416636","53623950","396326250","314082876","970424011","225383653","342224224","33548","21683","5623","6534","7448","6844","7099","12245","9438","0","1172","10728","20473","22174","684","27169","25469","2391","20834","10185","10165","4482","4581"
"20251","11530","구로구","CS300019","의료기기","2414962781","5349","2159150896","255811885","25529767","232605873","25362482","376514984","1499137790","255552384","259501","259501","687327760","1157786095","541285894","28303531","0","1751715120","663247661","0","3470782","3620574","1495600288","514297054","397974083","4838","511","769","736","583","1192","1558","498","13","13","911","1471","1969","985","0","2635","2714","0","130","242","1029","1242","2706"
"20251","11530","구로구","CS300018","의약품","56346439824","3154359","47652518774","8693921050","10838855475","8314438463","8143867806","9804934891","10550422139","7645649838","1048271212","2282389","11900541234","17783449833","17305299067","9011500616","343366685","28661554163","27566371663","51332628","2751650010","7441027323","10759038892","13191236902","22033640075","2629686","524673","623852","471645","440542","506230","587417","423203","101470","200","648338","878818","935983","671975","19045","1525009","1627386","7121","208079","573822","625932","676330","1061106"
"20251","11530","구로구","CS300017","시계및귀금속","846072926","3904","488060421","358012505","76685539","72890003","78736752","137218124","122530003","303542021","54470484","0","15816774","213658462","375775968","240821722","0","448523383","389921609","0","25470637","86687830","175154012","276934868","274197643","2910","994","566","369","729","710","536","685","309","0","162","1199","1591","952","0","1982","1862","0","142","200","743","1140","1619"
"20251","11530","구로구","CS300016","안경","3752481713","47413","2523486497","1228995216","518867147","416080137","444439902","501939933","642159378","749899236","479095980","0","157748759","885502296","1215066445","1434043463","60120750","1580843996","2154530052","25103439","594134282","826510349","680947269","900407345","708271363","33337","14076","7190","5511","6295","6358","7983","8532","5544","0","1785","9939","14317","19920","1452","14962","32361","1048","13530","11586","7289","8105","5762"
"20251","11530","구로구","CS300015","가방","118949806","2138","75112154","43837652","25782732","6287618","4341727","23428125","15271952","10874155","32963497","0","6428488","18714336","26549385","47550909","19706688","31121813","52029432","0","383897","339409","6368423","15726850","60332665","1672","466","317","370","118","353","514","247","219","0","167","645","999","301","26","884","1188","0","26","95","364","557","1030"
"20251","11530","구로구","CS300014","신발","298909971","4709","230358893","68551078","48931857","23283116","110491736","18526431","29125753","49729282","18821796","0","7036259","186823669","60235555","44814488","0","58638921","239822370","0","5323313","19389637","17171034","45157718","211419589","3225","1484","800","496","553","643","733","954","530","0","254","1526","1806","1123","0","1423","3261","0","70","297","551","1156","2609"
"20251","11530","구로구","CS300011","일반의류","8045107243","99515","5931521007","2113586236","1093565518","937334278","1138234444","1559019698","1203367069","1269126010","844460226","1386217","287766151","2095453098","3021794138","2480288780","158418859","2805783661","4932780442","9487765","360968570","1423886016","1224054875","1447570441","3272596435","72442","27073","13814","12118","13738","17474","15298","14932","12141","26","6330","28117","36249","27626","1167","36820","60546","323","8417","15252","14425","22441","36500"
"20251","11530","구로구","CS300010","반찬가게","9679081673","756256","7269405827","2409675846","1585199892","1619384653","1364107367","1446459372","1254254543","1326067575","1083608271","15590848","1239944950","3464761712","2940429904","1923922194","94432065","4625355651","4627358354","15672084","297255299","1348496801","1415800323","2880366763","3295122733","585211","171045","119979","114389","113985","115997","120861","94710","76335","5755","144442","237491","204473","149552","14543","388884","343085","1971","58159","174032","135220","171702","190884"
"20251","11530","구로구","CS300009","청과상","8985070397","490045","6223765679","2761304718","1277127822","1134334506","1203064571","1262935796","1346302984","1488305872","1272998846","9601718","1357703961","2419208751","2781565026","2170094008","246896933","3366503185","5398934672","4694038","152413171","970020495","1753804684","2330203368","3554302098","335692","154353","73942","64768","63977","62994","70011","81923","72430","601","53798","122658","160323","139088","13577","187862","297072","488","9053","50260","83422","134258","207461"
"20251","11530","구로구","CS300008","수산물판매","4490204563","200656","3299202537","1191002026","1000595646","799346247","398588021","516178672","584493951","712229734","478772292","411434","905757159","1248035643","1748655286","586357601","987440","1212701058","3276094646","442286","17964211","182699065","387268330","1338363790","2562058021","138582","62074","29693","25308","23299","29020","31262","36583","25491","8","30455","63541","71917","34719","16","68067","132550","37","1331","9973","22034","52196","115046"
"20251","11530","구로구","CS300007","육류판매","17585776033","632966","12201967026","5383809007","2942588270","2078104013","2130982149","2280292245","2770000349","2835478486","2548330521","0","2199360941","4741214908","5678217412","4888025731","78957041","6534011221","9886439115","5174671","268072337","1118802948","2490521381","4338917694","8198961310","430136","202830","97969","80293","81392","80096","90386","107554","95276","0","69700","168218","221997","171169","1882","240813","382035","78","12442","52447","90881","179198","287800"
"20251","11530","구로구","CS300006","미곡판매","2254996501","109711","1740861540","514134961","373494111","312200898","307873605","445789961","301502965","290214700","223920261","0","316465428","676204925","812157930","414974409","35193809","925905128","1228745933","90759","13823281","169707476","352498547","520245462","1098285536","82649","27062","18791","19018","15271","15438","14131","15400","11662","0","13996","30269","38461","24516","2469","44420","63664","4","693","8742","13076","26505","59062"
"20251","11530","구로구","CS300004","핸드폰","4816481696","277795","3433735628","1382746068","877621753","340533719","543565634","562051357","1109963165","930154710","452591358","56730740","420526160","1287105727","1106784531","1788900461","156434077","2714992243","1552704904","111621662","525104942","1290968473","636297714","1096903060","606801296","199288","78507","47219","35229","34298","37641","44901","35764","42743","7111","32321","59687","65515","81404","31757","133955","137362","3682","47402","77506","69635","39272","33821"
"20251","11530","구로구","CS300003","컴퓨터및주변장치판매","33068363085","292938","31708520584","1359842501","7429935118","8387684650","5950786606","4953288107","4986826103","420886656","938955845","0","7042920706","6979816825","13146223473","4446072744","1453329337","13856771932","4792391439","9504256","434705815","2093414942","4375483670","6902916824","4833137861","256904","36034","56381","51069","51489","49674","48291","6229","29805","0","65913","83129","103233","33893","6770","124028","73710","2822","21547","40215","51394","44436","37322"
"20251","11530","구로구","CS300002","편의점","26427234944","3547748","19207179211","7220055733","3813273264","3456387039","3699321169","3812310038","4425887701","3899715130","3320340603","2232689149","3838771817","3744003987","4071363568","8034536388","4505870035","15888974216","10092418489","216402056","4534311333","8357524736","5694368068","4480893913","2697892600","2633636","914112","520698","483038","510319","535397","584184","490542","423570","300582","655671","532499","516749","970445","571802","2239541","1279406","43544","676390","1181725","722081","562412","332792"
"20251","11530","구로구","CS300001","슈퍼마켓","65260236280","5361208","47729788441","17530447839","10196236292","9203027464","9309686126","8728110580","10292727979","9370250128","8160197711","1297159893","8395344383","12597004389","16906645968","20974994364","5089087283","34898249713","28037529176","109198530","3180531833","10156115330","14501550200","16213822891","18774560088","3943314","1417894","807957","740413","764700","783834","846410","746295","671599","160091","786942","982531","1118281","1765250","548113","2979497","2304627","26255","503118","1154477","1089347","1236514","1274403"
"20251","11530","구로구","CS200037","노래방","5204288768","179469","3085156574","2119132194","452425033","525229158","541296743","712661026","853544614","1160673926","958458268","2043553494","95129495","34393833","164332428","870295077","1996584441","3929296008","927448396","36519609","567420871","869115404","1104024225","1197511543","1082152751","111284","68185","19263","17904","21883","21112","31122","37978","30207","29299","1638","7624","18181","58396","64331","112020","65556","7622","64782","61186","19002","15185","9803"
"20251","11530","구로구","CS200034","여관","1696576658","34000","1031870089","664706569","212927344","169445453","187572332","239833442","222091518","359693685","305012884","401931377","87364703","92652359","169027637","481930952","463669630","1310229629","323875382","5494813","187934299","363027623","343876455","429620798","304151022","20903","13097","3989","3597","4180","4341","4796","6311","6786","7102","1680","2361","4294","9881","8682","26655","6605","137","3988","7102","7249","9650","5135"
"20251","11530","구로구","CS200032","가전제품수리","453689724","4344","393964055","59725669","79520906","89424552","67007319","82419400","75591878","44796338","14929331","0","54960225","169544560","146452230","82732709","0","181085972","88536967","0","3170988","34588514","75043289","75873368","80946780","3705","639","896","680","653","710","766","620","19","0","910","1428","1352","654","0","2355","1231","0","121","519","674","1085","1186"
"20251","11530","구로구","CS200031","세탁소","895507523","52734","675381925","220125598","166544590","100151684","142611907","113719522","152354222","189128070","30997528","5625493","136165670","186180626","247003886","302707126","17824722","407520353","442836013","0","76809249","209250695","200696648","216628642","146971135","37810","14924","8914","6235","7770","6981","7910","10617","4307","904","7324","10612","14088","17345","2461","25290","26381","0","6261","13611","11051","12393","8355"
"20251","11530","구로구","CS200030","피부관리실","1040862703","4736","864476722","176385981","264470118","150366286","78865578","172453625","198321115","152964585","23421396","23577370","124385932","203616244","245087316","397731186","46464655","277517063","753943722","529702","135951719","324871355","109323554","305808854","154975602","3659","1077","794","659","613","824","769","814","263","212","332","1130","1425","1377","260","1078","3584","24","981","1616","630","695","714"
"20251","11530","구로구","CS200029","네일숍","493645880","7359","372590856","121055024","42042450","41129209","95156286","75014309","119248602","80585864","40469160","0","2974728","138755367","119131684","192189902","40594199","151366168","342279712","0","81787121","201928206","96971902","52154058","60804593","5462","1897","757","828","1079","977","1821","1222","675","0","55","1995","2089","2935","285","1463","5896","0","1260","2885","1682","748","784"
"20251","11530","구로구","CS200028","미용실","7072086732","186980","4260904935","2811181797","698152040","577350660","812040905","970400044","1202961286","1688134701","1123047096","0","204883484","1808864587","2472375200","2492283491","93679970","3327048123","3717102824","23026258","704652667","1669040797","1591978035","1797747713","1257617567","116115","70865","21990","16174","22889","25190","29872","42365","28500","0","9408","51149","62108","63328","987","109758","76659","879","18821","42719","39570","46691","37722"
"20251","11530","구로구","CS200026","자동차미용","251490539","8789","181668450","69822089","43821952","33908523","34289140","34915434","34733401","37490001","32332088","73046","23720807","52165219","97055494","72813185","5662788","161620304","36720070","0","11490691","44995569","57432856","54354097","30067157","5211","3578","1315","763","986","1044","1103","1683","1895","7","842","2394","3429","1781","336","6374","1267","0","877","2438","2154","1356","813"
"20251","11530","구로구","CS200025","자동차수리","9597844011","40792","8129879833","1467964178","1689774051","1158650092","1513028985","2051237196","1717189509","1332903027","135061151","0","1416206014","2598866055","3430514429","2139307731","12949782","6176459517","1805265389","0","259914755","1234873429","2062730162","2130837150","2293369409","33470","7322","7259","5484","6203","6942","7582","6279","1043","0","7290","12134","15114","6241","13","26887","7791","0","819","5312","8401","9087","11047"
"20251","11530","구로구","CS200024","스포츠클럽","1880221604","6661","1721699795","158521809","348063742","290486421","221588676","376992740","484568216","113219588","45302221","210371","178312731","306084888","298217258","847133950","250262406","820947212","935727159","191832","309746724","628231344","367690153","349383335","101430987","5760","901","1253","1149","887","1184","1287","560","341","71","554","1039","1169","2635","1193","3932","2577","21","1581","2635","894","1075","310"
"20251","11530","구로구","CS200019","PC방","4133044770","697100","2605864399","1527180371","512643944","468616363","513218936","479607305","631777851","821402555","705777816","523403181","315865207","529126092","769659876","1255786363","739204051","3358209262","772683644","139432087","1361520969","1509401612","605971046","456961698","57605493","440057","257043","88811","77555","87013","82734","103944","138036","119007","83090","54704","87098","140157","211120","120931","556139","140793","35372","227727","244659","106798","72673","9703"
"20251","11530","구로구","CS200017","골프연습장","6233245851","85594","4290327742","1942918109","919340166","548941217","723087364","1131543056","967415939","1030394379","912523730","89696635","676466293","1060901066","2334728265","1693093645","378359947","4614369283","933821765","575697","186171242","795891216","2194572775","1392706680","978273432","51037","34557","10257","8666","9402","11301","11411","17031","17526","2100","7843","17827","23712","24582","9530","60619","16852","47","2317","10167","18855","26517","19566"
"20251","11530","구로구","CS200016","당구장","804257258","47555","506070123","298187135","100432227","83469379","88477145","104327147","129364225","168486577","129700558","63895474","1465827","37090786","131021369","343796972","226986830","698381744","90112950","5638027","34553008","68910971","135913313","290586389","252892985","29173","18382","5275","4952","5809","6003","7134","10485","7897","2794","63","2544","8267","20206","13681","41309","5307","511","2578","3649","7095","16903","15884"
"20251","11530","구로구","CS200008","한의원","7632128454","283773","6343579983","1288548471","1513202556","1031218324","1301768412","1323940444","1173450247","1077627616","210920855","0","1019996131","2796031018","2119546211","1691002726","5552368","3033033762","4501132341","6150434","480440798","1566475841","1204208742","1787384220","2489506064","243797","39976","57388","40608","44574","46752","54475","34192","5784","0","42813","101103","79863","59787","207","129180","154113","201","14861","42179","37520","64518","124007"
"20251","11530","구로구","CS200007","치과의원","21018657761","147506","18278318590","2740339171","4125656915","3646644482","3243195904","3538513120","3724308169","2739928290","410881","0","3290744591","6790148305","6615445973","4237601058","84717834","10875321862","10076503708","10834795","1008128863","2411142148","4102431867","5412783311","8006504585","127623","19883","27903","26050","21547","22918","29205","19861","22","0","28862","44342","51052","23136","114","76788","70558","214","8846","21498","31145","32971","52674"
"20251","11530","구로구","CS200006","일반의원","51561187837","1960352","42896123859","8665063978","9942807504","7457572406","6803071691","8266467874","10426204384","7322589462","1342474516","14653061","10857196520","15577541841","14958595174","10107823805","45377436","21522718001","30000136862","63965642","3040911836","10029364103","10840824701","12155802288","15391986295","1668953","291399","403850","292610","260265","319425","392803","263845","27554","150","517322","521136","642289","278740","715","909771","1049870","5662","97724","323529","424996","406147","701585"
"20251","11530","구로구","CS200005","스포츠 강습","3932778187","16516","3594883375","337894812","847730953","704093921","675620594","737316393","630121514","189610347","148284465","24157125","314072572","488736320","886282383","1667930785","551599002","1558597745","2227485870","5715550","499005981","1327644805","1182380306","503164693","268172283","14237","2279","3296","3071","2566","2920","2384","1153","1126","247","1448","1886","3924","7211","1800","7878","8367","159","2384","5150","5648","2108","797"
"20251","11530","구로구","CS200003","예술학원","2585638746","22717","2352575224","233063522","490972260","445150202","419913945","470892459","525646358","164584249","68479273","2283312","132276850","505609949","1014085329","863355107","68028199","1052431582","1513971912","0","39770321","436716477","1651372060","272587749","165956885","18619","4098","4380","2784","3690","4026","3739","2629","1469","15","924","6102","7559","7640","477","9296","12967","0","743","4073","12386","2717","2342"
"20251","11530","구로구","CS200002","외국어학원","2352800628","8196","1953525645","399274983","467029057","433113292","325936125","241661169","485786002","274690005","124584978","40102638","487831897","290751656","911866075","506679355","115569007","882008108","1470792520","0","0","249410419","1731007428","360407314","11975467","6777","1419","1428","1507","1067","986","1789","1004","415","124","1337","832","3397","2103","403","2727","5469","0","0","583","6315","1248","49"
"20251","11530","구로구","CS200001","일반교습학원","12662436618","42209","11192689329","1469747289","2548790087","2091937481","2031318492","1945214643","2575428626","1093991426","375755863","75321878","1359475831","1650437910","3757608765","4865463615","954128619","5284841656","7111967490","5881520","84368275","641058573","7751916769","3524158828","389425181","37266","4943","8461","7063","6695","6605","8442","3357","1586","330","5007","6118","12231","14522","4001","16906","24880","24","547","2750","26004","11298","1161"
"20251","11530","구로구","CS100010","커피-음료","12895860314","1984986","9921839353","2974020961","1865654068","1808426888","1961202147","2022774783","2263781467","1658508788","1315512173","33192896","2341404504","4743636928","2900759530","2371422275","505444181","5727652422","5696798994","72172350","1934547493","3727435745","2536747934","1898844608","1254703285","1559777","425209","304671","287762","304517","319282","343545","234225","190984","2838","517672","694705","417766","298760","53245","973568","889884","12040","332402","635657","401957","301812","179578"
"20251","11530","구로구","CS100009","호프-간이주점","19767911926","439228","13274892156","6493019770","2306473569","2040495940","2549963904","2690833539","3687125204","4039905428","2453114342","3791826175","155868807","958294085","860100606","5099393131","8902429122","12955654488","5536544983","195611817","3092421864","5486693696","3566992247","3596088203","2554391621","316999","122229","56737","52785","60843","64427","82207","74863","47366","60057","14695","64929","28265","115603","155679","268478","152329","3778","72803","128226","81037","79464","55512"
"20251","11530","구로구","CS100008","분식전문점","9094309590","826953","6803216873","2291092717","1294876905","1238863869","1327977782","1364287687","1577210630","1398896568","892196149","183630998","780014598","2861947892","1408973344","3045372607","814370151","4508289582","3728902151","52837611","970572429","2061622719","2005550651","1887820935","1258787383","621803","205150","123437","113416","119308","126058","139584","123495","81655","13582","83960","263341","137887","264718","63465","409414","383908","6176","102231","209309","189351","170572","115686"
"20251","11530","구로구","CS100007","치킨전문점","2647307610","88394","1852819160","794488450","301076103","300632358","334428020","399206863","517475816","502412122","292076328","189619993","5428010","76835051","191689113","1191956949","991778494","1612476923","874607726","10740942","226053313","475625688","584060408","689182922","501421384","61331","27063","10160","10024","11633","13192","16322","16930","10133","4184","80","4564","9992","44071","25503","53281","32398","411","7346","15480","18527","24018","19899"
"20251","11530","구로구","CS100006","패스트푸드점","5789920355","902242","3993451679","1796468676","743799609","686052097","771175987","818936420","973487566","982133296","814335380","491476356","354107286","1328586983","815869875","1775436747","1024443108","3291435743","2090689838","45370236","1012817059","1968851148","1188717234","738516227","427853675","590867","311375","107466","99479","115601","120177","148144","172964","138411","174791","48755","126821","87933","213529","250413","590116","296703","7098","193328","377570","184379","83681","40765"
"20251","11530","구로구","CS100005","제과점","7695640196","853111","5333104640","2362535556","968175038","961354567","1021923998","1080233941","1301417096","1242942692","1119592864","4273769","968094379","1853504186","2025475842","2456908143","387383877","3029022373","4028736551","25583081","556748640","1611683226","1779558051","1707933133","1376252800","584628","268483","112036","106304","116633","122338","127317","137588","130895","287","109227","187144","224532","291545","40376","346472","488391","5076","80138","205069","204777","185745","154045"
"20251","11530","구로구","CS100004","양식음식점","1860047187","85440","1492755466","367291721","250045919","281075759","303516076","301672596","356445116","204881828","162409893","4237182","10719378","1114967935","164487817","515044473","50590402","712014314","781755082","2712979","212752929","549614737","390063507","218822502","119802740","72939","12501","12784","14103","14673","14742","16637","7175","5326","75","1327","57017","6562","19465","994","36303","39097","152","13206","29939","18383","9214","4511"
"20251","11530","구로구","CS100003","일식음식점","5106634917","172027","3759302965","1347331952","686528799","640065444","709331117","793439919","929937686","800651811","546680141","174872098","19210914","1967344620","543251449","1702733992","699221844","2606378860","1651434249","28133851","650067760","1361846879","969386520","713556595","534821510","130369","41658","25832","21475","25165","26624","31273","23238","18420","2225","1324","89220","23450","48365","7443","88264","69169","1701","26963","49868","35502","24699","18695"
"20251","11530","구로구","CS100002","중식음식점","11246511090","382049","7752331310","3494179780","1426859575","1423942866","1511538722","1576028385","1813961762","1832633944","1661545836","330736824","236094819","4020276400","1414541490","4018624669","1226236888","6094884402","3755120760","28943390","1071325737","2556372636","2204640857","2296790776","1691931772","285655","96394","52852","54254","55152","59156","64241","50598","45796","6338","10820","184092","51699","110175","18925","216917","135365","1962","41596","94650","82521","77260","54296"
"20251","11530","구로구","CS100001","한식음식점","116830029120","3288475","86559308590","30270720530","16083648647","15114133762","16431063552","17707124605","21223338024","17861480509","12409240021","3862735610","1834165532","35750061626","10253338147","46671048101","18458680104","62075818739","35008604721","230391275","9845392661","23656582056","19374124931","21771057417","22206875110","2612711","675764","511388","476358","497582","532154","595229","392602","283162","72914","87339","1561775","327301","961748","277398","1831835","1119118","8605","319678","736873","592918","647471","645419"
"20251","11500","강서구","CS300043","전자상거래업","292640856","20039","140816800","151824056","15218976","30091927","31453161","33018329","31034407","78328651","73495405","36396","17651020","100638256","111525382","61623312","1166490","74516314","218124542","475000","83380118","54623829","23865600","45787330","84508979","9667","10372","857","488","2229","2849","3244","6057","4315","73","317","7904","7858","3658","229","4927","15111","165","7474","3927","2071","3100","3301"
"20251","11500","강서구","CS300036","조명용품","10603071796","344429","9516616164","1086455632","1532798655","2059447020","1672979798","1963581789","2287808902","978934660","107520972","82996491","3286988624","2530327183","2917530670","1659605137","125623691","3975814125","2605387568","13865788","247850851","435502248","2012121913","1288092041","2583768851","240356","104073","47819","44590","40692","47748","59507","65903","38170","39576","46755","51631","64653","80316","61498","173890","138525","8917","87996","75276","42136","37432","60664"
"20251","11500","강서구","CS300035","인테리어","969466822","20591","745351876","224114946","205945231","112487634","178190366","122832835","125895810","162134925","61980021","0","173975379","208184093","311821702","164412232","111073416","488983142","289163536","0","21934414","99927132","228507912","249471541","178298670","16639","3952","3497","3265","3490","2592","3795","3079","873","0","4868","6684","5997","2696","346","11401","4456","0","684","2401","2343","3752","6674"
"20251","11500","강서구","CS300033","철물점","746726383","40904","637147648","109578735","120487854","80515850","79392855","161629754","195121335","98989926","10588809","0","121145939","296328747","231305128","97946569","0","378142211","181301036","0","6351362","56798061","119264644","161087344","215941839","35519","5385","6776","6253","5894","8077","8519","4873","512","0","7698","12280","13870","7056","0","25182","10500","0","597","4482","7706","8896","14002"
"20251","11500","강서구","CS300032","가전제품","6643113355","10930","4578935603","2064177752","880234792","787549051","804711212","917604869","1188835679","971465781","1092711971","0","483553113","1613355924","2788202051","1757993580","8687","3612899774","2812406069","0","721436850","2260258548","688069031","822107392","1933434020","7081","3849","1579","1069","1263","1658","1512","2011","1838","0","996","2869","4328","2728","9","4889","5588","0","358","1631","1966","2347","4174"
"20251","11500","강서구","CS300031","가구","1195665903","2555","674420768","521245135","95687239","105711534","260039537","102032606","110949852","253322834","267922301","0","43788373","406857412","326746689","418273429","0","517722611","401151190","0","25345568","58112814","76081424","432070308","327263687","1524","1031","357","221","437","313","196","441","590","0","267","677","1062","549","0","1041","1354","0","48","134","329","596","1289"
"20251","11500","강서구","CS300029","애완동물","302011534","13723","193560278","108451256","53763105","35334208","26988710","44632565","32841690","72086385","36364871","1636288","17098304","77657453","115150969","83082466","7386054","85133251","214280988","105263","30338863","47508427","58184450","84892756","78403292","9426","4297","1683","1759","1526","2431","2027","2452","1845","89","677","3530","5357","3629","441","3872","9775","5","1043","1670","1886","4741","4307"
"20251","11500","강서구","CS300028","화초","1478850751","28830","1245143355","233707396","237675768","166777179","221795392","302866850","316028166","142609632","91097764","336588","167184891","450590095","499750002","352062861","8926314","442753288","685628892","2943259","43761256","165134240","175751139","197263035","543529247","21923","6907","4033","3702","3710","4145","6333","4479","2428","14","3293","7462","9839","7818","404","10993","14323","140","1473","3918","5135","6179","8482"
"20251","11500","강서구","CS300027","섬유제품","372609083","6843","272542554","100066529","99834561","13899702","23273785","109005397","26529109","89271846","10794683","0","6406755","72123797","198393376","89202311","6482844","110937778","258960186","1050854","4993925","37007064","10524265","53003129","263318727","5459","1384","1128","497","919","2166","749","1053","331","0","257","1418","3808","1327","33","2199","4616","6","51","580","332","1388","4459"
"20251","11500","강서구","CS300026","완구","1189160883","9235","980039921","209120962","302632508","139562804","226789181","113550798","197504630","168368290","40752672","23026533","38684576","245469071","470802152","356830785","54347766","720119737","164451300","0","47343961","147737905","276561764","257772372","155155035","7176","2059","1713","1222","1508","1254","1479","1744","315","29","543","2414","2954","3209","86","7094","1536","0","459","1321","2934","2122","1795"
"20251","11500","강서구","CS300025","자전거 및 기타운송장비","618928935","5258","259192743","359736192","56988315","82855623","30010787","47997787","41340231","179557533","180178659","0","54195895","108495663","278842619","177394758","0","419724982","174220798","4209445","33202269","106372737","272765560","76316698","101079072","2771","2487","566","627","445","298","835","1506","981","0","544","1475","1975","1264","0","3626","1555","93","396","739","1744","921","1289"
"20251","11500","강서구","CS300024","운동/경기용품","8766560793","50053","8276212904","490347889","511095034","717437882","1303285582","4583252240","1161142166","354340556","136007333","0","338125895","2595686147","3950816871","1842897405","39034475","3251337929","2623649958","2826761","157340687","3016998011","1366091025","773445278","558286122","45851","4202","7053","7793","8672","12764","9569","2026","2176","0","6221","18038","15860","9771","163","34646","14622","136","2624","12774","12262","12186","9284"
"20251","11500","강서구","CS300022","화장품","21326906654","209720","17875267254","3451639400","2193850268","3897925594","4029882009","2696939149","5056670234","2775787966","675851434","76985850","1260104101","3294548408","6195679485","8423911537","2075677273","7802961514","13240518893","9337751","2518120201","6105713296","4217701684","4498511292","3694096183","161733","47987","31826","31692","28797","31926","37492","32440","15547","681","12230","51006","67223","71481","7099","64477","144504","269","18193","41640","26233","41479","81167"
"20251","11500","강서구","CS300021","문구","9771477665","408519","9278327456","493150209","1431533596","2114792906","1837617739","2068796236","1825586979","340180155","152970054","155774","1998998899","3127640058","3501411996","1114801794","28469144","1425076662","1610922528","49936904","183761356","619069465","935949434","741906750","505375275","369968","38551","70562","77735","74471","74851","72349","22438","16113","121","69491","125798","139393","67458","6258","135154","150526","11863","22194","58453","88449","62674","42050"
"20251","11500","강서구","CS300020","서적","4582724715","132137","3580059860","1002664855","646344888","539138410","619275406","804020546","971280610","571716289","430948566","0","315349203","1216157063","1779494266","1187826643","83897540","1605148163","1769044566","83924260","216651277","374092930","1759459125","683164273","256900863","83819","48318","16445","15472","16269","17989","17644","25332","22986","1","3306","29714","45838","49267","4011","54631","74901","4597","11847","22116","53745","26833","10394"
"20251","11500","강서구","CS300019","의료기기","13971409901","20779","13586532049","384877852","2896767475","1918733861","1857598965","3343474639","3569957109","379077657","5800195","0","94313754","6572061280","5624395739","1680639128","0","11246250433","2720916469","0","54906151","596044177","4698627573","2719056710","5898532290","18893","1886","3221","3991","3046","4263","4372","1686","200","0","1381","8867","8646","1885","0","12505","8182","0","92","1477","4047","5052","10019"
"20251","11500","강서구","CS300018","의약품","71977214303","3703122","63050974861","8926239442","12954370688","10599775446","13645268415","10034413504","15817146808","7657074747","1269164695","10064861","13659638256","20601726271","25854662454","11442058157","409064304","40243138259","31635415357","70642487","2325824109","9737866571","18913217988","13486263571","27344738894","3057609","645513","719720","549836","508013","575821","704219","524357","121156","1055","735220","1019501","1084156","826059","37131","1750427","1951819","9226","246324","716508","730838","729392","1269958"
"20251","11500","강서구","CS300017","시계및귀금속","1802873102","5677","1497348429","305524673","339349298","440348783","162071530","354206862","201371956","289956005","15568668","0","17433553","674113801","643293863","462091452","5940433","844832077","932878185","0","31546188","299866987","213711323","481929081","750656683","4641","1036","1052","990","721","1008","870","951","85","0","256","1708","2088","1601","24","2548","2917","0","162","688","722","1710","2182"
"20251","11500","강서구","CS300016","안경","5682021522","56739","3808296668","1873724854","819320463","689549969","681851620","835935103","781639513","1176045321","697679533","0","232264465","1410194735","1935753652","2057422871","46385799","2444907998","3180623382","21535175","619911193","1232545469","1304656091","1336493324","1110390128","39640","17099","8706","7155","7008","8207","8564","10538","6561","0","2548","13341","17994","22151","705","23148","33351","513","9154","14125","12293","11668","8749"
