"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20261","11740","강동구","CS300043","전자상거래업","19023623","502","14065072","4958551","1343952","1451469","3406309","2800308","5063034","2475904","2482647","0","723290","4931187","9268869","1901082","2199195","5375809","10691119","0","1701440","2209513","2723871","3166841","6265263","416","86","10","5","166","108","127","76","10","0","30","176","173","118","5","142","345","0","46","57","43","117","224"
"20261","11740","강동구","CS300036","조명용품","3328159839","71967","2554727538","773432301","801178819","559181544","324257557","314088189","556021429","675744257","97688044","0","1144209501","1207627325","581066360","395104109","152544","2133422095","492162727","0","30243979","92408574","586358042","650967647","1265606582","60309","11658","13688","10804","10809","11123","13885","11202","456","0","16297","22539","21751","11349","31","44446","17796","0","2044","3225","9249","14578","33145"
"20261","11740","강동구","CS300035","인테리어","570228745","12816","449321592","120907153","89599353","47824913","77943307","166409928","67544091","82858264","38048889","0","152878151","102009962","216903946","98436686","0","227042587","245085822","330800","3674297","41960157","199258388","75536929","151367831","9816","3000","1968","1955","1457","1797","2639","1977","1023","0","2170","4294","4612","1740","0","6509","5275","25","250","1884","2261","2029","5335"
"20261","11740","강동구","CS300033","철물점","5431647239","59691","4866180047","565467192","864004802","1132041103","1185691007","824184296","860258839","428202097","137265095","0","1587979503","1985507598","1475763135","370267505","12129498","2140266583","1991583711","0","27314157","359441101","657006024","1397466174","1690622838","49884","9807","10140","10910","9416","9763","9655","7805","2002","0","17054","16749","17784","7994","110","29604","16160","0","736","5289","6955","11887","20910"
"20261","11740","강동구","CS300032","가전제품","2591613369","1348","1322251279","1269362090","346463317","84287049","414174803","201075224","276250886","983254003","286108087","0","146417849","705287606","1148665929","591241985","0","1260348634","1330624705","0","12318314","818116798","517264669","711768767","531504791","817","531","170","78","184","236","149","372","159","0","57","417","559","315","0","569","768","0","10","244","185","300","598"
"20261","11740","강동구","CS300031","가구","128486240","764","109688023","18798217","8537138","27186368","6777798","51834337","15352382","17884024","914193","0","19747956","35174723","60016740","13546821","0","93045636","29986062","0","0","1594723","26996723","72037613","22402638","636","128","105","72","105","202","152","106","22","0","151","195","302","116","0","496","144","0","0","69","75","234","265"
"20261","11740","강동구","CS300029","애완동물","655530426","6625","364797390","290733036","56710755","100299654","50486268","47879947","109420766","78586401","212146635","0","20331165","227978702","280822269","102504533","23893757","236124830","419405596","248188","110032970","143112996","195008479","87263539","119864254","4049","2576","835","753","817","965","679","1227","1349","0","407","1684","1939","2452","143","2663","3962","6","359","1205","1164","1752","2139"
"20261","11740","강동구","CS300028","화초","6959280207","67304","4797142972","2162137235","923554652","984953902","894225631","782867384","1211541403","949654128","1212483107","89459452","1789150506","1954010274","1599464105","809000814","718195056","3823227623","2627739567","3343899","154975434","691435551","1083022298","2012814727","2505643260","43722","23582","9170","7991","7224","8666","10671","12402","11180","171","10743","18537","20654","15117","2082","30876","31811","177","3177","10224","11755","16648","20739"
"20261","11740","강동구","CS300027","섬유제품","917998574","11066","631472446","286526128","141882077","108341152","72203726","72081196","236964295","194115107","92411021","0","37844964","258701606","368523445","252928559","0","250312733","640889459","0","10689965","52103296","98841866","263954427","465612640","8108","2958","1502","1634","1393","1509","2070","1843","1115","0","584","2920","5273","2289","0","3302","7649","0","163","515","1253","2364","6656"
"20261","11740","강동구","CS300026","완구","261532216","3377","160584998","100947218","15165630","28156312","13157048","97927991","6178017","90752151","10195067","0","33513923","164694124","37077046","26247123","0","235925682","25303483","0","0","25880741","21870350","43776593","169701481","2232","1145","444","503","169","568","548","663","482","0","584","1243","998","552","0","3261","102","0","0","127","211","775","2250"
"20261","11740","강동구","CS300025","자전거 및 기타운송장비","5278731943","29424","3118665126","2160066817","937268217","538363152","108538817","883156000","651338940","1365748652","794318165","0","832887761","1969302616","1474382209","1002159357","0","3636255700","1227044752","39046031","6769440","662166368","1919758335","1126194367","1109365911","15005","14419","3297","2493","2218","3812","3185","8490","5929","0","2100","12037","9400","5887","0","22949","5729","585","313","4558","7833","6656","8730"
"20261","11740","강동구","CS300024","운동/경기용품","3283719778","22756","1859576305","1424143473","382159988","385870520","355303289","317414152","418828356","903647461","520496012","11709255","67089642","858567641","1339884721","909753709","96714810","2005577740","1137803189","147438379","77032476","420205685","931814551","983319066","583570768","14706","8050","2909","2988","2928","2543","3338","4464","3586","296","897","5681","7566","6269","2047","14931","6120","173","623","3075","6152","5180","5847"
"20261","11740","강동구","CS300022","화장품","3333174107","76697","2585908945","747265162","538714751","525989928","528904879","481937738","510361649","452164805","295100357","151284924","178160130","976238996","1169932184","718560862","138997011","1051162559","2232804165","3288056","107097647","375363597","434457979","706027726","1658074181","57211","19486","10924","10708","11083","10707","13789","10744","8742","1335","4890","21053","29662","18504","1253","25697","50738","102","1742","5200","6475","12359","50561"
"20261","11740","강동구","CS300021","문구","11705372719","235489","11202997339","502375380","1173630040","2281076023","2869001875","1728561785","3150727616","407634435","94740945","109572","1028318104","4911487175","4804357973","942363793","18736102","1168456945","1247091499","10966381","148144149","219178083","855459859","545358247","636441725","199616","35873","38639","40137","42969","37005","40866","26859","9014","18","25353","73417","90369","42851","3481","79440","93486","2795","11962","22800","63993","31458","39921"
"20261","11740","강동구","CS300020","서적","2273082657","51792","1741763965","531318692","295485643","336135734","589651021","222536489","297955078","292707837","238610855","0","131383874","420878776","938797592","671172699","110849716","818120320","1439845267","35344688","13201073","281608815","1035561013","724502679","167747317","36599","15193","6872","7926","8045","6904","6852","7981","7212","0","2795","10984","19036","17322","1655","20831","30706","1875","634","2583","23004","16598","6845"
"20261","11740","강동구","CS300019","의료기기","9683936585","22278","8307930891","1376005694","1030576192","3196826014","703574153","864703470","2512251062","1364318488","11687206","4000000","3396809816","1995887195","3628878454","658361120","0","2552043898","6964129170","0","10334300","155341139","1243627561","726052087","7380817981","20433","1845","4094","3657","2766","4281","5635","1507","338","30","5728","6731","7449","2340","0","11295","10612","0","151","1829","3747","3306","12878"
"20261","11740","강동구","CS300018","의약품","85030272720","4054329","73742492515","11287780205","14735182502","16568766615","14097999309","12076303224","16264240865","9532904162","1754876043","15778927","20887319225","28549513581","21919714111","13134909086","523037790","36101298260","48857508331","63826398","2781941072","9405645985","13941194308","14517557838","44248640992","3353878","700451","749720","660586","548505","633922","761145","566073","134378","1505","807228","1147832","1197413","859986","40365","1912964","2139079","8230","224705","651722","828621","795720","1543041"
"20261","11740","강동구","CS300017","시계및귀금속","2856893485","5702","2031802684","825090801","273949112","422014213","481290078","175746862","678802419","237687345","587403456","0","276049272","1149313154","1002460954","379384488","49685617","1131869215","1718516046","93353","116852107","327953217","538675685","1141154717","725656183","4013","1689","1081","747","598","662","925","859","830","0","575","1782","2154","1149","42","1757","3904","13","255","731","989","1998","1674"
"20261","11740","강동구","CS300016","안경","6106767471","54103","3965828991","2140938480","906548234","689739151","711454264","765613206","892474136","1401027219","739911261","0","300579204","1702954750","2116274807","1931268919","55689791","2880610550","3150876494","20331286","508966857","1054956396","1529359195","1622878012","1294995294","37042","17061","7527","6635","7093","7068","8719","10252","6809","0","2733","13157","17529","19812","872","21202","32648","663","9524","11223","12141","11074","9226"
"20261","11740","강동구","CS300015","가방","35718716","546","30884976","4833740","18701374","4859002","0","3275432","4049168","4833740","0","0","0","9059958","14652206","12006552","0","6373814","29344902","0","0","0","0","16109172","19609544","399","147","194","58","0","89","58","147","0","0","0","147","194","205","0","178","368","0","0","0","0","256","290"
"20261","11740","강동구","CS300014","신발","563246313","7607","386931704","176314609","98089503","107216178","39940517","52556065","89129441","151999862","24314747","0","13510769","124926695","312808629","112000220","0","248398895","313614224","466088","3425485","23836529","20986390","79003836","434294791","5694","1913","1284","1122","917","1148","1223","1366","547","0","405","1850","3790","1562","0","2728","4841","12","86","391","496","1105","5480"
"20261","11740","강동구","CS300011","일반의류","40347272906","580807","24536266256","15811006650","4310708399","3481449107","4215247791","5356668190","7172192769","8850554065","6960452585","620634","1087176823","9873300885","16516695738","12644836084","224642742","13980952325","26141043462","35804263","1269309723","3888526962","8480786166","11076389175","15371179492","353526","227281","68365","61760","66242","74414","82745","122868","104413","120","11763","151245","232391","179970","5318","177182","402512","888","20234","64630","129110","149826","215005"
"20261","11740","강동구","CS300010","반찬가게","10443517726","603039","6164126356","4279391370","1346732053","1389723740","1072293210","1062704247","1292673106","3457045693","822345677","18236058","2910364641","1963963949","2710927420","2677264386","162761272","3154799426","7173814656","3570247","101502451","691072320","1732771880","4599170227","3200526954","447152","155887","103364","89400","79857","80052","94479","97023","58864","3657","55047","137220","183150","205348","18617","241364","358204","785","20877","73359","131681","158420","214445"
"20261","11740","강동구","CS300009","청과상","16581114750","900897","10810032270","5771082480","2437670459","2164858385","1738555107","2124964762","2343983557","3758715165","2012367315","15857465","3006413264","4288246743","5313894129","3846961416","109741733","6077932209","9437746421","4370563","204663145","1102042692","2348890374","3683809132","8171902726","605906","294991","134205","120763","103388","115089","132461","175292","119699","496","124028","233181","301473","235413","6306","341854","549221","501","14183","63981","136488","201265","474665"
"20261","11740","강동구","CS300008","수산물판매","8411342077","426019","5587930066","2823412011","903557132","1042721599","1030116691","1110769168","1500765476","1627141178","1196270833","2294203","799787250","2195609302","3031415882","2250041216","132194224","3224717304","5140498647","245698","107512543","548250885","1038861703","2189020656","4481324467","277279","148740","47999","52143","52318","57636","67183","82564","66176","278","34761","116043","157729","113636","3572","164950","259995","7","5751","28886","55218","97049","238035"
"20261","11740","강동구","CS300007","육류판매","26745555892","748544","18234079617","8511476275","4256204907","2985803010","2685570208","3801602764","4504898728","5031018657","3480457618","17623347","3449619413","6057083113","8746772089","8139173286","335284644","10664013063","14994480429","6242511","494103894","2007210032","4087637863","6293768647","12769530549","509157","239387","108769","91154","87745","99899","121590","131271","108116","295","72160","166981","244474","256585","8049","290368","450884","253","16630","73170","126350","173949","350900"
"20261","11740","강동구","CS300006","미곡판매","4361808018","120757","3410520411","951287607","691218460","636168147","729387218","607671076","746075510","797934210","153353397","0","1275795225","1379904463","1116736903","587168631","2202796","1424597328","2927304236","0","103788772","90039256","279763260","1307884891","2570425384","93158","27599","22953","15818","16648","18043","19696","21749","5850","0","16444","33856","44053","26217","187","46782","73835","0","2428","5039","13196","23324","76631"
"20261","11740","강동구","CS300004","핸드폰","2019864543","10446","1751431171","268433372","377580048","328514748","389817405","91357697","564161273","178437616","89995756","0","208274738","360622130","601487709","849479966","0","1347652824","569008492","0","60600201","72051722","332651535","905262223","546095635","8943","1503","2326","1609","1607","1253","2148","1354","149","0","1348","3085","4287","1726","0","5457","4267","0","339","1089","1593","2550","4153"
"20261","11740","강동구","CS300003","컴퓨터및주변장치판매","1126188670","6091","1043691456","82497214","81626920","705220667","140649185","32558401","83636283","80896400","1600814","0","20410086","252641970","188548019","663225740","1362855","886934672","195855829","0","24736636","111761715","694201994","176026904","76063252","4988","1103","1104","1483","718","1071","612","973","130","0","783","1591","2295","1292","130","3668","1800","0","293","1045","1234","1538","1359"
"20261","11740","강동구","CS300002","편의점","37667839345","4934662","26138207300","11529632045","5133903592","5166131136","4824495740","5220070953","5793605879","6077839428","5451792617","3445278217","4999096210","5120289077","5786254292","11508333635","6808587914","23027055375","14272678711","302877363","4973413774","10548225338","8718223896","7377146229","5379847487","3479675","1454987","680542","697183","645665","697368","758917","755925","699062","436476","792368","701274","746235","1406322","851987","3137987","1773415","68286","750523","1423979","1070445","916251","681919"
"20261","11740","강동구","CS300001","슈퍼마켓","39111094533","3071869","27907157028","11203937505","5665452657","5107096628","5286209137","5630824614","6217573992","6110335216","5093602289","965059043","4597685072","7880851189","9551447125","12440707892","3675344212","19130606063","18579636275","129099745","1486149513","5474514445","7563317225","8730283023","14326878389","2206481","865388","456384","431165","401201","442235","475496","459630","405758","111519","382149","550886","651954","1018548","356813","1688295","1356097","31192","196414","566376","662700","687281","900420"
"20261","11740","강동구","CS200037","노래방","3675872921","176516","2213489148","1462383773","393948340","370265719","444899163","413594892","590781034","851352518","611031255","1370191386","30378200","32914677","125581039","718949624","1397857995","2989184982","564272787","37394425","279703126","533146091","652325027","1010715035","1040174067","110053","66463","19277","20711","20322","20673","29070","38709","27754","24572","1619","7421","21534","61766","59604","115147","60308","8884","53693","61509","22150","16747","12474"
"20261","11740","강동구","CS200034","여관","2081677818","45006","1402279230","679398588","325819789","272718809","229446630","291858060","282435942","350693588","328705000","459387225","120019141","128246537","242820805","790354340","340849770","1274194093","443712128","9903957","278557757","343704965","417067661","438271531","230400351","27710","17296","5331","4579","5260","6371","6169","8618","8678","9377","2175","4568","6253","13630","9003","31766","11802","346","11303","11676","7356","8106","4780"
"20261","11740","강동구","CS200033","부동산중개업","197509","33","197509","0","0","49377","98755","0","49377","0","0","0","0","98755","98754","0","0","197509","0","0","0","0","0","0","197509","33","0","0","11","11","0","11","0","0","0","0","11","22","0","0","33","0","0","0","0","0","0","33"
"20261","11740","강동구","CS200032","가전제품수리","136036114","644","127063549","8972565","2148084","36981353","36295300","1189353","50449459","2741329","6231236","0","43937979","35196135","52642424","4259576","0","37436241","30618742","0","0","4131375","33051373","815766","30056471","507","137","26","105","137","45","194","78","59","0","59","233","276","76","0","329","275","0","0","32","217","73","281"
"20261","11740","강동구","CS200031","세탁소","1466174970","83606","1067903783","398271187","253619474","182398218","227048485","185693319","219144287","318478120","79793067","18693884","236678337","339774256","412547548","425353236","33127709","675452820","783186784","1300631","83278868","284493534","380334833","427763051","281468683","59075","24531","13626","10433","12715","10438","11863","17358","7173","2472","12400","18430","22794","23729","3781","39860","43524","145","6100","18090","18089","23891","17067"
"20261","11740","강동구","CS200030","피부관리실","2117156117","8091","1682979316","434176801","352560952","235252507","295320169","324241963","475603725","307406257","126770544","32236681","115370626","612207187","591177692","624430382","141733549","302865909","1795686552","0","196639091","812797669","471972390","267497808","349645500","6087","2004","1064","1076","1010","1288","1649","1334","670","281","351","1877","2239","2745","598","1789","6184","0","1026","2704","1454","1237","1553"
"20261","11740","강동구","CS200029","네일숍","313371531","3973","231425362","81946169","38566304","54115841","20730044","58463932","59549241","49485994","32460175","0","11370460","111136439","87006170","88606089","15252373","29714801","279469013","0","33976788","67462531","45358588","79258790","83127117","2886","1087","421","735","429","539","762","722","365","0","67","1160","1322","1363","61","448","3511","0","489","1029","790","914","739"
"20261","11740","강동구","CS200028","미용실","9084916931","233050","5574520840","3510396091","952878734","859435872","1059961658","1197733839","1504510737","2109222232","1401173859","0","294002068","2599861861","3021176066","3091207539","78669397","3920329618","5129087446","27479364","521177955","1466561720","2149538918","2505488934","2379170177","146580","86470","26144","23403","28457","30589","37987","52079","34391","0","13393","66652","77666","74395","944","129098","103443","1205","13835","36747","52639","63184","64932"
"20261","11740","강동구","CS200026","자동차미용","266200630","5289","161570753","104629877","29553883","34099810","17328675","41436560","39151825","79500637","25129240","0","21009715","97030111","88686485","55497065","3977254","171336007","53726683","0","8882776","53753212","58407377","62878046","41141274","3271","2018","587","647","460","758","819","1260","758","0","493","1842","1761","972","221","3606","1238","0","336","1135","1440","1231","707"
"20261","11740","강동구","CS200025","자동차수리","11642529019","61873","9780111262","1862417757","1684495161","1917412517","1699407600","2176041421","2302754563","1739128924","123288833","9638132","1929286298","3076879757","4144502592","2469790388","12431852","7564192544","2721254336","402017","192093100","1486409098","2247548888","3165787787","3193205996","50508","11365","10117","9044","9344","10616","11387","10279","1086","25","12029","17034","21270","11413","102","41838","14533","10","1479","8523","12330","15044","18994"
"20261","11740","강동구","CS200024","스포츠클럽","1748100312","5936","1505930462","242169850","301951063","292626992","370161661","194514785","346675961","142142002","100027848","410985","179823501","265547981","417479196","689793523","195045126","595943214","1125687294","3740478","305773125","496389142","330454046","335674552","249599166","4964","972","1185","1133","925","883","838","543","429","18","493","1044","1361","2311","709","2316","3450","37","1143","1781","927","1104","774"
"20261","11740","강동구","CS200019","PC방","4300737392","679094","2710925292","1589812100","564042723","505726118","501622268","516222782","623311401","826490549","763321551","613969729","256961267","565644956","718107800","1254498129","891555511","3404634408","896102984","152317554","1241634836","1750337280","586642998","391002331","178802393","432346","246748","89015","82170","82198","81377","97586","126837","119911","89335","40984","81925","121814","201130","143906","527627","151467","36166","210728","250930","90822","66278","24170"
"20261","11740","강동구","CS200017","골프연습장","1102409169","27431","718730122","383679047","160378319","119367076","115329801","168055373","155599553","203837381","179841666","39202733","113682037","188385490","291594292","347304157","122240460","734624544","263060218","661216","21214730","69659416","209648961","366034282","330466153","16297","11134","3383","3058","3020","3201","3635","5848","5286","889","1858","5167","7089","8708","3720","20225","4716","30","741","2156","5865","7521","8624"
"20261","11740","강동구","CS200016","당구장","1684221604","92263","1118669041","565552563","236686841","218819154","228344210","195183007","239635829","302053983","263498580","87558283","43648342","103552705","256890946","771280944","421290384","1310581182","353533832","9982215","82796142","239556545","305562930","497348556","528868625","55388","36875","10143","10776","10237","10604","13628","18772","18103","5614","902","6176","15868","39301","24402","74939","16417","1747","7349","11045","14608","24687","31919"
"20261","11740","강동구","CS200008","한의원","14233917152","355361","10810771777","3423145375","2435106151","2264699937","1615919732","2090585026","2404460931","3012440069","410705306","0","2035007447","5532491519","3961849099","2605208023","99361064","5589202804","8594143267","1784139","428657151","2102562444","2698790835","3552333619","5399217883","292741","62620","65958","56226","50673","50458","69426","54215","8405","0","57079","121802","108276","67576","628","162926","191940","97","6876","35121","43422","62234","207116"
"20261","11740","강동구","CS200007","치과의원","28292864155","205673","24023835146","4269029009","5331620989","5515150026","4203784645","3555982171","5417297315","4000198429","268830580","0","3965140164","9736363164","9192035344","5378001554","21323929","14236126949","13992720533","17748643","1068120069","3195256493","6425935743","7022243827","10499542704","172031","33642","36073","38185","29252","26313","42208","31491","2151","0","41305","62846","67704","33714","104","101736","103734","299","10060","27079","51264","44072","72690"
"20261","11740","강동구","CS200006","일반의원","107330557021","2183287","88148952110","19181604911","18683257317","18497422430","13617151639","15154580027","22196540697","17360179419","1821425492","12161223","19403346752","34015325119","31560534239","22123962258","215227430","43170403106","64139951394","80327605","5927501198","20921898052","28660942381","23572178362","28147506902","1843467","339820","416899","366094","276371","341260","442843","313997","25823","145","525035","633759","672392","350057","1899","1003179","1179972","4956","101828","348786","503013","427400","797167"
"20261","11740","강동구","CS200005","스포츠 강습","5389738405","21816","4797456184","592282221","1119683142","1084033274","1026238391","687749255","879752122","344865621","247416600","13738489","501573901","884823282","1259052260","2381684341","348866132","2108505866","3087717101","582307","296968459","1050099130","2510089190","956189911","382293973","19863","1953","4753","4246","3923","3079","3862","1081","872","97","1846","3359","6071","9181","1262","8768","12487","18","1364","3883","12061","3047","883"
"20261","11740","강동구","CS200003","예술학원","9563198846","46376","8340366398","1222832448","1790818534","1742065858","2391849558","1232759364","1182873084","1108205426","114627022","24030875","865710317","1856373237","3824477675","2506301324","486305418","3889135573","5637344816","150943","142785358","1399340491","6046887254","1684594073","252722268","41206","5170","9457","7850","12347","5814","5738","4502","668","136","4362","10249","19332","10691","1606","18196","27893","4","639","8425","31209","4615","1194"
"20261","11740","강동구","CS200002","외국어학원","1972855788","7281","1759971518","212884270","407508319","429811247","257998208","306658283","357995461","104878223","108006047","19853440","154485769","231675431","715414204","680586086","170840858","800636826","1160310398","0","0","105070937","1363002623","455660259","37213406","6409","872","1439","1690","938","1095","1247","500","372","67","540","860","2609","2532","673","2946","4319","0","0","338","5094","1709","123"
"20261","11740","강동구","CS200001","일반교습학원","60670012638","191900","47631656820","13038355818","9895910095","10051232851","9131790344","9196293062","9356430468","8328815601","4709540217","873760592","5939197104","9159152783","16851254330","21281455199","6565192630","24972119536","35583375926","48426899","22142698","1493505415","40272540970","17797399702","921479778","149455","42445","31258","31058","28159","29587","29393","27099","15346","2668","18581","29212","54393","65341","21705","78530","112985","168","101","5807","132342","50867","2224"
"20261","11740","강동구","CS100010","커피-음료","16474020859","2317323","11123997662","5350023197","2000787939","2283993501","2108791173","2261792373","2468632676","2772444871","2577578326","90190472","2981354233","5623361984","4094486827","3006331919","678295424","7274221839","8151131423","113940539","1922080685","4224963841","3722816139","3078074124","2363477960","1601585","715738","304516","322686","302549","321118","350716","369940","345798","13704","526026","743190","576066","397537","60800","1128249","1133943","21369","311818","627865","534655","445851","320669"
"20261","11740","강동구","CS100009","호프-간이주점","22416370134","484883","14310561909","8105808225","2522994964","2575923630","2535447929","2814748701","3861446685","4803650787","3302157438","5651721324","191563576","1057026597","700118520","5653545831","9162394286","14510763623","6826557785","154111072","2806109688","6339825815","4750306158","4155472329","3131496322","319411","165472","56191","59060","56937","63115","84108","95775","69697","93194","8201","47381","28440","133470","174197","293696","176117","4286","66570","144077","107695","86199","60990"
"20261","11740","강동구","CS100008","분식전문점","16463436224","1390700","11319826127","5143610097","2036052681","2189476557","2133888714","2298679248","2661728927","2895081362","2248528735","600384791","1258495494","4883937025","3040731855","5221244905","1458642154","8329417288","7544263491","274974009","1347303203","2826518675","4582778653","3744354216","3097752025","991613","399087","177527","198227","189676","198882","227301","225645","173442","38092","129619","405991","280673","442153","94172","695266","673611","24365","113506","251312","364170","320299","295246"
"20261","11740","강동구","CS100007","치킨전문점","4411258026","141251","3021005839","1390252187","497229971","499831269","526867199","675106757","821970643","843240977","547011210","249535638","184343882","213761102","276632865","1897973430","1589011109","2563330142","1597693477","17017930","285405983","658282894","928633901","1199581584","1072101324","93109","48142","15783","16688","16999","18735","24904","28010","20132","5684","1134","6132","13774","75711","38816","85498","51427","718","9238","23557","31148","38837","33436"
"20261","11740","강동구","CS100006","패스트푸드점","6998991967","574387","4685307270","2313684697","852530684","915694252","838276896","981553328","1097252110","1246288158","1067396539","263248184","493839505","2007466883","1158024366","2429835449","646577580","3897631080","2839116938","75158979","719635677","1732102555","1819760523","1503509936","886580353","396168","178219","75662","78231","72283","81379","88613","94041","84178","25702","50716","152067","98878","187542","59482","327761","238079","8308","68370","153275","149848","115937","70112"
"20261","11740","강동구","CS100005","제과점","13643674142","1280931","9527829218","4115844924","1816176282","1930749460","1688644094","1937115456","2155143926","2313242558","1802602366","7840077","2193798071","3681653360","3471631527","3628250763","660500344","5241214369","7725647736","48633967","897556290","2455703720","3508338867","2962718261","3093911002","910473","370458","180924","178479","171653","180483","198934","203680","166778","660","213505","312478","328060","359148","67080","502169","757652","8176","105091","253857","322296","275922","294482"
"20261","11740","강동구","CS100004","양식음식점","7837062074","165184","4837419342","2999642732","904876390","877444335","869400797","1031416987","1154280833","1618220876","1381421856","364365578","14188031","1944985901","1093673551","3345678163","1074170850","4046369512","3538626934","40071605","1035646678","2030882582","1737430267","1565625193","1175340122","108679","56505","20209","20047","21041","21781","25601","29959","26546","4837","452","54090","25086","64697","16022","82771","79000","1207","22425","40923","36802","34824","25598"
"20261","11740","강동구","CS100003","일식음식점","7309837007","174474","4805910603","2503926404","764732845","890835404","882367493","1020012131","1247962730","1432217263","1071709141","382844100","7327162","1769965219","834680917","3064817326","1250202283","3935898768","2779870005","69517300","911223492","1818815148","1644978341","1257607420","1013627064","122524","51950","20044","23711","22611","25559","30599","29386","22564","6350","303","59780","21948","68308","17785","90253","75680","3467","24582","41565","40590","32026","23698"
"20261","11740","강동구","CS100002","중식음식점","4586812643","180956","3001337681","1585474962","483708049","574347090","556265100","631466910","755550532","852437168","733037794","170602257","48068393","1555768490","603235090","1632123495","577014918","2830025574","1373996114","18327409","412461564","1036994172","1045789481","920551751","769897300","124566","56390","20712","24407","23018","26482","29947","29616","26774","4971","2599","76502","31008","54551","11325","115962","55426","1342","15823","35945","37050","42334","38892"
"20261","11740","강동구","CS100001","한식음식점","129667053798","3555709","86617374307","43049679491","15846419631","16702070577","15528934568","17331669439","21208280092","24288629335","18761050156","3652547692","3578043833","33508324214","14708189178","56762100681","17457848200","72952087511","43352024367","322995850","7666091013","21483181735","25152040283","28266408498","33413394478","2548131","1007578","488086","496228","466519","511758","585540","558515","449063","85363","150801","1284189","495612","1246052","293692","2054450","1279867","16461","228216","583066","668138","801167","1037276"
"20261","11710","송파구","CS300043","전자상거래업","499502848","1745","445891682","53611166","2105521","383528666","16454912","530804","43271779","53611166","0","0","380620968","39438271","22116818","57326791","0","51193134","33263694","0","0","56164818","25637992","0","2654018","1692","53","17","1075","35","18","547","53","0","0","529","1092","70","54","0","582","106","0","0","563","89","0","36"
"20261","11710","송파구","CS300036","조명용품","14192725891","227056","12828184872","1364541019","2449456635","3300043075","2264831436","2009495118","2804358608","1285900360","78640659","0","2682338729","4581125490","3588817459","3339604226","839987","5449613751","3881257136","0","39099833","1770429691","989094695","3344699956","3187546712","190860","36196","44085","35920","31537","37044","42274","33944","2252","0","48597","72159","74774","31507","19","128121","52231","0","2560","25477","26622","48283","77408"
"20261","11710","송파구","CS300035","인테리어","1857059665","38186","1624998575","232061090","195486296","480887594","157627699","630748979","160248007","175383594","56677496","0","518123776","263191015","552527839","517389900","5827135","663820729","978981759","8077","5839818","86513963","160453993","360800670","1029185968","28791","9395","6142","5657","4837","5590","6565","6002","3393","0","5350","10769","13765","7851","451","15039","20316","5","428","3570","5266","8501","17584"
"20261","11710","송파구","CS300033","철물점","1807840721","69166","1582536122","225304599","587829797","227518634","258527194","228150167","280510330","165418566","59886033","0","509636128","369300237","403831839","524454039","618478","770962727","671656882","0","32555775","163696226","434835237","292794550","519268118","57221","11945","11960","10419","9396","12550","12896","8671","3274","0","17568","19330","21448","10800","20","36658","18369","0","1762","7675","7904","13608","24194"
"20261","11710","송파구","CS300032","가전제품","17043439961","31632","8522127445","8521312516","2272715934","1054665803","1572334278","1337188272","2285223158","3782018293","4739294223","0","869769342","3929414119","5611646537","6153289999","479319964","9167146539","7102177449","16256700","1113762263","5446202082","4355646148","2969170640","2368286160","19748","11884","3883","3431","3832","3697","4905","7151","4733","0","1546","6893","10230","12012","951","17485","12979","104","3193","9151","7362","4992","5664"
"20261","11710","송파구","CS300031","가구","11251604489","11353","5932379598","5319224891","1736057929","486989192","2326937690","463420463","918974324","3606334778","1712890113","0","1262142269","2736167574","4838874627","2414420019","0","5168707178","4623184915","0","50546070","1146328616","2080481174","1842747997","4671788234","5910","5443","1319","722","1508","1213","1148","3387","2056","0","1288","2992","4653","2420","0","5708","4935","0","842","2481","2031","1501","3786"
"20261","11710","송파구","CS300029","애완동물","519910393","6032","351464375","168446018","116142110","53301499","61418120","53315930","67286716","105038075","63407943","381126","17376060","152341053","223410587","124185576","2215991","239446787","265654056","658210","30374388","110823157","196911876","117652973","48680242","4030","2002","1062","789","700","771","708","1315","687","41","258","1625","2240","1767","101","2363","3525","44","327","1305","1451","1806","954"
