"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20211","A","골목상권","3110607","금빛새마을금고본점","278","161","117","0","24","48","72","75","59","0","12","27","38","40","44","0","12","21","34","35","15"
"20211","A","골목상권","3110606","신한은행 신월동지점","460","314","146","0","20","54","107","153","126","0","7","29","62","105","111","0","13","25","45","48","15"
"20211","A","골목상권","3110605","목동센트럴아이파크앞","279","164","115","0","27","52","64","78","58","0","10","27","35","44","48","0","17","25","29","34","10"
"20211","A","골목상권","3110604","신월4동주민센터","786","538","248","0","36","95","184","257","214","0","15","52","107","174","190","0","21","43","77","83","24"
"20211","A","골목상권","3110603","지향초등학교","782","551","231","0","64","148","195","170","205","0","30","89","131","117","184","0","34","59","64","53","21"
"20211","A","골목상권","3110602","신월시영아파트중문","939","614","325","0","102","156","191","222","268","0","75","118","125","135","161","0","27","38","66","87","107"
"20211","A","골목상권","3110601","신월1동우편취급국","758","498","260","0","68","126","175","253","136","0","38","78","106","171","105","0","30","48","69","82","31"
"20211","A","골목상권","3110600","신월7동주민센터","667","438","229","0","69","112","134","161","191","0","51","86","89","98","114","0","18","26","45","63","77"
"20211","A","골목상권","3110599","신월1파출소","353","232","121","0","31","55","84","117","66","0","18","34","51","79","50","0","13","21","33","38","16"
"20211","A","골목상권","3110598","신월문화체육센터","710","465","245","0","77","119","144","170","200","0","57","89","95","103","121","0","20","30","49","67","79"
"20211","A","골목상권","3110597","신월1동주민센터","539","353","186","0","45","89","127","181","97","0","23","56","78","122","74","0","22","33","49","59","23"
"20211","A","골목상권","3110596","서서울호수공원","265","155","110","0","25","47","60","82","51","0","8","19","32","53","43","0","17","28","28","29","8"
"20211","A","골목상권","3110595","메디힐병원","1166","649","517","0","141","294","296","296","139","0","65","147","153","175","109","0","76","147","143","121","30"
"20211","A","골목상권","3110594","신월중학교","258","145","113","0","30","66","68","65","29","0","14","33","35","39","24","0","16","33","33","26","5"
"20211","A","골목상권","3110593","신월3동주민센터","348","202","146","0","29","63","84","107","65","0","10","24","45","67","56","0","19","39","39","40","9"
"20211","A","골목상권","3110592","서울금융고등학교","372","217","155","0","37","67","85","113","70","0","13","28","46","72","58","0","24","39","39","41","12"
"20211","A","골목상권","3110591","충정로역 6번","159","90","69","0","36","49","43","23","8","0","16","26","24","17","7","0","20","23","19","6","1"
"20211","A","골목상권","3110590","만리재","344","196","148","0","70","93","93","65","23","0","27","48","57","45","19","0","43","45","36","20","4"
"20211","A","골목상권","3110589","애오개역 3번","119","69","50","0","27","32","35","20","5","0","10","17","23","15","4","0","17","15","12","5","1"
"20211","A","골목상권","3110588","한겨레신문사","653","376","277","1","142","178","182","114","36","0","56","95","115","84","26","1","86","83","67","30","10"
"20211","A","골목상권","3110587","공덕동주민센터","792","459","333","0","178","217","213","139","45","0","72","115","135","103","34","0","106","102","78","36","11"
"20211","A","골목상권","3110586","서울서부지방법원","2276","1313","963","3","509","619","613","404","128","1","202","326","390","301","93","2","307","293","223","103","35"
"20211","A","골목상권","3110585","마포경찰서","254","138","116","0","49","81","72","43","9","0","21","45","40","26","6","0","28","36","32","17","3"
"20211","A","골목상권","3110584","아현역 4번","187","104","83","0","36","61","53","31","6","0","16","34","30","19","5","0","20","27","23","12","1"
"20211","A","골목상권","3110583","공덕래미안3차아파트","414","228","186","0","79","133","116","71","15","0","35","75","65","43","10","0","44","58","51","28","5"
"20211","A","골목상권","3110582","이대역 5번","355","202","153","1","114","82","60","61","37","0","47","49","39","41","26","1","67","33","21","20","11"
"20211","A","골목상권","3110581","염리초등학교","236","140","96","0","35","58","56","46","41","0","17","34","37","27","25","0","18","24","19","19","16"
"20211","A","골목상권","3110580","양원초등학교","381","186","195","1","160","88","54","49","29","0","63","46","28","30","19","1","97","42","26","19","10"
"20211","A","골목상권","3110579","마포역 4번","896","549","347","0","164","222","228","195","87","0","86","153","151","102","57","0","78","69","77","93","30"
"20211","A","골목상권","3110578","대흥역 2번","1442","902","540","11","344","323","271","294","199","4","160","208","195","198","137","7","184","115","76","96","62"
"20211","A","골목상권","3110577","용강동주민센터","438","261","177","0","62","107","105","89","75","0","31","64","70","51","45","0","31","43","35","38","30"
"20211","A","골목상권","3110576","대흥역 3번","1064","632","432","10","292","243","189","198","132","4","129","147","130","131","91","6","163","96","59","67","41"
"20211","A","골목상권","3110575","대흥동주민센터","607","298","309","2","251","139","87","81","47","0","98","72","47","48","33","2","153","67","40","33","14"
"20211","A","골목상권","3110574","서강대학교","215","105","110","0","88","50","32","28","17","0","34","26","17","17","11","0","54","24","15","11","6"
"20211","A","골목상권","3110573","신촌역 6번","94","47","47","0","40","21","13","13","7","0","16","11","7","8","5","0","24","10","6","5","2"
"20211","A","골목상권","3110572","서강대역 1번","1426","781","645","1","290","377","342","305","111","0","112","180","194","211","84","1","178","197","148","94","27"
"20211","A","골목상권","3110571","신수동주민센터","984","559","425","0","120","272","277","239","76","0","45","127","159","168","60","0","75","145","118","71","16"
"20211","A","골목상권","3110570","KB국민은행 서강지점","313","177","136","0","38","88","87","76","24","0","14","41","50","53","19","0","24","47","37","23","5"
"20211","A","골목상권","3110569","홍대땡땡거리","650","370","280","0","124","170","154","117","85","0","56","92","93","72","57","0","68","78","61","45","28"
"20211","A","골목상권","3110568","광흥창역 1번","106","68","38","0","16","24","25","23","18","0","8","15","17","15","13","0","8","9","8","8","5"
"20211","A","골목상권","3110567","광흥창역 6번","255","160","95","0","43","65","61","50","36","0","21","38","40","33","28","0","22","27","21","17","8"
"20211","A","골목상권","3110566","경의선책거리","1144","582","562","0","242","320","268","190","124","0","98","160","147","99","78","0","144","160","121","91","46"
"20211","A","골목상권","3110565","홍익대","244","154","90","0","41","59","60","49","35","0","20","35","40","33","26","0","21","24","20","16","9"
"20211","A","골목상권","3110564","홍대입구역 3번","426","220","206","0","87","124","99","68","48","0","36","62","55","37","30","0","51","62","44","31","18"
"20211","A","골목상권","3110563","상수역 3번","358","224","134","0","61","87","87","70","53","0","30","51","57","46","40","0","31","36","30","24","13"
"20211","A","골목상권","3110562","연트럴파크(연남동주민센터)","308","191","117","0","48","72","80","67","41","0","19","38","48","48","38","0","29","34","32","19","3"
"20211","A","골목상권","3110561","상수역 4번","385","245","140","0","66","95","92","76","56","0","33","57","61","51","43","0","33","38","31","25","13"
"20211","A","골목상권","3110560","마포FM","240","154","86","0","35","55","57","49","44","0","16","31","35","34","38","0","19","24","22","15","6"
"20211","A","골목상권","3110559","성산중학교","640","355","285","0","108","186","167","117","62","0","40","92","103","77","43","0","68","94","64","40","19"
"20211","A","골목상권","3110558","경성고등학교","2421","1605","816","1","312","508","560","475","565","1","152","312","354","332","454","0","160","196","206","143","111"
"20211","A","골목상권","3110557","홍대부속여중고앞","899","498","401","0","169","234","210","156","130","0","72","123","121","89","93","0","97","111","89","67","37"
"20211","A","골목상권","3110556","절두산순교성지","58","32","26","0","9","18","15","11","5","0","3","9","9","8","3","0","6","9","6","3","2"
"20211","A","골목상권","3110555","홍익지구대","213","109","104","0","44","60","51","34","24","0","18","30","28","18","15","0","26","30","23","16","9"
"20211","A","골목상권","3110554","망원역 1번","1288","657","631","0","269","370","300","208","141","0","109","185","166","110","87","0","160","185","134","98","54"
"20211","A","골목상권","3110553","가좌역 2번","334","148","186","0","30","65","87","102","50","0","9","32","39","39","29","0","21","33","48","63","21"
"20211","A","골목상권","3110552","성미산체육관","657","441","216","0","82","135","152","127","161","0","41","85","98","88","129","0","41","50","54","39","32"
"20211","A","골목상권","3110551","성서초등학교","684","455","229","0","88","139","156","132","169","0","43","86","100","93","133","0","45","53","56","39","36"
"20211","A","골목상권","3110550","합정역 8번","1228","689","539","0","203","357","323","223","122","0","78","174","205","147","85","0","125","183","118","76","37"
"20211","A","골목상권","3110549","새터산","85","34","51","0","6","15","23","30","11","0","1","7","10","10","6","0","5","8","13","20","5"
"20211","A","골목상권","3110548","마포구청역 4번","835","559","276","0","104","175","190","165","201","0","51","110","122","116","160","0","53","65","68","49","41"
"20211","A","골목상권","3110547","KB국민은행 망원동지점","1184","709","475","0","147","221","257","361","198","0","82","164","180","167","116","0","65","57","77","194","82"
"20211","A","골목상권","3110546","양화대교북단","401","225","176","0","69","116","103","74","39","0","28","57","65","47","28","0","41","59","38","27","11"
"20211","A","골목상권","3110545","마포구청역 1번","1386","623","763","1","131","261","366","426","201","1","45","129","165","168","115","0","86","132","201","258","86"
"20211","A","골목상권","3110544","망리단길","1610","901","709","0","445","452","344","234","135","0","257","240","167","144","93","0","188","212","177","90","42"
"20211","A","골목상권","3110543","중암중학교","6","2","4","0","0","0","3","3","0","0","0","0","1","1","0","0","0","0","2","2","0"
"20211","A","골목상권","3110542","마포구청역 7번","1695","1017","678","0","213","317","365","515","285","0","118","235","256","241","167","0","95","82","109","274","118"
"20211","A","골목상권","3110541","동교초등학교","1006","601","405","0","128","185","217","309","167","0","71","139","151","144","96","0","57","46","66","165","71"
"20211","A","골목상권","3110540","망원나들목체육관","104","57","47","0","30","31","23","13","7","0","16","16","11","9","5","0","14","15","12","4","2"
"20211","A","골목상권","3110539","미근동","1463","910","553","1","182","372","386","348","174","1","86","226","246","229","122","0","96","146","140","119","52"
"20211","A","골목상권","3110538","충정로역 3번","503","312","191","0","65","128","131","119","60","0","31","78","83","78","42","0","34","50","48","41","18"
"20211","A","골목상권","3110537","충정로현대아파트","1204","747","457","0","151","305","319","286","143","0","71","185","203","187","101","0","80","120","116","99","42"
"20211","A","골목상권","3110536","돈의문센트레빌아파트입구","232","134","98","0","26","49","61","65","31","0","11","27","36","40","20","0","15","22","25","25","11"
"20211","A","골목상권","3110535","영천시장입구","164","88","76","0","13","27","42","58","24","0","3","12","24","34","15","0","10","15","18","24","9"
"20211","A","골목상권","3110534","경기대학교","126","78","48","0","17","32","34","29","14","0","8","19","21","19","11","0","9","13","13","10","3"
"20211","A","골목상권","3110533","충정로역 7번","264","170","94","0","31","67","70","63","33","0","15","42","46","43","24","0","16","25","24","20","9"
"20211","A","골목상권","3110532","아현역 2번","780","577","203","0","77","180","215","223","85","0","32","138","170","172","65","0","45","42","45","51","20"
"20211","A","골목상권","3110531","홍지문","260","67","193","0","15","26","71","114","34","0","6","11","18","18","14","0","9","15","53","96","20"
"20211","A","골목상권","3110530","아현역 1번","156","114","42","0","14","37","43","45","17","0","5","28","34","34","13","0","9","9","9","11","4"
"20211","A","골목상권","3110529","홍제3동주민센터","198","99","99","0","12","21","40","55","70","0","3","7","18","30","41","0","9","14","22","25","29"
"20211","A","골목상권","3110528","서울여자간호대학교","195","98","97","0","16","24","40","51","64","0","5","9","19","27","38","0","11","15","21","24","26"
"20211","A","골목상권","3110527","홍제역 2번","211","107","104","0","25","36","48","52","50","0","8","21","23","26","29","0","17","15","25","26","21"
"20211","A","골목상권","3110526","봉원사","25","14","11","0","3","8","7","5","2","0","1","3","4","4","2","0","2","5","3","1","0"
"20211","A","골목상권","3110525","홍은종합사회복지관","486","98","388","0","16","34","131","235","70","0","6","11","24","30","27","0","10","23","107","205","43"
"20211","A","골목상권","3110524","연희세브란스병원","61","33","28","0","10","17","14","14","6","0","4","7","7","9","6","0","6","10","7","5","0"
"20211","A","골목상권","3110523","홍제성원아파트","17","9","8","0","1","2","6","7","1","0","0","1","3","4","1","0","1","1","3","3","0"
"20211","A","골목상권","3110522","홍제역 3번","445","230","215","0","47","67","113","154","64","0","13","31","59","87","40","0","34","36","54","67","24"
"20211","A","골목상권","3110521","홍제역 4번","173","88","85","0","19","25","46","60","23","0","6","11","23","33","15","0","13","14","23","27","8"
"20211","A","골목상권","3110520","경의중앙 신촌역","71","38","33","0","10","20","18","16","7","0","4","9","9","11","5","0","6","11","9","5","2"
"20211","A","골목상권","3110519","서대문구보건소별관","638","328","310","0","67","97","163","221","90","0","19","44","85","123","57","0","48","53","78","98","33"
"20211","A","골목상권","3110518","서대문구청","532","348","184","2","85","131","114","147","53","1","47","87","71","105","37","1","38","44","43","42","16"
"20211","A","골목상권","3110517","서대문소방서","558","368","190","0","89","141","118","153","57","0","49","95","74","110","40","0","40","46","44","43","17"
"20211","A","골목상권","3110516","정원여중","221","144","77","0","34","61","54","47","25","0","20","40","35","31","18","0","14","21","19","16","7"
"20211","A","골목상권","3110515","홍은중학교","289","186","103","0","47","78","70","63","31","0","25","52","46","40","23","0","22","26","24","23","8"
"20211","A","골목상권","3110514","서대문우체국","61","32","29","0","9","17","16","13","6","0","2","8","8","9","5","0","7","9","8","4","1"
"20211","A","골목상권","3110513","연희파출소","718","473","245","0","116","176","157","199","70","0","64","117","98","143","51","0","52","59","59","56","19"
"20211","A","골목상권","3110512","연희지하차도","480","322","158","0","75","121","103","134","47","0","42","83","66","98","33","0","33","38","37","36","14"
"20211","A","골목상권","3110511","연희초등학교","922","610","312","0","145","229","202","258","88","0","80","152","128","186","64","0","65","77","74","72","24"
"20211","A","골목상권","3110510","홍연시장","386","255","131","0","61","96","80","109","40","0","33","65","50","79","28","0","28","31","30","30","12"
"20211","A","골목상권","3110509","연희대우아파트앞","357","212","145","0","52","93","86","90","36","0","23","53","48","61","27","0","29","40","38","29","9"
"20211","A","골목상권","3110508","서연중학교","401","269","132","0","63","102","89","111","36","0","37","69","58","80","25","0","26","33","31","31","11"
"20211","A","골목상권","3110507","명지대학교","751","445","306","0","99","184","197","190","81","0","47","110","110","117","61","0","52","74","87","73","20"
"20211","A","골목상권","3110506","연희임광아파트","346","227","119","0","54","85","77","96","34","0","30","56","48","69","24","0","24","29","29","27","10"
"20211","A","골목상권","3110505","홍남교남측","100","64","36","0","16","25","22","27","10","0","9","16","13","19","7","0","7","9","9","8","3"
"20211","A","골목상권","3110504","명지전문대","70","45","25","0","12","19","16","16","7","0","7","12","10","10","6","0","5","7","6","6","1"
"20211","A","골목상권","3110503","명지대학교교회","738","457","281","1","108","191","188","173","77","1","56","118","115","110","57","0","52","73","73","63","20"
"20211","A","골목상권","3110502","남가좌파출소","253","132","121","0","22","50","77","77","27","0","6","24","35","45","22","0","16","26","42","32","5"
"20211","A","골목상권","3110501","연희어린이공원","272","181","91","0","44","69","55","76","28","0","24","48","34","55","20","0","20","21","21","21","8"
"20211","A","골목상권","3110500","남가좌동현대아파트","67","38","29","0","6","13","15","19","14","0","2","7","8","11","10","0","4","6","7","8","4"
"20211","A","골목상권","3110499","연가초등학교","187","96","91","0","23","36","45","51","32","0","5","18","25","29","19","0","18","18","20","22","13"
"20211","A","골목상권","3110498","증산역 1번","325","164","161","0","43","68","79","81","54","0","11","35","41","42","35","0","32","33","38","39","19"
"20211","A","골목상권","3110497","가좌역 3번","761","495","266","1","45","84","122","180","329","1","29","54","74","101","236","0","16","30","48","79","93"
"20211","A","골목상권","3110496","모래내우체국","444","227","217","0","67","87","99","113","78","0","19","44","55","61","48","0","48","43","44","52","30"
"20211","A","골목상권","3110495","북가좌2동주민센터","645","331","314","0","94","128","146","164","113","0","25","65","82","90","69","0","69","63","64","74","44"
"20211","A","골목상권","3110494","증산3교남측","20","20","0","0","0","0","0","5","15","0","0","0","0","5","15","0","0","0","0","0","0"
"20211","A","골목상권","3110493","북가좌초등학교","139","111","28","0","1","3","17","31","87","0","0","1","7","20","83","0","1","2","10","11","4"
"20211","A","골목상권","3110492","하나고등학교","129","67","62","0","12","32","35","32","18","0","5","20","20","13","9","0","7","12","15","19","9"
"20211","A","골목상권","3110491","불광중학교","69","31","38","0","5","13","15","15","21","0","2","6","6","6","11","0","3","7","9","9","10"
"20211","A","골목상권","3110490","녹번동근린공원","299","158","141","0","34","68","84","80","33","0","15","33","40","47","23","0","19","35","44","33","10"
"20211","A","골목상권","3110489","불광역 3번","73","39","34","0","6","19","21","20","7","0","3","9","10","12","5","0","3","10","11","8","2"
"20211","A","골목상권","3110488","우리은행응암동지점","330","187","143","0","32","56","80","77","85","0","15","27","43","40","62","0","17","29","37","37","23"
"20211","A","골목상권","3110487","불광역 8번","434","189","245","0","62","103","116","100","53","0","22","45","52","43","27","0","40","58","64","57","26"
"20211","A","골목상권","3110486","은평구청","1178","627","551","0","133","278","319","315","133","0","64","135","154","186","88","0","69","143","165","129","45"
"20211","A","골목상권","3110485","연신내우체국","256","123","133","0","12","34","41","52","117","0","4","17","17","20","65","0","8","17","24","32","52"
"20211","A","골목상권","3110484","역촌역 3번","309","165","144","0","32","71","86","87","33","0","16","34","41","53","21","0","16","37","45","34","12"
"20211","A","골목상권","3110483","연천초등학교","96","40","56","0","12","24","26","23","11","0","4","10","10","10","6","0","8","14","16","13","5"
"20211","A","골목상권","3110482","연신초등학교","144","69","75","0","5","19","24","33","63","0","1","10","9","13","36","0","4","9","15","20","27"
"20211","A","골목상권","3110481","불광역 7번","568","279","289","0","69","122","153","131","93","0","25","59","73","58","64","0","44","63","80","73","29"
"20211","A","골목상권","3110480","연신내역 3번","146","64","82","0","20","34","41","34","17","0","6","15","19","15","9","0","14","19","22","19","8"
"20211","A","골목상권","3110479","연신내역 2번","320","152","168","0","11","40","52","71","146","0","2","21","19","29","81","0","9","19","33","42","65"
"20211","A","골목상권","3110478","응암1동주민센터","249","140","109","0","25","41","59","57","67","0","11","19","31","29","50","0","14","22","28","28","17"
"20211","A","골목상권","3110477","은평세무서","821","444","377","0","90","172","210","208","141","0","42","82","104","117","99","0","48","90","106","91","42"
"20211","A","골목상권","3110476","역촌역 2번","28","14","14","0","3","6","8","7","4","0","1","3","4","3","3","0","2","3","4","4","1"
"20211","A","골목상권","3110475","백련산해모로아파트","246","143","103","0","24","38","58","65","61","0","12","19","31","35","46","0","12","19","27","30","15"
"20211","A","골목상권","3110474","세명컴퓨터고등학교","215","103","112","0","8","28","35","47","97","0","2","15","13","19","54","0","6","13","22","28","43"
"20211","A","골목상권","3110473","구산역 1번","263","129","134","0","29","56","75","64","39","0","8","28","36","28","29","0","21","28","39","36","10"
"20211","A","골목상권","3110472","연신내역 4번","233","114","119","0","28","51","63","55","36","0","8","25","30","25","26","0","20","26","33","30","10"
"20211","A","골목상권","3110471","응암동우체국","322","199","123","0","34","47","81","93","67","0","19","24","44","54","58","0","15","23","37","39","9"
"20211","A","골목상권","3110470","신진과학기술고등학교","113","64","49","0","10","19","27","27","30","0","5","9","14","14","22","0","5","10","13","13","8"
"20211","A","골목상권","3110469","응암정보도서관","605","290","315","0","59","140","179","147","80","0","19","69","82","65","55","0","40","71","97","82","25"
"20211","A","골목상권","3110468","응암역 3번","1130","540","590","0","184","233","294","259","160","0","63","103","136","128","110","0","121","130","158","131","50"
"20211","A","골목상권","3110467","은평요양병원","229","118","111","0","39","53","56","50","31","0","15","28","28","25","22","0","24","25","28","25","9"
"20211","A","골목상권","3110466","구산역 2번","319","154","165","0","51","65","84","74","45","0","18","31","40","34","31","0","33","34","44","40","14"
"20211","A","골목상권","3110465","연신내역 7번","325","163","162","0","50","75","80","75","45","0","18","39","40","37","29","0","32","36","40","38","16"
"20211","A","골목상권","3110464","연신내역 5번","437","222","215","0","42","86","117","119","73","0","19","47","54","52","50","0","23","39","63","67","23"
"20211","A","골목상권","3110463","응암3동주민센터","170","83","87","0","16","42","48","39","25","0","6","21","22","17","17","0","10","21","26","22","8"
"20211","A","골목상권","3110462","갈현건영아파트","241","124","117","0","43","56","58","54","30","0","18","29","29","27","21","0","25","27","29","27","9"
"20211","A","골목상권","3110461","새절역 2번","74","35","39","0","8","16","22","18","10","0","3","8","11","7","6","0","5","8","11","11","4"
"20211","A","골목상권","3110460","구산역 4번","1011","518","493","0","99","200","272","272","168","0","46","111","129","121","111","0","53","89","143","151","57"
"20211","A","골목상권","3110459","응암역 2번","551","269","282","0","84","114","144","129","80","0","29","52","69","63","56","0","55","62","75","66","24"
"20211","A","골목상권","3110458","선일여고","261","137","124","0","29","55","67","68","42","0","12","31","33","31","30","0","17","24","34","37","12"
"20211","A","골목상권","3110457","예일여고","453","239","214","0","55","86","102","142","68","0","20","37","49","87","46","0","35","49","53","55","22"
"20211","A","골목상권","3110456","구산보건지소","577","296","281","0","85","111","133","160","88","0","32","50","62","92","60","0","53","61","71","68","28"
"20211","A","골목상권","3110455","역촌노인복지관","523","257","266","0","84","106","134","121","78","0","30","48","65","59","55","0","54","58","69","62","23"
"20211","A","골목상권","3110454","선정중학교","244","130","114","0","19","53","66","66","40","0","9","30","31","30","30","0","10","23","35","36","10"
"20211","A","골목상권","3110453","신사1동주민센터","839","446","393","0","84","177","192","208","178","0","32","87","104","100","123","0","52","90","88","108","55"
"20211","A","골목상권","3110452","새절역 3번","700","492","208","0","80","140","183","173","124","0","60","97","108","116","111","0","20","43","75","57","13"
"20211","A","골목상권","3110451","증산역 4번","679","445","234","0","84","182","190","153","70","0","40","122","125","103","55","0","44","60","65","50","15"
"20211","A","골목상권","3110450","시립서북병원","708","357","351","0","101","141","176","186","104","0","35","66","82","101","73","0","66","75","94","85","31"
"20211","A","골목상권","3110449","증산역 3번","944","620","324","0","122","252","260","214","96","0","58","169","174","143","76","0","64","83","86","71","20"
"20211","A","골목상권","3110448","상신초등학교입구","214","157","57","0","20","43","57","53","41","0","17","32","32","38","38","0","3","11","25","15","3"
"20211","A","골목상권","3110447","구산초등학교","99","56","43","0","9","20","22","34","14","0","3","9","11","22","11","0","6","11","11","12","3"
"20211","A","골목상권","3110446","내를건너서숲으로도서관","253","179","74","0","27","51","66","63","46","0","21","35","38","43","42","0","6","16","28","20","4"
"20211","A","골목상권","3110445","덕산중학교","8","5","3","0","0","2","2","2","2","0","0","1","1","1","2","0","0","1","1","1","0"
"20211","A","골목상권","3110444","수색성당","521","339","182","0","68","137","143","119","54","0","32","92","95","78","42","0","36","45","48","41","12"
"20211","A","골목상권","3110443","수색역 1번","121","78","43","0","14","35","30","23","19","0","7","22","19","15","15","0","7","13","11","8","4"
"20211","A","골목상권","3110442","화랑대철도공원","153","69","84","0","27","37","37","36","16","0","8","17","17","17","10","0","19","20","20","19","6"
"20211","A","골목상권","3110441","영신여고","149","68","81","0","17","28","37","48","19","0","8","14","15","20","11","0","9","14","22","28","8"
"20211","A","골목상권","3110440","상계3동4동주민센터","105","73","32","0","5","8","27","41","24","0","1","4","17","31","20","0","4","4","10","10","4"
"20211","A","골목상권","3110439","당고개역 5번","197","144","53","0","5","10","53","81","48","0","1","5","33","61","44","0","4","5","20","20","4"
"20211","A","골목상권","3110438","경춘선숲길 우측","655","300","355","0","107","165","161","155","67","0","31","75","75","76","43","0","76","90","86","79","24"
"20211","A","골목상권","3110437","당고개역 2번","315","220","95","0","16","26","80","122","71","0","5","13","50","92","60","0","11","13","30","30","11"
"20211","A","골목상권","3110436","상계제일중학교","256","141","115","0","25","52","61","68","50","0","9","25","32","36","39","0","16","27","29","32","11"
"20211","A","골목상권","3110435","서울과학기술대","193","89","104","0","32","48","47","45","21","0","10","22","22","22","13","0","22","26","25","23","8"
"20211","A","골목상권","3110434","태릉입구역 4번","223","119","104","0","23","36","47","61","56","0","10","19","23","32","35","0","13","17","24","29","21"
"20211","A","골목상권","3110433","공릉역 2번","391","211","180","0","35","61","88","110","97","0","15","35","44","57","60","0","20","26","44","53","37"
"20211","A","골목상권","3110432","대진고등학교","421","267","154","0","46","89","107","121","58","0","19","53","63","85","47","0","27","36","44","36","11"
"20211","A","골목상권","3110431","상계역","555","302","253","0","56","116","129","144","110","0","20","55","66","77","84","0","36","61","63","67","26"
"20211","A","골목상권","3110430","중계초등학교","310","170","140","1","31","64","72","81","61","1","11","31","38","43","46","0","20","33","34","38","15"
"20211","A","골목상권","3110429","공릉동 국수거리","1671","904","767","0","176","253","368","464","410","0","79","140","183","241","261","0","97","113","185","223","149"
"20211","A","골목상권","3110428","상계5동주민센터","504","248","256","0","15","40","87","133","229","0","4","22","34","60","128","0","11","18","53","73","101"
"20211","A","골목상권","3110427","노원 을지대학교병원","136","86","50","0","16","28","35","39","18","0","8","16","21","27","14","0","8","12","14","12","4"
"20211","A","골목상권","3110426","상계2동주민센터","231","113","118","0","27","39","60","63","42","0","9","23","27","29","25","0","18","16","33","34","17"
"20211","A","골목상권","3110425","계상초등학교","271","137","134","0","9","31","49","74","108","0","2","19","22","35","59","0","7","12","27","39","49"
"20211","A","골목상권","3110424","상계초등학교","228","109","119","0","29","38","58","60","43","0","9","21","27","29","23","0","20","17","31","31","20"
"20211","A","골목상권","3110423","석계역 2번","490","250","240","0","63","96","127","127","77","0","26","52","60","65","47","0","37","44","67","62","30"
"20211","A","골목상권","3110422","노원역 9번","66","30","36","0","7","12","17","17","13","0","1","6","8","8","7","0","6","6","9","9","6"
"20211","A","골목상권","3110421","석계역 1번","484","265","219","0","76","117","128","93","70","0","34","72","64","48","47","0","42","45","64","45","23"
"20211","A","골목상권","3110420","광운대역 1번","288","159","129","0","45","70","75","56","42","0","21","44","38","29","27","0","24","26","37","27","15"
"20211","A","골목상권","3110419","수락산디자인거리","1192","756","436","0","136","247","289","305","215","0","80","166","187","192","131","0","56","81","102","113","84"
"20211","A","골목상권","3110418","광운대학교 남단","268","151","117","0","42","63","69","56","38","0","18","39","35","30","29","0","24","24","34","26","9"
"20211","A","골목상권","3110417","월계역 3번","54","25","29","0","6","13","15","15","5","0","2","4","6","9","4","0","4","9","9","6","1"
"20211","A","골목상권","3110416","노원초등학교","685","436","249","0","78","143","167","176","121","0","45","98","109","109","75","0","33","45","58","67","46"
"20211","A","골목상권","3110415","수락산역 4번","1791","1135","656","0","206","369","433","456","327","0","119","250","282","285","199","0","87","119","151","171","128"
"20211","A","골목상권","3110414","장석교회","196","106","90","0","31","48","50","38","29","0","14","29","25","19","19","0","17","19","25","19","10"
"20211","A","골목상권","3110413","누원고등학교","260","166","94","0","12","32","45","66","105","0","4","16","25","43","78","0","8","16","20","23","27"
"20211","A","골목상권","3110412","창동중학교","154","88","66","0","15","33","38","46","22","0","7","19","20","26","16","0","8","14","18","20","6"
"20211","A","골목상권","3110411","도봉역 3번","255","165","90","0","11","26","46","68","104","0","5","13","26","44","77","0","6","13","20","24","27"
"20211","A","골목상권","3110410","방학역 2번","1138","674","464","0","101","230","264","328","215","0","52","131","138","192","161","0","49","99","126","136","54"
"20211","A","골목상권","3110409","창동역 2번","1060","670","390","0","119","237","262","226","216","0","62","163","177","123","145","0","57","74","85","103","71"
"20211","A","골목상권","3110408","가인초등학교","1098","696","402","0","125","246","271","233","223","0","65","169","183","129","150","0","60","77","88","104","73"
"20211","A","골목상권","3110407","도봉역 2번","554","376","178","0","13","61","125","206","149","0","0","32","74","151","119","0","13","29","51","55","30"
"20211","A","골목상권","3110406","도봉산역 1번","297","200","97","0","7","31","70","108","81","0","0","17","41","77","65","0","7","14","29","31","16"
"20211","A","골목상권","3110405","방학역 1번","825","487","338","0","72","164","204","253","132","0","37","94","108","150","98","0","35","70","96","103","34"
"20211","A","골목상권","3110404","신창초등학교","463","254","209","0","23","100","167","134","39","0","0","60","100","63","31","0","23","40","67","71","8"
"20211","A","골목상권","3110403","방학1동주민센터","737","425","312","0","76","162","183","223","93","0","40","95","94","126","70","0","36","67","89","97","23"
"20211","A","골목상권","3110402","도봉구 정병원","408","237","171","0","37","85","101","124","61","0","17","47","53","72","48","0","20","38","48","52","13"
