"기준_년분기_코드","행정동_코드","행정동_코드_명","지출_총금액","식료품_지출_총금액","의류_신발_지출_총금액","생활용품_지출_총금액","의료비_지출_총금액","교통_지출_총금액","교육_지출_총금액","유흥_지출_총금액","여가_문화_지출_총금액","기타_지출_총금액","음식_지출_총금액"
"20261","11500603","가양1동","63120689000","2932088000","132647000","59026000","6244692000","29120501000","387029000","803045000","5478654000","8007006000","9956001000"
"20261","11500593","화곡8동","4670140000","2037523000","217432000","32209000","469722000","11088000","160282000","104573000","242280000","160037000","1234994000"
"20261","11500591","화곡6동","7515883000","1247001000","86342000","31244000","1743899000","1397770000","46682000","478557000","507698000","177432000","1799258000"
"20261","11500590","화곡본동","5780088000","1936537000","51262000","60467000","955507000","896448000","217894000","143236000","139536000","128748000","1250453000"
"20261","11500570","화곡4동","4489677000","1282447000","103574000","172050000","524731000","793350000","110579000","114526000","377998000","175818000","834604000"
"20261","11500560","화곡3동","4356006000","767331000","46749000","19860000","1040495000","20600000","368692000","158982000","321009000","152039000","1460249000"
"20261","11500550","화곡2동","2951693000","410542000","33932000","233956000","212424000","264289000","139085000","11723000","1446420000","43279000","156043000"
"20261","11500540","화곡1동","11416988000","2669445000","218426000","164616000","2338707000","450503000","260226000","826502000","799685000","591589000","3097289000"
"20261","11500535","등촌3동","8030614000","1434109000","35853000","126639000","2298745000","189682000","621075000","95451000","515670000","782496000","1930894000"
"20261","11500530","등촌2동","2568726000","425030000","498857000","188498000","253597000","437813000","90342000","23709000","86094000","45205000","519581000"
"20261","11500520","등촌1동","5417268000","972054000","207617000","131548000","1440673000","346310000","171998000","112209000","396189000","198142000","1440528000"
"20261","11500510","염창동","6247717000","1551088000","83210000","167032000","737887000","652448000","761618000","36941000","655828000","378227000","1223438000"
"20261","11470680","신정7동","4684509000","1265268000","23701000","18644000","964363000","892485000","530653000","13412000","193174000","76782000","706027000"
"20261","11470670","신정6동","2946727000","710017000","19664000","0","207775000","30181000","1353050000","15189000","271461000","69764000","269626000"
"20261","11470650","신정4동","10145639000","1872436000","273833000","155849000","2842363000","475191000","611449000","307652000","516853000","419791000","2670222000"
"20261","11470640","신정3동","5601642000","1396839000","90707000","26141000","1902819000","640852000","383547000","58782000","335058000","104343000","662554000"
"20261","11470630","신정2동","4238434000","1170061000","25769000","18912000","630902000","110398000","929954000","30570000","238561000","106786000","976521000"
"20261","11470620","신정1동","4399988000","1309587000","114161000","182841000","564944000","398800000","360594000","136236000","180721000","152502000","999602000"
"20261","11470611","신월7동","2203607000","1124526000","24634000","40757000","161851000","125079000","71506000","43797000","160703000","43900000","406854000"
"20261","11470610","신월6동","2438230000","940204000","57113000","34641000","429505000","5245000","174439000","25534000","158589000","71604000","541356000"
"20261","11470600","신월5동","3307131000","428054000","13195000","64235000","370473000","1085656000","128089000","56478000","312393000","186875000","661683000"
"20261","11470590","신월4동","3206174000","539701000","14721000","19778000","388209000","1010346000","171065000","98545000","57254000","81908000","824647000"
"20261","11470580","신월3동","2314767000","556580000","30128000","8501000","279502000","965879000","71318000","28208000","41746000","64632000","268273000"
"20261","11470570","신월2동","2991294000","1299294000","25070000","52238000","606920000","187438000","165115000","12510000","144114000","55857000","442738000"
"20261","11470560","신월1동","3981625000","2154352000","71284000","91825000","292254000","88409000","66024000","145942000","214427000","82533000","774575000"
"20261","11470550","목5동","13681062000","1882709000","70610000","28197000","5350787000","9203000","4509856000","21658000","455238000","224034000","1128770000"
"20261","11470540","목4동","5489414000","2191884000","53408000","68190000","1143097000","9568000","521929000","63492000","327897000","108098000","1001851000"
"20261","11470530","목3동","6610576000","2938219000","151872000","155084000","1184084000","31771000","203446000","184688000","305058000","234567000","1221787000"
"20261","11470520","목2동","4253271000","1081376000","86422000","57662000","630665000","511671000","286569000","47638000","213224000","79327000","1258717000"
"20261","11470510","목1동","26357612000","2335249000","100891000","147611000","6622847000","87398000","2903938000","276749000","7102384000","1554601000","5225944000"
"20261","11440740","상암동","13922821000","1486716000","80572000","128961000","1302961000","66632000","2083189000","126084000","4697631000","784938000","3165137000"
"20261","11440730","성산2동","7181769000","3894150000","140203000","45306000","412227000","402807000","429284000","46886000","358379000","592653000","859874000"
"20261","11440720","성산1동","3479991000","801820000","141999000","46211000","424213000","528564000","188815000","24396000","221671000","110973000","991329000"
"20261","11440710","연남동","8023613000","1491348000","477810000","31061000","216715000","44127000","81711000","360316000","257410000","309269000","4753846000"
"20261","11440700","망원2동","3674291000","1388820000","65816000","81058000","307035000","127478000","106203000","68507000","366511000","123255000","1039608000"
"20261","11440690","망원1동","7983624000","2375859000","281185000","99770000","730138000","43022000","124893000","261172000","386351000","304121000","3377113000"
"20261","11440680","합정동","10287734000","1740786000","305871000","157412000","1186543000","20331000","176645000","430056000","1401941000","482211000","4385938000"
"20261","11440660","서교동","59859641000","6460866000","5132855000","976821000","8116318000","136245000","2051390000","4278260000","7917562000","3782919000","21006405000"
"20261","11440655","서강동","5396267000","1245020000","236168000","24258000","176207000","319790000","568609000","190552000","537911000","274877000","1822875000"
"20261","11440630","신수동","2859220000","698063000","23053000","52447000","1002780000","59349000","183668000","28042000","135591000","62216000","614011000"
"20261","11440610","염리동","79868266000","324533000","25131000","124491000","162377000","409988000","303039000","32910000","77224677000","31787000","1229333000"
"20261","11440600","대흥동","5665072000","936212000","61301000","68414000","1416379000","9742000","1182496000","67863000","496519000","233013000","1193133000"
"20261","11440590","용강동","7350122000","1363438000","33239000","117516000","1468312000","361311000","622082000","162341000","560468000","252125000","2409290000"
"20261","11440585","도화동","8413091000","743956000","41367000","47837000","2065894000","593584000","137655000","294516000","781825000","596071000","3110386000"
"20261","11440565","공덕동","5545188000","1022650000","57133000","152963000","1064007000","283812000","276451000","109886000","649575000","218325000","1710386000"
"20261","11440555","아현동","8131095000","1969492000","73445000","82930000","1470641000","21294000","441220000","23049000","2316270000","409410000","1323344000"
"20261","11410720","북가좌2동","3703750000","964806000","38708000","113738000","499273000","69244000","399673000","108911000","243106000","137573000","1128718000"
