행정동_코드,행정동_코드_명,당월_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_17~21_매출_금액,아침_비중,점심_비중,저녁_비중,컨셉_적합도,분기초_매출,점포_수,자치구_코드,성장률,카페1개당_평균매출_억원
11650540,잠원동,2525211873,403922614,1133951280,356796144,16.0,44.9,14.1,75.0,2088773703,52,11650,20.9,0.49
11650550,반포본동,79823686,15861183,50630992,61594,19.9,63.4,0.1,83.4,24733124,10,11650,222.7,0.08
11650560,반포1동,1926595603,220790234,593460936,475662088,11.5,30.8,24.7,67.0,1970797439,68,11650,-2.2,0.28
11650570,반포2동,232666547,20089003,96900921,46978698,8.6,41.6,20.2,70.4,96058514,16,11650,142.2,0.15
11650580,반포3동,737105484,105982373,215559256,168669271,14.4,29.2,22.9,66.5,676549583,9,11650,9.0,0.82
11650581,반포4동,3137214403,679371948,1083499574,452924343,21.7,34.5,14.4,70.6,3043123144,67,11650,3.1,0.47
11650590,방배본동,3863892730,698234184,1338373436,738184458,18.1,34.6,19.1,71.8,4080644141,51,11650,-5.3,0.76
11650600,방배1동,1726213424,243480672,637607093,304252952,14.1,36.9,17.6,68.6,1831347280,52,11650,-5.7,0.33
11650610,방배2동,2633544053,198051641,725874598,818986432,7.5,27.6,31.1,66.2,2859786526,66,11650,-7.9,0.4
11650620,방배3동,345902527,34627237,140724335,63073425,10.0,40.7,18.2,68.9,369502523,29,11650,-6.4,0.12
11650621,방배4동,1454531580,194234692,625797047,228344087,13.4,43.0,15.7,72.1,1441020316,69,11650,0.9,0.21
11650651,양재1동,4293184351,741720520,2028673303,520123497,17.3,47.3,12.1,76.7,3668332913,124,11650,17.0,0.35
11650652,양재2동,5916679411,1079380020,2524932241,901658442,18.2,42.7,15.2,76.1,5514427600,132,11650,7.3,0.45
11650660,내곡동,471532988,178782952,202123044,3341054,37.9,42.9,0.7,81.5,442627515,31,11650,6.5,0.15
11680510,신사동,4645070243,470148176,1431180281,1024363652,10.1,30.8,22.1,63.0,4595608139,169,11680,1.1,0.27
11680521,논현1동,6293024574,1052714273,2196809737,1194041194,16.7,34.9,19.0,70.6,5335176628,146,11680,18.0,0.43
11680531,논현2동,6086257825,1193890158,2712713189,747278995,19.6,44.6,12.3,76.5,6149265175,164,11680,-1.0,0.37
11680545,압구정동,4659798787,734327216,1588502263,807722973,15.8,34.1,17.3,67.2,4441820766,156,11680,4.9,0.3
11680565,청담동,2999514688,593337678,920484066,279320318,19.8,30.7,9.3,59.8,2796699242,116,11680,7.3,0.26
11680580,삼성1동,11212244036,1763868400,4395915557,1841803661,15.7,39.2,16.4,71.3,7690804420,110,11680,45.8,1.02
11680590,삼성2동,5916788323,979377777,2953027349,803843415,16.6,49.9,13.6,80.1,4100826911,110,11680,44.3,0.54
11680600,대치1동,2064223359,356173258,679819934,419684742,17.3,32.9,20.3,70.5,2352428955,11,11680,-12.3,1.88
11680610,대치2동,6553841417,1327793160,2771356679,1003520599,20.3,42.3,15.3,77.9,5875110592,90,11680,11.6,0.73
11680630,대치4동,7909476801,1689587082,2925407957,1217115990,21.4,37.0,15.4,73.8,7673823286,100,11680,3.1,0.79
11680640,역삼1동,35327445013,4638154364,13291899264,7542428499,13.1,37.6,21.4,72.1,35910959271,400,11680,-1.6,0.88
11680650,역삼2동,4537985725,1065710701,2057892959,425347700,23.5,45.3,9.4,78.2,3821172470,106,11680,18.8,0.43
11680655,도곡1동,859940757,184177488,444095850,80458931,21.4,51.6,9.4,82.4,843511473,45,11680,1.9,0.19
11680656,도곡2동,2931950283,304580157,1166973398,712030128,10.4,39.8,24.3,74.5,2840234266,50,11680,3.2,0.59
11680670,개포2동,422029727,75931552,137048165,85442503,18.0,32.5,20.2,70.7,352892509,19,11680,19.6,0.22
11680690,개포4동,665232714,98983673,275329448,102772856,14.9,41.4,15.4,71.7,770031695,39,11680,-13.6,0.17
11680700,세곡동,1511474841,289139069,659380254,212592415,19.1,43.6,14.1,76.8,1260187043,41,11680,19.9,0.37
11680720,일원본동,807202476,237773530,310844702,74137170,29.5,38.5,9.2,77.2,896047313,11,11680,-9.9,0.73
11680730,일원1동,595988376,87344434,207461360,147519037,14.7,34.8,24.8,74.3,524234914,26,11680,13.7,0.23
11680740,일원2동,148861945,48386394,57619281,10651620,32.5,38.7,7.2,78.4,137728235,8,11680,8.1,0.19
11680750,수서동,2388657490,473988635,810908345,505024283,19.8,33.9,21.1,74.8,2301398575,21,11680,3.8,1.14
11710510,풍납1동,22224268,316233,12566839,2996670,1.4,56.5,13.5,71.4,18167047,12,11710,22.3,0.02
11710520,풍납2동,294690997,42436732,116944853,50535739,14.4,39.7,17.1,71.2,301092362,27,11710,-2.1,0.11
11710531,거여1동,332571135,32650926,88447629,104639163,9.8,26.6,31.5,67.9,340842384,14,11710,-2.4,0.24
11710532,거여2동,88689765,6756901,23891282,26573239,7.6,26.9,30.0,64.5,191331151,9,11710,-53.6,0.1
11710540,마천1동,170137264,44602790,53854650,27910735,26.2,31.7,16.4,74.3,159764535,7,11710,6.5,0.24
11710550,마천2동,946755791,129887882,281648138,273860872,13.7,29.7,28.9,72.3,1052084326,18,11710,-10.0,0.53
11710561,방이1동,475029863,54477550,187671399,87001325,11.5,39.5,18.3,69.3,536596476,49,11710,-11.5,0.1
11710562,방이2동,3359967722,345945593,905745373,909178068,10.3,27.0,27.1,64.4,3343126639,62,11710,0.5,0.54
11710566,오륜동,685026359,65566726,222140252,128273837,9.6,32.4,18.7,60.7,514947771,12,11710,33.0,0.57
11710570,오금동,2765626806,531882514,943058471,443137893,19.2,34.1,16.0,69.3,2486396650,81,11710,11.2,0.34
11710580,송파1동,2688973706,170711778,773461181,785067917,6.3,28.8,29.2,64.3,2438769661,152,11710,10.3,0.18
11710590,송파2동,749724596,144593775,226308717,123394727,19.3,30.2,16.5,66.0,711847625,28,11710,5.3,0.27
11710600,석촌동,2388570437,322503174,697279501,554726539,13.5,29.2,23.2,65.9,2995982707,81,11710,-20.3,0.29
11710610,삼전동,1288476486,215877987,375978879,276135918,16.8,29.2,21.4,67.4,1087682375,50,11710,18.5,0.26
11710620,가락본동,1944701908,370946357,766397307,319905496,19.1,39.4,16.5,75.0,1747856289,58,11710,11.3,0.34
11710631,가락1동,1078019667,169973171,295985816,244887797,15.8,27.5,22.7,66.0,847020036,18,11710,27.3,0.6
11710632,가락2동,665495320,106752619,227979172,130455276,16.0,34.3,19.6,69.9,662854483,43,11710,0.4,0.15
11710641,문정1동,348674957,46166986,142391375,56710634,13.2,40.8,16.3,70.3,330230801,40,11710,5.6,0.09
11710642,문정2동,4309965922,905870873,1787283955,596000744,21.0,41.5,13.8,76.3,4646087304,160,11710,-7.2,0.27
11710646,장지동,694198161,141411428,234102214,112427270,20.4,33.7,16.2,70.3,641559788,43,11710,8.2,0.16
11710647,위례동,2170671378,308928170,770248262,406121328,14.2,35.5,18.7,68.4,2786077462,28,11710,-22.1,0.78
11710650,잠실본동,3898195176,450756684,1051771496,1083911952,11.6,27.0,27.8,66.4,3634319830,61,11710,7.3,0.64
11710670,잠실2동,3225873794,445240720,1097715780,605157985,13.8,34.0,18.8,66.6,2568531364,24,11710,25.6,1.34
11710680,잠실3동,1819133021,269373406,637097782,322359596,14.8,35.0,17.7,67.5,1712683408,30,11710,6.2,0.61
11710690,잠실4동,109005170,23015041,33345393,17242065,21.1,30.6,15.8,67.5,94474838,8,11710,15.4,0.14
11710710,잠실6동,7178615162,1437363791,2794645985,1043553821,20.0,38.9,14.5,73.4,6680820313,82,11710,7.5,0.88
11710720,잠실7동,52531337,5126591,23395886,3867237,9.8,44.5,7.4,61.7,22379403,5,11710,134.7,0.11
11740515,강일동,939052937,252606048,378575087,113563273,26.9,40.3,12.1,79.3,772129456,18,11740,21.6,0.52
11740520,상일동,977515320,309246059,393248292,44864674,31.6,40.2,4.6,76.4,992973063,33,11740,-1.6,0.3
11740530,명일1동,1445984447,425741811,413424141,238496894,29.4,28.6,16.5,74.5,1372182304,48,11740,5.4,0.3
11740540,명일2동,2004207796,331877929,671172050,409652577,16.6,33.5,20.4,70.5,1875969259,22,11740,6.8,0.91
11740550,고덕1동,13046841,4242770,5724693,468836,32.5,43.9,3.6,80.0,10559543,16,11740,23.6,0.01
11740560,고덕2동,87356734,13473414,31160165,13918669,15.4,35.7,15.9,67.0,76912871,36,11740,13.6,0.02
11740570,암사1동,317592528,50829493,107967383,60690301,16.0,34.0,19.1,69.1,326716890,43,11740,-2.8,0.07
11740580,암사2동,147550742,21280826,43748465,32988124,14.4,29.6,22.4,66.4,186747896,22,11740,-21.0,0.07
11740590,암사3동,372000254,82165419,122953187,52406994,22.1,33.1,14.1,69.3,354198742,11,11740,5.0,0.34
11740600,천호1동,492652216,74798080,147326965,103378366,15.2,29.9,21.0,66.1,500527459,26,11740,-1.6,0.19
11740610,천호2동,2006589685,271285778,527967255,510655751,13.5,26.3,25.4,65.2,1657614015,72,11740,21.1,0.28
11740620,천호3동,268551629,45680133,68539646,51025723,17.0,25.5,19.0,61.5,335369650,35,11740,-19.9,0.08
11740640,성내1동,1411164272,233114560,521824479,238503508,16.5,37.0,16.9,70.4,1202526325,64,11740,17.3,0.22
11740650,성내2동,1138806723,159066824,341718556,277603237,14.0,30.0,24.4,68.4,969842160,58,11740,17.4,0.2
11740660,성내3동,1253857753,215274051,466975483,233997720,17.2,37.2,18.7,73.1,1315966222,67,11740,-4.7,0.19
11740685,길동,2740212223,451731734,942662158,600715474,16.5,34.4,21.9,72.8,2651450485,58,11740,3.3,0.47
11740700,둔촌2동,600915476,81384247,230143591,125728100,13.5,38.3,20.9,72.7,572832409,48,11740,4.9,0.13
